resample	seed	metric	delta_k1x_minus_semantic
423	52001	per_image_iou_averaged_f1_delta	-0.0011903263204814953
424	52001	per_image_iou_averaged_f1_delta	0.00048000306485527095
425	52001	per_image_iou_averaged_f1_delta	-0.0008787120819258903
426	52001	per_image_iou_averaged_f1_delta	-0.0004316148026073053
427	52001	per_image_iou_averaged_f1_delta	-0.0007963213541527638
428	52001	per_image_iou_averaged_f1_delta	-0.000229685020280702
429	52001	per_image_iou_averaged_f1_delta	-0.0005919509465876072
430	52001	per_image_iou_averaged_f1_delta	-0.0004145225965930462
431	52001	per_image_iou_averaged_f1_delta	-0.00184902219416857
432	52001	per_image_iou_averaged_f1_delta	-0.0002597609492076911
433	52001	per_image_iou_averaged_f1_delta	-0.0013378279887977648
434	52001	per_image_iou_averaged_f1_delta	-0.0005872517787907793
435	52001	per_image_iou_averaged_f1_delta	-0.0013387671352549826
436	52001	per_image_iou_averaged_f1_delta	-0.001149970926541024
437	52001	per_image_iou_averaged_f1_delta	-0.0006819715851643326
438	52001	per_image_iou_averaged_f1_delta	-0.001735481647674466
439	52001	per_image_iou_averaged_f1_delta	-0.0006160366678996611
440	52001	per_image_iou_averaged_f1_delta	-0.0015897763765086105
441	52001	per_image_iou_averaged_f1_delta	-0.00031005743853629867
442	52001	per_image_iou_averaged_f1_delta	-0.0007947239715016871
443	52001	per_image_iou_averaged_f1_delta	-0.0002677744985872572
444	52001	per_image_iou_averaged_f1_delta	-0.00046403123334236724
445	52001	per_image_iou_averaged_f1_delta	-0.00022874728436340396
446	52001	per_image_iou_averaged_f1_delta	-0.00012946999879639976
447	52001	per_image_iou_averaged_f1_delta	-0.0003049374842277774
448	52001	per_image_iou_averaged_f1_delta	0.00016900744775560144
449	52001	per_image_iou_averaged_f1_delta	-4.04390134997084e-05
450	52001	per_image_iou_averaged_f1_delta	-0.0006174555639132239
451	52001	per_image_iou_averaged_f1_delta	-0.0007967274363170162
452	52001	per_image_iou_averaged_f1_delta	-0.0005995583569234605
453	52001	per_image_iou_averaged_f1_delta	-0.0003024929109952131
454	52001	per_image_iou_averaged_f1_delta	-0.001344055711523536
455	52001	per_image_iou_averaged_f1_delta	-0.00019306717329094645
456	52001	per_image_iou_averaged_f1_delta	0.0002570754463479461
457	52001	per_image_iou_averaged_f1_delta	-0.00020076333613601807
458	52001	per_image_iou_averaged_f1_delta	-0.0011153191122186686
459	52001	per_image_iou_averaged_f1_delta	-0.0008103508527032603
460	52001	per_image_iou_averaged_f1_delta	-0.0005730592562616283
461	52001	per_image_iou_averaged_f1_delta	-0.0012145543142886898
462	52001	per_image_iou_averaged_f1_delta	-0.0010345118200656496
463	52001	per_image_iou_averaged_f1_delta	-0.0010875422127585082
464	52001	per_image_iou_averaged_f1_delta	-0.0008846025335752322
465	52001	per_image_iou_averaged_f1_delta	-0.0008812113414421617
466	52001	per_image_iou_averaged_f1_delta	-0.0012285337918805984
467	52001	per_image_iou_averaged_f1_delta	-0.00045970225032486824
468	52001	per_image_iou_averaged_f1_delta	-0.0009664201981738092
469	52001	per_image_iou_averaged_f1_delta	0.00037844907173969117
470	52001	per_image_iou_averaged_f1_delta	-0.0024246981032744154
471	52001	per_image_iou_averaged_f1_delta	-0.0008269787943553984
472	52001	per_image_iou_averaged_f1_delta	-0.00028794101312395554
473	52001	per_image_iou_averaged_f1_delta	-0.000468502979350097
474	52001	per_image_iou_averaged_f1_delta	-0.0014903907516684708
475	52001	per_image_iou_averaged_f1_delta	-0.000787135953629326
476	52001	per_image_iou_averaged_f1_delta	-0.0004730791676498112
477	52001	per_image_iou_averaged_f1_delta	-0.0009778257200620808
478	52001	per_image_iou_averaged_f1_delta	-0.0007272982217210179
479	52001	per_image_iou_averaged_f1_delta	-0.0007227708736740429
480	52001	per_image_iou_averaged_f1_delta	-0.0012359960733816307
481	52001	per_image_iou_averaged_f1_delta	-0.0007199183036640399
482	52001	per_image_iou_averaged_f1_delta	-0.00106016214604999
483	52001	per_image_iou_averaged_f1_delta	-0.0005867528706984237
484	52001	per_image_iou_averaged_f1_delta	-0.0004988930128397396
485	52001	per_image_iou_averaged_f1_delta	-0.0010596107409746075
486	52001	per_image_iou_averaged_f1_delta	-0.0006211993817098111
487	52001	per_image_iou_averaged_f1_delta	-0.0004785294791828531
488	52001	per_image_iou_averaged_f1_delta	-0.0013167298865123444
489	52001	per_image_iou_averaged_f1_delta	-0.0005370993586414207
490	52001	per_image_iou_averaged_f1_delta	-0.0004352149301065384
491	52001	per_image_iou_averaged_f1_delta	-0.0013931991137625826
492	52001	per_image_iou_averaged_f1_delta	-0.0007513665935247034
493	52001	per_image_iou_averaged_f1_delta	0.0007292776514349111
494	52001	per_image_iou_averaged_f1_delta	-0.0007590832566844305
495	52001	per_image_iou_averaged_f1_delta	-0.001578460431757457
496	52001	per_image_iou_averaged_f1_delta	-0.0008023962448846369
497	52001	per_image_iou_averaged_f1_delta	-0.0014774845716713635
498	52001	per_image_iou_averaged_f1_delta	-0.0005498798933338791
499	52001	per_image_iou_averaged_f1_delta	-0.0012602958281909306
500	52001	per_image_iou_averaged_f1_delta	0.00044787793088051336
501	52001	per_image_iou_averaged_f1_delta	-0.0017647449522783696
502	52001	per_image_iou_averaged_f1_delta	-8.879095421564584e-05
503	52001	per_image_iou_averaged_f1_delta	-0.0003449548671384394
504	52001	per_image_iou_averaged_f1_delta	4.870604659978779e-05
505	52001	per_image_iou_averaged_f1_delta	-0.0019740409843656613
506	52001	per_image_iou_averaged_f1_delta	-0.001257123442167897
507	52001	per_image_iou_averaged_f1_delta	-0.0007611307152889906
508	52001	per_image_iou_averaged_f1_delta	-0.000662184356508709
509	52001	per_image_iou_averaged_f1_delta	-0.00013531303617258776
510	52001	per_image_iou_averaged_f1_delta	-0.00020918120568106348
511	52001	per_image_iou_averaged_f1_delta	-0.0005422513636593693
512	52001	per_image_iou_averaged_f1_delta	-0.0006013076913060326
513	52001	per_image_iou_averaged_f1_delta	-0.001625762919470029
514	52001	per_image_iou_averaged_f1_delta	-0.0010784369306463162
515	52001	per_image_iou_averaged_f1_delta	-0.001701443697653802
516	52001	per_image_iou_averaged_f1_delta	-0.001028574052479712
517	52001	per_image_iou_averaged_f1_delta	-0.0010443456410489237
518	52001	per_image_iou_averaged_f1_delta	-0.0016739935414280844
519	52001	per_image_iou_averaged_f1_delta	0.0002654573767196181
520	52001	per_image_iou_averaged_f1_delta	-0.0008746969891993168
521	52001	per_image_iou_averaged_f1_delta	-0.00041717236244520216
522	52001	per_image_iou_averaged_f1_delta	-0.000682885844794321
523	52001	per_image_iou_averaged_f1_delta	0.00013653979863596097
524	52001	per_image_iou_averaged_f1_delta	-0.000432814568726159
525	52001	per_image_iou_averaged_f1_delta	-0.00016093578510539494
526	52001	per_image_iou_averaged_f1_delta	-2.5400732204780894e-06
527	52001	per_image_iou_averaged_f1_delta	-0.0015192874355879492
528	52001	per_image_iou_averaged_f1_delta	-0.00037252423141761527
529	52001	per_image_iou_averaged_f1_delta	0.00018534087670242036
530	52001	per_image_iou_averaged_f1_delta	0.0003637971318300465
531	52001	per_image_iou_averaged_f1_delta	-0.0006711799198294797
532	52001	per_image_iou_averaged_f1_delta	-0.00039204679011758904
533	52001	per_image_iou_averaged_f1_delta	-0.00045532722199069547
534	52001	per_image_iou_averaged_f1_delta	-0.0005119896880544399
535	52001	per_image_iou_averaged_f1_delta	-0.0005046761371423756
536	52001	per_image_iou_averaged_f1_delta	-0.0007598562868587444
537	52001	per_image_iou_averaged_f1_delta	0.0006925692747169007
538	52001	per_image_iou_averaged_f1_delta	-0.0009653403492165053
539	52001	per_image_iou_averaged_f1_delta	0.0005881626555174856
540	52001	per_image_iou_averaged_f1_delta	-0.0007852103211602778
541	52001	per_image_iou_averaged_f1_delta	-0.000492907328851463
542	52001	per_image_iou_averaged_f1_delta	-0.000911350019004426
543	52001	per_image_iou_averaged_f1_delta	-0.0007816588977354287
544	52001	per_image_iou_averaged_f1_delta	-0.0007285268081864996
545	52001	per_image_iou_averaged_f1_delta	-0.0010109602904917268
546	52001	per_image_iou_averaged_f1_delta	-0.001371913997449528
547	52001	per_image_iou_averaged_f1_delta	-0.00011069303278086246
548	52001	per_image_iou_averaged_f1_delta	-0.0016030865537385189
549	52001	per_image_iou_averaged_f1_delta	-0.0007718633001211957
550	52001	per_image_iou_averaged_f1_delta	-0.0005590570471880652
551	52001	per_image_iou_averaged_f1_delta	-0.0005431552588914655
552	52001	per_image_iou_averaged_f1_delta	-0.0017186285803605995
553	52001	per_image_iou_averaged_f1_delta	-0.0004616930047066624
554	52001	per_image_iou_averaged_f1_delta	-0.00043842934815412207
555	52001	per_image_iou_averaged_f1_delta	0.0002068009257166506
556	52001	per_image_iou_averaged_f1_delta	-0.0008160853349757398
557	52001	per_image_iou_averaged_f1_delta	-0.0009532983202383206
558	52001	per_image_iou_averaged_f1_delta	-0.00023162282320807366
559	52001	per_image_iou_averaged_f1_delta	-0.002143814035221362
560	52001	per_image_iou_averaged_f1_delta	-0.0007814987545953903
561	52001	per_image_iou_averaged_f1_delta	-0.0011296295826665333
562	52001	per_image_iou_averaged_f1_delta	-0.00131782237424576
563	52001	per_image_iou_averaged_f1_delta	-0.0012807362861324318
564	52001	per_image_iou_averaged_f1_delta	-0.00013094385143680307
565	52001	per_image_iou_averaged_f1_delta	-0.00010085247700402915
566	52001	per_image_iou_averaged_f1_delta	-0.0005134718570477756
567	52001	per_image_iou_averaged_f1_delta	-0.0013201600686539683
568	52001	per_image_iou_averaged_f1_delta	-0.000984386812753027
569	52001	per_image_iou_averaged_f1_delta	-0.0005839942075811464
570	52001	per_image_iou_averaged_f1_delta	-0.0006474130170064337
571	52001	per_image_iou_averaged_f1_delta	-0.0004809973227745275
572	52001	per_image_iou_averaged_f1_delta	-0.0007763961373618467
573	52001	per_image_iou_averaged_f1_delta	-0.0009405916566710875
574	52001	per_image_iou_averaged_f1_delta	-0.0007075943737650463
575	52001	per_image_iou_averaged_f1_delta	-0.0014571678501612694
576	52001	per_image_iou_averaged_f1_delta	-0.0010540405603380717
577	52001	per_image_iou_averaged_f1_delta	-0.0013119094541909093
578	52001	per_image_iou_averaged_f1_delta	-0.000995499701379472
579	52001	per_image_iou_averaged_f1_delta	-0.00010373648609781713
580	52001	per_image_iou_averaged_f1_delta	-0.00023374199837695295
581	52001	per_image_iou_averaged_f1_delta	-0.0014648783065172506
582	52001	per_image_iou_averaged_f1_delta	-0.0012307374009026936
583	52001	per_image_iou_averaged_f1_delta	-0.001625303922722022
584	52001	per_image_iou_averaged_f1_delta	-0.00031682439180947175
585	52001	per_image_iou_averaged_f1_delta	-0.0005863487922629502
586	52001	per_image_iou_averaged_f1_delta	-0.0009340717659386467
587	52001	per_image_iou_averaged_f1_delta	-0.0011034239282177684
588	52001	per_image_iou_averaged_f1_delta	-0.0009604143102674485
589	52001	per_image_iou_averaged_f1_delta	-0.0011636020096250335
590	52001	per_image_iou_averaged_f1_delta	0.00013535821068025598
591	52001	per_image_iou_averaged_f1_delta	-0.0002649686889986825
592	52001	per_image_iou_averaged_f1_delta	-0.0010169091869552307
593	52001	per_image_iou_averaged_f1_delta	-0.0005516275383459656
594	52001	per_image_iou_averaged_f1_delta	-0.0007630597755126109
595	52001	per_image_iou_averaged_f1_delta	-0.0008196968849212812
596	52001	per_image_iou_averaged_f1_delta	5.793593254875753e-05
597	52001	per_image_iou_averaged_f1_delta	-0.0008590882394099776
598	52001	per_image_iou_averaged_f1_delta	0.0002531846148543416
599	52001	per_image_iou_averaged_f1_delta	-0.0013781253547406425
600	52001	per_image_iou_averaged_f1_delta	-9.744222980185222e-05
601	52001	per_image_iou_averaged_f1_delta	-0.0008352883692504232
602	52001	per_image_iou_averaged_f1_delta	0.00027046659520760816
603	52001	per_image_iou_averaged_f1_delta	0.0007337264417884605
604	52001	per_image_iou_averaged_f1_delta	0.0007192732696392282
605	52001	per_image_iou_averaged_f1_delta	-0.0007572916431780208
606	52001	per_image_iou_averaged_f1_delta	8.412912334950615e-05
607	52001	per_image_iou_averaged_f1_delta	-0.0010640094132022754
608	52001	per_image_iou_averaged_f1_delta	-0.0007033230255821048
609	52001	per_image_iou_averaged_f1_delta	7.771307577443772e-05
610	52001	per_image_iou_averaged_f1_delta	-0.0016717876938338219
611	52001	per_image_iou_averaged_f1_delta	-0.0013095015681863114
612	52001	per_image_iou_averaged_f1_delta	-0.0013834947041280637
613	52001	per_image_iou_averaged_f1_delta	-0.0013172497808513126
614	52001	per_image_iou_averaged_f1_delta	-0.0008227000400298536
615	52001	per_image_iou_averaged_f1_delta	-0.0009005866023691784
616	52001	per_image_iou_averaged_f1_delta	-0.0006180325733634234
617	52001	per_image_iou_averaged_f1_delta	-0.0011733601757928198
618	52001	per_image_iou_averaged_f1_delta	-0.000362045806325231
619	52001	per_image_iou_averaged_f1_delta	-0.0012386574856262204
620	52001	per_image_iou_averaged_f1_delta	-0.0006175033070555443
621	52001	per_image_iou_averaged_f1_delta	-0.0007500376263337701
622	52001	per_image_iou_averaged_f1_delta	-0.0002304539012842814
623	52001	per_image_iou_averaged_f1_delta	-2.1385821265830196e-05
624	52001	per_image_iou_averaged_f1_delta	-0.0010295880245239724
625	52001	per_image_iou_averaged_f1_delta	-0.0009309089216791459
626	52001	per_image_iou_averaged_f1_delta	-0.0010935847433619548
627	52001	per_image_iou_averaged_f1_delta	-0.0014646721209804268
628	52001	per_image_iou_averaged_f1_delta	-0.002091441477111015
629	52001	per_image_iou_averaged_f1_delta	-0.0009429136303574041
630	52001	per_image_iou_averaged_f1_delta	-0.0006194968623397432
631	52001	per_image_iou_averaged_f1_delta	-0.0009339214049478043
632	52001	per_image_iou_averaged_f1_delta	-0.0014683163248509561
633	52001	per_image_iou_averaged_f1_delta	0.00018966978221226558
634	52001	per_image_iou_averaged_f1_delta	-0.0010478885133690104
635	52001	per_image_iou_averaged_f1_delta	-0.00103238721869948
636	52001	per_image_iou_averaged_f1_delta	-0.00014592018038472822
637	52001	per_image_iou_averaged_f1_delta	-0.00027199238347468916
638	52001	per_image_iou_averaged_f1_delta	-0.0006268148084729021
639	52001	per_image_iou_averaged_f1_delta	-0.0015010339065207998
640	52001	per_image_iou_averaged_f1_delta	-0.0013328723073623519
641	52001	per_image_iou_averaged_f1_delta	-0.0010292227492942313
642	52001	per_image_iou_averaged_f1_delta	-0.0010037214347689816
643	52001	per_image_iou_averaged_f1_delta	8.104520745303798e-05
644	52001	per_image_iou_averaged_f1_delta	-0.000393044505196738
645	52001	per_image_iou_averaged_f1_delta	-0.00024751128302867803
646	52001	per_image_iou_averaged_f1_delta	-0.0005853019781604305
647	52001	per_image_iou_averaged_f1_delta	-0.0006704846001117522
648	52001	per_image_iou_averaged_f1_delta	-0.0012211658272748217
649	52001	per_image_iou_averaged_f1_delta	-0.0012797230844777364
650	52001	per_image_iou_averaged_f1_delta	-0.001535683127817972
651	52001	per_image_iou_averaged_f1_delta	0.0002267428111407983
652	52001	per_image_iou_averaged_f1_delta	-0.00040314701765882505
653	52001	per_image_iou_averaged_f1_delta	-0.00046248741782299396
654	52001	per_image_iou_averaged_f1_delta	-0.000925208776421964
655	52001	per_image_iou_averaged_f1_delta	-0.00041649549816261046
656	52001	per_image_iou_averaged_f1_delta	-0.00012010792698319931
657	52001	per_image_iou_averaged_f1_delta	-0.0007597787948441413
658	52001	per_image_iou_averaged_f1_delta	-0.0009027821291593767
659	52001	per_image_iou_averaged_f1_delta	-3.236939879886816e-05
660	52001	per_image_iou_averaged_f1_delta	-0.0008811455903400574
661	52001	per_image_iou_averaged_f1_delta	-0.00011997951612402393
662	52001	per_image_iou_averaged_f1_delta	-0.001730116792280625
663	52001	per_image_iou_averaged_f1_delta	0.0002259867593180341
664	52001	per_image_iou_averaged_f1_delta	-0.0004668082126834125
665	52001	per_image_iou_averaged_f1_delta	0.00016170577141126207
666	52001	per_image_iou_averaged_f1_delta	-0.0008276103709284429
667	52001	per_image_iou_averaged_f1_delta	-0.0010557226671082417
668	52001	per_image_iou_averaged_f1_delta	-0.001162451253484114
669	52001	per_image_iou_averaged_f1_delta	-0.00015119074693392473
670	52001	per_image_iou_averaged_f1_delta	0.0005534907094111089
671	52001	per_image_iou_averaged_f1_delta	-0.0012005647243293663
672	52001	per_image_iou_averaged_f1_delta	-0.0010808515542115782
673	52001	per_image_iou_averaged_f1_delta	-0.0015453144457527272
674	52001	per_image_iou_averaged_f1_delta	-0.0004331241952154734
675	52001	per_image_iou_averaged_f1_delta	-0.0004875834791692788
676	52001	per_image_iou_averaged_f1_delta	-4.975291091848293e-05
677	52001	per_image_iou_averaged_f1_delta	-0.0008749274333901539
678	52001	per_image_iou_averaged_f1_delta	-0.00033885980016109646
679	52001	per_image_iou_averaged_f1_delta	-0.0008234000353242397
680	52001	per_image_iou_averaged_f1_delta	-0.0017599150753251764
681	52001	per_image_iou_averaged_f1_delta	-0.0010643277216028342
682	52001	per_image_iou_averaged_f1_delta	-0.0006097047657518825
683	52001	per_image_iou_averaged_f1_delta	-0.0005221650775713025
684	52001	per_image_iou_averaged_f1_delta	-0.0009288654235511545
685	52001	per_image_iou_averaged_f1_delta	-0.0009965812959398732
686	52001	per_image_iou_averaged_f1_delta	-0.0003919583590931267
687	52001	per_image_iou_averaged_f1_delta	0.00016491218199753054
688	52001	per_image_iou_averaged_f1_delta	-0.0010019781596898698
689	52001	per_image_iou_averaged_f1_delta	-0.00030058974674061057
690	52001	per_image_iou_averaged_f1_delta	-0.0006134347440942386
691	52001	per_image_iou_averaged_f1_delta	-0.0001951276157299201
692	52001	per_image_iou_averaged_f1_delta	-0.0003533610395908284
693	52001	per_image_iou_averaged_f1_delta	-0.00036985795804015114
694	52001	per_image_iou_averaged_f1_delta	0.0005297518571435943
695	52001	per_image_iou_averaged_f1_delta	-0.00048255490706461206
696	52001	per_image_iou_averaged_f1_delta	-0.0004994496666197048
697	52001	per_image_iou_averaged_f1_delta	-0.0009293905574093486
698	52001	per_image_iou_averaged_f1_delta	-0.0005805491107307215
699	52001	per_image_iou_averaged_f1_delta	-0.0006724585568531643
700	52001	per_image_iou_averaged_f1_delta	-0.0006312918341733417
701	52001	per_image_iou_averaged_f1_delta	-0.0013159875541990831
702	52001	per_image_iou_averaged_f1_delta	-0.00010309743242038034
703	52001	per_image_iou_averaged_f1_delta	-0.00011163948185333262
704	52001	per_image_iou_averaged_f1_delta	-0.0004237252596604129
705	52001	per_image_iou_averaged_f1_delta	-0.0014957781751538178
706	52001	per_image_iou_averaged_f1_delta	-0.0007133842271529141
707	52001	per_image_iou_averaged_f1_delta	-0.0012459788187913722
708	52001	per_image_iou_averaged_f1_delta	4.693187474674476e-05
709	52001	per_image_iou_averaged_f1_delta	1.5715834796593798e-05
710	52001	per_image_iou_averaged_f1_delta	-0.001407531723773665
711	52001	per_image_iou_averaged_f1_delta	-0.000548397522402169
712	52001	per_image_iou_averaged_f1_delta	-0.0006485582206286693
713	52001	per_image_iou_averaged_f1_delta	3.0402300063405517e-05
714	52001	per_image_iou_averaged_f1_delta	0.0005210179738113458
715	52001	per_image_iou_averaged_f1_delta	0.001100794153255063
716	52001	per_image_iou_averaged_f1_delta	-0.0006997713952320505
717	52001	per_image_iou_averaged_f1_delta	-0.0007859887917314402
718	52001	per_image_iou_averaged_f1_delta	-0.0005614909308260554
719	52001	per_image_iou_averaged_f1_delta	-0.00070754259373101
720	52001	per_image_iou_averaged_f1_delta	0.00032203812934765343
721	52001	per_image_iou_averaged_f1_delta	-0.0009081474630169573
722	52001	per_image_iou_averaged_f1_delta	-0.000992375781039621
723	52001	per_image_iou_averaged_f1_delta	0.0003094347927488207
724	52001	per_image_iou_averaged_f1_delta	-0.0006333764769292723
725	52001	per_image_iou_averaged_f1_delta	-0.001084649131110431
726	52001	per_image_iou_averaged_f1_delta	-0.00019939207703045092
727	52001	per_image_iou_averaged_f1_delta	-0.0010927076743462137
728	52001	per_image_iou_averaged_f1_delta	-0.001369456597528101
729	52001	per_image_iou_averaged_f1_delta	-0.0012485760911832404
730	52001	per_image_iou_averaged_f1_delta	-6.620697065600866e-05
731	52001	per_image_iou_averaged_f1_delta	-6.236276486373606e-05
732	52001	per_image_iou_averaged_f1_delta	-0.0006032714368675567
733	52001	per_image_iou_averaged_f1_delta	-0.00022182440449414775
734	52001	per_image_iou_averaged_f1_delta	-0.0003321634860109038
735	52001	per_image_iou_averaged_f1_delta	0.0010145537117985856
736	52001	per_image_iou_averaged_f1_delta	-0.00026383955730737
737	52001	per_image_iou_averaged_f1_delta	-2.8128641979067836e-05
738	52001	per_image_iou_averaged_f1_delta	-0.0004352486429218599
739	52001	per_image_iou_averaged_f1_delta	-0.0008933236604309044
740	52001	per_image_iou_averaged_f1_delta	-0.0007416323946412427
741	52001	per_image_iou_averaged_f1_delta	-0.0007395898175125287
742	52001	per_image_iou_averaged_f1_delta	-0.0010194851586527616
743	52001	per_image_iou_averaged_f1_delta	-0.00012436841153211126
744	52001	per_image_iou_averaged_f1_delta	-0.0012497672793155225
745	52001	per_image_iou_averaged_f1_delta	-0.0008520707720734567
746	52001	per_image_iou_averaged_f1_delta	0.00012041632423424462
747	52001	per_image_iou_averaged_f1_delta	-4.858966742292479e-05
748	52001	per_image_iou_averaged_f1_delta	-0.0005262719559546336
749	52001	per_image_iou_averaged_f1_delta	0.00011520220432436037
750	52001	per_image_iou_averaged_f1_delta	-0.0001479098800435892
751	52001	per_image_iou_averaged_f1_delta	-0.0004029508939390355
752	52001	per_image_iou_averaged_f1_delta	-0.0009584977743831938
753	52001	per_image_iou_averaged_f1_delta	-0.00028066649881296386
754	52001	per_image_iou_averaged_f1_delta	0.00029513966958346396
755	52001	per_image_iou_averaged_f1_delta	-0.00012197755284710651
756	52001	per_image_iou_averaged_f1_delta	0.0004958367240869893
757	52001	per_image_iou_averaged_f1_delta	-0.0007949620217885633
758	52001	per_image_iou_averaged_f1_delta	7.632676261421119e-05
759	52001	per_image_iou_averaged_f1_delta	0.0002444991764437121
760	52001	per_image_iou_averaged_f1_delta	-0.0010180724569540521
761	52001	per_image_iou_averaged_f1_delta	-0.0009328154589356917
762	52001	per_image_iou_averaged_f1_delta	-0.001414549724807649
763	52001	per_image_iou_averaged_f1_delta	-0.00038187800582253646
764	52001	per_image_iou_averaged_f1_delta	-0.0005422223849639496
765	52001	per_image_iou_averaged_f1_delta	-0.0007488763438767279
766	52001	per_image_iou_averaged_f1_delta	0.00020277127848709265
767	52001	per_image_iou_averaged_f1_delta	-0.0007587111799814727
768	52001	per_image_iou_averaged_f1_delta	-0.0007794050331162
769	52001	per_image_iou_averaged_f1_delta	-0.0009791149758195115
770	52001	per_image_iou_averaged_f1_delta	-0.0003650161387433095
771	52001	per_image_iou_averaged_f1_delta	-0.0010977320406267534
772	52001	per_image_iou_averaged_f1_delta	-4.660613701443381e-05
773	52001	per_image_iou_averaged_f1_delta	-0.0003775550074417721
774	52001	per_image_iou_averaged_f1_delta	-0.0014166835901325036
775	52001	per_image_iou_averaged_f1_delta	0.00018306493369009777
776	52001	per_image_iou_averaged_f1_delta	-0.0007483674077493252
777	52001	per_image_iou_averaged_f1_delta	0.0006418292196632287
778	52001	per_image_iou_averaged_f1_delta	-0.00019631238914382486
779	52001	per_image_iou_averaged_f1_delta	-0.0005829426753540515
780	52001	per_image_iou_averaged_f1_delta	-0.0010694399189790603
781	52001	per_image_iou_averaged_f1_delta	-0.0005192474816145479
782	52001	per_image_iou_averaged_f1_delta	-0.0016298097930858564
783	52001	per_image_iou_averaged_f1_delta	-0.0008134902809479016
784	52001	per_image_iou_averaged_f1_delta	-0.0009225243843793028
785	52001	per_image_iou_averaged_f1_delta	-0.00014078609857082577
786	52001	per_image_iou_averaged_f1_delta	-0.002201322558603242
787	52001	per_image_iou_averaged_f1_delta	-0.00039892345188359
788	52001	per_image_iou_averaged_f1_delta	-0.0002402344311318333
789	52001	per_image_iou_averaged_f1_delta	0.0003006477082307577
790	52001	per_image_iou_averaged_f1_delta	-0.0011499849247826525
791	52001	per_image_iou_averaged_f1_delta	-0.0004424189158695371
792	52001	per_image_iou_averaged_f1_delta	-0.000913433732088329
793	52001	per_image_iou_averaged_f1_delta	-0.0014506649566491078
794	52001	per_image_iou_averaged_f1_delta	-0.0011675352777399427
795	52001	per_image_iou_averaged_f1_delta	-0.0014926471188423612
796	52001	per_image_iou_averaged_f1_delta	-0.0008299633328207209
797	52001	per_image_iou_averaged_f1_delta	-0.0004936127157971698
798	52001	per_image_iou_averaged_f1_delta	-0.0013083566865805085
799	52001	per_image_iou_averaged_f1_delta	-0.0012269934522260086
800	52001	per_image_iou_averaged_f1_delta	-0.0007081071337666445
801	52001	per_image_iou_averaged_f1_delta	-0.0010131770864022852
802	52001	per_image_iou_averaged_f1_delta	-0.00067157941231373
803	52001	per_image_iou_averaged_f1_delta	-0.0007217911048441943
804	52001	per_image_iou_averaged_f1_delta	-0.0010049113098565471
805	52001	per_image_iou_averaged_f1_delta	-0.0007022904779478517
806	52001	per_image_iou_averaged_f1_delta	-0.0005850383131220658
807	52001	per_image_iou_averaged_f1_delta	-0.00010070298617832178
808	52001	per_image_iou_averaged_f1_delta	-0.0012474072548469943
809	52001	per_image_iou_averaged_f1_delta	-0.0013189540409810103
810	52001	per_image_iou_averaged_f1_delta	-0.00037326859253006896
811	52001	per_image_iou_averaged_f1_delta	-0.0004302437711138708
812	52001	per_image_iou_averaged_f1_delta	-0.0008293630114846582
813	52001	per_image_iou_averaged_f1_delta	-0.0004296877542179736
814	52001	per_image_iou_averaged_f1_delta	-0.0012340762586334972
815	52001	per_image_iou_averaged_f1_delta	8.587005770298494e-05
816	52001	per_image_iou_averaged_f1_delta	-0.00020196784134678537
817	52001	per_image_iou_averaged_f1_delta	-0.0010316182919011157
818	52001	per_image_iou_averaged_f1_delta	0.0009730604965029937
819	52001	per_image_iou_averaged_f1_delta	-0.00048648233706191846
820	52001	per_image_iou_averaged_f1_delta	-0.0017552478800893156
821	52001	per_image_iou_averaged_f1_delta	-0.0005390811915153272
822	52001	per_image_iou_averaged_f1_delta	-0.00023735741326774625
823	52001	per_image_iou_averaged_f1_delta	0.00014971174836880073
824	52001	per_image_iou_averaged_f1_delta	-0.0003567057963557171
825	52001	per_image_iou_averaged_f1_delta	-0.001027794832675163
826	52001	per_image_iou_averaged_f1_delta	-0.0005287931630768908
827	52001	per_image_iou_averaged_f1_delta	-0.0006790580730791844
828	52001	per_image_iou_averaged_f1_delta	-0.0002569016820678738
829	52001	per_image_iou_averaged_f1_delta	-0.0002900834359365413
830	52001	per_image_iou_averaged_f1_delta	-0.000794269319185564
831	52001	per_image_iou_averaged_f1_delta	-0.0006765074945053359
832	52001	per_image_iou_averaged_f1_delta	-0.00039122391286812983
833	52001	per_image_iou_averaged_f1_delta	-0.00017467232493818209
834	52001	per_image_iou_averaged_f1_delta	-0.00036313112657112054
835	52001	per_image_iou_averaged_f1_delta	-0.0010395872485626312
836	52001	per_image_iou_averaged_f1_delta	-0.0002704601132558844
837	52001	per_image_iou_averaged_f1_delta	-0.0012318908225113778
838	52001	per_image_iou_averaged_f1_delta	-0.00046200998389625336
839	52001	per_image_iou_averaged_f1_delta	-0.0005508383395618247
840	52001	per_image_iou_averaged_f1_delta	0.0010369388944166454
841	52001	per_image_iou_averaged_f1_delta	-0.0008068552614739914
842	52001	per_image_iou_averaged_f1_delta	-0.000571641336465839
843	52001	per_image_iou_averaged_f1_delta	-0.0008198705922883153
844	52001	per_image_iou_averaged_f1_delta	-0.0005792346819081871
845	52001	per_image_iou_averaged_f1_delta	-0.0002316440219564873
846	52001	per_image_iou_averaged_f1_delta	-0.0006804522010978313
847	52001	per_image_iou_averaged_f1_delta	-0.0003078949912797986
