resample	seed	metric	delta_k1x_minus_semantic
848	52001	per_image_iou_averaged_f1_delta	-4.000419171917469e-05
849	52001	per_image_iou_averaged_f1_delta	-0.0009299986939155362
850	52001	per_image_iou_averaged_f1_delta	0.0003873200734360638
851	52001	per_image_iou_averaged_f1_delta	6.091716433980259e-05
852	52001	per_image_iou_averaged_f1_delta	-0.001171755204360916
853	52001	per_image_iou_averaged_f1_delta	-0.00019781151288299106
854	52001	per_image_iou_averaged_f1_delta	-0.0002506338098897049
855	52001	per_image_iou_averaged_f1_delta	-0.0008117059372642192
856	52001	per_image_iou_averaged_f1_delta	-0.00013437660983131114
857	52001	per_image_iou_averaged_f1_delta	-0.0010745193263345773
858	52001	per_image_iou_averaged_f1_delta	0.00040501758266336116
859	52001	per_image_iou_averaged_f1_delta	-0.0012663076594369794
860	52001	per_image_iou_averaged_f1_delta	-0.0011602984296278983
861	52001	per_image_iou_averaged_f1_delta	-0.0010434819556543336
862	52001	per_image_iou_averaged_f1_delta	-0.0014800372943356442
863	52001	per_image_iou_averaged_f1_delta	-0.0005057482729241098
864	52001	per_image_iou_averaged_f1_delta	-0.0010129772789687916
865	52001	per_image_iou_averaged_f1_delta	0.0003030757820953554
866	52001	per_image_iou_averaged_f1_delta	-0.00044346262602741246
867	52001	per_image_iou_averaged_f1_delta	-0.001101104794747456
868	52001	per_image_iou_averaged_f1_delta	-0.0009044040089235152
869	52001	per_image_iou_averaged_f1_delta	-0.0009132499311684807
870	52001	per_image_iou_averaged_f1_delta	-0.0009170209409788442
871	52001	per_image_iou_averaged_f1_delta	-0.0013238801617175874
872	52001	per_image_iou_averaged_f1_delta	-0.0013972685737158018
873	52001	per_image_iou_averaged_f1_delta	0.00043274507746934746
874	52001	per_image_iou_averaged_f1_delta	-0.000951950860467875
875	52001	per_image_iou_averaged_f1_delta	-0.0003047298209902461
876	52001	per_image_iou_averaged_f1_delta	-0.0006425838745358567
877	52001	per_image_iou_averaged_f1_delta	-0.000690008344280943
878	52001	per_image_iou_averaged_f1_delta	-0.00018683512064809017
879	52001	per_image_iou_averaged_f1_delta	0.00014237462833715421
880	52001	per_image_iou_averaged_f1_delta	-0.001196421531814901
881	52001	per_image_iou_averaged_f1_delta	-0.0015937225403668393
882	52001	per_image_iou_averaged_f1_delta	-0.0006672317192671047
883	52001	per_image_iou_averaged_f1_delta	-0.0009048912953008596
884	52001	per_image_iou_averaged_f1_delta	-0.0009846982158934758
885	52001	per_image_iou_averaged_f1_delta	-0.0020324674701740738
886	52001	per_image_iou_averaged_f1_delta	-0.00020676699144911472
887	52001	per_image_iou_averaged_f1_delta	-0.0010293589779512228
888	52001	per_image_iou_averaged_f1_delta	-0.0007390376881884035
889	52001	per_image_iou_averaged_f1_delta	-0.0014868018107430333
890	52001	per_image_iou_averaged_f1_delta	-0.0010315088426545293
891	52001	per_image_iou_averaged_f1_delta	-0.0001615506974660747
892	52001	per_image_iou_averaged_f1_delta	-0.0003829025963998143
893	52001	per_image_iou_averaged_f1_delta	-0.0012074811015105084
894	52001	per_image_iou_averaged_f1_delta	0.0001348416617353744
895	52001	per_image_iou_averaged_f1_delta	-0.00011941001865833152
896	52001	per_image_iou_averaged_f1_delta	-0.0006589200987922208
897	52001	per_image_iou_averaged_f1_delta	0.00012272575439527876
898	52001	per_image_iou_averaged_f1_delta	-0.00038814880655060034
899	52001	per_image_iou_averaged_f1_delta	-0.0009453851900712604
900	52001	per_image_iou_averaged_f1_delta	-0.0015687173192924391
901	52001	per_image_iou_averaged_f1_delta	-0.0006862565388043693
902	52001	per_image_iou_averaged_f1_delta	3.385501607873513e-05
903	52001	per_image_iou_averaged_f1_delta	-0.0009987259372448809
904	52001	per_image_iou_averaged_f1_delta	-0.002179285523345014
905	52001	per_image_iou_averaged_f1_delta	-0.0006726700297620266
906	52001	per_image_iou_averaged_f1_delta	-0.0011339613206065885
907	52001	per_image_iou_averaged_f1_delta	-0.0015964437190507696
908	52001	per_image_iou_averaged_f1_delta	-0.00015509250870457397
909	52001	per_image_iou_averaged_f1_delta	-0.0010293133859805574
910	52001	per_image_iou_averaged_f1_delta	-0.00046985065890124835
911	52001	per_image_iou_averaged_f1_delta	-0.0015004685538434522
912	52001	per_image_iou_averaged_f1_delta	-0.0005988549113726754
913	52001	per_image_iou_averaged_f1_delta	-0.00040949730327864166
914	52001	per_image_iou_averaged_f1_delta	-0.001096605213080587
915	52001	per_image_iou_averaged_f1_delta	-0.00031542369703312626
916	52001	per_image_iou_averaged_f1_delta	-0.001205049501680951
917	52001	per_image_iou_averaged_f1_delta	-0.0008695096928450994
918	52001	per_image_iou_averaged_f1_delta	-0.00028595630372982875
919	52001	per_image_iou_averaged_f1_delta	-0.0006856947834419575
920	52001	per_image_iou_averaged_f1_delta	-0.0008737780619618807
921	52001	per_image_iou_averaged_f1_delta	-0.00011553150264678456
922	52001	per_image_iou_averaged_f1_delta	-0.0018497077140653627
923	52001	per_image_iou_averaged_f1_delta	-0.0011082110721010888
924	52001	per_image_iou_averaged_f1_delta	-0.00032940676462797354
925	52001	per_image_iou_averaged_f1_delta	-0.0015027559127325713
926	52001	per_image_iou_averaged_f1_delta	-0.0007114232213780805
927	52001	per_image_iou_averaged_f1_delta	-0.0010429422438248117
928	52001	per_image_iou_averaged_f1_delta	-5.398721947387066e-05
929	52001	per_image_iou_averaged_f1_delta	-0.0013714046066645978
930	52001	per_image_iou_averaged_f1_delta	-0.001904781794456381
931	52001	per_image_iou_averaged_f1_delta	0.0001938032348508853
932	52001	per_image_iou_averaged_f1_delta	2.4584865347817742e-05
933	52001	per_image_iou_averaged_f1_delta	-0.0008742162616519308
934	52001	per_image_iou_averaged_f1_delta	-0.00037187905629657855
935	52001	per_image_iou_averaged_f1_delta	-0.0009406311007338907
936	52001	per_image_iou_averaged_f1_delta	-0.0004148185722993217
937	52001	per_image_iou_averaged_f1_delta	-0.00043516758202068846
938	52001	per_image_iou_averaged_f1_delta	-0.0010394717966088049
939	52001	per_image_iou_averaged_f1_delta	-0.0018078889722013783
940	52001	per_image_iou_averaged_f1_delta	-0.0005538584910938246
941	52001	per_image_iou_averaged_f1_delta	-0.00098891416604623
942	52001	per_image_iou_averaged_f1_delta	-8.873465027806431e-05
943	52001	per_image_iou_averaged_f1_delta	-0.00031301639226071946
944	52001	per_image_iou_averaged_f1_delta	-0.00041128277359177545
945	52001	per_image_iou_averaged_f1_delta	-0.0009773423389342654
946	52001	per_image_iou_averaged_f1_delta	-0.0010371401002000743
947	52001	per_image_iou_averaged_f1_delta	-0.0009249960151797353
948	52001	per_image_iou_averaged_f1_delta	-0.00042359878348688704
949	52001	per_image_iou_averaged_f1_delta	-0.0005376770807329287
950	52001	per_image_iou_averaged_f1_delta	-0.00043139686078831537
951	52001	per_image_iou_averaged_f1_delta	-0.0014122514024693892
952	52001	per_image_iou_averaged_f1_delta	-0.001755004031608695
953	52001	per_image_iou_averaged_f1_delta	0.0003035001688406283
954	52001	per_image_iou_averaged_f1_delta	-0.000909628531829737
955	52001	per_image_iou_averaged_f1_delta	-0.0008450518566360161
956	52001	per_image_iou_averaged_f1_delta	-0.00032903410594644836
957	52001	per_image_iou_averaged_f1_delta	-0.0005815515428706938
958	52001	per_image_iou_averaged_f1_delta	-0.0017288709324661167
959	52001	per_image_iou_averaged_f1_delta	-0.00027537466670818204
960	52001	per_image_iou_averaged_f1_delta	-0.0009201534685421574
961	52001	per_image_iou_averaged_f1_delta	-0.00091376685282603
962	52001	per_image_iou_averaged_f1_delta	-0.0014942037360226796
963	52001	per_image_iou_averaged_f1_delta	-0.0012442431690598678
964	52001	per_image_iou_averaged_f1_delta	-0.00037075826631425277
965	52001	per_image_iou_averaged_f1_delta	-0.0002275474969995387
966	52001	per_image_iou_averaged_f1_delta	-0.00011948551733261103
967	52001	per_image_iou_averaged_f1_delta	-0.0007812347177574634
968	52001	per_image_iou_averaged_f1_delta	-0.001129505863508294
969	52001	per_image_iou_averaged_f1_delta	-0.0009882238793133082
970	52001	per_image_iou_averaged_f1_delta	-0.0010098511633382854
971	52001	per_image_iou_averaged_f1_delta	-0.00172919838851126
972	52001	per_image_iou_averaged_f1_delta	-0.001637410513302789
973	52001	per_image_iou_averaged_f1_delta	-0.0005194088312158235
974	52001	per_image_iou_averaged_f1_delta	-0.0006221498049749659
975	52001	per_image_iou_averaged_f1_delta	-0.0003769788600597896
976	52001	per_image_iou_averaged_f1_delta	-0.0011465237404049927
977	52001	per_image_iou_averaged_f1_delta	-0.0006341224327862051
978	52001	per_image_iou_averaged_f1_delta	-0.0007380474804256643
979	52001	per_image_iou_averaged_f1_delta	-0.0007838814375467759
980	52001	per_image_iou_averaged_f1_delta	-0.001092584867045067
981	52001	per_image_iou_averaged_f1_delta	-0.0004186132236220588
982	52001	per_image_iou_averaged_f1_delta	-0.0008631348420151736
983	52001	per_image_iou_averaged_f1_delta	-0.0005799654257561325
984	52001	per_image_iou_averaged_f1_delta	-0.0002223322271682879
985	52001	per_image_iou_averaged_f1_delta	-0.0009083945190353898
986	52001	per_image_iou_averaged_f1_delta	-0.00023646028206173039
987	52001	per_image_iou_averaged_f1_delta	-0.002490118908226687
988	52001	per_image_iou_averaged_f1_delta	-0.0003576564898056982
989	52001	per_image_iou_averaged_f1_delta	-0.0010301103101279696
990	52001	per_image_iou_averaged_f1_delta	-0.0010877747610570166
991	52001	per_image_iou_averaged_f1_delta	-0.001044094414446353
992	52001	per_image_iou_averaged_f1_delta	-0.0009514720877186353
993	52001	per_image_iou_averaged_f1_delta	-0.00011919805916687967
994	52001	per_image_iou_averaged_f1_delta	-0.0008972693533948675
995	52001	per_image_iou_averaged_f1_delta	-0.0014816327005128859
996	52001	per_image_iou_averaged_f1_delta	-1.3817073440389383e-05
997	52001	per_image_iou_averaged_f1_delta	-3.5644545493194404e-05
998	52001	per_image_iou_averaged_f1_delta	-0.0010791731166440051
999	52001	per_image_iou_averaged_f1_delta	-0.0011008873994542586
1000	52001	per_image_iou_averaged_f1_delta	-0.0010471292997603291
1001	52001	per_image_iou_averaged_f1_delta	-0.0011131552661201034
1002	52001	per_image_iou_averaged_f1_delta	-0.0008889971277074419
1003	52001	per_image_iou_averaged_f1_delta	-0.0001703333052548074
1004	52001	per_image_iou_averaged_f1_delta	-0.0014194998999904685
1005	52001	per_image_iou_averaged_f1_delta	-0.0001013414042985043
1006	52001	per_image_iou_averaged_f1_delta	-0.00022679260884923914
1007	52001	per_image_iou_averaged_f1_delta	-0.0006961065979244355
1008	52001	per_image_iou_averaged_f1_delta	-0.0001729211543822157
1009	52001	per_image_iou_averaged_f1_delta	-3.589752308834204e-05
1010	52001	per_image_iou_averaged_f1_delta	-0.0009062549636391144
1011	52001	per_image_iou_averaged_f1_delta	-0.0007540696965818412
1012	52001	per_image_iou_averaged_f1_delta	-0.002548525620398541
1013	52001	per_image_iou_averaged_f1_delta	-0.0015109052335762407
1014	52001	per_image_iou_averaged_f1_delta	-0.0018430193265761272
1015	52001	per_image_iou_averaged_f1_delta	-0.0011400878924086961
1016	52001	per_image_iou_averaged_f1_delta	-0.00039580112502765396
1017	52001	per_image_iou_averaged_f1_delta	-0.0005879083623584046
1018	52001	per_image_iou_averaged_f1_delta	-0.00022199337926720542
1019	52001	per_image_iou_averaged_f1_delta	-0.0018039650106103312
1020	52001	per_image_iou_averaged_f1_delta	0.0006432839358200407
1021	52001	per_image_iou_averaged_f1_delta	-0.0005012409205254363
1022	52001	per_image_iou_averaged_f1_delta	-0.001232570277233921
1023	52001	per_image_iou_averaged_f1_delta	-0.0012757594485832587
1024	52001	per_image_iou_averaged_f1_delta	-0.0003412128610651824
1025	52001	per_image_iou_averaged_f1_delta	-0.0006188859622862315
1026	52001	per_image_iou_averaged_f1_delta	-0.0002295574926964734
1027	52001	per_image_iou_averaged_f1_delta	-0.0008712338425257248
1028	52001	per_image_iou_averaged_f1_delta	-0.000790807852792881
1029	52001	per_image_iou_averaged_f1_delta	-0.00039296013258980316
1030	52001	per_image_iou_averaged_f1_delta	-0.0003666536660028738
1031	52001	per_image_iou_averaged_f1_delta	-0.0003315624955613725
1032	52001	per_image_iou_averaged_f1_delta	-0.0008734929884505421
1033	52001	per_image_iou_averaged_f1_delta	-0.0012923773592157918
1034	52001	per_image_iou_averaged_f1_delta	-0.0004218134457662957
1035	52001	per_image_iou_averaged_f1_delta	-0.0010937699665680525
1036	52001	per_image_iou_averaged_f1_delta	-0.0013208088385858964
1037	52001	per_image_iou_averaged_f1_delta	-0.0008792970397082935
1038	52001	per_image_iou_averaged_f1_delta	-0.000739553858751698
1039	52001	per_image_iou_averaged_f1_delta	-8.045675013912735e-05
1040	52001	per_image_iou_averaged_f1_delta	-0.0006198309796692618
1041	52001	per_image_iou_averaged_f1_delta	-0.000611603914092082
1042	52001	per_image_iou_averaged_f1_delta	0.00021288896354398922
1043	52001	per_image_iou_averaged_f1_delta	-0.0013602691528209517
1044	52001	per_image_iou_averaged_f1_delta	0.0003919888750565139
1045	52001	per_image_iou_averaged_f1_delta	-0.001134290462979079
1046	52001	per_image_iou_averaged_f1_delta	-0.0012938766044465872
1047	52001	per_image_iou_averaged_f1_delta	9.288640794375941e-05
1048	52001	per_image_iou_averaged_f1_delta	-0.00010054479409423074
1049	52001	per_image_iou_averaged_f1_delta	-0.001072925193279704
1050	52001	per_image_iou_averaged_f1_delta	-0.0011034021044622005
1051	52001	per_image_iou_averaged_f1_delta	-0.0015889136253170212
1052	52001	per_image_iou_averaged_f1_delta	-0.0012929331957242407
1053	52001	per_image_iou_averaged_f1_delta	-0.001561264184455627
1054	52001	per_image_iou_averaged_f1_delta	-0.001806679823399243
1055	52001	per_image_iou_averaged_f1_delta	-0.0012770016639624046
1056	52001	per_image_iou_averaged_f1_delta	-0.0005999443655316687
1057	52001	per_image_iou_averaged_f1_delta	-0.00050196046815479
1058	52001	per_image_iou_averaged_f1_delta	-0.0006711020085769984
1059	52001	per_image_iou_averaged_f1_delta	-0.0007058224908217008
1060	52001	per_image_iou_averaged_f1_delta	-0.00026836020644277107
1061	52001	per_image_iou_averaged_f1_delta	-0.0012096368831297102
1062	52001	per_image_iou_averaged_f1_delta	-0.00018792197696713023
1063	52001	per_image_iou_averaged_f1_delta	-0.0008212972056822011
1064	52001	per_image_iou_averaged_f1_delta	-0.00015553887793802213
1065	52001	per_image_iou_averaged_f1_delta	-9.093538548644666e-05
1066	52001	per_image_iou_averaged_f1_delta	-0.0007615794470295274
1067	52001	per_image_iou_averaged_f1_delta	-0.00028126785966426764
1068	52001	per_image_iou_averaged_f1_delta	-0.00030213656013104365
1069	52001	per_image_iou_averaged_f1_delta	-0.00028327540955653743
1070	52001	per_image_iou_averaged_f1_delta	-0.0005529964640554607
1071	52001	per_image_iou_averaged_f1_delta	-0.0005271787991652031
1072	52001	per_image_iou_averaged_f1_delta	-0.001493166623323145
1073	52001	per_image_iou_averaged_f1_delta	-0.0008409800910317184
1074	52001	per_image_iou_averaged_f1_delta	0.000535208880047882
1075	52001	per_image_iou_averaged_f1_delta	-0.0007265654324282536
1076	52001	per_image_iou_averaged_f1_delta	-0.0011707564013769252
1077	52001	per_image_iou_averaged_f1_delta	-0.0007680375118642279
1078	52001	per_image_iou_averaged_f1_delta	-0.0009551173314445844
1079	52001	per_image_iou_averaged_f1_delta	-0.0006404849151603204
1080	52001	per_image_iou_averaged_f1_delta	-0.0004602394987223697
1081	52001	per_image_iou_averaged_f1_delta	-0.000559623849445387
1082	52001	per_image_iou_averaged_f1_delta	-0.0009100333871859803
1083	52001	per_image_iou_averaged_f1_delta	-0.0006953780487474399
1084	52001	per_image_iou_averaged_f1_delta	-0.0006810852770655855
1085	52001	per_image_iou_averaged_f1_delta	-0.0009157340315657425
1086	52001	per_image_iou_averaged_f1_delta	-0.0010912305641399699
1087	52001	per_image_iou_averaged_f1_delta	-0.0017543835518531274
1088	52001	per_image_iou_averaged_f1_delta	0.00023255983198189524
1089	52001	per_image_iou_averaged_f1_delta	-0.0007745806509954079
1090	52001	per_image_iou_averaged_f1_delta	-0.0010239853180575341
1091	52001	per_image_iou_averaged_f1_delta	-0.0001752833631235535
1092	52001	per_image_iou_averaged_f1_delta	-0.0003649978814000054
1093	52001	per_image_iou_averaged_f1_delta	0.0003650605088463145
1094	52001	per_image_iou_averaged_f1_delta	-0.0005319176917076746
1095	52001	per_image_iou_averaged_f1_delta	-0.0010853791796750127
1096	52001	per_image_iou_averaged_f1_delta	-0.0010564323652610475
1097	52001	per_image_iou_averaged_f1_delta	-0.0008017703860196065
1098	52001	per_image_iou_averaged_f1_delta	-0.0020291126787180466
1099	52001	per_image_iou_averaged_f1_delta	-0.0001728064890856989
1100	52001	per_image_iou_averaged_f1_delta	-0.00022809341912828472
1101	52001	per_image_iou_averaged_f1_delta	-0.0008645408509702925
1102	52001	per_image_iou_averaged_f1_delta	-0.0016944294443578215
1103	52001	per_image_iou_averaged_f1_delta	-0.00010784147439310812
1104	52001	per_image_iou_averaged_f1_delta	-0.000405810174496916
1105	52001	per_image_iou_averaged_f1_delta	-0.0004296096503008876
1106	52001	per_image_iou_averaged_f1_delta	-0.0017175802162623115
1107	52001	per_image_iou_averaged_f1_delta	-0.00044741234626253677
1108	52001	per_image_iou_averaged_f1_delta	-0.0009505809549323868
1109	52001	per_image_iou_averaged_f1_delta	-0.00026314237916540747
1110	52001	per_image_iou_averaged_f1_delta	-0.0010804595729179685
1111	52001	per_image_iou_averaged_f1_delta	-0.00019170302887171127
1112	52001	per_image_iou_averaged_f1_delta	-0.0006175224445416762
1113	52001	per_image_iou_averaged_f1_delta	-0.0010582123572151416
1114	52001	per_image_iou_averaged_f1_delta	-0.0003089443386363544
1115	52001	per_image_iou_averaged_f1_delta	-0.000820094952088421
1116	52001	per_image_iou_averaged_f1_delta	-0.0004547538888799357
1117	52001	per_image_iou_averaged_f1_delta	-0.0002260875513331499
1118	52001	per_image_iou_averaged_f1_delta	-0.001320540645022502
1119	52001	per_image_iou_averaged_f1_delta	-0.0014242765809363567
1120	52001	per_image_iou_averaged_f1_delta	-0.0002189270488064147
1121	52001	per_image_iou_averaged_f1_delta	-0.0005590433966930112
1122	52001	per_image_iou_averaged_f1_delta	5.0522457194065106e-05
1123	52001	per_image_iou_averaged_f1_delta	-0.0006921579562666546
1124	52001	per_image_iou_averaged_f1_delta	-0.00043352696759923353
1125	52001	per_image_iou_averaged_f1_delta	-0.000924072313473226
1126	52001	per_image_iou_averaged_f1_delta	-0.000284606719956435
1127	52001	per_image_iou_averaged_f1_delta	-0.0007570649182970493
1128	52001	per_image_iou_averaged_f1_delta	-0.0014115777835013498
1129	52001	per_image_iou_averaged_f1_delta	-0.0011718165097493447
1130	52001	per_image_iou_averaged_f1_delta	-0.0007382472918313779
1131	52001	per_image_iou_averaged_f1_delta	0.00021579167216885495
1132	52001	per_image_iou_averaged_f1_delta	-0.0012166658202340302
1133	52001	per_image_iou_averaged_f1_delta	-0.0006687005647349151
1134	52001	per_image_iou_averaged_f1_delta	0.00018394087610306835
1135	52001	per_image_iou_averaged_f1_delta	-0.001637092431477889
1136	52001	per_image_iou_averaged_f1_delta	0.0004788376660391393
1137	52001	per_image_iou_averaged_f1_delta	-0.0005147106419213728
1138	52001	per_image_iou_averaged_f1_delta	-0.0008375129278684834
1139	52001	per_image_iou_averaged_f1_delta	-0.0003337779156404048
1140	52001	per_image_iou_averaged_f1_delta	0.0007646946992544028
1141	52001	per_image_iou_averaged_f1_delta	-0.0010005832908685736
1142	52001	per_image_iou_averaged_f1_delta	-0.0008949645943046191
1143	52001	per_image_iou_averaged_f1_delta	-0.0003825985083876362
1144	52001	per_image_iou_averaged_f1_delta	-0.0010965628696445334
1145	52001	per_image_iou_averaged_f1_delta	-0.000706176598413327
1146	52001	per_image_iou_averaged_f1_delta	-0.0011209373941800209
1147	52001	per_image_iou_averaged_f1_delta	-0.00019765462379799407
1148	52001	per_image_iou_averaged_f1_delta	-0.0009619608668238854
1149	52001	per_image_iou_averaged_f1_delta	-0.0004135460426349468
1150	52001	per_image_iou_averaged_f1_delta	-0.0009268278896854086
1151	52001	per_image_iou_averaged_f1_delta	-0.0010604422766940028
1152	52001	per_image_iou_averaged_f1_delta	-0.0006926787499496212
1153	52001	per_image_iou_averaged_f1_delta	-0.0007521819084560053
1154	52001	per_image_iou_averaged_f1_delta	-0.0013664799640741936
1155	52001	per_image_iou_averaged_f1_delta	-0.0003612807354330152
1156	52001	per_image_iou_averaged_f1_delta	-0.00010039988863033304
1157	52001	per_image_iou_averaged_f1_delta	-0.0009465349451961344
1158	52001	per_image_iou_averaged_f1_delta	-0.0013547797162685483
1159	52001	per_image_iou_averaged_f1_delta	-0.000121738436174698
1160	52001	per_image_iou_averaged_f1_delta	-0.0005958389692297952
1161	52001	per_image_iou_averaged_f1_delta	-0.0011143319955574176
1162	52001	per_image_iou_averaged_f1_delta	-6.173909563159601e-05
1163	52001	per_image_iou_averaged_f1_delta	3.5533467841308954e-05
1164	52001	per_image_iou_averaged_f1_delta	-0.0005195775080118889
1165	52001	per_image_iou_averaged_f1_delta	-0.0008531006827804105
1166	52001	per_image_iou_averaged_f1_delta	-0.00022466694810798158
1167	52001	per_image_iou_averaged_f1_delta	-0.0010090444252254431
1168	52001	per_image_iou_averaged_f1_delta	0.00011123387352490344
1169	52001	per_image_iou_averaged_f1_delta	-0.0013537968426232132
1170	52001	per_image_iou_averaged_f1_delta	-0.0007843204288566593
1171	52001	per_image_iou_averaged_f1_delta	-0.0008023263967034843
1172	52001	per_image_iou_averaged_f1_delta	-0.000243066553136494
1173	52001	per_image_iou_averaged_f1_delta	-0.001703850233375818
1174	52001	per_image_iou_averaged_f1_delta	-0.0004648893775253249
1175	52001	per_image_iou_averaged_f1_delta	-0.0009912286629009906
1176	52001	per_image_iou_averaged_f1_delta	-0.00020087050747314512
1177	52001	per_image_iou_averaged_f1_delta	-0.0011942048242233425
1178	52001	per_image_iou_averaged_f1_delta	-0.0024997814978067957
1179	52001	per_image_iou_averaged_f1_delta	0.00042375434251781314
1180	52001	per_image_iou_averaged_f1_delta	-0.00014879774881239598
1181	52001	per_image_iou_averaged_f1_delta	-0.0009835099360752826
1182	52001	per_image_iou_averaged_f1_delta	0.0003205776583638089
1183	52001	per_image_iou_averaged_f1_delta	-0.00044867213061614047
1184	52001	per_image_iou_averaged_f1_delta	-0.0011745166061790152
1185	52001	per_image_iou_averaged_f1_delta	-0.0009117888330686394
1186	52001	per_image_iou_averaged_f1_delta	-0.0009669323803877568
1187	52001	per_image_iou_averaged_f1_delta	-0.000775580539374439
1188	52001	per_image_iou_averaged_f1_delta	-0.0011909108716928547
1189	52001	per_image_iou_averaged_f1_delta	-0.0009683873899497469
1190	52001	per_image_iou_averaged_f1_delta	-0.0007027131726718855
1191	52001	per_image_iou_averaged_f1_delta	-0.0008200030198436877
1192	52001	per_image_iou_averaged_f1_delta	-0.0014069894351443238
1193	52001	per_image_iou_averaged_f1_delta	-0.0005153650079749564
1194	52001	per_image_iou_averaged_f1_delta	-0.0008685229448306131
1195	52001	per_image_iou_averaged_f1_delta	-6.411879740179649e-07
1196	52001	per_image_iou_averaged_f1_delta	0.000322344173353058
1197	52001	per_image_iou_averaged_f1_delta	-0.0006575017104722156
1198	52001	per_image_iou_averaged_f1_delta	-0.0012323948370171545
1199	52001	per_image_iou_averaged_f1_delta	3.186832805113764e-05
1200	52001	per_image_iou_averaged_f1_delta	-0.0006123929991179645
1201	52001	per_image_iou_averaged_f1_delta	-0.0004117708550240337
1202	52001	per_image_iou_averaged_f1_delta	-0.0002671189961771226
1203	52001	per_image_iou_averaged_f1_delta	4.9172372117257265e-05
1204	52001	per_image_iou_averaged_f1_delta	-0.0007676887825808719
1205	52001	per_image_iou_averaged_f1_delta	-0.000926709313155022
1206	52001	per_image_iou_averaged_f1_delta	-0.0005498122559092855
1207	52001	per_image_iou_averaged_f1_delta	-0.0008535491600147882
1208	52001	per_image_iou_averaged_f1_delta	-0.00012097252032373476
1209	52001	per_image_iou_averaged_f1_delta	-0.0009408728231540136
1210	52001	per_image_iou_averaged_f1_delta	-0.00048767248882401645
1211	52001	per_image_iou_averaged_f1_delta	-0.0013054803073305028
1212	52001	per_image_iou_averaged_f1_delta	-0.0001577955733486276
1213	52001	per_image_iou_averaged_f1_delta	-0.001665105382729674
1214	52001	per_image_iou_averaged_f1_delta	-0.001619949040075095
1215	52001	per_image_iou_averaged_f1_delta	-0.0007053008564091761
1216	52001	per_image_iou_averaged_f1_delta	-0.00019085019847028505
1217	52001	per_image_iou_averaged_f1_delta	-0.001110926955847335
1218	52001	per_image_iou_averaged_f1_delta	-0.0006357209398308818
1219	52001	per_image_iou_averaged_f1_delta	0.0001701076036269591
1220	52001	per_image_iou_averaged_f1_delta	-0.00033383501625739484
1221	52001	per_image_iou_averaged_f1_delta	0.0001998697919337686
1222	52001	per_image_iou_averaged_f1_delta	0.0002122353564795664
1223	52001	per_image_iou_averaged_f1_delta	-0.00031471218608038225
1224	52001	per_image_iou_averaged_f1_delta	-0.0007873065232269083
1225	52001	per_image_iou_averaged_f1_delta	-0.0013694628740385459
1226	52001	per_image_iou_averaged_f1_delta	-0.0003903357385319369
1227	52001	per_image_iou_averaged_f1_delta	-0.001410536864297606
1228	52001	per_image_iou_averaged_f1_delta	-0.00023841054127934696
1229	52001	per_image_iou_averaged_f1_delta	-0.0006595361504078498
1230	52001	per_image_iou_averaged_f1_delta	-0.0003889566315496947
1231	52001	per_image_iou_averaged_f1_delta	-0.0005537420342360489
1232	52001	per_image_iou_averaged_f1_delta	6.716353823685445e-05
1233	52001	per_image_iou_averaged_f1_delta	-0.0004132017558851354
1234	52001	per_image_iou_averaged_f1_delta	-0.000797349942975324
1235	52001	per_image_iou_averaged_f1_delta	-0.00100761258513476
1236	52001	per_image_iou_averaged_f1_delta	-0.0014936868113218599
1237	52001	per_image_iou_averaged_f1_delta	-0.0014322156276624354
1238	52001	per_image_iou_averaged_f1_delta	9.899328502928299e-05
1239	52001	per_image_iou_averaged_f1_delta	-0.0007336030676299494
1240	52001	per_image_iou_averaged_f1_delta	-0.0010256304062760734
1241	52001	per_image_iou_averaged_f1_delta	-0.0013654851271286057
1242	52001	per_image_iou_averaged_f1_delta	-0.0010975807112211826
1243	52001	per_image_iou_averaged_f1_delta	-0.0013716512464914028
1244	52001	per_image_iou_averaged_f1_delta	-0.0016423685663563739
1245	52001	per_image_iou_averaged_f1_delta	-0.0006278192991266135
1246	52001	per_image_iou_averaged_f1_delta	-0.0011827904972742886
1247	52001	per_image_iou_averaged_f1_delta	-0.0004937132794070871
1248	52001	per_image_iou_averaged_f1_delta	-0.0005561206630622242
1249	52001	per_image_iou_averaged_f1_delta	-0.0008634505404993014
1250	52001	per_image_iou_averaged_f1_delta	-0.0015004691853683116
1251	52001	per_image_iou_averaged_f1_delta	-0.001379904912343717
1252	52001	per_image_iou_averaged_f1_delta	-0.0005112040229627477
1253	52001	per_image_iou_averaged_f1_delta	-0.0006723226116273909
1254	52001	per_image_iou_averaged_f1_delta	-0.000600127153593658
1255	52001	per_image_iou_averaged_f1_delta	-0.0002117508592817566
1256	52001	per_image_iou_averaged_f1_delta	-0.0006678487478506548
1257	52001	per_image_iou_averaged_f1_delta	-0.0014607153882737868
1258	52001	per_image_iou_averaged_f1_delta	-0.0007796113258919186
1259	52001	per_image_iou_averaged_f1_delta	-0.0002498474370082512
1260	52001	per_image_iou_averaged_f1_delta	0.0006302658529485695
1261	52001	per_image_iou_averaged_f1_delta	-0.00045577688424725037
1262	52001	per_image_iou_averaged_f1_delta	-0.0007280369472138405
1263	52001	per_image_iou_averaged_f1_delta	0.00014910507503778666
1264	52001	per_image_iou_averaged_f1_delta	-0.002318802920803818
