run	operation_index	resident_operation_index	kind	scope	wall_us	name
34	90	-1	conv_dense	full_executor	2647.081	/model.13/cv1/conv/Conv
34	91	-1	split	full_executor	52.084	/model.13/Split
34	92	-1	conv_dense	full_executor	472.09	/model.13/m.0/cv1/conv/Conv
34	93	-1	conv_dense	full_executor	415.048	/model.13/m.0/cv2/conv/Conv
34	94	-1	lut1	full_executor	25.542	/model.13/m.0/cv1/act/Mul_output_0_QuantizeLinear
34	95	-1	conv_dense	full_executor	597.551	/model.13/m.0/m/m.0/cv1/conv/Conv
34	96	-1	lut1	full_executor	25.917	/model.13/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear
34	97	-1	conv_dense	full_executor	625.135	/model.13/m.0/m/m.0/cv2/conv/Conv
34	98	-1	lut2	full_executor	222.92	/model.13/m.0/m/m.0/Add_output_0_QuantizeLinear
34	99	-1	conv_dense	full_executor	651.176	/model.13/m.0/m/m.1/cv1/conv/Conv
34	100	-1	lut1	full_executor	20.75	/model.13/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear
34	101	-1	conv_dense	full_executor	596.384	/model.13/m.0/m/m.1/cv2/conv/Conv
34	102	-1	lut2	full_executor	240.878	/model.13/m.0/m/m.1/Add_output_0@/model.13/m.0/Concat_output_0_QuantizeLinear_Output
34	103	-1	concat	full_executor	50.584	/model.13/m.0/Concat
34	104	-1	conv_dense	full_executor	840.304	/model.13/m.0/cv3/conv/Conv
34	105	-1	concat	full_executor	160.419	/model.13/Concat
34	106	-1	conv_dense	full_executor	2013.572	/model.13/cv2/conv/Conv
34	107	-1	concat	full_executor	1207.809	/model.15/Concat
34	108	-1	conv_dense	full_executor	5032.201	/model.16/cv1/conv/Conv
34	109	-1	split	full_executor	98.835	/model.16/Split
34	110	-1	conv_dense	full_executor	778.637	/model.16/m.0/cv1/conv/Conv
34	111	-1	conv_dense	full_executor	808.429	/model.16/m.0/cv2/conv/Conv
34	112	-1	lut1	full_executor	43.5	/model.16/m.0/cv1/act/Mul_output_0_QuantizeLinear
34	113	-1	conv_dense	full_executor	1110.642	/model.16/m.0/m/m.0/cv1/conv/Conv
34	114	-1	lut1	full_executor	46.376	/model.16/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear
34	115	-1	conv_dense	full_executor	1102.933	/model.16/m.0/m/m.0/cv2/conv/Conv
34	116	-1	lut2	full_executor	588.634	/model.16/m.0/m/m.0/Add_output_0_QuantizeLinear
34	117	-1	conv_dense	full_executor	1114.266	/model.16/m.0/m/m.1/cv1/conv/Conv
34	118	-1	lut1	full_executor	36.208	/model.16/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear
34	119	-1	conv_dense	full_executor	1088.308	/model.16/m.0/m/m.1/cv2/conv/Conv
34	120	-1	lut2	full_executor	493.549	/model.16/m.0/m/m.1/Add_output_0@/model.16/m.0/Concat_output_0_QuantizeLinear_Output
34	121	-1	concat	full_executor	100.085	/model.16/m.0/Concat
34	122	-1	conv_dense	full_executor	1476.648	/model.16/m.0/cv3/conv/Conv
34	123	-1	concat	full_executor	418.173	/model.16/Concat
34	124	-1	conv_dense	full_executor	3652.764	/model.16/cv2/conv/Conv
34	125	-1	lut1	full_executor	155.669	/model.16/cv2/act/Mul_output_0_QuantizeLinear
34	126	-1	conv_dense	full_executor	1761.694	/model.17/conv/Conv
34	127	-1	conv_dense	full_executor	2686.957	/model.23/one2one_cv2.0/one2one_cv2.0.0/conv/Conv
34	128	-1	conv_grouped	full_executor	2246.2	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/conv/Conv
34	129	-1	lut1	full_executor	72.542	/model.23/one2one_cv2.0/one2one_cv2.0.0/act/Mul_output_0_QuantizeLinear
34	130	-1	lut1	full_executor	179.044	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/act/Mul_output_0_QuantizeLinear
34	131	-1	concat	full_executor	128.793	/model.18/Concat
34	132	-1	conv_dense	full_executor	1160.351	/model.23/one2one_cv2.0/one2one_cv2.0.1/conv/Conv
34	133	-1	conv_dense	full_executor	4326.065	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/conv/Conv
34	134	-1	conv_dense	full_executor	2026.53	/model.19/cv1/conv/Conv
34	135	-1	lut1	full_executor	54.542	/model.23/one2one_cv2.0/one2one_cv2.0.1/act/Mul_output_0_QuantizeLinear
34	136	-1	lut1	full_executor	350.13	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/act/Mul_output_0_QuantizeLinear
34	137	-1	split	full_executor	46.584	/model.19/Split
34	138	-1	conv_dense	full_executor	238.42	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv
34	139	-1	conv_grouped	full_executor	2883.126	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/conv/Conv
34	140	-1	conv_dense	full_executor	499.841	/model.19/m.0/cv1/conv/Conv
34	141	-1	conv_dense	full_executor	438.465	/model.19/m.0/cv2/conv/Conv
34	142	-1	lut1	full_executor	441.257	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/act/Mul_output_0_QuantizeLinear
34	143	-1	lut1	full_executor	29.001	/model.19/m.0/cv1/act/Mul_output_0_QuantizeLinear
34	144	-1	conv_dense	full_executor	4292.356	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/conv/Conv
34	145	-1	conv_dense	full_executor	686.302	/model.19/m.0/m/m.0/cv1/conv/Conv
34	146	-1	lut1	full_executor	390.423	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/act/Mul_output_0_QuantizeLinear
34	147	-1	lut1	full_executor	28.792	/model.19/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear
34	148	-1	conv_dense	full_executor	4260.022	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv
34	149	-1	conv_dense	full_executor	661.927	/model.19/m.0/m/m.0/cv2/conv/Conv
34	150	-1	lut2	full_executor	253.67	/model.19/m.0/m/m.0/Add_output_0_QuantizeLinear
34	151	-1	conv_dense	full_executor	616.009	/model.19/m.0/m/m.1/cv1/conv/Conv
34	152	-1	lut1	full_executor	19.583	/model.19/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear
34	153	-1	conv_dense	full_executor	613.676	/model.19/m.0/m/m.1/cv2/conv/Conv
34	154	-1	lut2	full_executor	267.087	/model.19/m.0/m/m.1/Add_output_0@/model.19/m.0/Concat_output_0_QuantizeLinear_Output
34	155	-1	concat	full_executor	55.918	/model.19/m.0/Concat
34	156	-1	conv_dense	full_executor	899.222	/model.19/m.0/cv3/conv/Conv
34	157	-1	concat	full_executor	171.419	/model.19/Concat
34	158	-1	conv_dense	full_executor	1994.488	/model.19/cv2/conv/Conv
34	159	-1	lut1	full_executor	83.376	/model.19/cv2/act/Mul_output_0_QuantizeLinear
34	160	-1	conv_dense	full_executor	1197.309	/model.20/conv/Conv
34	161	-1	conv_dense	full_executor	1284.019	/model.23/one2one_cv2.1/one2one_cv2.1.0/conv/Conv
34	162	-1	conv_grouped	full_executor	1326.52	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/conv/Conv
34	163	-1	lut1	full_executor	20.167	/model.23/one2one_cv2.1/one2one_cv2.1.0/act/Mul_output_0_QuantizeLinear
34	164	-1	lut1	full_executor	61.959	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/act/Mul_output_0_QuantizeLinear
34	165	-1	concat	full_executor	103.168	/model.21/Concat
34	166	-1	conv_dense	full_executor	289.713	/model.23/one2one_cv2.1/one2one_cv2.1.1/conv/Conv
34	167	-1	conv_dense	full_executor	1197.434	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/conv/Conv
34	168	-1	conv_dense	full_executor	1163.601	/model.22/cv1/conv/Conv
34	169	-1	lut1	full_executor	19.208	/model.23/one2one_cv2.1/one2one_cv2.1.1/act/Mul_output_0_QuantizeLinear
34	170	-1	lut1	full_executor	49.042	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/act/Mul_output_0_QuantizeLinear
34	171	-1	split	full_executor	26.959	/model.22/Split
34	172	-1	conv_dense	full_executor	68.543	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv
34	173	-1	conv_grouped	full_executor	809.428	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/conv/Conv
34	174	-1	conv_dense	full_executor	667.177	/model.22/m.0/m.0.0/cv1/conv/Conv
34	175	-1	lut1	full_executor	43.459	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.0/act/Mul_output_0_QuantizeLinear
34	176	-1	lut1	full_executor	12.709	/model.22/m.0/m.0.0/cv1/act/Mul_output_0_QuantizeLinear
34	177	-1	conv_dense	full_executor	991.599	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/conv/Conv
34	178	-1	conv_dense	full_executor	746.344	/model.22/m.0/m.0.0/cv2/conv/Conv
34	179	-1	lut1	full_executor	42.417	/model.23/one2one_cv3.1/one2one_cv3.1.1/one2one_cv3.1.1.1/act/Mul_output_0_QuantizeLinear
34	180	-1	lut2	full_executor	216.545	/model.22/m.0/m.0.0/Add_output_0_QuantizeLinear
34	181	-1	conv_dense	full_executor	979.973	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv
34	182	-1	conv_dense	full_executor	916.805	/model.22/m.0/m.0.1/attn/qkv/conv/Conv
34	183	-1	split	full_executor	348.172	/model.22/m.0/m.0.1/attn/Split
34	184	-1	split	full_executor	724.719	/model.22/m.0/m.0.1/attn/Split
34	185	-1	reshape_split_transpose	full_executor	352.964	/model.22/m.0/m.0.1/attn/Transpose
34	186	-1	reshape	full_executor	26.292	/model.22/m.0/m.0.1/attn/Reshape_2
34	187	-1	matmul	full_executor	3017.879	/model.22/m.0/m.0.1/attn/MatMul
34	188	-1	conv_grouped	full_executor	5704.71	/model.22/m.0/m.0.1/attn/pe/conv/Conv
34	189	-1	softmax_transpose	full_executor	4066.353	/model.22/m.0/m.0.1/attn/Transpose_1
34	190	-1	matmul	full_executor	3749.181	/model.22/m.0/m.0.1/attn/MatMul_1
34	191	-1	lut2	full_executor	1812.153	/model.22/m.0/m.0.1/attn/Add_output_0_QuantizeLinear
34	192	-1	conv_dense	full_executor	440.798	/model.22/m.0/m.0.1/attn/proj/conv/Conv
34	193	-1	lut2	full_executor	251.254	/model.22/m.0/m.0.1/Add_output_0_QuantizeLinear
34	194	-1	conv_dense	full_executor	957.597	/model.22/m.0/m.0.1/ffn/ffn.0/conv/Conv
34	195	-1	lut1	full_executor	46.709	/model.22/m.0/m.0.1/ffn/ffn.0/act/Mul_output_0_QuantizeLinear
34	196	-1	conv_dense	full_executor	545.216	/model.22/m.0/m.0.1/ffn/ffn.1/conv/Conv
34	197	-1	lut2	full_executor	242.17	/model.22/m.0/m.0.1/Add_1_output_0@/model.22/Concat_output_0_QuantizeLinear_Output
34	198	-1	concat	full_executor	97.377	/model.22/Concat
34	199	-1	conv_dense	full_executor	1200.143	/model.22/cv2/conv/Conv
34	200	-1	lut1	full_executor	39.25	/model.22/cv2/act/Mul_output_0_QuantizeLinear
34	201	-1	conv_dense	full_executor	662.635	/model.23/one2one_cv2.2/one2one_cv2.2.0/conv/Conv
34	202	-1	conv_grouped	full_executor	822.721	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/conv/Conv
34	203	-1	lut1	full_executor	9.541	/model.23/one2one_cv2.2/one2one_cv2.2.0/act/Mul_output_0_QuantizeLinear
34	204	-1	lut1	full_executor	33.959	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.0/act/Mul_output_0_QuantizeLinear
34	205	-1	conv_dense	full_executor	85.293	/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv
34	206	-1	conv_dense	full_executor	369.172	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv
34	207	-1	lut1	full_executor	7.292	/model.23/one2one_cv2.2/one2one_cv2.2.1/act/Mul_output_0_QuantizeLinear
34	208	-1	lut1	full_executor	17.458	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/act/Mul_output_0_QuantizeLinear
34	209	-1	conv_dense	full_executor	19.292	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv
34	210	-1	conv_grouped	full_executor	248.42	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/conv/Conv
34	211	-1	lut1	full_executor	12.583	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.0/act/Mul_output_0_QuantizeLinear
34	212	-1	conv_dense	full_executor	258.628	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/conv/Conv
34	213	-1	lut1	full_executor	16.875	/model.23/one2one_cv3.2/one2one_cv3.2.1/one2one_cv3.2.1.1/act/Mul_output_0_QuantizeLinear
34	214	-1	conv_dense	full_executor	268.296	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv
34	-1	-1	head_decode	full_executor	7974.287	final_head_decode
35	0	-1	input_quant	full_executor	12655.44	images_QuantizeLinear
35	1	-1	conv_dense	full_executor	9561.269	/model.0/conv/Conv
35	2	-1	lut1	full_executor	918.681	/model.0/act/Mul_output_0_QuantizeLinear
35	3	-1	conv_dense	full_executor	8298.374	/model.1/conv/Conv
35	4	-1	lut1	full_executor	350.255	/model.1/act/Mul_output_0_QuantizeLinear
35	5	-1	conv_dense	full_executor	6008.257	/model.2/cv1/conv/Conv
35	6	-1	split	full_executor	193.169	/model.2/Split
35	7	-1	conv_dense	full_executor	3139.631	/model.2/m.0/cv1/conv/Conv
35	8	-1	lut1	full_executor	87.835	/model.2/m.0/cv1/act/Mul_output_0_QuantizeLinear
35	9	-1	conv_dense	full_executor	3625.055	/model.2/m.0/cv2/conv/Conv
35	10	-1	lut2	full_executor	1627.191	/model.2/m.0/Add_output_0@/model.2/Concat_output_0_QuantizeLinear_Output
35	11	-1	concat	full_executor	599.301	/model.2/Concat
35	12	-1	conv_dense	full_executor	13235.574	/model.2/cv2/conv/Conv
35	13	-1	lut1	full_executor	837.805	/model.2/cv2/act/Mul_output_0_QuantizeLinear
35	14	-1	conv_dense	full_executor	7072.523	/model.3/conv/Conv
35	15	-1	lut1	full_executor	179.711	/model.3/act/Mul_output_0_QuantizeLinear
35	16	-1	conv_dense	full_executor	3350.051	/model.4/cv1/conv/Conv
35	17	-1	split	full_executor	96.335	/model.4/Split
35	18	-1	conv_dense	full_executor	1702.234	/model.4/m.0/cv1/conv/Conv
35	19	-1	lut1	full_executor	63.668	/model.4/m.0/cv1/act/Mul_output_0_QuantizeLinear
35	20	-1	conv_dense	full_executor	1969.404	/model.4/m.0/cv2/conv/Conv
35	21	-1	lut2	full_executor	932.722	/model.4/m.0/Add_output_0@/model.4/Concat_output_0_QuantizeLinear_Output
35	22	-1	concat	full_executor	326.713	/model.4/Concat
35	23	-1	conv_dense	full_executor	6758.601	/model.4/cv2/conv/Conv
35	-1	0	lut	resident_core	426.131	/model.4/cv2/final_silu
35	25	1	conv	resident_core	3454.26	/model.5/conv/Conv
35	27	2	conv	resident_core	1199.851	/model.6/cv1/conv/Conv
35	29	3	conv	resident_core	247.712	/model.6/m.0/cv1/conv/Conv
35	30	4	conv	resident_core	263.671	/model.6/m.0/cv2/conv/Conv
35	32	5	conv	resident_core	539.258	/model.6/m.0/m/m.0/cv1/conv/Conv
35	34	6	conv	resident_core	545.342	/model.6/m.0/m/m.0/cv2/conv/Conv
35	-1	7	add_silu	resident_core	190.627	/model.6/m.0/m/m.0/Add
35	36	8	conv	resident_core	539.592	/model.6/m.0/m/m.1/cv1/conv/Conv
35	38	9	conv	resident_core	580.967	/model.6/m.0/m/m.1/cv2/conv/Conv
35	-1	10	add_silu	resident_core	212.336	/model.6/m.0/m/m.1/Add
35	40	11	concat	resident_core	6.917	/model.6/m.0/Concat
35	41	12	conv	resident_core	503.924	/model.6/m.0/cv3/conv/Conv
35	42	13	concat	resident_core	53.168	/model.6/Concat
35	43	14	conv	resident_core	1390.521	/model.6/cv2/conv/Conv
35	45	15	conv	resident_core	1724.61	/model.7/conv/Conv
35	47	16	conv	resident_core	740.178	/model.8/cv1/conv/Conv
35	49	17	conv	resident_core	154.086	/model.8/m.0/cv1/conv/Conv
35	50	18	conv	resident_core	153.503	/model.8/m.0/cv2/conv/Conv
35	52	19	conv	resident_core	443.965	/model.8/m.0/m/m.0/cv1/conv/Conv
35	54	20	conv	resident_core	436.09	/model.8/m.0/m/m.0/cv2/conv/Conv
35	-1	21	add_silu	resident_core	86.001	/model.8/m.0/m/m.0/Add
35	56	22	conv	resident_core	438.131	/model.8/m.0/m/m.1/cv1/conv/Conv
35	58	23	conv	resident_core	431.965	/model.8/m.0/m/m.1/cv2/conv/Conv
35	-1	24	add_silu	resident_core	98.877	/model.8/m.0/m/m.1/Add
35	60	25	concat	resident_core	5.875	/model.8/m.0/Concat
35	61	26	conv	resident_core	298.963	/model.8/m.0/cv3/conv/Conv
35	62	27	concat	resident_core	29.292	/model.8/Concat
35	63	28	conv	resident_core	871.513	/model.8/cv2/conv/Conv
35	65	29	conv	resident_core	399.798	/model.9/cv1/conv/Conv
35	-1	30	maxpool	resident_core	475.215	/model.9/m/MaxPool
35	-1	31	maxpool	resident_core	466.716	/model.9/m_1/MaxPool
35	-1	32	maxpool	resident_core	466.507	/model.9/m_2/MaxPool
35	66	33	concat	resident_core	107.793	/model.9/Concat
35	67	34	conv	resident_core	947.139	/model.9/cv2/conv/Conv
35	-1	35	add_silu	resident_core	334.964	/model.9/Add
35	-1	-1	bridge	resident_bridge	119.417	resident_core_bridge_overhead
35	69	-1	conv_dense	full_executor	1042.64	/model.10/cv1/conv/Conv
35	70	-1	split	full_executor	29.917	/model.10/Split
35	71	-1	conv_dense	full_executor	891.18	/model.10/m/m.0/attn/qkv/conv/Conv
35	72	-1	split	full_executor	347.422	/model.10/m/m.0/attn/Split
35	73	-1	split	full_executor	692.343	/model.10/m/m.0/attn/Split
35	74	-1	reshape_split_transpose	full_executor	352.047	/model.10/m/m.0/attn/Transpose
35	75	-1	reshape	full_executor	25.959	/model.10/m/m.0/attn/Reshape_2
35	76	-1	matmul	full_executor	3077.88	/model.10/m/m.0/attn/MatMul
35	77	-1	conv_grouped	full_executor	5677.21	/model.10/m/m.0/attn/pe/conv/Conv
35	78	-1	softmax_transpose	full_executor	4633.236	/model.10/m/m.0/attn/Transpose_1
35	79	-1	matmul	full_executor	3894.059	/model.10/m/m.0/attn/MatMul_1
35	80	-1	lut2	full_executor	1807.402	/model.10/m/m.0/attn/Add_output_0_QuantizeLinear
35	81	-1	conv_dense	full_executor	443.09	/model.10/m/m.0/attn/proj/conv/Conv
35	82	-1	lut2	full_executor	230.128	/model.10/m/m.0/Add_output_0_QuantizeLinear
35	83	-1	conv_dense	full_executor	937.139	/model.10/m/m.0/ffn/ffn.0/conv/Conv
35	84	-1	lut1	full_executor	52.376	/model.10/m/m.0/ffn/ffn.0/act/Mul_output_0_QuantizeLinear
35	85	-1	conv_dense	full_executor	547.591	/model.10/m/m.0/ffn/ffn.1/conv/Conv
35	86	-1	lut2	full_executor	244.003	/model.10/m/m.0/Add_1_output_0@/model.10/Concat_output_0_QuantizeLinear_Output
35	87	-1	concat	full_executor	49.667	/model.10/Concat
35	88	-1	conv_dense	full_executor	1004.64	/model.10/cv2/conv/Conv
35	89	-1	concat	full_executor	476.174	/model.12/Concat
35	90	-1	conv_dense	full_executor	2636.456	/model.13/cv1/conv/Conv
35	91	-1	split	full_executor	52.668	/model.13/Split
35	92	-1	conv_dense	full_executor	438.507	/model.13/m.0/cv1/conv/Conv
35	93	-1	conv_dense	full_executor	418.506	/model.13/m.0/cv2/conv/Conv
35	94	-1	lut1	full_executor	24.584	/model.13/m.0/cv1/act/Mul_output_0_QuantizeLinear
35	95	-1	conv_dense	full_executor	597.092	/model.13/m.0/m/m.0/cv1/conv/Conv
35	96	-1	lut1	full_executor	25.459	/model.13/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear
35	97	-1	conv_dense	full_executor	631.051	/model.13/m.0/m/m.0/cv2/conv/Conv
35	98	-1	lut2	full_executor	224.295	/model.13/m.0/m/m.0/Add_output_0_QuantizeLinear
35	99	-1	conv_dense	full_executor	647.968	/model.13/m.0/m/m.1/cv1/conv/Conv
35	100	-1	lut1	full_executor	21.167	/model.13/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear
35	101	-1	conv_dense	full_executor	597.301	/model.13/m.0/m/m.1/cv2/conv/Conv
35	102	-1	lut2	full_executor	238.42	/model.13/m.0/m/m.1/Add_output_0@/model.13/m.0/Concat_output_0_QuantizeLinear_Output
35	103	-1	concat	full_executor	50.126	/model.13/m.0/Concat
35	104	-1	conv_dense	full_executor	848.596	/model.13/m.0/cv3/conv/Conv
35	105	-1	concat	full_executor	165.003	/model.13/Concat
35	106	-1	conv_dense	full_executor	2058.864	/model.13/cv2/conv/Conv
35	107	-1	concat	full_executor	1089.142	/model.15/Concat
35	108	-1	conv_dense	full_executor	4940.907	/model.16/cv1/conv/Conv
35	109	-1	split	full_executor	95.876	/model.16/Split
35	110	-1	conv_dense	full_executor	784.762	/model.16/m.0/cv1/conv/Conv
35	111	-1	conv_dense	full_executor	776.428	/model.16/m.0/cv2/conv/Conv
35	112	-1	lut1	full_executor	40.626	/model.16/m.0/cv1/act/Mul_output_0_QuantizeLinear
35	113	-1	conv_dense	full_executor	1394.563	/model.16/m.0/m/m.0/cv1/conv/Conv
35	114	-1	lut1	full_executor	44.001	/model.16/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear
35	115	-1	conv_dense	full_executor	1110.475	/model.16/m.0/m/m.0/cv2/conv/Conv
35	116	-1	lut2	full_executor	589.968	/model.16/m.0/m/m.0/Add_output_0_QuantizeLinear
35	117	-1	conv_dense	full_executor	8798.133	/model.16/m.0/m/m.1/cv1/conv/Conv
35	118	-1	lut1	full_executor	55.834	/model.16/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear
35	119	-1	conv_dense	full_executor	1159.767	/model.16/m.0/m/m.1/cv2/conv/Conv
35	120	-1	lut2	full_executor	506.799	/model.16/m.0/m/m.1/Add_output_0@/model.16/m.0/Concat_output_0_QuantizeLinear_Output
35	121	-1	concat	full_executor	104.293	/model.16/m.0/Concat
35	122	-1	conv_dense	full_executor	1472.022	/model.16/m.0/cv3/conv/Conv
35	123	-1	concat	full_executor	340.546	/model.16/Concat
35	124	-1	conv_dense	full_executor	3730.89	/model.16/cv2/conv/Conv
35	125	-1	lut1	full_executor	160.377	/model.16/cv2/act/Mul_output_0_QuantizeLinear
35	126	-1	conv_dense	full_executor	1780.194	/model.17/conv/Conv
35	127	-1	conv_dense	full_executor	2672.666	/model.23/one2one_cv2.0/one2one_cv2.0.0/conv/Conv
35	128	-1	conv_grouped	full_executor	2278.16	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/conv/Conv
35	129	-1	lut1	full_executor	65.959	/model.23/one2one_cv2.0/one2one_cv2.0.0/act/Mul_output_0_QuantizeLinear
35	130	-1	lut1	full_executor	173.169	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.0/act/Mul_output_0_QuantizeLinear
35	131	-1	concat	full_executor	151.086	/model.18/Concat
35	132	-1	conv_dense	full_executor	1119.391	/model.23/one2one_cv2.0/one2one_cv2.0.1/conv/Conv
35	133	-1	conv_dense	full_executor	4268.44	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/conv/Conv
35	134	-1	conv_dense	full_executor	2115.824	/model.19/cv1/conv/Conv
35	135	-1	lut1	full_executor	57.835	/model.23/one2one_cv2.0/one2one_cv2.0.1/act/Mul_output_0_QuantizeLinear
35	136	-1	lut1	full_executor	287.379	/model.23/one2one_cv3.0/one2one_cv3.0.0/one2one_cv3.0.0.1/act/Mul_output_0_QuantizeLinear
35	137	-1	split	full_executor	49.584	/model.19/Split
35	138	-1	conv_dense	full_executor	240.004	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv
35	139	-1	conv_grouped	full_executor	2919.461	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/conv/Conv
35	140	-1	conv_dense	full_executor	450.298	/model.19/m.0/cv1/conv/Conv
35	141	-1	conv_dense	full_executor	447.299	/model.19/m.0/cv2/conv/Conv
35	142	-1	lut1	full_executor	295.546	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/act/Mul_output_0_QuantizeLinear
35	143	-1	lut1	full_executor	34.668	/model.19/m.0/cv1/act/Mul_output_0_QuantizeLinear
35	144	-1	conv_dense	full_executor	4306.648	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/conv/Conv
35	145	-1	conv_dense	full_executor	649.676	/model.19/m.0/m/m.0/cv1/conv/Conv
35	146	-1	lut1	full_executor	357.13	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/act/Mul_output_0_QuantizeLinear
35	147	-1	lut1	full_executor	31.751	/model.19/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear
35	148	-1	conv_dense	full_executor	4278.356	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv
35	149	-1	conv_dense	full_executor	657.843	/model.19/m.0/m/m.0/cv2/conv/Conv
35	150	-1	lut2	full_executor	257.629	/model.19/m.0/m/m.0/Add_output_0_QuantizeLinear
35	151	-1	conv_dense	full_executor	622.759	/model.19/m.0/m/m.1/cv1/conv/Conv
35	152	-1	lut1	full_executor	20.751	/model.19/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear
35	153	-1	conv_dense	full_executor	618.384	/model.19/m.0/m/m.1/cv2/conv/Conv
35	154	-1	lut2	full_executor	271.546	/model.19/m.0/m/m.1/Add_output_0@/model.19/m.0/Concat_output_0_QuantizeLinear_Output
35	155	-1	concat	full_executor	59.71	/model.19/m.0/Concat
35	156	-1	conv_dense	full_executor	866.555	/model.19/m.0/cv3/conv/Conv
35	157	-1	concat	full_executor	217.628	/model.19/Concat
35	158	-1	conv_dense	full_executor	2105.448	/model.19/cv2/conv/Conv
35	159	-1	lut1	full_executor	88.502	/model.19/cv2/act/Mul_output_0_QuantizeLinear
35	160	-1	conv_dense	full_executor	1134.558	/model.20/conv/Conv
35	161	-1	conv_dense	full_executor	1341.562	/model.23/one2one_cv2.1/one2one_cv2.1.0/conv/Conv
35	162	-1	conv_grouped	full_executor	1269.811	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/conv/Conv
35	163	-1	lut1	full_executor	18.5	/model.23/one2one_cv2.1/one2one_cv2.1.0/act/Mul_output_0_QuantizeLinear
35	164	-1	lut1	full_executor	60.626	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/act/Mul_output_0_QuantizeLinear
35	165	-1	concat	full_executor	100.001	/model.21/Concat
35	166	-1	conv_dense	full_executor	293.921	/model.23/one2one_cv2.1/one2one_cv2.1.1/conv/Conv
35	167	-1	conv_dense	full_executor	1137.559	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.1/conv/Conv
35	168	-1	conv_dense	full_executor	1210.518	/model.22/cv1/conv/Conv
35	169	-1	lut1	full_executor	20.917	/model.23/one2one_cv2.1/one2one_cv2.1.1/act/Mul_output_0_QuantizeLinear
