logical_id	machine	arch	library_path	library_sha256	soname	runner_path	runner_sha256	header_path	header_sha256	ort_api_version	get_version_string	get_build_info_string	compiler	compile_flags	ort_symbol_version	registered_providers	provider_assignment_status	loader_status
host_ort_1_27	container-host	x86_64	.deps/custom_int8_engine/venv-onnx-stage3/lib/python3.12/site-packages/onnxruntime/capi/libonnxruntime.so.1.27.0	b5c9d4f124d24707f514dad926dc181820807178855df1c528e3addb2dd0e6f7	libonnxruntime.so.1	.deps/custom_int8_engine/build-host-native-stage42/bench_stage42_inprocess_runner	04f8b6f0e80622fbc0eb780b536fa86dc42a45365ffae30a74778456381eb78e	/data/SpacemiT/spacemit-ort.riscv64.2.0.1/include/onnxruntime_c_api.h	591bb85c454386ddb2eca164cee1d60c94f9548f8d082c965ed0c7715a311b30	21	1.27.0	git-commit-id=8f0278c77b;build=Release	/usr/bin/g++ 13.3.0	-O3 -DNDEBUG	VERS_1.27.0	AzureExecutionProvider;CPUExecutionProvider	not-observed;CPU-default-not-explicitly-appended	pass-controlled-LD_LIBRARY_PATH
board_spacemit_ort_1_20_2	bf3	riscv64	/home/svt/spacemit-ort.riscv64.2.0.1/lib/libonnxruntime.so.1	5a28c8128a7b1ed9cb29357f42eb7a2a45eb1b23d8791c2fee1eaf0151546238	libonnxruntime.so.1	/home/svt/stage42_contract_2026-07-10_06-32-46/bench_stage42_inprocess_runner	e8d53f2e32ae789db2c88fc3ac7f02048dc55351e7e197bf4012a52bfa3a9e8b	/data/SpacemiT/spacemit-ort.riscv64.2.0.1/include/onnxruntime_c_api.h	591bb85c454386ddb2eca164cee1d60c94f9548f8d082c965ed0c7715a311b30	21	1.20.2+spacemit	ORT_BUILD_INFO	SpacemiT g++ 14.3.0	-O3 -DNDEBUG -march=rv64gcv_zvfh -mabi=lp64d	VERS_1.20.2	CPUExecutionProvider	observed-CPU-only-for-model0-cut	pass-controlled-LD_LIBRARY_PATH
