resolution	profile_id	model_sha256	source_model_sha256	package_manifest_sha256	package_tree_sha256	operation_count	integer_boundary_count	tensor_count	packed_weight_bytes	arena_bytes	deterministic_regeneration
640	K1X_INT8_V1_YOLO26N_640_FULL_GRAPH_001	30a94e4738606673b5e0a73499cbc977167f046f8fa8637d6040ce744f429c0c	30a94e4738606673b5e0a73499cbc977167f046f8fa8637d6040ce744f429c0c	fab4a72cf524ce0a205ceca0384144f2eee7bc79dff3f4db8b7208614e8407be	b8d18d8e2d3a84c91d69aeaabc67d3fc80f6ae6e29c499da46f21be5c5625e01	215	215	215	2394112	8192000	byte-identical
512	K1X_INT8_V1_YOLO26N_512_FULL_GRAPH_001	7d4497181ac78b85ec124031332c21187ccd8265cba94e92fd9882f297f3169f	30a94e4738606673b5e0a73499cbc977167f046f8fa8637d6040ce744f429c0c	331a39bb5a756ed7a56044bedf5715f65f1ea56dd436aab3a08845acbb4025e3	a5e870913c83ab0c4c7ffbf6255be905047b6919e5fa6c5b443d001530e2d378	215	215	215	2394112	5242880	byte-identical
448	K1X_INT8_V1_YOLO26N_448_FULL_GRAPH_001	c90cc44d33df53a447430d34a51fcb4b4e18124c876359b6207758cc05c7131a	30a94e4738606673b5e0a73499cbc977167f046f8fa8637d6040ce744f429c0c	3176a250046f4848d8b8cb04ce1f5c6db5ff8f41b77a08425a46926b63ab0d49	c7c3344361ec4661766d5344360ae847da13337990f9ea07f4edd24c81afc03d	215	215	215	2394112	4014080	byte-identical
416	K1X_INT8_V1_YOLO26N_416_FULL_GRAPH_001	993b79c7918d893744c7e1b3a18aed7bb6c01efe32fda19729b789a4cd857c72	30a94e4738606673b5e0a73499cbc977167f046f8fa8637d6040ce744f429c0c	310c0a4172001ffd47e17f18368e7ea1a2002baccfa3fb375314675366418ee7	15c77f918416caa09b4379b6d584e997988c48928585cb7474b0330e834d68b0	215	215	215	2394112	3461120	byte-identical
384	K1X_INT8_V1_YOLO26N_384_FULL_GRAPH_001	0bd42b5ef9b6a4c1001346d3c88dcbb3423664848e0f608ac111e055ae86895e	30a94e4738606673b5e0a73499cbc977167f046f8fa8637d6040ce744f429c0c	a278db8b4f5aa3046ea8e65808e2978af88e4a2d115275829d6dab0720e33c8a	6794a63850fe11643ca54e64ca599d1606070ffc225212b8b628cf0628df42fc	215	215	215	2394112	2949120	byte-identical
352	K1X_INT8_V1_YOLO26N_352_FULL_GRAPH_001	72c7f56f87a545595cdd0dea909f498a6676a02b48d53a8258ca62891f051b23	30a94e4738606673b5e0a73499cbc977167f046f8fa8637d6040ce744f429c0c	91c073181b21e27ff702cd86ddcabaeb25903628520831ab2423ee8e2bfd2736	c1d4c538a4d25a1346177c2430be8f104940ea747717a9fdb17cc513cf41a02f	215	215	215	2394112	2478080	byte-identical
320	K1X_INT8_V1_YOLO26N_320_FULL_GRAPH_001	7f3859353b5db7f9f3b00d42465459d7702f4c63e88f8894aef1f60917b96c08	30a94e4738606673b5e0a73499cbc977167f046f8fa8637d6040ce744f429c0c	bf451c74850dd04d7863e117eb60377fa6956b904d9305292a1015eecd9cb974	129ae452839fffcc01d2176c5228947a8ca8adf18249f991761c79469a70125f	215	215	215	2394112	2048000	byte-identical
256	K1X_INT8_V1_YOLO26N_256_FULL_GRAPH_001	f5ed20749bc3da62fc8660e9e07c7a3e72ab934d00fb32c9e40cef2d82c8ed67	30a94e4738606673b5e0a73499cbc977167f046f8fa8637d6040ce744f429c0c	661126eebff48e3ad074abdcd133aa54949e851390b1adb79964a403fe82ddba	21f04065d6134829e3087b7f015214f07707e1d955027acfccf35b1ce218a205	215	215	215	2394112	1310720	byte-identical
