resolution	route	operation_index	M	N	K	event	worker_samples	cycles_mean_per_worker	event_mean_per_worker	event_count_per_cycle	all_available	time_running_status	interpretation
320	m8n16	201	100	16	2304	frontend_stalls	4	3051524.500000	42317.000000	0.013867495	1	positive	event-count-per-cycle; not a miss/access ratio
320	m8n16	206	100	80	256	frontend_stalls	4	1014141.750000	14846.000000	0.014638979	1	positive	event-count-per-cycle; not a miss/access ratio
320	m8n16	5	6400	32	32	instructions	4	7860376.250000	7300207.500000	0.928735123	1	positive	event-count-per-cycle; not a miss/access ratio
320	m8n16	12	6400	64	48	instructions	4	19044711.000000	14128840.000000	0.741877364	1	positive	event-count-per-cycle; not a miss/access ratio
320	m8n16	124	1600	64	96	instructions	4	5672176.500000	4256707.500000	0.750453992	1	positive	event-count-per-cycle; not a miss/access ratio
320	m8n16	133	1600	80	64	instructions	4	5628084.000000	4586001.250000	0.814842360	1	positive	event-count-per-cycle; not a miss/access ratio
320	m8n16	144	1600	80	80	instructions	4	6136574.500000	4837004.000000	0.788225418	1	positive	event-count-per-cycle; not a miss/access ratio
320	m8n16	161	400	16	1152	instructions	4	5584840.000000	3604497.750000	0.645407523	1	positive	event-count-per-cycle; not a miss/access ratio
320	m8n16	201	100	16	2304	instructions	4	3010861.250000	2070077.000000	0.687536498	1	positive	event-count-per-cycle; not a miss/access ratio
320	m8n16	206	100	80	256	instructions	4	959273.250000	555555.000000	0.579141553	1	positive	event-count-per-cycle; not a miss/access ratio
320	m8n16	5	6400	32	32	l1d_read_access	4	8022263.000000	1617145.250000	0.201582178	1	positive	event-count-per-cycle; not a miss/access ratio
320	m8n16	12	6400	64	48	l1d_read_access	4	19422800.750000	4397091.750000	0.226388141	1	positive	event-count-per-cycle; not a miss/access ratio
320	m8n16	124	1600	64	96	l1d_read_access	4	5777425.000000	1043525.500000	0.180621211	1	positive	event-count-per-cycle; not a miss/access ratio
320	m8n16	133	1600	80	64	l1d_read_access	4	5677233.500000	1077730.750000	0.189833790	1	positive	event-count-per-cycle; not a miss/access ratio
320	m8n16	144	1600	80	80	l1d_read_access	4	6161595.250000	1167035.250000	0.189404724	1	positive	event-count-per-cycle; not a miss/access ratio
320	m8n16	161	400	16	1152	l1d_read_access	4	5572107.250000	890921.250000	0.159889466	1	positive	event-count-per-cycle; not a miss/access ratio
320	m8n16	201	100	16	2304	l1d_read_access	4	3005178.750000	488298.250000	0.162485593	1	positive	event-count-per-cycle; not a miss/access ratio
