resolution	operation_index	live_tensor_count	concurrently_live_bytes	live_tensor_ids
320	8	4	409600	5,6,7,8
320	9	4	460800	5,6,8,9
320	10	4	512000	5,6,9,206
320	11	4	716800	5,6,10,206
320	12	2	716800	10,11
320	13	2	819200	11,12
320	14	2	512000	12,13
320	15	2	204800	13,14
320	16	2	204800	14,15
320	17	2	153600	15,16
320	18	3	179200	15,16,17
320	19	4	204800	15,16,17,18
320	20	4	230400	15,16,18,19
320	21	4	256000	15,16,19,207
320	22	4	358400	15,16,20,207
320	23	2	358400	20,21
320	24	2	409600	21,22
320	25	2	256000	22,23
320	26	3	307200	22,23,24
320	27	3	307200	22,24,25
320	28	3	281600	22,25,26
320	29	4	294400	22,25,26,27
320	30	5	307200	22,25,26,27,28
320	31	6	320000	22,25,26,27,28,29
320	32	6	320000	22,25,26,28,29,30
320	33	7	332800	22,25,26,28,29,30,31
320	34	7	332800	22,25,26,28,29,31,32
320	35	7	332800	22,25,26,28,29,32,33
320	36	6	320000	22,25,26,28,33,34
320	37	7	332800	22,25,26,28,33,34,35
320	38	7	332800	22,25,26,28,33,35,36
320	39	7	332800	22,25,26,28,33,36,208
320	40	6	332800	22,25,26,28,37,208
320	41	5	332800	22,25,26,37,38
320	42	5	384000	22,25,26,38,39
320	43	3	332800	22,39,40
320	44	3	307200	22,40,41
320	45	3	281600	22,41,42
320	46	4	307200	22,41,42,43
320	47	4	307200	22,41,43,44
320	48	4	294400	22,41,44,45
320	49	5	300800	22,41,44,45,46
320	50	6	307200	22,41,44,45,46,47
320	51	7	313600	22,41,44,45,46,47,48
320	52	7	313600	22,41,44,45,47,48,49
320	53	8	320000	22,41,44,45,47,48,49,50
320	54	8	320000	22,41,44,45,47,48,50,51
320	55	8	320000	22,41,44,45,47,48,51,52
320	56	7	313600	22,41,44,45,47,52,53
320	57	8	320000	22,41,44,45,47,52,53,54
320	58	8	320000	22,41,44,45,47,52,54,55
320	59	8	320000	22,41,44,45,47,52,55,209
320	60	7	320000	22,41,44,45,47,56,209
320	61	6	320000	22,41,44,45,56,57
320	62	6	345600	22,41,44,45,57,58
320	63	4	320000	22,41,58,59
320	64	4	307200	22,41,59,60
320	65	4	294400	22,41,60,61
320	66	5	345600	22,41,60,61,62
320	67	5	358400	22,41,60,62,63
320	68	5	332800	22,41,60,63,64
320	69	4	307200	22,41,64,65
320	70	4	294400	22,41,65,66
320	71	5	320000	22,41,65,66,67
320	72	6	326400	22,41,65,66,67,68
320	73	7	339200	22,41,65,66,67,68,69
320	74	8	345600	22,41,65,66,67,68,69,70
320	75	8	332800	22,41,65,66,68,69,70,71
320	76	9	352800	22,41,65,66,68,69,70,71,72
320	77	8	352800	22,41,65,66,69,71,72,73
320	78	8	360000	22,41,65,66,69,72,73,74
320	79	8	352800	22,41,65,66,69,73,74,75
320	80	7	332800	22,41,65,66,73,75,76
320	81	6	320000	22,41,65,66,76,77
320	82	6	320000	22,41,65,66,77,78
320	83	5	320000	22,41,65,78,79
320	84	6	345600	22,41,65,78,79,80
320	85	6	332800	22,41,65,78,80,81
320	86	6	320000	22,41,65,78,81,210
320	87	5	320000	22,41,65,82,210
320	88	4	307200	22,41,82,83
320	89	4	435200	22,41,83,84
320	90	4	435200	22,83,84,85
320	91	4	307200	22,83,85,86
320	92	5	320000	22,83,85,86,87
320	93	6	332800	22,83,85,86,87,88
320	94	7	345600	22,83,85,86,87,88,89
320	95	7	345600	22,83,85,86,88,89,90
320	96	8	358400	22,83,85,86,88,89,90,91
320	97	8	358400	22,83,85,86,88,89,91,92
320	98	8	358400	22,83,85,86,88,89,92,93
320	99	7	345600	22,83,85,86,88,93,94
320	100	8	358400	22,83,85,86,88,93,94,95
320	101	8	358400	22,83,85,86,88,93,95,96
320	102	8	358400	22,83,85,86,88,93,96,211
320	103	7	358400	22,83,85,86,88,97,211
320	104	6	358400	22,83,85,86,97,98
320	105	6	409600	22,83,85,86,98,99
320	106	4	358400	22,83,99,100
320	107	4	691200	22,83,100,101
320	108	4	588800	83,100,101,102
320	109	4	230400	83,100,102,103
320	110	5	256000	83,100,102,103,104
320	111	6	281600	83,100,102,103,104,105
320	112	7	307200	83,100,102,103,104,105,106
320	113	7	307200	83,100,102,103,105,106,107
320	114	8	332800	83,100,102,103,105,106,107,108
320	115	8	332800	83,100,102,103,105,106,108,109
320	116	8	332800	83,100,102,103,105,106,109,110
320	117	7	307200	83,100,102,103,105,110,111
320	118	8	332800	83,100,102,103,105,110,111,112
320	119	8	332800	83,100,102,103,105,110,112,113
320	120	8	332800	83,100,102,103,105,110,113,212
320	121	7	332800	83,100,102,103,105,114,212
320	122	6	332800	83,100,102,103,114,115
320	123	6	435200	83,100,102,103,115,116
320	124	4	332800	83,100,116,117
320	125	4	281600	83,100,117,118
320	126	4	204800	83,100,118,119
320	127	5	230400	83,100,118,119,120
320	128	6	332800	83,100,118,119,120,121
320	129	6	256000	83,100,119,120,121,122
320	130	6	332800	83,100,119,121,122,123
320	131	6	307200	83,100,119,122,123,124
320	132	5	256000	83,122,123,124,125
320	133	5	358400	83,123,124,125,126
320	134	5	307200	83,124,125,126,127
320	135	5	256000	83,125,126,127,128
320	136	5	358400	83,126,127,128,129
320	137	5	256000	83,127,128,129,130
320	138	6	268800	83,127,128,129,130,131
320	139	6	371200	83,127,129,130,131,132
320	140	6	256000	83,127,130,131,132,133
320	141	7	268800	83,127,130,131,132,133,134
320	142	8	396800	83,127,130,131,132,133,134,135
320	143	8	281600	83,127,130,131,133,134,135,136
320	144	8	396800	83,127,130,131,134,135,136,137
320	145	8	281600	83,127,130,131,134,136,137,138
320	146	9	409600	83,127,130,131,134,136,137,138,139
320	147	9	294400	83,127,130,131,134,136,138,139,140
320	148	9	409600	83,127,130,131,134,136,139,140,141
320	149	9	294400	83,127,130,131,134,136,140,141,142
320	150	9	294400	83,127,130,131,134,136,141,142,143
320	151	8	281600	83,127,130,131,134,141,143,144
320	152	9	294400	83,127,130,131,134,141,143,144,145
320	153	9	294400	83,127,130,131,134,141,143,145,146
320	154	9	294400	83,127,130,131,134,141,143,146,213
320	155	8	294400	83,127,130,131,134,141,147,213
320	156	7	294400	83,127,130,131,141,147,148
320	157	7	345600	83,127,130,131,141,148,149
320	158	5	294400	83,131,141,149,150
320	159	5	268800	83,131,141,150,151
320	160	5	230400	83,131,141,151,152
320	161	6	236800	83,131,141,151,152,153
320	162	7	288000	83,131,141,151,152,153,154
320	163	7	243200	83,131,141,152,153,154,155
320	164	7	288000	83,131,141,152,154,155,156
320	165	7	275200	83,131,141,152,155,156,157
320	166	6	243200	131,141,155,156,157,158
320	167	6	268800	131,141,156,157,158,159
320	168	6	243200	131,141,157,158,159,160
320	169	6	211200	131,141,158,159,160,161
320	170	6	236800	131,141,159,160,161,162
320	171	6	217600	131,141,160,161,162,163
320	172	7	220800	131,141,160,161,162,163,164
320	173	7	246400	131,141,160,162,163,164,165
320	174	7	220800	131,141,160,163,164,165,166
320	175	8	252800	131,141,160,163,164,165,166,167
320	176	8	227200	131,141,160,163,164,166,167,168
320	177	8	252800	131,141,160,163,164,167,168,169
320	178	8	233600	131,141,160,163,164,168,169,170
320	179	8	259200	131,141,160,163,164,169,170,171
320	180	8	240000	131,141,160,163,164,170,171,172
320	181	8	259200	131,141,160,163,164,171,172,173
320	182	8	252800	131,141,160,163,164,172,173,174
320	183	9	259200	131,141,160,163,164,172,173,174,175
320	184	10	272000	131,141,160,163,164,172,173,174,175,176
320	185	11	278400	131,141,160,163,164,172,173,174,175,176,177
320	186	11	265600	131,141,160,163,164,172,173,175,176,177,178
320	187	12	285600	131,141,160,163,164,172,173,175,176,177,178,179
320	188	11	285600	131,141,160,163,164,172,173,176,178,179,180
320	189	11	292800	131,141,160,163,164,172,173,176,179,180,181
320	190	11	285600	131,141,160,163,164,172,173,176,180,181,182
320	191	10	265600	131,141,160,163,164,172,173,180,182,183
320	192	9	252800	131,141,160,163,164,172,173,183,184
320	193	9	252800	131,141,160,163,164,172,173,184,185
320	194	8	252800	131,141,160,163,164,173,185,186
320	195	9	278400	131,141,160,163,164,173,185,186,187
320	196	9	265600	131,141,160,163,164,173,185,187,188
320	197	9	252800	131,141,160,163,164,173,185,188,214
320	198	8	265600	131,141,160,163,164,173,189,214
320	199	6	240000	131,141,164,173,189,190
320	200	6	227200	131,141,164,173,190,191
320	201	6	203200	131,141,164,173,191,192
320	202	7	228800	131,141,164,173,191,192,193
320	203	7	204800	131,141,164,173,192,193,194
320	204	7	228800	131,141,164,173,193,194,195
320	205	7	204800	131,141,164,173,194,195,196
320	206	7	211200	131,141,164,173,195,196,197
320	207	7	187200	131,141,164,173,196,197,198
320	208	7	193600	131,141,164,173,197,198,199
320	209	7	186400	131,141,164,173,198,199,200
320	210	7	192800	131,141,164,173,199,200,201
320	211	7	192800	131,141,164,173,200,201,202
320	212	7	192800	131,141,164,173,200,202,203
320	213	7	192800	131,141,164,173,200,203,204
320	214	7	192800	131,141,164,173,200,204,205
256	0	1	524288	0
256	1	2	786432	0,1
256	2	2	524288	1,2
256	3	2	393216	2,3
256	4	2	262144	3,4
256	5	2	262144	4,5
256	6	2	196608	5,6
256	7	3	229376	5,6,7
256	8	4	262144	5,6,7,8
256	9	4	294912	5,6,8,9
256	10	4	327680	5,6,9,206
256	11	4	458752	5,6,10,206
256	12	2	458752	10,11
256	13	2	524288	11,12
256	14	2	327680	12,13
256	15	2	131072	13,14
256	16	2	131072	14,15
256	17	2	98304	15,16
256	18	3	114688	15,16,17
256	19	4	131072	15,16,17,18
256	20	4	147456	15,16,18,19
256	21	4	163840	15,16,19,207
256	22	4	229376	15,16,20,207
256	23	2	229376	20,21
256	24	2	262144	21,22
256	25	2	163840	22,23
256	26	3	196608	22,23,24
256	27	3	196608	22,24,25
256	28	3	180224	22,25,26
256	29	4	188416	22,25,26,27
256	30	5	196608	22,25,26,27,28
256	31	6	204800	22,25,26,27,28,29
256	32	6	204800	22,25,26,28,29,30
256	33	7	212992	22,25,26,28,29,30,31
256	34	7	212992	22,25,26,28,29,31,32
256	35	7	212992	22,25,26,28,29,32,33
256	36	6	204800	22,25,26,28,33,34
256	37	7	212992	22,25,26,28,33,34,35
256	38	7	212992	22,25,26,28,33,35,36
256	39	7	212992	22,25,26,28,33,36,208
256	40	6	212992	22,25,26,28,37,208
256	41	5	212992	22,25,26,37,38
256	42	5	245760	22,25,26,38,39
256	43	3	212992	22,39,40
256	44	3	196608	22,40,41
256	45	3	180224	22,41,42
256	46	4	196608	22,41,42,43
256	47	4	196608	22,41,43,44
256	48	4	188416	22,41,44,45
256	49	5	192512	22,41,44,45,46
256	50	6	196608	22,41,44,45,46,47
256	51	7	200704	22,41,44,45,46,47,48
256	52	7	200704	22,41,44,45,47,48,49
256	53	8	204800	22,41,44,45,47,48,49,50
256	54	8	204800	22,41,44,45,47,48,50,51
256	55	8	204800	22,41,44,45,47,48,51,52
256	56	7	200704	22,41,44,45,47,52,53
256	57	8	204800	22,41,44,45,47,52,53,54
256	58	8	204800	22,41,44,45,47,52,54,55
256	59	8	204800	22,41,44,45,47,52,55,209
256	60	7	204800	22,41,44,45,47,56,209
256	61	6	204800	22,41,44,45,56,57
256	62	6	221184	22,41,44,45,57,58
256	63	4	204800	22,41,58,59
256	64	4	196608	22,41,59,60
256	65	4	188416	22,41,60,61
256	66	5	221184	22,41,60,61,62
256	67	5	229376	22,41,60,62,63
256	68	5	212992	22,41,60,63,64
256	69	4	196608	22,41,64,65
256	70	4	188416	22,41,65,66
256	71	5	204800	22,41,65,66,67
256	72	6	208896	22,41,65,66,67,68
256	73	7	217088	22,41,65,66,67,68,69
256	74	8	221184	22,41,65,66,67,68,69,70
256	75	8	212992	22,41,65,66,68,69,70,71
256	76	9	221184	22,41,65,66,68,69,70,71,72
256	77	8	221184	22,41,65,66,69,71,72,73
256	78	8	221184	22,41,65,66,69,72,73,74
256	79	8	221184	22,41,65,66,69,73,74,75
256	80	7	212992	22,41,65,66,73,75,76
256	81	6	204800	22,41,65,66,76,77
256	82	6	204800	22,41,65,66,77,78
256	83	5	204800	22,41,65,78,79
256	84	6	221184	22,41,65,78,79,80
256	85	6	212992	22,41,65,78,80,81
256	86	6	204800	22,41,65,78,81,210
256	87	5	204800	22,41,65,82,210
256	88	4	196608	22,41,82,83
256	89	4	278528	22,41,83,84
256	90	4	278528	22,83,84,85
256	91	4	196608	22,83,85,86
256	92	5	204800	22,83,85,86,87
256	93	6	212992	22,83,85,86,87,88
256	94	7	221184	22,83,85,86,87,88,89
256	95	7	221184	22,83,85,86,88,89,90
256	96	8	229376	22,83,85,86,88,89,90,91
256	97	8	229376	22,83,85,86,88,89,91,92
256	98	8	229376	22,83,85,86,88,89,92,93
256	99	7	221184	22,83,85,86,88,93,94
256	100	8	229376	22,83,85,86,88,93,94,95
256	101	8	229376	22,83,85,86,88,93,95,96
256	102	8	229376	22,83,85,86,88,93,96,211
256	103	7	229376	22,83,85,86,88,97,211
256	104	6	229376	22,83,85,86,97,98
256	105	6	262144	22,83,85,86,98,99
256	106	4	229376	22,83,99,100
256	107	4	442368	22,83,100,101
256	108	4	376832	83,100,101,102
256	109	4	147456	83,100,102,103
256	110	5	163840	83,100,102,103,104
256	111	6	180224	83,100,102,103,104,105
256	112	7	196608	83,100,102,103,104,105,106
256	113	7	196608	83,100,102,103,105,106,107
256	114	8	212992	83,100,102,103,105,106,107,108
256	115	8	212992	83,100,102,103,105,106,108,109
256	116	8	212992	83,100,102,103,105,106,109,110
256	117	7	196608	83,100,102,103,105,110,111
256	118	8	212992	83,100,102,103,105,110,111,112
256	119	8	212992	83,100,102,103,105,110,112,113
256	120	8	212992	83,100,102,103,105,110,113,212
256	121	7	212992	83,100,102,103,105,114,212
256	122	6	212992	83,100,102,103,114,115
256	123	6	278528	83,100,102,103,115,116
256	124	4	212992	83,100,116,117
256	125	4	180224	83,100,117,118
256	126	4	131072	83,100,118,119
256	127	5	147456	83,100,118,119,120
256	128	6	212992	83,100,118,119,120,121
256	129	6	163840	83,100,119,120,121,122
256	130	6	212992	83,100,119,121,122,123
256	131	6	196608	83,100,119,122,123,124
256	132	5	163840	83,122,123,124,125
256	133	5	229376	83,123,124,125,126
256	134	5	196608	83,124,125,126,127
256	135	5	163840	83,125,126,127,128
256	136	5	229376	83,126,127,128,129
256	137	5	163840	83,127,128,129,130
256	138	6	172032	83,127,128,129,130,131
256	139	6	237568	83,127,129,130,131,132
256	140	6	163840	83,127,130,131,132,133
256	141	7	172032	83,127,130,131,132,133,134
256	142	8	253952	83,127,130,131,132,133,134,135
256	143	8	180224	83,127,130,131,133,134,135,136
256	144	8	253952	83,127,130,131,134,135,136,137
256	145	8	180224	83,127,130,131,134,136,137,138
256	146	9	262144	83,127,130,131,134,136,137,138,139
256	147	9	188416	83,127,130,131,134,136,138,139,140
256	148	9	262144	83,127,130,131,134,136,139,140,141
256	149	9	188416	83,127,130,131,134,136,140,141,142
256	150	9	188416	83,127,130,131,134,136,141,142,143
256	151	8	180224	83,127,130,131,134,141,143,144
256	152	9	188416	83,127,130,131,134,141,143,144,145
256	153	9	188416	83,127,130,131,134,141,143,145,146
256	154	9	188416	83,127,130,131,134,141,143,146,213
256	155	8	188416	83,127,130,131,134,141,147,213
256	156	7	188416	83,127,130,131,141,147,148
256	157	7	221184	83,127,130,131,141,148,149
256	158	5	188416	83,131,141,149,150
256	159	5	172032	83,131,141,150,151
256	160	5	147456	83,131,141,151,152
256	161	6	151552	83,131,141,151,152,153
256	162	7	184320	83,131,141,151,152,153,154
256	163	7	155648	83,131,141,152,153,154,155
256	164	7	184320	83,131,141,152,154,155,156
256	165	7	176128	83,131,141,152,155,156,157
256	166	6	155648	131,141,155,156,157,158
256	167	6	172032	131,141,156,157,158,159
256	168	6	155648	131,141,157,158,159,160
256	169	6	135168	131,141,158,159,160,161
256	170	6	151552	131,141,159,160,161,162
256	171	6	139264	131,141,160,161,162,163
256	172	7	141312	131,141,160,161,162,163,164
256	173	7	157696	131,141,160,162,163,164,165
256	174	7	141312	131,141,160,163,164,165,166
256	175	8	161792	131,141,160,163,164,165,166,167
256	176	8	145408	131,141,160,163,164,166,167,168
256	177	8	161792	131,141,160,163,164,167,168,169
256	178	8	149504	131,141,160,163,164,168,169,170
256	179	8	165888	131,141,160,163,164,169,170,171
256	180	8	153600	131,141,160,163,164,170,171,172
256	181	8	165888	131,141,160,163,164,171,172,173
256	182	8	161792	131,141,160,163,164,172,173,174
256	183	9	165888	131,141,160,163,164,172,173,174,175
256	184	10	174080	131,141,160,163,164,172,173,174,175,176
256	185	11	178176	131,141,160,163,164,172,173,174,175,176,177
256	186	11	169984	131,141,160,163,164,172,173,175,176,177,178
256	187	12	178176	131,141,160,163,164,172,173,175,176,177,178,179
256	188	11	178176	131,141,160,163,164,172,173,176,178,179,180
256	189	11	178176	131,141,160,163,164,172,173,176,179,180,181
256	190	11	178176	131,141,160,163,164,172,173,176,180,181,182
256	191	10	169984	131,141,160,163,164,172,173,180,182,183
256	192	9	161792	131,141,160,163,164,172,173,183,184
256	193	9	161792	131,141,160,163,164,172,173,184,185
256	194	8	161792	131,141,160,163,164,173,185,186
256	195	9	178176	131,141,160,163,164,173,185,186,187
256	196	9	169984	131,141,160,163,164,173,185,187,188
256	197	9	161792	131,141,160,163,164,173,185,188,214
256	198	8	169984	131,141,160,163,164,173,189,214
256	199	6	153600	131,141,164,173,189,190
256	200	6	145408	131,141,164,173,190,191
256	201	6	130048	131,141,164,173,191,192
256	202	7	146432	131,141,164,173,191,192,193
256	203	7	131072	131,141,164,173,192,193,194
256	204	7	146432	131,141,164,173,193,194,195
256	205	7	131072	131,141,164,173,194,195,196
256	206	7	135168	131,141,164,173,195,196,197
256	207	7	119808	131,141,164,173,196,197,198
256	208	7	123904	131,141,164,173,197,198,199
256	209	7	119296	131,141,164,173,198,199,200
256	210	7	123392	131,141,164,173,199,200,201
256	211	7	123392	131,141,164,173,200,201,202
256	212	7	123392	131,141,164,173,200,202,203
256	213	7	123392	131,141,164,173,200,203,204
256	214	7	123392	131,141,164,173,200,204,205
