resolution	arm	metric_schema_version	camera_requested	camera_effective_format	backend_reported_fps	capture_backend	opencv_threads	profile	flow	raw_v4l2_dequeued_compressed_buffer_fps_reference	measured_seconds	processed_frames	captured_decoded_frames	opencv_decoded_frame_fps	processed_displayed_fps	application_slot_replacements	application_slot_replacement_pct	consumer_loop_mean_ms	consumer_loop_p95_ms	consumer_loop_p99_ms	read_return_to_display_call_mean_ms	read_return_to_display_call_p95_ms	inference_mean_ms	inference_p95_ms	preprocess_mean_ms	render_mean_ms	display_mean_ms	mean_thermal_c	max_thermal_c	min_cpu0_4_khz	surface_definition	source_file
384	run1	2		640x480@60.000 MJPG	60.000000	V4L2	1	low-latency	latest-frame	30.002748000	180.063642	2701	2701	15.000251958	15.000251958	0	0.000000000	61.862446	63.922487	68.194549	62.326337	64.883914	47.816625	49.697126	2.870610	2.951144	7.641921	65.851351	67.500000	1600000	decoded-read-return-to-GUI-display-call; not sensor-to-screen	r384-run1.metrics.tsv
384	run2	2		640x480@60.000 MJPG	60.000000	V4L2	1	low-latency	latest-frame	30.002748000	180.057676	2701	2701	15.000748987	15.000748987	0	0.000000000	61.503504	63.310863	68.187796	61.813661	64.143378	47.595110	48.654519	2.800173	2.966382	7.544096	65.966216	67.500000	1600000	decoded-read-return-to-GUI-display-call; not sensor-to-screen	r384-run2.metrics.tsv
384	run3	2		640x480@60.000 MJPG	60.000000	V4L2	1	low-latency	latest-frame	30.002748000	180.058190	2701	2701	15.000706171	15.000706171	0	0.000000000	61.831410	63.615519	67.593492	62.180514	64.379806	47.554645	49.260921	2.910510	2.970530	7.832358	67.067568	68.000000	1600000	decoded-read-return-to-GUI-display-call; not sensor-to-screen	r384-run3.metrics.tsv
512	run1	2		640x480@60.000 MJPG	60.000000	V4L2	1	low-latency	latest-frame	30.002748000	180.039388	1549	2700	14.996718417	8.603672899	1151	42.629629630	115.904884	118.478095	120.384302	149.979484	179.340080	99.931575	102.294187	4.319260	3.335562	7.763293	64.641892	66.750000	1600000	decoded-read-return-to-GUI-display-call; not sensor-to-screen	r512-run1.metrics.tsv
512	run2	2		640x480@60.000 MJPG	60.000000	V4L2	1	low-latency	latest-frame	30.002748000	180.043484	1605	2700	14.996377248	8.914513142	1095	40.555555556	111.849565	114.253170	116.736143	145.794294	175.802435	96.013201	98.179414	4.330471	3.345502	7.613468	67.182432	68.500000	1600000	decoded-read-return-to-GUI-display-call; not sensor-to-screen	r512-run2.metrics.tsv
512	run3	2		640x480@60.000 MJPG	60.000000	V4L2	1	low-latency	latest-frame	30.002748000	180.076999	1611	2701	14.999139372	8.946173095	1090	40.355423917	111.450216	113.128683	115.715021	145.098726	175.541529	95.378283	97.237501	4.319354	3.337590	7.868612	67.864865	69.000000	1600000	decoded-read-return-to-GUI-display-call; not sensor-to-screen	r512-run3.metrics.tsv
