resolution	surface	wake_policy	route	samples	mean_us	stddev_us	cv_pct	median_us	p90_us	p95_us	p99_us	p999_us	max_us	pure_model_fps	process_cpu_mean_us	voluntary_context_switches	involuntary_context_switches	affinity_failures	cpu4_7_ime_count	mean_thermal_c	max_thermal_c	min_cpu0_4_khz	max_cpu0_4_khz	output_hash	manifest_sha256	source_files	status
512	preprocessed	frame-gated-spin	selected-m12n16	2000	101004.017625	4093.671064	4.052978	100404.498500	100723.827600	100871.718550	130789.539190	131938.458291	132543.047000	9.900596268	496725.041000	0	1064	0	0	57.786585	60.750000	1600000	1600000	0x41e92be60b116000	331a39bb5a756ed7a56044bedf5715f65f1ea56dd436aab3a08845acbb4025e3	r512.raw.tsv	pass
