resolution	category_id	class_name	instances	ap50_95	ap50	recall_iou50_conf001
384	61	cake	316	0.26522829153520644	0.409583715794362	0.7626582278481012
384	62	chair	1791	0.17687357401545536	0.29923778387562494	0.6862088218872139
384	63	couch	261	0.38382440177358174	0.5390328129322679	0.8888888888888888
384	64	potted plant	343	0.1478714095559347	0.28606197814260953	0.6793002915451894
384	65	bed	163	0.43478338433095676	0.5912518946659606	0.8773006134969326
384	67	dining table	697	0.2734135699900531	0.3985446744755577	0.7388809182209469
384	70	toilet	179	0.5992396288567495	0.7588161288497703	0.9162011173184358
384	72	tv	288	0.4879532869496499	0.6657835420949088	0.8402777777777778
384	73	laptop	231	0.5059594167591248	0.6346413029351868	0.8225108225108225
384	74	mouse	106	0.41335814544910715	0.5767792432869214	0.8018867924528302
384	75	remote	283	0.0976349722414578	0.18767080802813632	0.5971731448763251
384	76	keyboard	153	0.4027720074747565	0.564850155697313	0.8496732026143791
384	77	cell phone	262	0.21319129347216426	0.31462344583472507	0.5763358778625954
384	78	microwave	55	0.4532216834082036	0.5815530897593267	0.8545454545454545
384	79	oven	143	0.26464676182858726	0.39943049358314997	0.8251748251748252
384	80	toaster	9	0.27341250481058893	0.43364732706266784	1.0
384	81	sink	225	0.29079383820555565	0.4458389550210667	0.7422222222222222
384	82	refrigerator	126	0.4556765487840419	0.5896458687315629	0.8174603174603174
384	84	book	1161	0.0664995751421653	0.15868512495150924	0.5521102497846684
384	85	clock	267	0.35635791743191475	0.5782978626847939	0.7565543071161048
384	86	vase	277	0.23412932458428068	0.36157974141528076	0.703971119133574
384	87	scissors	36	0.2730261376899736	0.31292782853456075	0.4444444444444444
384	88	teddy bear	191	0.3871942826426739	0.5417597824434521	0.7905759162303665
384	89	hair drier	11	0.007159917119531503	0.013625027916325467	0.2727272727272727
384	90	toothbrush	57	0.12970845247581275	0.19963611724282607	0.47368421052631576
352	1	person	11004	0.3949860895361235	0.621015476157204	0.7988004362050164
352	2	bicycle	316	0.19250715316992276	0.33857731612325875	0.560126582278481
352	3	car	1932	0.22127988196021192	0.3897383066140049	0.6677018633540373
352	4	motorcycle	371	0.34367272938929616	0.5621353671568972	0.8059299191374663
352	5	airplane	143	0.5310460338148204	0.7334251758533721	0.9440559440559441
352	6	bus	285	0.5258880359974584	0.6438791616021684	0.8315789473684211
352	7	train	190	0.6174381660237047	0.809042430766008	0.9368421052631579
352	8	truck	415	0.2182628443174204	0.33681763109661994	0.7927710843373494
352	9	boat	430	0.13376933538174682	0.2694330451608564	0.6581395348837209
352	10	traffic light	637	0.11688802012468508	0.24588931158833993	0.5463108320251178
352	11	fire hydrant	101	0.5229299983513297	0.68606743079974	0.801980198019802
352	13	stop sign	75	0.5569688878778228	0.6156419198834525	0.6933333333333334
352	14	parking meter	60	0.33638401535212703	0.46195467655545547	0.65
352	15	bench	413	0.14902555677308307	0.2266691946499395	0.5254237288135594
352	16	bird	440	0.1917494052378491	0.3060446295495337	0.5159090909090909
352	17	cat	202	0.6067556539544422	0.7985924935435085	0.9207920792079208
352	18	dog	218	0.5209366925309117	0.6496585080240834	0.8623853211009175
352	19	horse	273	0.44092230791011083	0.629595346623365	0.8571428571428571
352	20	sheep	361	0.3217288902527638	0.5241346116643508	0.853185595567867
352	21	cow	380	0.36406757317176786	0.5624885847885225	0.8368421052631579
352	22	elephant	255	0.5417084503966948	0.7783229896615246	0.9490196078431372
352	23	bear	71	0.5778339282944764	0.7257286230530594	0.8873239436619719
352	24	zebra	268	0.546867039306096	0.777547174811536	0.9365671641791045
352	25	giraffe	232	0.5972485607961442	0.8073359932251821	0.9181034482758621
352	27	backpack	371	0.0538917967145115	0.09882945451508539	0.4636118598382749
352	28	umbrella	413	0.2782848980746035	0.43619825015325475	0.6900726392251816
352	31	handbag	540	0.03877205729806561	0.08220096023510318	0.4537037037037037
352	32	tie	254	0.18982661955324617	0.3072496806894451	0.46062992125984253
352	33	suitcase	303	0.24779252252191802	0.38775981416887934	0.7161716171617162
352	34	frisbee	115	0.40592191472791656	0.5861467019798884	0.8173913043478261
352	35	skis	241	0.13525282114373718	0.2544303322587405	0.6224066390041494
352	36	snowboard	69	0.1648485461454568	0.2841054486477116	0.6666666666666666
352	37	sports ball	263	0.20485240391937032	0.32258427574429177	0.4524714828897338
352	38	kite	336	0.27116114575087613	0.46477117012570807	0.7172619047619048
352	39	baseball bat	146	0.1293769435469634	0.2785282623704322	0.5136986301369864
352	40	baseball glove	148	0.20564737296500704	0.38604110678202846	0.5878378378378378
352	41	skateboard	179	0.31550579395033734	0.4976936035857736	0.7653631284916201
352	42	surfboard	269	0.24813497254203337	0.4185679331566226	0.6654275092936803
352	43	tennis racket	225	0.27965356048756324	0.5043385656711445	0.7555555555555555
352	44	bottle	1025	0.17344352401902643	0.2978438503720233	0.6341463414634146
352	46	wine glass	343	0.16460842741569603	0.2599627735655483	0.5539358600583091
352	47	cup	899	0.22276742037291813	0.3382081000412253	0.6896551724137931
352	48	fork	215	0.17864768827652777	0.266716231883213	0.5767441860465117
352	49	knife	326	0.06857165838420591	0.11578491361746741	0.39570552147239263
352	50	spoon	253	0.055150908513448144	0.0898396812106404	0.39920948616600793
352	51	bowl	626	0.28844890830600484	0.3883111922763044	0.7492012779552716
352	52	banana	379	0.2007683433742618	0.3407894305737008	0.6464379947229552
352	53	apple	239	0.10431977710152067	0.1540322154250162	0.5648535564853556
352	54	sandwich	177	0.2530128479681135	0.3524979324376495	0.751412429378531
352	55	orange	287	0.2320134037137577	0.3051183682232463	0.6515679442508711
352	56	broccoli	316	0.16219771995127924	0.30175403459670447	0.810126582278481
352	57	carrot	371	0.1302411388149152	0.2336129467682014	0.6226415094339622
352	58	hot dog	127	0.2679015519642222	0.38819930586907087	0.6535433070866141
352	59	pizza	285	0.4216550470695068	0.5629556433700292	0.7684210526315789
352	60	donut	338	0.3028946192858146	0.4450820449724147	0.772189349112426
352	61	cake	316	0.2738099252868224	0.41752913896362653	0.7563291139240507
352	62	chair	1791	0.16702291598212476	0.2780474169664695	0.6716917922948074
352	63	couch	261	0.35980913870803105	0.5086420116197009	0.8888888888888888
352	64	potted plant	343	0.13745873778515427	0.2517693140934512	0.641399416909621
352	65	bed	163	0.4219752598675437	0.5830065041215106	0.8588957055214724
352	67	dining table	697	0.2640430379600286	0.37720610715795366	0.7288378766140603
352	70	toilet	179	0.5669183926504978	0.7239082929350643	0.8938547486033519
352	72	tv	288	0.45644451917165396	0.6412169689224835	0.8541666666666666
352	73	laptop	231	0.4672034157735303	0.6070508476419725	0.8181818181818182
352	74	mouse	106	0.40854342229515334	0.5759333717641513	0.7830188679245284
352	75	remote	283	0.07993987397146014	0.14972143076125485	0.5759717314487632
352	76	keyboard	153	0.3740255433648708	0.5340098571914526	0.8366013071895425
352	77	cell phone	262	0.20086685946878743	0.2914609049839074	0.5381679389312977
352	78	microwave	55	0.4236880020348768	0.5524623822242337	0.8363636363636363
352	79	oven	143	0.279401952509018	0.42171627874050754	0.8251748251748252
352	80	toaster	9	0.18487781072615883	0.25414395259111444	0.7777777777777778
352	81	sink	225	0.2732141988329725	0.4271746346633642	0.7111111111111111
352	82	refrigerator	126	0.45839733985475606	0.5930897145576447	0.8253968253968254
352	84	book	1161	0.061740563947774975	0.14514607700940627	0.5021533161068045
352	85	clock	267	0.3552310500775611	0.5637171396430882	0.7340823970037453
352	86	vase	277	0.23677238107944062	0.35751192424277206	0.6714801444043321
352	87	scissors	36	0.2797699972359788	0.3514564150815655	0.5277777777777778
352	88	teddy bear	191	0.3638909271396883	0.5233119362631319	0.7643979057591623
352	89	hair drier	11	0.009087694483734086	0.026874115983026872	0.18181818181818182
352	90	toothbrush	57	0.10619025324616296	0.1545771912177996	0.38596491228070173
320	1	person	11004	0.38142129829550975	0.6024017374326335	0.7843511450381679
320	2	bicycle	316	0.17333870526210027	0.29811651480544005	0.5379746835443038
320	3	car	1932	0.20771814209709272	0.367375341768472	0.6433747412008282
320	4	motorcycle	371	0.3267548155654742	0.5304293235995726	0.8274932614555256
320	5	airplane	143	0.5307607451798539	0.7283324706965134	0.9300699300699301
320	6	bus	285	0.4947376537571767	0.616654333366364	0.8315789473684211
320	7	train	190	0.6146017796004294	0.787329667586066	0.9210526315789473
320	8	truck	415	0.2063633592311233	0.3286836422338777	0.7686746987951807
320	9	boat	430	0.12731218694179014	0.2710377088047979	0.6209302325581395
320	10	traffic light	637	0.11097521869965626	0.23454794749155125	0.5117739403453689
320	11	fire hydrant	101	0.5324014779473443	0.6904066112038247	0.7920792079207921
320	13	stop sign	75	0.526669968045076	0.5898812419583894	0.6666666666666666
320	14	parking meter	60	0.32887037999497376	0.4638168794744381	0.6833333333333333
320	15	bench	413	0.15023691121804136	0.23075095758132075	0.513317191283293
320	16	bird	440	0.1833405109102698	0.2858142729591416	0.5045454545454545
320	17	cat	202	0.5756220984463185	0.7625756238776958	0.9207920792079208
320	18	dog	218	0.4893575133316778	0.6312608354844105	0.8669724770642202
320	19	horse	273	0.4316973143409623	0.6355901111548116	0.8681318681318682
320	20	sheep	361	0.30934122519188617	0.49585540564755065	0.775623268698061
320	21	cow	380	0.3409131818261526	0.5238937811891078	0.8
320	22	elephant	255	0.5346904655336664	0.7513868655863638	0.9372549019607843
320	23	bear	71	0.5839285355735687	0.7253041267636281	0.8873239436619719
320	24	zebra	268	0.5207424906389434	0.7378930083455919	0.9365671641791045
320	25	giraffe	232	0.5742443898313263	0.7734234767263523	0.9181034482758621
320	27	backpack	371	0.0437355060108833	0.09272641932312412	0.4582210242587601
320	28	umbrella	413	0.2792572770716894	0.4311802249142744	0.6658595641646489
320	31	handbag	540	0.032520681763859915	0.0758062814746413	0.4648148148148148
320	32	tie	254	0.19201524100707837	0.31107605964592916	0.421259842519685
320	33	suitcase	303	0.20486171804899775	0.3343734344967718	0.6666666666666666
320	34	frisbee	115	0.36626287855038037	0.541061534747848	0.7478260869565218
320	35	skis	241	0.129481942484841	0.23270611688318413	0.5850622406639004
320	36	snowboard	69	0.1547102717160554	0.279895889523786	0.6376811594202898
320	37	sports ball	263	0.1844762022496814	0.3084709855272673	0.44106463878326996
320	38	kite	336	0.27860658711451736	0.4599495704074717	0.7023809523809523
320	39	baseball bat	146	0.10985020965192638	0.23988877374637838	0.4657534246575342
320	40	baseball glove	148	0.18523448317454821	0.35298932051980014	0.5675675675675675
320	41	skateboard	179	0.31392713388884796	0.4864953222735151	0.7430167597765364
320	42	surfboard	269	0.21970213527851246	0.3624284161810708	0.6282527881040892
320	43	tennis racket	225	0.26080913286913493	0.4771269415051549	0.7288888888888889
320	44	bottle	1025	0.1553059645887735	0.2634359902732354	0.6009756097560975
320	46	wine glass	343	0.14062340423856562	0.2213505334551329	0.4518950437317784
320	47	cup	899	0.20861987580844818	0.3106845609287892	0.6307007786429366
320	48	fork	215	0.1840952936548549	0.26906539938202384	0.5395348837209303
320	49	knife	326	0.05353662148505055	0.10282862652251556	0.3834355828220859
320	50	spoon	253	0.05676389028771138	0.09056312162521286	0.3794466403162055
320	51	bowl	626	0.26588977387734897	0.3673789115432119	0.7380191693290735
320	52	banana	379	0.1677020450266325	0.3040851249527328	0.6306068601583114
320	53	apple	239	0.10973194414540151	0.1607265533771247	0.5481171548117155
320	54	sandwich	177	0.24281088251154392	0.3353561085254319	0.7457627118644068
320	55	orange	287	0.21335319130260091	0.29519360490403457	0.6341463414634146
320	56	broccoli	316	0.16126904346564525	0.303819577587903	0.7784810126582279
320	57	carrot	371	0.13109178478850045	0.24593411915184613	0.6064690026954178
320	58	hot dog	127	0.2299286837719351	0.33664911834562583	0.5905511811023622
320	59	pizza	285	0.4150357812358981	0.5394499892061726	0.743859649122807
320	60	donut	338	0.29439461881074086	0.4291041075824174	0.727810650887574
320	61	cake	316	0.2454086784474413	0.37517387863411683	0.7183544303797469
320	62	chair	1791	0.15163655321612934	0.2545494935903311	0.6454494695700725
320	63	couch	261	0.35363557228919157	0.5050109231488055	0.8735632183908046
320	64	potted plant	343	0.13587074666921972	0.26205718455296084	0.6443148688046647
320	65	bed	163	0.41471447410835455	0.5799661686138258	0.8650306748466258
320	67	dining table	697	0.26007815136085766	0.3659528083836658	0.7216642754662841
320	70	toilet	179	0.5740230950331254	0.7291405798565556	0.9050279329608939
320	72	tv	288	0.45849330744033084	0.6359465417366051	0.8229166666666666
320	73	laptop	231	0.46396571774907347	0.5974879421149266	0.8181818181818182
320	74	mouse	106	0.3398488088931719	0.4883474795760932	0.7641509433962265
320	75	remote	283	0.07459074126306901	0.15296915047876936	0.5123674911660777
320	76	keyboard	153	0.36442980809233855	0.5153901108035025	0.8169934640522876
320	77	cell phone	262	0.1946451638305183	0.2846176135341317	0.5343511450381679
320	78	microwave	55	0.4014202657224248	0.5330474056426986	0.8909090909090909
320	79	oven	143	0.2553252757779866	0.3742703790489487	0.7832167832167832
320	80	toaster	9	0.16798325213614812	0.244638719191068	0.6666666666666666
320	81	sink	225	0.2458030571553649	0.4083474144732865	0.7688888888888888
320	82	refrigerator	126	0.44428631685928294	0.5790530867334883	0.8015873015873016
320	84	book	1161	0.0577417679151435	0.1416036729663725	0.4737295434969854
320	85	clock	267	0.3207312954943436	0.5318022524014887	0.7191011235955056
320	86	vase	277	0.21683516162594207	0.3245652675403193	0.6462093862815884
320	87	scissors	36	0.27081337728453336	0.33094007235540723	0.5277777777777778
320	88	teddy bear	191	0.34250965471755757	0.4891695977880365	0.7277486910994765
320	89	hair drier	11	0.0031714833573488186	0.010946903121906442	0.2727272727272727
320	90	toothbrush	57	0.10188671330625812	0.14235383340918797	0.42105263157894735
256	1	person	11004	0.33109242056733007	0.5399762387263826	0.7295528898582334
256	2	bicycle	316	0.14600224025526207	0.2546815810196527	0.4778481012658228
256	3	car	1932	0.1597379033753334	0.29012090711544064	0.5460662525879917
256	4	motorcycle	371	0.276747706914825	0.4627192082337446	0.7628032345013477
256	5	airplane	143	0.45869741538611153	0.6499982463837891	0.8881118881118881
256	6	bus	285	0.46045427320119686	0.5642160608045049	0.7789473684210526
256	7	train	190	0.5531502515422069	0.7481730644724297	0.8947368421052632
256	8	truck	415	0.16893104525599187	0.2671997318789087	0.7349397590361446
256	9	boat	430	0.10011433524967439	0.20291311481944743	0.5581395348837209
256	10	traffic light	637	0.08593354110170827	0.177403740195066	0.40816326530612246
256	11	fire hydrant	101	0.4579342208854358	0.6195385940015835	0.7227722772277227
256	13	stop sign	75	0.4760447881088249	0.5534559967270681	0.64
256	14	parking meter	60	0.27972864973151457	0.3920899605655169	0.6333333333333333
256	15	bench	413	0.11839979387527128	0.20442729731025705	0.48184019370460046
256	16	bird	440	0.13911434011035814	0.2364238307799568	0.4340909090909091
256	17	cat	202	0.4859475064108204	0.6966434203562176	0.8861386138613861
256	18	dog	218	0.409708364749847	0.556800509845531	0.8073394495412844
256	19	horse	273	0.3761322928191051	0.563468606769824	0.8021978021978022
256	20	sheep	361	0.257363354192653	0.4206551355375475	0.7285318559556787
256	21	cow	380	0.28939664989531416	0.4526883144687792	0.7605263157894737
256	22	elephant	255	0.4550365067224346	0.6601200999551796	0.8745098039215686
256	23	bear	71	0.5495834162823046	0.6791205745099986	0.8873239436619719
256	24	zebra	268	0.4573428354598015	0.6704175691968128	0.8843283582089553
256	25	giraffe	232	0.4860560762695269	0.7023625762749733	0.8706896551724138
256	27	backpack	371	0.030714798254973398	0.06120538293705377	0.38274932614555257
256	28	umbrella	413	0.2306472893735797	0.37468464422973524	0.6222760290556901
256	31	handbag	540	0.02622835278045353	0.06454119512367398	0.3574074074074074
256	32	tie	254	0.15462058131486056	0.2569384575353597	0.38976377952755903
256	33	suitcase	303	0.1398732184891017	0.23600694261389868	0.6006600660066007
256	34	frisbee	115	0.29125248367139717	0.4391883140627226	0.6434782608695652
256	35	skis	241	0.1009692243391372	0.2117077093409922	0.5228215767634855
256	36	snowboard	69	0.13071384630895802	0.21342026114697663	0.6231884057971014
256	37	sports ball	263	0.12915037619968728	0.23880364480239638	0.33460076045627374
256	38	kite	336	0.19119235504618987	0.34514692374128003	0.6309523809523809
256	39	baseball bat	146	0.0769755994104568	0.1692453389989538	0.363013698630137
256	40	baseball glove	148	0.1469345327263478	0.287883557590943	0.5202702702702703
256	41	skateboard	179	0.21585316909718116	0.3869824825871688	0.6983240223463687
256	42	surfboard	269	0.17331475880400724	0.30307821517302347	0.5799256505576208
256	43	tennis racket	225	0.19290844300416227	0.3789981344118213	0.6177777777777778
256	44	bottle	1025	0.11003143527991474	0.18820001294642977	0.49073170731707316
256	46	wine glass	343	0.11157520555350094	0.1851208981089314	0.40233236151603496
256	47	cup	899	0.15547086603408233	0.24926429549481918	0.5528364849833148
256	48	fork	215	0.12174657847674114	0.1901222309430657	0.46511627906976744
256	49	knife	326	0.03525316095474667	0.06859637619949373	0.3282208588957055
256	50	spoon	253	0.031299531837427806	0.04848625184829689	0.2727272727272727
256	51	bowl	626	0.21409250972111438	0.30175172247881654	0.65814696485623
256	52	banana	379	0.15449621332067942	0.27343210906836146	0.5488126649076517
256	53	apple	239	0.08589386847130313	0.12891506479968648	0.4769874476987448
256	54	sandwich	177	0.2020961392040872	0.3012776875684513	0.7062146892655368
256	55	orange	287	0.18764080761229415	0.2570467151329092	0.5818815331010453
256	56	broccoli	316	0.13031360277436463	0.2529284695435326	0.7151898734177216
256	57	carrot	371	0.09308446024414907	0.20368478676766255	0.522911051212938
256	58	hot dog	127	0.19635217909787114	0.3006032007748889	0.5826771653543307
256	59	pizza	285	0.35945157643884745	0.489651852019972	0.7157894736842105
256	60	donut	338	0.2189923648914448	0.31689056285895195	0.6094674556213018
256	61	cake	316	0.1955408234381016	0.2919396991173621	0.620253164556962
256	62	chair	1791	0.11495558692177954	0.19586875769714737	0.5829145728643216
256	63	couch	261	0.2982096889337235	0.42558536452992884	0.8544061302681992
256	64	potted plant	343	0.08490059789136653	0.1648276645961641	0.5335276967930029
256	65	bed	163	0.3796253657323648	0.5611869525160079	0.8220858895705522
256	67	dining table	697	0.23578371238394016	0.3401406248435658	0.6929698708751794
256	70	toilet	179	0.5047047720695889	0.6592978905204468	0.8491620111731844
256	72	tv	288	0.3992210119672998	0.5670408185638253	0.7847222222222222
256	73	laptop	231	0.3938789451166009	0.5200830582962684	0.7748917748917749
256	74	mouse	106	0.326909183069511	0.4884834303431449	0.7169811320754716
256	75	remote	283	0.051186892737425264	0.09412276192800975	0.3957597173144876
256	76	keyboard	153	0.3263160562695618	0.46599522882047145	0.7254901960784313
256	77	cell phone	262	0.16404238853702094	0.2406609195230595	0.46946564885496184
256	78	microwave	55	0.3709075270326709	0.5139985660942761	0.8
256	79	oven	143	0.21702686336818783	0.33667652192090547	0.7202797202797203
256	80	toaster	9	0.1185571188697817	0.14799581461905584	0.5555555555555556
256	81	sink	225	0.2133910508571918	0.3514551118414402	0.7111111111111111
256	82	refrigerator	126	0.35167959009592703	0.4966374672447387	0.7857142857142857
256	84	book	1161	0.04068004351056305	0.09796472955419336	0.367786391042205
256	85	clock	267	0.27561929606547264	0.4488070448087463	0.6292134831460674
256	86	vase	277	0.1720304354454849	0.24593517813737276	0.5595667870036101
256	87	scissors	36	0.2646861632314307	0.3125622788390471	0.5277777777777778
256	88	teddy bear	191	0.2999448732012356	0.4350474308947125	0.6701570680628273
256	89	hair drier	11	0.006866656814935224	0.03566326781931924	0.18181818181818182
256	90	toothbrush	57	0.07649948308060919	0.12740331215959133	0.2807017543859649
