resolution	category_id	class_name	instances	ap50_95	ap50	recall_iou50_conf001
416	18	dog	218	0.5555773315559085	0.6864931336812083	0.8761467889908257
416	19	horse	273	0.47668877534513365	0.6612461197602119	0.8644688644688645
416	20	sheep	361	0.3725781152148787	0.5881182235727166	0.8393351800554016
416	21	cow	380	0.41017324399032123	0.6222362388788294	0.8526315789473684
416	22	elephant	255	0.5796868226554706	0.7999963922857928	0.9333333333333333
416	23	bear	71	0.6462205003506302	0.8179977844737238	0.971830985915493
416	24	zebra	268	0.5768728522035372	0.8033697268311141	0.9626865671641791
416	25	giraffe	232	0.6269142171443242	0.8280597945412536	0.9353448275862069
416	27	backpack	371	0.0687797444373144	0.13387247836867142	0.5390835579514824
416	28	umbrella	413	0.3072873437327381	0.47586516178700805	0.7239709443099274
416	31	handbag	540	0.05054541639998766	0.10767144310455379	0.512962962962963
416	32	tie	254	0.22191082175675442	0.3586945129606996	0.5078740157480315
416	33	suitcase	303	0.31705020792296096	0.4728679637731322	0.7722772277227723
416	34	frisbee	115	0.45607181692054694	0.6328068609846123	0.8869565217391304
416	35	skis	241	0.14198785546372922	0.26613012065367053	0.6639004149377593
416	36	snowboard	69	0.22435965191990112	0.35391267552008415	0.6811594202898551
416	37	sports ball	263	0.2532247685550616	0.393582181298796	0.5285171102661597
416	38	kite	336	0.31305240196809997	0.4966006723357496	0.7738095238095238
416	39	baseball bat	146	0.14800847347380652	0.2997509715485975	0.5753424657534246
416	40	baseball glove	148	0.21821472980310894	0.4060004434591869	0.6081081081081081
416	41	skateboard	179	0.37144164083610115	0.5604345919588766	0.776536312849162
416	42	surfboard	269	0.27615472044292444	0.4631387498410241	0.6951672862453532
416	43	tennis racket	225	0.306135909812425	0.5314564763548607	0.7688888888888888
416	44	bottle	1025	0.21847188124571051	0.3625686031495974	0.6917073170731707
416	46	wine glass	343	0.1954428390621146	0.2926527371248795	0.6005830903790087
416	47	cup	899	0.25535276745886526	0.37421573726861895	0.7419354838709677
416	48	fork	215	0.19937609243350382	0.3047766094195368	0.6232558139534884
416	49	knife	326	0.0787635391609629	0.14340718362153926	0.4601226993865031
416	50	spoon	253	0.07483565244711898	0.11780589009242426	0.466403162055336
416	51	bowl	626	0.308025769139423	0.4227169056517737	0.7891373801916933
416	52	banana	379	0.19845508597879194	0.338071987962191	0.683377308707124
416	53	apple	239	0.12859112674907766	0.19282782679429958	0.606694560669456
416	54	sandwich	177	0.251331445346502	0.36751886140335865	0.7796610169491526
416	55	orange	287	0.23046578510106644	0.3067453324930159	0.6794425087108014
416	56	broccoli	316	0.18611639657550988	0.3373315448981868	0.8386075949367089
416	57	carrot	371	0.14708792930232972	0.2535953313159656	0.6900269541778976
416	58	hot dog	127	0.30452024097806907	0.4378624423769602	0.6850393700787402
416	59	pizza	285	0.4481861192598937	0.5959034231300713	0.7964912280701755
416	60	donut	338	0.32242483448910547	0.4495629394166691	0.7928994082840237
416	61	cake	316	0.29465920452323674	0.44599637543045306	0.7689873417721519
416	62	chair	1791	0.1925726363803329	0.31817725909548084	0.7202680067001676
416	63	couch	261	0.37819761687960884	0.5181659727176255	0.9157088122605364
416	64	potted plant	343	0.15120368534013684	0.29002958763866127	0.6647230320699709
416	65	bed	163	0.42206539995765346	0.579608524170205	0.852760736196319
416	67	dining table	697	0.2899260118978294	0.4121142727985716	0.7661406025824964
416	70	toilet	179	0.588001234903542	0.7498065652172553	0.9273743016759777
416	72	tv	288	0.49950466692431805	0.6731031534828549	0.8611111111111112
416	73	laptop	231	0.5260505335973173	0.6538114549652762	0.8095238095238095
416	74	mouse	106	0.44020344119173627	0.6236495500976417	0.8113207547169812
416	75	remote	283	0.11180014662580744	0.20533047699128454	0.6325088339222615
416	76	keyboard	153	0.42095787607195095	0.5696185722850968	0.8366013071895425
416	77	cell phone	262	0.20890234483495163	0.3020407108069191	0.6145038167938931
416	78	microwave	55	0.456608013158378	0.5928813156637841	0.8727272727272727
416	79	oven	143	0.2829743614683513	0.4404664092083223	0.8251748251748252
416	80	toaster	9	0.28183222657479284	0.378667572639617	0.8888888888888888
416	81	sink	225	0.2921166737154596	0.46143812192309286	0.7911111111111111
416	82	refrigerator	126	0.48840574959132604	0.6279206859410755	0.8412698412698413
416	84	book	1161	0.0800054822081114	0.18846824931700845	0.5822566752799311
416	85	clock	267	0.38303298799911184	0.6087375064954295	0.7565543071161048
416	86	vase	277	0.2414567163546067	0.3672758864508397	0.7184115523465704
416	87	scissors	36	0.28285231452229914	0.34817026769455917	0.5277777777777778
416	88	teddy bear	191	0.39596785858981015	0.5613436365958596	0.8272251308900523
416	89	hair drier	11	0.0031578157815781572	0.005985598559855985	0.18181818181818182
416	90	toothbrush	57	0.13339362661769072	0.18557882932907468	0.47368421052631576
384	1	person	11004	0.4143415021025198	0.6450325112476366	0.8179752817157397
384	2	bicycle	316	0.18572420190708525	0.3210411600995978	0.5854430379746836
384	3	car	1932	0.2431757955215308	0.4095217372428656	0.6997929606625258
384	4	motorcycle	371	0.3607325312768756	0.5803041914690288	0.8436657681940701
384	5	airplane	143	0.5670272196949009	0.7667825367553603	0.9440559440559441
384	6	bus	285	0.5491503267275328	0.6673703270071955	0.8245614035087719
384	7	train	190	0.6533915363349948	0.8282359532332149	0.9315789473684211
384	8	truck	415	0.23122357878286776	0.3590301134117552	0.8240963855421687
384	9	boat	430	0.14892845400115873	0.2778176136279786	0.6744186046511628
384	10	traffic light	637	0.13650931742734346	0.286453611002589	0.598116169544741
384	11	fire hydrant	101	0.5546312327994248	0.7148415487984543	0.7821782178217822
384	13	stop sign	75	0.5652823923621694	0.6307162207369208	0.7466666666666667
384	14	parking meter	60	0.3557116511235507	0.5158748418184065	0.7333333333333333
384	15	bench	413	0.1586954754742045	0.2473497232358285	0.5714285714285714
384	16	bird	440	0.21895179689359187	0.35238849886449386	0.5704545454545454
384	17	cat	202	0.6209083488534226	0.8056755338112107	0.9455445544554455
384	18	dog	218	0.5115812872903044	0.6574205321148094	0.8944954128440367
384	19	horse	273	0.4711563849711109	0.6642272375027999	0.8461538461538461
384	20	sheep	361	0.3542043075118853	0.5737060017752871	0.8670360110803325
384	21	cow	380	0.38026191191144715	0.5853722096131422	0.8315789473684211
384	22	elephant	255	0.5622297015901241	0.7769067323785965	0.9568627450980393
384	23	bear	71	0.6207622939854467	0.7778501806163108	0.9436619718309859
384	24	zebra	268	0.5732906876568356	0.7992860739643697	0.9552238805970149
384	25	giraffe	232	0.6075156626726267	0.8048371933105009	0.9224137931034483
384	27	backpack	371	0.06540099877716367	0.12237738172602794	0.5336927223719676
384	28	umbrella	413	0.30944513515206185	0.47477096052096385	0.7070217917675545
384	31	handbag	540	0.041376590407184076	0.08426263909504632	0.4981481481481482
384	32	tie	254	0.21249893445241175	0.3353945042029592	0.48031496062992124
384	33	suitcase	303	0.27354903203291714	0.42848289287719793	0.7491749174917491
384	34	frisbee	115	0.4335660991542962	0.6271379483917464	0.8347826086956521
384	35	skis	241	0.13265416152371598	0.26245670595804654	0.6141078838174274
384	36	snowboard	69	0.18106578581484387	0.2939823760440758	0.6811594202898551
384	37	sports ball	263	0.22658727396964315	0.3736027983408251	0.4866920152091255
384	38	kite	336	0.281926119062032	0.46807346007141887	0.7440476190476191
384	39	baseball bat	146	0.13426651954985508	0.2703087841028915	0.5273972602739726
384	40	baseball glove	148	0.24085799881165007	0.42093207988007286	0.6283783783783784
384	41	skateboard	179	0.35370068027959545	0.5357057210526505	0.7597765363128491
384	42	surfboard	269	0.26918360106248146	0.4206699802412351	0.6840148698884758
384	43	tennis racket	225	0.30907461597657615	0.5260048027145977	0.7733333333333333
384	44	bottle	1025	0.19873624193119138	0.3325467808173224	0.6595121951219513
384	46	wine glass	343	0.16478571138441903	0.268036762316731	0.5918367346938775
384	47	cup	899	0.23798590166077532	0.35299893103906343	0.710789766407119
384	48	fork	215	0.18958529504185287	0.27774183050661766	0.586046511627907
384	49	knife	326	0.07291663949395585	0.12392494321394953	0.44785276073619634
384	50	spoon	253	0.06501278775448124	0.10266923039599643	0.45849802371541504
384	51	bowl	626	0.29546793555736267	0.4081787189958011	0.7747603833865815
384	52	banana	379	0.19261178965580852	0.32332275912576613	0.6701846965699209
384	53	apple	239	0.11974466622377423	0.1720795419679097	0.5774058577405857
384	54	sandwich	177	0.24942743584283	0.356349133611985	0.7457627118644068
384	55	orange	287	0.23944422206559057	0.3217036870331297	0.686411149825784
384	56	broccoli	316	0.17223176281502173	0.31133581433444246	0.819620253164557
384	57	carrot	371	0.15531475185012134	0.2692034345259131	0.6765498652291105
384	58	hot dog	127	0.2829432309200235	0.39680790679297107	0.6692913385826772
384	59	pizza	285	0.43740711422021344	0.5733264916594522	0.7824561403508772
384	60	donut	338	0.34487848239636726	0.4826803676270438	0.8017751479289941
