resolution	profile_id	source_model_sha256	static_model_sha256	node_count	initializer_count	initializer_payload_identity	topology_identity	input_shape	output_shape	operator_classes	control_role
640	K1X_INT8_V1_YOLO26N_640_FULL_GRAPH_001	30a94e4738606673b5e0a73499cbc977167f046f8fa8637d6040ce744f429c0c	30a94e4738606673b5e0a73499cbc977167f046f8fa8637d6040ce744f429c0c	1069	1024	byte-identical	node-sequence-identical	1x3x640x640	1x300x6	Add:23,Cast:3,Concat:26,Constant:47,ConstantOfShape:2,Conv:102,DequantizeLinear:410,Div:2,Expand:2,Flatten:2,Gather:4,GatherElements:2,MatMul:4,MaxPool:3,Mod:1,Mul:93,QuantizeLinear:206,ReduceMax:1,Reshape:14,Resize:2,Shape:3,Sigmoid:88,Slice:2,Softmax:2,Split:12,Sub:1,Tile:2,TopK:2,Transpose:5,Unsqueeze:3	frozen-source-control
512	K1X_INT8_V1_YOLO26N_512_FULL_GRAPH_001	30a94e4738606673b5e0a73499cbc977167f046f8fa8637d6040ce744f429c0c	7d4497181ac78b85ec124031332c21187ccd8265cba94e92fd9882f297f3169f	1069	1024	byte-identical	node-sequence-identical	1x3x512x512	1x300x6	Add:23,Cast:3,Concat:26,Constant:47,ConstantOfShape:2,Conv:102,DequantizeLinear:410,Div:2,Expand:2,Flatten:2,Gather:4,GatherElements:2,MatMul:4,MaxPool:3,Mod:1,Mul:93,QuantizeLinear:206,ReduceMax:1,Reshape:14,Resize:2,Shape:3,Sigmoid:88,Slice:2,Softmax:2,Split:12,Sub:1,Tile:2,TopK:2,Transpose:5,Unsqueeze:3	static-shape-derivative
448	K1X_INT8_V1_YOLO26N_448_FULL_GRAPH_001	30a94e4738606673b5e0a73499cbc977167f046f8fa8637d6040ce744f429c0c	c90cc44d33df53a447430d34a51fcb4b4e18124c876359b6207758cc05c7131a	1069	1024	byte-identical	node-sequence-identical	1x3x448x448	1x300x6	Add:23,Cast:3,Concat:26,Constant:47,ConstantOfShape:2,Conv:102,DequantizeLinear:410,Div:2,Expand:2,Flatten:2,Gather:4,GatherElements:2,MatMul:4,MaxPool:3,Mod:1,Mul:93,QuantizeLinear:206,ReduceMax:1,Reshape:14,Resize:2,Shape:3,Sigmoid:88,Slice:2,Softmax:2,Split:12,Sub:1,Tile:2,TopK:2,Transpose:5,Unsqueeze:3	static-shape-derivative
416	K1X_INT8_V1_YOLO26N_416_FULL_GRAPH_001	30a94e4738606673b5e0a73499cbc977167f046f8fa8637d6040ce744f429c0c	993b79c7918d893744c7e1b3a18aed7bb6c01efe32fda19729b789a4cd857c72	1069	1024	byte-identical	node-sequence-identical	1x3x416x416	1x300x6	Add:23,Cast:3,Concat:26,Constant:47,ConstantOfShape:2,Conv:102,DequantizeLinear:410,Div:2,Expand:2,Flatten:2,Gather:4,GatherElements:2,MatMul:4,MaxPool:3,Mod:1,Mul:93,QuantizeLinear:206,ReduceMax:1,Reshape:14,Resize:2,Shape:3,Sigmoid:88,Slice:2,Softmax:2,Split:12,Sub:1,Tile:2,TopK:2,Transpose:5,Unsqueeze:3	static-shape-derivative
384	K1X_INT8_V1_YOLO26N_384_FULL_GRAPH_001	30a94e4738606673b5e0a73499cbc977167f046f8fa8637d6040ce744f429c0c	0bd42b5ef9b6a4c1001346d3c88dcbb3423664848e0f608ac111e055ae86895e	1069	1024	byte-identical	node-sequence-identical	1x3x384x384	1x300x6	Add:23,Cast:3,Concat:26,Constant:47,ConstantOfShape:2,Conv:102,DequantizeLinear:410,Div:2,Expand:2,Flatten:2,Gather:4,GatherElements:2,MatMul:4,MaxPool:3,Mod:1,Mul:93,QuantizeLinear:206,ReduceMax:1,Reshape:14,Resize:2,Shape:3,Sigmoid:88,Slice:2,Softmax:2,Split:12,Sub:1,Tile:2,TopK:2,Transpose:5,Unsqueeze:3	static-shape-derivative
352	K1X_INT8_V1_YOLO26N_352_FULL_GRAPH_001	30a94e4738606673b5e0a73499cbc977167f046f8fa8637d6040ce744f429c0c	72c7f56f87a545595cdd0dea909f498a6676a02b48d53a8258ca62891f051b23	1069	1024	byte-identical	node-sequence-identical	1x3x352x352	1x300x6	Add:23,Cast:3,Concat:26,Constant:47,ConstantOfShape:2,Conv:102,DequantizeLinear:410,Div:2,Expand:2,Flatten:2,Gather:4,GatherElements:2,MatMul:4,MaxPool:3,Mod:1,Mul:93,QuantizeLinear:206,ReduceMax:1,Reshape:14,Resize:2,Shape:3,Sigmoid:88,Slice:2,Softmax:2,Split:12,Sub:1,Tile:2,TopK:2,Transpose:5,Unsqueeze:3	static-shape-derivative
320	K1X_INT8_V1_YOLO26N_320_FULL_GRAPH_001	30a94e4738606673b5e0a73499cbc977167f046f8fa8637d6040ce744f429c0c	7f3859353b5db7f9f3b00d42465459d7702f4c63e88f8894aef1f60917b96c08	1069	1024	byte-identical	node-sequence-identical	1x3x320x320	1x300x6	Add:23,Cast:3,Concat:26,Constant:47,ConstantOfShape:2,Conv:102,DequantizeLinear:410,Div:2,Expand:2,Flatten:2,Gather:4,GatherElements:2,MatMul:4,MaxPool:3,Mod:1,Mul:93,QuantizeLinear:206,ReduceMax:1,Reshape:14,Resize:2,Shape:3,Sigmoid:88,Slice:2,Softmax:2,Split:12,Sub:1,Tile:2,TopK:2,Transpose:5,Unsqueeze:3	static-shape-derivative
256	K1X_INT8_V1_YOLO26N_256_FULL_GRAPH_001	30a94e4738606673b5e0a73499cbc977167f046f8fa8637d6040ce744f429c0c	f5ed20749bc3da62fc8660e9e07c7a3e72ab934d00fb32c9e40cef2d82c8ed67	1069	1024	byte-identical	node-sequence-identical	1x3x256x256	1x300x6	Add:23,Cast:3,Concat:26,Constant:47,ConstantOfShape:2,Conv:102,DequantizeLinear:410,Div:2,Expand:2,Flatten:2,Gather:4,GatherElements:2,MatMul:4,MaxPool:3,Mod:1,Mul:93,QuantizeLinear:206,ReduceMax:1,Reshape:14,Resize:2,Shape:3,Sigmoid:88,Slice:2,Softmax:2,Split:12,Sub:1,Tile:2,TopK:2,Transpose:5,Unsqueeze:3	static-shape-derivative
