resolution	quantization_arm	images	failures	prediction_count	prediction_sha256	map50_95	map50	map75	ap_small	ap_medium	ap_large	ar_100	mean_precision_grid	mean_recall_grid
640	Q0	5000	0	721755	cda5c8c7a46d61d9c90f6292001eea190cb8f6617efe647a33dc6134dd57ccda	0.3707408944391919	0.5258465300872381	0.4033156042360903	0.18397294626227842	0.4142627352606523	0.5440433811804918	0.593621370936095	0.3707408944391919	0.593621370936095
512	Q0	5000	0	679701	9b0cc4aa1295d58c314a48ae3fd38d4ef8cb7e1386a0e0952dd3a17d88e97d13	0.3476299151441793	0.4975201369764709	0.37276826835437793	0.14925894098967007	0.3829229645414579	0.5525085385793385	0.5600768407881282	0.3476299151441793	0.5600768407881282
448	Q0	5000	0	677729	e6ade48fa813d85f7036b33b1ea67b1cb4ea108073debd914e30074ae0675284	0.3326268374284744	0.47817009659911774	0.3548919775852487	0.12977815623857544	0.35561989352322554	0.5534568116922033	0.540589829937829	0.3326268374284744	0.540589829937829
416	Q0	5000	0	669797	8154d17bd8384a18094961977cd84497e9d6d778c969c629aa01e2372df95a73	0.3177885443218799	0.46051332906334086	0.34091235286185473	0.11219408765734837	0.33865496511246534	0.542039872197991	0.5265235108716402	0.3177885443218799	0.5265235108716402
384	Q0	5000	0	672201	3681ca3a0c2782f47f02aa560fea59c95b4ec34b1f52e082d733e9f0aa2922ef	0.30653706800300873	0.4451077044847759	0.3294024044911408	0.10354891079337578	0.32207937822355204	0.5342923225156221	0.5127668476043713	0.30653706800300873	0.5127668476043713
352	Q0	5000	0	671803	25dc80f94d4bd11681e3aa3c51ad9b34c7212074a17ed6adf3c4dada6ac2e12a	0.2897094352155952	0.42450716941974004	0.3090363873176063	0.08700004662241397	0.29932140295291215	0.5224833775820967	0.49030742490334234	0.2897094352155952	0.49030742490334234
320	Q0	5000	0	664767	86653c74e83f98d1e95f0f308beee23d103ad3096316938591690dd2679190d5	0.27626866258857724	0.4060238887996005	0.2925953037196987	0.07247509315467363	0.27502537118011433	0.5101562738163617	0.4733454102047761	0.27626866258857724	0.4733454102047761
256	Q0	5000	0	655459	4b94ceb69be8ca9950fa16f2c64c6b974982285273c8fc4b58de0f5a3855146d	0.23126191979672112	0.34818497145034605	0.24292346900116613	0.041040272230783985	0.2134863852122977	0.45922413941195445	0.4176251195195336	0.23126191979672112	0.4176251195195336
