resolution	id	name	rank	shape	dim0	dim1	dim2	dim3	logical_elements	storage_bytes	layout	scale	scale_bits	zero_point	dtype	first_op	last_op	arena_offset
640	22	/model.4/cv2/act/Mul_output_0_QuantizeLinear_Output	4	1x128x80x80	1	128	80	80	819200	819200	NCHWc8_SPATIAL_INNER_V1	0.030298452824354172	0x3cf83476	9	uint8	24	107	3276800
640	23	/model.5/conv/Conv_output_0_QuantizeLinear_Output	4	1x128x40x40	1	128	40	40	204800	204800	NCHWc8_SPATIAL_INNER_V1	0.057099778205156326	0x3d69e175	136	uint8	25	26	409600
640	24	/model.5/act/Mul_output_0_QuantizeLinear_Output	4	1x128x40x40	1	128	40	40	204800	204800	NCHWc8_SPATIAL_INNER_V1	0.027727888897061348	0x3ce32599	10	uint8	26	27	614400
640	25	/model.6/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x128x40x40	1	128	40	40	204800	204800	NCHWc8_SPATIAL_INNER_V1	0.071361921727657318	0x3d922633	130	uint8	27	42	409600
640	26	/model.6/Split_output_1_QuantizeLinear_Output	4	1x64x40x40	1	64	40	40	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.035990659147500992	0x3d136af1	8	uint8	28	42	3072000
640	27	/model.6/m.0/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.04358367994427681	0x3d3284cd	165	uint8	29	31	3174400
640	28	/model.6/m.0/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.11293179541826248	0x3de748c9	167	uint8	30	40	3225600
640	29	/model.6/m.0/cv1/act/Mul_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.016115730628371239	0x3c840523	17	uint8	31	35	614400
640	30	/model.6/m.0/m/m.0/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.062696672976016998	0x3d80671d	141	uint8	32	33	3174400
640	31	/model.6/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.029125306755304337	0x3cee9832	10	uint8	33	34	665600
640	32	/model.6/m.0/m/m.0/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.044328935444355011	0x3d359242	146	uint8	34	35	3174400
640	33	/model.6/m.0/m/m.0/Add_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.025938993319869041	0x3cd47e03	21	uint8	35	39	665600
640	34	/model.6/m.0/m/m.1/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.052987053990364075	0x3d5908f4	135	uint8	36	37	614400
640	35	/model.6/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.026028813794255257	0x3cd53a61	11	uint8	37	38	3174400
640	36	/model.6/m.0/m/m.1/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.076533496379852295	0x3d9cbd98	132	uint8	38	39	614400
640	37	/model.6/m.0/Concat_output_0_QuantizeLinear_Output	4	1x64x40x40	1	64	40	40	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.04803607240319252	0x3d44c179	17	uint8	40	41	716800
640	38	/model.6/m.0/cv3/conv/Conv_output_0_QuantizeLinear_Output	4	1x64x40x40	1	64	40	40	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.071232005953788757	0x3d91e216	121	uint8	41	42	1433600
640	39	/model.6/Concat_output_0_QuantizeLinear_Output	4	1x192x40x40	1	192	40	40	307200	307200	NCHWc8_SPATIAL_INNER_V1	0.038419272750616074	0x3d1d5d87	7	uint8	42	43	0
640	40	/model.6/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x128x40x40	1	128	40	40	204800	204800	NCHWc8_SPATIAL_INNER_V1	0.061128184199333191	0x3d7a618c	142	uint8	43	44	409600
640	41	/model.6/cv2/act/Mul_output_0_QuantizeLinear_Output	4	1x128x40x40	1	128	40	40	204800	204800	NCHWc8_SPATIAL_INNER_V1	0.028037777170538902	0x3ce5af7b	10	uint8	44	89	2867200
640	42	/model.7/conv/Conv_output_0_QuantizeLinear_Output	4	1x256x20x20	1	256	20	20	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.075696587562561035	0x3d9b06d0	144	uint8	45	46	307200
640	43	/model.7/act/Mul_output_0_QuantizeLinear_Output	4	1x256x20x20	1	256	20	20	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.034168541431427002	0x3d0bf450	8	uint8	46	47	716800
640	44	/model.8/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x256x20x20	1	256	20	20	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.076210573315620422	0x3d9c144a	122	uint8	47	62	307200
640	45	/model.8/Split_output_1_QuantizeLinear_Output	4	1x128x20x20	1	128	20	20	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.037084359675645828	0x3d17e5c5	8	uint8	48	62	614400
640	46	/model.8/m.0/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x64x20x20	1	64	20	20	25600	25600	NCHWc8_SPATIAL_INNER_V1	0.078175202012062073	0x3da01a52	153	uint8	49	51	665600
640	47	/model.8/m.0/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x64x20x20	1	64	20	20	25600	25600	NCHWc8_SPATIAL_INNER_V1	0.096425510942935944	0x3dc57abd	127	uint8	50	60	691200
640	48	/model.8/m.0/cv1/act/Mul_output_0_QuantizeLinear_Output	4	1x64x20x20	1	64	20	20	25600	25600	NCHWc8_SPATIAL_INNER_V1	0.032495331019163132	0x3d0519d3	9	uint8	51	55	3174400
640	49	/model.8/m.0/m/m.0/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x64x20x20	1	64	20	20	25600	25600	NCHWc8_SPATIAL_INNER_V1	0.095939099788665771	0x3dc47bb8	120	uint8	52	53	665600
640	50	/model.8/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear_Output	4	1x64x20x20	1	64	20	20	25600	25600	NCHWc8_SPATIAL_INNER_V1	0.0519237220287323	0x3d54adf8	5	uint8	53	54	3200000
640	51	/model.8/m.0/m/m.0/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x64x20x20	1	64	20	20	25600	25600	NCHWc8_SPATIAL_INNER_V1	0.090949535369873047	0x3dba43c0	115	uint8	54	55	665600
640	52	/model.8/m.0/m/m.0/Add_output_0_QuantizeLinear_Output	4	1x64x20x20	1	64	20	20	25600	25600	NCHWc8_SPATIAL_INNER_V1	0.054633613675832748	0x3d5fc77f	10	uint8	55	59	3200000
640	53	/model.8/m.0/m/m.1/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x64x20x20	1	64	20	20	25600	25600	NCHWc8_SPATIAL_INNER_V1	0.099580615758895874	0x3dcbf0ec	94	uint8	56	57	665600
640	54	/model.8/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear_Output	4	1x64x20x20	1	64	20	20	25600	25600	NCHWc8_SPATIAL_INNER_V1	0.064043141901493073	0x3d83290d	4	uint8	57	58	3174400
640	55	/model.8/m.0/m/m.1/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x64x20x20	1	64	20	20	25600	25600	NCHWc8_SPATIAL_INNER_V1	0.13001835346221924	0x3e052388	132	uint8	58	59	665600
640	56	/model.8/m.0/Concat_output_0_QuantizeLinear_Output	4	1x128x20x20	1	128	20	20	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.089061781764030457	0x3db66606	9	uint8	60	61	3225600
640	57	/model.8/m.0/cv3/conv/Conv_output_0_QuantizeLinear_Output	4	1x128x20x20	1	128	20	20	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.08362184464931488	0x3dab41ee	121	uint8	61	62	716800
640	58	/model.8/Concat_output_0_QuantizeLinear_Output	4	1x384x20x20	1	384	20	20	153600	153600	NCHWc8_SPATIAL_INNER_V1	0.045013688504695892	0x3d386046	6	uint8	62	63	409600
640	59	/model.8/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x256x20x20	1	256	20	20	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.071746848523616791	0x3d92f003	143	uint8	63	64	307200
640	60	/model.8/cv2/act/Mul_output_0_QuantizeLinear_Output	4	1x256x20x20	1	256	20	20	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.032615300267934799	0x3d05979f	9	uint8	64	68	1433600
640	61	/model.9/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x128x20x20	1	128	20	20	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.059507742524147034	0x3d73be64	131	uint8	65	66	563200
640	62	/model.9/Concat_output_0_QuantizeLinear_Output	4	1x512x20x20	1	512	20	20	204800	204800	NCHWc8_SPATIAL_INNER_V1	0.059507742524147034	0x3d73be64	131	uint8	66	67	0
640	63	/model.9/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x256x20x20	1	256	20	20	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.094948738813400269	0x3dc2747c	147	uint8	67	68	204800
640	64	/model.9/Add_output_0_QuantizeLinear_Output	4	1x256x20x20	1	256	20	20	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.054341588169336319	0x3d5e9549	10	uint8	68	69	307200
640	65	/model.10/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x256x20x20	1	256	20	20	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.088547512888908386	0x3db55866	135	uint8	69	87	204800
640	66	/model.10/Split_output_1_QuantizeLinear_Output	4	1x128x20x20	1	128	20	20	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.042742777615785599	0x3d2f130d	7	uint8	70	82	563200
640	67	/model.10/m/m.0/attn/qkv/conv/Conv_output_0_QuantizeLinear_Output	4	1x256x20x20	1	256	20	20	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.11401121318340302	0x3de97eb6	121	uint8	71	74	307200
640	68	/model.10/m/m.0/attn/Split_output_1_QuantizeLinear_Output	4	1x2x32x400	1	2	32	400	25600	25600	ROW_MAJOR_U8_V1	0.059319499880075455	0x3d72f901	126	uint8	72	76	665600
640	69	/model.10/m/m.0/attn/Split_output_2_QuantizeLinear_Output	4	1x2x64x400	1	2	64	400	51200	51200	ROW_MAJOR_U8_V1	0.11401121318340302	0x3de97eb6	121	uint8	73	79	614400
640	70	/model.10/m/m.0/attn/Transpose_output_0_QuantizeLinear_Output	4	1x2x400x32	1	2	400	32	25600	25600	ROW_MAJOR_U8_V1	0.046277262270450592	0x3d3d8d3a	128	uint8	74	76	691200
640	71	/model.10/m/m.0/attn/Reshape_2_output_0_QuantizeLinear_Output	4	1x128x20x20	1	128	20	20	51200	51200	ROW_MAJOR_U8_V1	0.11401121318340302	0x3de97eb6	121	uint8	75	77	716800
640	72	/model.10/m/m.0/attn/MatMul_output_0_QuantizeLinear_Output	4	1x2x400x400	1	2	400	400	320000	320000	ROW_MAJOR_U8_V1	0.62591516971588135	0x3f203bfa	122	uint8	76	78	2457600
640	73	/model.10/m/m.0/attn/pe/conv/Conv_output_0_QuantizeLinear_Output	4	1x128x20x20	1	128	20	20	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.052911285310983658	0x3d58b981	116	uint8	77	80	768000
640	74	/model.10/m/m.0/attn/Transpose_1_output_0_QuantizeLinear_Output	4	1x2x400x400	1	2	400	400	320000	320000	ROW_MAJOR_U8_V1	0.0033711211290210485	0x3b5cee07	0	uint8	78	79	4096000
640	75	/model.10/m/m.0/attn/MatMul_1_output_0_QuantizeLinear_Output	4	1x2x64x400	1	2	64	400	51200	51200	ROW_MAJOR_U8_V1	0.054226145148277283	0x3d5e1c3c	126	uint8	79	80	716800
640	76	/model.10/m/m.0/attn/Add_output_0_QuantizeLinear_Output	4	1x128x20x20	1	128	20	20	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.033318508416414261	0x3d0878fd	129	uint8	80	81	614400
640	77	/model.10/m/m.0/attn/proj/conv/Conv_output_0_QuantizeLinear_Output	4	1x128x20x20	1	128	20	20	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.045027930289506912	0x3d386f35	126	uint8	81	82	716800
640	78	/model.10/m/m.0/Add_output_0_QuantizeLinear_Output	4	1x128x20x20	1	128	20	20	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.058968964964151382	0x3d718971	91	uint8	82	86	614400
640	79	/model.10/m/m.0/ffn/ffn.0/conv/Conv_output_0_QuantizeLinear_Output	4	1x256x20x20	1	256	20	20	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.047968927770853043	0x3d447b11	175	uint8	83	84	307200
640	80	/model.10/m/m.0/ffn/ffn.0/act/Mul_output_0_QuantizeLinear_Output	4	1x256x20x20	1	256	20	20	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.015778223052620888	0x3c814155	18	uint8	84	85	1433600
640	81	/model.10/m/m.0/ffn/ffn.1/conv/Conv_output_0_QuantizeLinear_Output	4	1x128x20x20	1	128	20	20	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.051271319389343262	0x3d5201e0	131	uint8	85	86	563200
640	82	/model.10/Concat_output_0_QuantizeLinear_Output	4	1x256x20x20	1	256	20	20	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.077799133956432343	0x3d9f5527	97	uint8	87	88	307200
640	83	/model.10/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x256x20x20	1	256	20	20	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.083518043160438538	0x3dab0b82	150	uint8	88	165	204800
640	84	/model.12/Concat_output_0_QuantizeLinear_Output	4	1x384x40x40	1	384	40	40	614400	614400	NCHWc8_SPATIAL_INNER_V1	0.035356689244508743	0x3d10d22d	8	uint8	89	90	819200
640	85	/model.13/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x128x40x40	1	128	40	40	204800	204800	NCHWc8_SPATIAL_INNER_V1	0.066355191171169281	0x3d87e53b	154	uint8	90	105	0
640	86	/model.13/Split_output_1_QuantizeLinear_Output	4	1x64x40x40	1	64	40	40	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.027117649093270302	0x3cde25d5	10	uint8	91	105	307200
640	87	/model.13/m.0/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.040932368487119675	0x3d27a8b3	160	uint8	92	94	563200
640	88	/model.13/m.0/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.10580915957689285	0x3dd8b279	161	uint8	93	103	614400
640	89	/model.13/m.0/cv1/act/Mul_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.016063911840319633	0x3c839877	17	uint8	94	98	716800
640	90	/model.13/m.0/m/m.0/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.062664590775966644	0x3d80564b	124	uint8	95	96	563200
640	91	/model.13/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.033377349376678467	0x3d08b6b0	8	uint8	96	97	768000
640	92	/model.13/m.0/m/m.0/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.075904160737991333	0x3d9b73a4	126	uint8	97	98	563200
640	93	/model.13/m.0/m/m.0/Add_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.043123185634613037	0x3d30a1f0	13	uint8	98	102	768000
640	94	/model.13/m.0/m/m.1/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.060453910380601883	0x3d779e85	136	uint8	99	100	563200
640	95	/model.13/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.029237372800707817	0x3cef8337	10	uint8	100	101	716800
640	96	/model.13/m.0/m/m.1/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x32x40x40	1	32	40	40	51200	51200	NCHWc8_SPATIAL_INNER_V1	0.10801505297422409	0x3ddd36ff	123	uint8	101	102	563200
640	97	/model.13/m.0/Concat_output_0_QuantizeLinear_Output	4	1x64x40x40	1	64	40	40	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.065601646900177002	0x3d865a28	13	uint8	103	104	1433600
640	98	/model.13/m.0/cv3/conv/Conv_output_0_QuantizeLinear_Output	4	1x64x40x40	1	64	40	40	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.079337522387504578	0x3da27bb6	109	uint8	104	105	1536000
640	99	/model.13/Concat_output_0_QuantizeLinear_Output	4	1x192x40x40	1	192	40	40	307200	307200	NCHWc8_SPATIAL_INNER_V1	0.04654398187994957	0x3d3ea4e7	6	uint8	105	106	2457600
640	100	/model.13/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x128x40x40	1	128	40	40	204800	204800	NCHWc8_SPATIAL_INNER_V1	0.063790217041969299	0x3d82a472	144	uint8	106	131	0
640	101	/model.15/Concat_output_0_QuantizeLinear_Output	4	1x256x80x80	1	256	80	80	1638400	1638400	NCHWc8_SPATIAL_INNER_V1	0.030298452824354172	0x3cf83476	9	uint8	107	108	4915200
640	102	/model.16/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x64x80x80	1	64	80	80	409600	409600	NCHWc8_SPATIAL_INNER_V1	0.054235920310020447	0x3d5e267c	123	uint8	108	123	4505600
640	103	/model.16/Split_output_1_QuantizeLinear_Output	4	1x32x80x80	1	32	80	80	204800	204800	NCHWc8_SPATIAL_INNER_V1	0.01984323188662529	0x3ca28e46	14	uint8	109	123	2867200
640	104	/model.16/m.0/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x16x80x80	1	16	80	80	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.015949631109833717	0x3c82a8cd	158	uint8	110	112	307200
640	105	/model.16/m.0/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x16x80x80	1	16	80	80	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.062029197812080383	0x3d7e1254	137	uint8	111	121	1433600
640	106	/model.16/m.0/cv1/act/Mul_output_0_QuantizeLinear_Output	4	1x16x80x80	1	16	80	80	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.0060616806149482727	0x3bc6a110	46	uint8	112	116	1536000
640	107	/model.16/m.0/m/m.0/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x16x80x80	1	16	80	80	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.042971029877662659	0x3d300264	126	uint8	113	114	307200
640	108	/model.16/m.0/m/m.0/cv1/act/Mul_output_0_QuantizeLinear_Output	4	1x16x80x80	1	16	80	80	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.022775871679186821	0x3cba9477	12	uint8	114	115	3072000
640	109	/model.16/m.0/m/m.0/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x16x80x80	1	16	80	80	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.048800412565469742	0x3d47e2f1	134	uint8	115	116	307200
640	110	/model.16/m.0/m/m.0/Add_output_0_QuantizeLinear_Output	4	1x16x80x80	1	16	80	80	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.025245258584618568	0x3ccecf25	22	uint8	116	120	3072000
640	111	/model.16/m.0/m/m.1/cv1/conv/Conv_output_0_QuantizeLinear_Output	4	1x16x80x80	1	16	80	80	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.045118827372789383	0x3d38ce85	160	uint8	117	118	307200
640	112	/model.16/m.0/m/m.1/cv1/act/Mul_output_0_QuantizeLinear_Output	4	1x16x80x80	1	16	80	80	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.01763974130153656	0x3c908138	16	uint8	118	119	1536000
640	113	/model.16/m.0/m/m.1/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x16x80x80	1	16	80	80	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.11747727543115616	0x3df097ed	112	uint8	119	120	307200
640	114	/model.16/m.0/Concat_output_0_QuantizeLinear_Output	4	1x32x80x80	1	32	80	80	204800	204800	NCHWc8_SPATIAL_INNER_V1	0.077569164335727692	0x3d9edc95	11	uint8	121	122	2457600
640	115	/model.16/m.0/cv3/conv/Conv_output_0_QuantizeLinear_Output	4	1x32x80x80	1	32	80	80	204800	204800	NCHWc8_SPATIAL_INNER_V1	0.10998081415891647	0x3de13d9f	135	uint8	122	123	4096000
640	116	/model.16/Concat_output_0_QuantizeLinear_Output	4	1x96x80x80	1	96	80	80	614400	614400	NCHWc8_SPATIAL_INNER_V1	0.052772171795368195	0x3d5827a2	5	uint8	123	124	819200
640	117	/model.16/cv2/conv/Conv_output_0_QuantizeLinear_Output	4	1x64x80x80	1	64	80	80	409600	409600	NCHWc8_SPATIAL_INNER_V1	0.19224680960178375	0x3e44dc59	228	uint8	124	125	4505600
640	118	/model.16/cv2/act/Mul_output_0_QuantizeLinear_Output	4	1x64x80x80	1	64	80	80	409600	409600	NCHWc8_SPATIAL_INNER_V1	0.021654414013028145	0x3cb16499	13	uint8	125	128	819200
640	119	/model.17/conv/Conv_output_0_QuantizeLinear_Output	4	1x64x40x40	1	64	40	40	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.051576007157564163	0x3d53415d	149	uint8	126	131	307200
640	120	/model.23/one2one_cv2.0/one2one_cv2.0.0/conv/Conv_output_0_QuantizeLinear_Output	4	1x16x80x80	1	16	80	80	102400	102400	NCHWc8_SPATIAL_INNER_V1	0.19740384817123413	0x3e4a243c	163	uint8	127	129	1433600
