resolution	source_model	source_model_sha256	static_model	static_model_sha256	node_count	initializer_count	initializer_identity	topology_identity	input_shape	output_shape	operator_classes
768	internal-rd/source-model/manual_e2e_rep_conv_matmul_qdq.onnx	30a94e4738606673b5e0a73499cbc977167f046f8fa8637d6040ce744f429c0c	stage61/models/r768.onnx	3bb1695a5506b9e0c15ce4c511c30d3006db212c7c0c4ff5fb2c289183edfc8b	1069	1024	byte-identical	node-sequence-identical	1x3x768x768	1x300x6	Add:23,Cast:3,Concat:26,Constant:47,ConstantOfShape:2,Conv:102,DequantizeLinear:410,Div:2,Expand:2,Flatten:2,Gather:4,GatherElements:2,MatMul:4,MaxPool:3,Mod:1,Mul:93,QuantizeLinear:206,ReduceMax:1,Reshape:14,Resize:2,Shape:3,Sigmoid:88,Slice:2,Softmax:2,Split:12,Sub:1,Tile:2,TopK:2,Transpose:5,Unsqueeze:3
