camera_mode	resolution	runs	metric_schema_version	camera_device	camera_effective_format	backend_reported_fps	v4l2_timestamp_clock	v4l2_timestamp_source	v4l2_sequence_gap_count	raw_v4l2_dequeued_compressed_buffer_fps	opencv_decoded_frame_fps_mean	processed_displayed_fps_mean	application_slot_replacement_pct	executor_mean_ms	consumer_loop_mean_ms	consumer_loop_p95_ms	decoded_read_return_to_display_call_mean_ms	mean_thermal_c	min_cpu0_4_khz	surface_definition	status
640x480	640	3	2	/dev/v4l/by-id/usb-JQ-FAY-220422_BBA_USB_CAMERA_01.00.00-video-index0	640x480@60.000 MJPG	60.000000	monotonic	soe	0	30.001553592	14.995110989	6.957984233	53.598321195	130.642232	143.597435	146.617931	176.910664	64.714912	1600000	decoded-read-return-to-GUI-display-call; not sensor-to-screen	pass
640x480	768	3	2	/dev/v4l/by-id/usb-JQ-FAY-220422_BBA_USB_CAMERA_01.00.00-video-index0	640x480@60.000 MJPG	60.000000	monotonic	soe	0	30.001553592	14.997896228	4.571171711	69.521224087	198.636664	218.635884	222.305510	252.161061	65.664474	1600000	decoded-read-return-to-GUI-display-call; not sensor-to-screen	pass
1280x720	640	3	2	/dev/v4l/by-id/usb-JQ-FAY-220422_BBA_USB_CAMERA_01.00.00-video-index0	1280x720@60.000 MJPG	60.000000	monotonic	soe	0	30.001549595	9.998986725	6.290790283	37.085724866	130.951898	158.839385	162.195005	209.390550	67.221491	1600000	decoded-read-return-to-GUI-display-call; not sensor-to-screen	pass
1280x720	768	3	2	/dev/v4l/by-id/usb-JQ-FAY-220422_BBA_USB_CAMERA_01.00.00-video-index0	1280x720@60.000 MJPG	60.000000	monotonic	soe	0	30.001549595	9.997247265	4.361994914	56.368011847	199.259222	229.138399	233.048400	279.162049	67.798246	1600000	decoded-read-return-to-GUI-display-call; not sensor-to-screen	pass
