resolution	profile_id	model_sha256	source_model_sha256	package_manifest_sha256	package_tree_sha256	operation_count	integer_boundary_count	tensor_count	packed_weight_bytes	arena_bytes	deterministic_regeneration
768	K1X_INT8_V1_YOLO26N_768_FULL_GRAPH_001	3bb1695a5506b9e0c15ce4c511c30d3006db212c7c0c4ff5fb2c289183edfc8b	30a94e4738606673b5e0a73499cbc977167f046f8fa8637d6040ce744f429c0c	3fd4d004e92c4238c69c2d07bc1eedcee92c1968984f17d2b796b7bf01b4e0be	249bd92ec0cf49bc7cf62af7f2af8f6a7eac0d9002b6fc47d06ea92048ab0deb	215	215	215	2394112	11796480	byte-identical
