camera_mode	resolution	arm	metric_schema_version	camera_requested	camera_effective_format	backend_reported_fps	capture_backend	opencv_threads	profile	flow	raw_v4l2_dequeued_compressed_buffer_fps_reference	measured_seconds	processed_frames	captured_decoded_frames	opencv_decoded_frame_fps	processed_displayed_fps	application_slot_replacements	application_slot_replacement_pct	consumer_loop_mean_ms	consumer_loop_p95_ms	consumer_loop_p99_ms	read_return_to_display_call_mean_ms	read_return_to_display_call_p95_ms	inference_mean_ms	inference_p95_ms	preprocess_mean_ms	render_mean_ms	display_mean_ms	mean_thermal_c	max_thermal_c	min_cpu0_4_khz	surface_definition	source_file
1280x720	768	soak	2		1280x720@60.000 MJPG	60.000000	V4L2	1	low-latency	latest-frame	30.001549595	1800.140235	7809	18002	10.000332001	4.337995367	10193	56.621486501	230.402560	233.759807	242.163638	280.115614	325.305263	200.914145	203.931405	8.937173	3.585109	16.338420	68.659028	70.000000	1600000	decoded-read-return-to-GUI-display-call; not sensor-to-screen	r768-soak.metrics.tsv
