candidate	node_name	op_type	source_weight	quantized_weight	source_shape	quantized_shape	source_dtype	quantized_dtype	zero_point_dtype	zero_point_min	zero_point_max	scale_shape	axis	shape_match	mae_after_dequantize	max_abs_after_dequantize	cosine_after_dequantize	source_sha256	quantized_sha256
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.1/conv/Conv	Conv	model.1.conv.weight	model.1.conv.weight	32x16x3x3	32x16x3x3	float32	int8	int8	0	0	32	0	1	0.001627038955328292	0.006612896919250488	0.9999542069942322	a6a15755a22700172bffe614d58b79f61c52dc0cbd682df31f98c91aa5220130	b8b67145ad7105be0d72745ce1df44a9022862011e351fa75796be2322645933
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.2/cv1/conv/Conv	Conv	model.2.cv1.conv.weight	model.2.cv1.conv.weight	32x32x1x1	32x32x1x1	float32	int8	int8	0	0	32	0	1	0.0015062246431485349	0.0056122541427612305	0.9999558290718905	5e382e809489d2ee4194d0c577bb1f6186d38c12db934737d8725c1aebafc220	cd7bee92dd97b8411b04605daf8e38b4043fe6ed7419418cf0d8023ea7d86981
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.2/m.0/cv1/conv/Conv	Conv	model.2.m.0.cv1.conv.weight	model.2.m.0.cv1.conv.weight	8x16x3x3	8x16x3x3	float32	int8	int8	0	0	8	0	1	0.00015327363526079156	0.000581577536650002	0.9998953101243888	491796c756eaf17db25330ff37841bb2f42f2e3d715927ed649c5bd923bf5cc3	60699a187d0b3433515912c0a567e189c4ea91d1f435980fac9bec9ea141df76
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.2/m.0/cv2/conv/Conv	Conv	model.2.m.0.cv2.conv.weight	model.2.m.0.cv2.conv.weight	16x8x3x3	16x8x3x3	float32	int8	int8	0	0	16	0	1	0.030315802061724954	0.11695098876953125	0.9999369017186392	8135d6243d74b4e27567d755a8e2ba2fbc3f5f4f2caa1cea38aa73887aa95829	7b76a1788381c47185fd29de9d0b6d2142a38b23e59d600c2836252cbc5fa228
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.2/cv2/conv/Conv	Conv	model.2.cv2.conv.weight	model.2.cv2.conv.weight	64x48x1x1	64x48x1x1	float32	int8	int8	0	0	64	0	1	0.0012118311099340445	0.005568205378949642	0.999960289467614	1ad86b0890504b9cee6750559e2c2453307df57be8fd5a61f693bd9432da01e7	0e7610fb051f1282f30b6438104dcad7314a1ba1c75049d0e311630ff66084d3
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.3/conv/Conv	Conv	model.3.conv.weight	model.3.conv.weight	64x64x3x3	64x64x3x3	float32	int8	int8	0	0	64	0	1	0.0002365968231671735	0.0010397755540907383	0.9999313579863578	e44672cbbfa251a82dbd542bbe86bad6cddcd8ce8d2a4c9a2e3ccb47b019c44c	fce3b341fc694b856a0ff2ee6d2972b0aded8ab24b18bcdb993a487fd77d4edd
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.4/cv1/conv/Conv	Conv	model.4.cv1.conv.weight	model.4.cv1.conv.weight	64x64x1x1	64x64x1x1	float32	int8	int8	0	0	64	0	1	0.0011833947307460235	0.0062628984451293945	0.9999583570310059	b10ef437446e72501409d3fa97a2264549ed86e3774898d7f75cb16961a44081	5724c907475ef0fa280d38d7d4d84f02e7591194543c540d2f827f0a122c8140
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.4/m.0/cv1/conv/Conv	Conv	model.4.m.0.cv1.conv.weight	model.4.m.0.cv1.conv.weight	16x32x3x3	16x32x3x3	float32	int8	int8	0	0	16	0	1	0.0008597282741978783	0.003327850252389908	0.9999194930808551	87b7743489827a3827af7633d1dbb869ace4f9c560666da3ac331acfbde81dae	e3950aa13ea5b5d178000f98f043d240722c1991092ec4661f98fd9fe5f0c1be
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.4/m.0/cv2/conv/Conv	Conv	model.4.m.0.cv2.conv.weight	model.4.m.0.cv2.conv.weight	32x16x3x3	32x16x3x3	float32	int8	int8	0	0	32	0	1	0.0011366816322938196	0.004071526229381561	0.9999496458126323	2bd4fd356060dc0b39f4a0d29112fb402a04d61305e5b678932905095381cc3d	759f2b401563fdee24d485d76561b92b9afb87b515f0f3aa2d9d9546be23b6ba
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.4/cv2/conv/Conv	Conv	model.4.cv2.conv.weight	model.4.cv2.conv.weight	128x96x1x1	128x96x1x1	float32	int8	int8	0	0	128	0	1	0.001178122197963612	0.0048109544441103935	0.9999650881937222	a2bced9665bce9c4a1c21438d7d48f8d35cef419584d7f7bde5d7dfff49db2b8	ebc344d1df055db206dbbe677c7c4f23d4eab9edf0dc61489d709fb314e1fef1
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.5/conv/Conv	Conv	model.5.conv.weight	model.5.conv.weight	128x128x3x3	128x128x3x3	float32	int8	int8	0	0	128	0	1	0.0006145471119504067	0.007040782831609249	0.9998908645202452	2de86fdc0d300ce40782010a0efe49d89b7f7a2b3226d5bc5a61893ca663fe21	b88a0ebf8efe707f48e8d094217e5ccddab55bacc328e68790c0e9f07196504d
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.6/cv1/conv/Conv	Conv	model.6.cv1.conv.weight	model.6.cv1.conv.weight	128x128x1x1	128x128x1x1	float32	int8	int8	0	0	128	0	1	0.001152205585368729	0.005274653434753418	0.9999563471596137	744b84284d6eedfe337a2b8c0fb5c2a165c96c7bc2d5152ed9bf7de46b897590	5d91674bf265980fb721056e7ff5bde3534e67abc26853304613d39f31dfedaa
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.6/m.0/cv1/conv/Conv	Conv	model.6.m.0.cv1.conv.weight	model.6.m.0.cv1.conv.weight	32x64x1x1	32x64x1x1	float32	int8	int8	0	0	32	0	1	0.000735326130643088	0.0029265880584716797	0.9999726798657821	76295caf45367e86155070f0ce7584c479df3d191a197d3ce70ac05d041a5bd2	d9a4e6915147120dd1c70995cb49f31471a7255f958f3afa260a95ef40ede24d
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.6/m.0/cv2/conv/Conv	Conv	model.6.m.0.cv2.conv.weight	model.6.m.0.cv2.conv.weight	32x64x1x1	32x64x1x1	float32	int8	int8	0	0	32	0	1	0.002114221238651126	0.013632090762257576	0.999957181603377	4a012940c8c98f143204d49cd861bd4bbfc26651b0df88cc2920a0878dfe4e15	d11ceba5d7f49e02f3b2c01c71625ea5e147fb3277988add3fa1bc0c08659672
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.6/m.0/m/m.0/cv1/conv/Conv	Conv	model.6.m.0.m.0.cv1.conv.weight	model.6.m.0.m.0.cv1.conv.weight	32x32x3x3	32x32x3x3	float32	int8	int8	0	0	32	0	1	0.0013396496276578932	0.006324648857116699	0.999935581841366	a24b256697ed4238e33156978694f7b73aebf7bb2cef80d07e95930278a9352f	60edaa71fc4613c28d982af8c87c34f30cd4e5e58bc7bec2b94505ac94512a95
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.6/m.0/m/m.0/cv2/conv/Conv	Conv	model.6.m.0.m.0.cv2.conv.weight	model.6.m.0.m.0.cv2.conv.weight	32x32x3x3	32x32x3x3	float32	int8	int8	0	0	32	0	1	0.0007041723663534012	0.0036422181874513626	0.9999420049086137	6208c8619091b4f2e5b01b00e30f3cd44c904d9d707d7cac73ec7a8e12f58966	69ffc375cd5020cda9eb7370efc1fe24d8dd1fdb4f2e748325089716e11c90e9
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.6/m.0/m/m.1/cv1/conv/Conv	Conv	model.6.m.0.m.1.cv1.conv.weight	model.6.m.0.m.1.cv1.conv.weight	32x32x3x3	32x32x3x3	float32	int8	int8	0	0	32	0	1	0.0008168866844273155	0.0034613609313964844	0.9999398316566953	a884cde40ad5a992394165ff404d39bb39db6016aae88db33a2413a8ecbd194b	7411da07585f6f164f7c822f4a16d3da7bdb1bcd17cb17287cdd3dadbad2207e
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.6/m.0/m/m.1/cv2/conv/Conv	Conv	model.6.m.0.m.1.cv2.conv.weight	model.6.m.0.m.1.cv2.conv.weight	32x32x3x3	32x32x3x3	float32	int8	int8	0	0	32	0	1	0.0011493792549579496	0.005071333609521389	0.9999517046032327	4c8ba73f3447175c968220001db32007a1184159c3ecd1d9639a9ce1976e9c9b	273534559be5555d21b1d21473af95be299a999a1eba427a9e1a21020a4cc57a
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.6/m.0/cv3/conv/Conv	Conv	model.6.m.0.cv3.conv.weight	model.6.m.0.cv3.conv.weight	64x64x1x1	64x64x1x1	float32	int8	int8	0	0	64	0	1	0.0008543062616181984	0.0037229061126708984	0.9999705508638472	b65656a4a2cc369fb4101881173a800e2ae83dca390bb45ef3d2d305696057e2	c26b5af48c3f5e9ebf40dc22af58d806c40a75abe51d89ce0d93cf0073ca0994
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.6/cv2/conv/Conv	Conv	model.6.cv2.conv.weight	model.6.cv2.conv.weight	128x192x1x1	128x192x1x1	float32	int8	int8	0	0	128	0	1	0.0007813892333776532	0.0033746957778930664	0.9999557329109043	3bb7c8396ce3a1eaefa5d479437fedaafd1809761460cd9d00c768267a4d00ce	7739354dc9a286472e39d57add986ae06f570bb7c83f3051c189fdaeddf5944d
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.7/conv/Conv	Conv	model.7.conv.weight	model.7.conv.weight	256x128x3x3	256x128x3x3	float32	int8	int8	0	0	256	0	1	0.0005546679838592353	0.004590466618537903	0.999899626033717	87c9bd59f53419128bbc7b9f1b36f0ebffff5cc2109ad2c027c11a68b73e1877	8ac1b3733cb0d896fecee05d18fbdf93a7537b06fdd7a1473806b628260f609f
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.8/cv1/conv/Conv	Conv	model.8.cv1.conv.weight	model.8.cv1.conv.weight	256x256x1x1	256x256x1x1	float32	int8	int8	0	0	256	0	1	0.0010337266592880473	0.007049861364066601	0.9999543088714726	7ba188e3e0faca9714d8f5bd1b9145dd5b11e0ab2774f9d1ef486feeffea0614	ed7ef07e4d2c2ce4c47469f782e1d81113ef748ebc54e9217acbc11ee51e7ff3
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.8/m.0/cv1/conv/Conv	Conv	model.8.m.0.cv1.conv.weight	model.8.m.0.cv1.conv.weight	64x128x1x1	64x128x1x1	float32	int8	int8	0	0	64	0	1	0.0007516361064148214	0.00330960750579834	0.9999589645771629	b1935dcf695ca1fa13d1b1097ada44e8b56b7716f783b723af35b6b042087065	37ea5404eef2d213e0b7c41d320ebc857d97a7684391023f12244e3718ae03b0
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.8/m.0/cv2/conv/Conv	Conv	model.8.m.0.cv2.conv.weight	model.8.m.0.cv2.conv.weight	64x128x1x1	64x128x1x1	float32	int8	int8	0	0	64	0	1	0.0016226283014864062	0.007958732545375824	0.9999717911169519	642b8b75e8491f04035f9836714ff557f57677335f793d022f3cc3843ea9bf0f	d716839286ab18032dafaae5c2501b472134df251586566df8ea1e69744d1586
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.8/m.0/m/m.0/cv1/conv/Conv	Conv	model.8.m.0.m.0.cv1.conv.weight	model.8.m.0.m.0.cv1.conv.weight	64x64x3x3	64x64x3x3	float32	int8	int8	0	0	64	0	1	0.00133368565267461	0.0074776411056518555	0.9999188219588149	3acca604d841c3b63c9c0d44cf044226ab2278c87c32ca85a275f7b318a322c7	61c4b15ed66d68b241fb76f8d5ba64cfa7c537a19b062a36b39493fd9050694a
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.8/m.0/m/m.0/cv2/conv/Conv	Conv	model.8.m.0.m.0.cv2.conv.weight	model.8.m.0.m.0.cv2.conv.weight	64x64x3x3	64x64x3x3	float32	int8	int8	0	0	64	0	1	0.000663498720621214	0.004790008068084717	0.9999223318939651	002ff0e874b3ef609d4bbc7683e03a078b028d58caa32a3980429730a6f5434e	a66cb7faab43161d1f9da97608ac0ea364f9cd414a150800de753752582610ab
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.8/m.0/m/m.1/cv1/conv/Conv	Conv	model.8.m.0.m.1.cv1.conv.weight	model.8.m.0.m.1.cv1.conv.weight	64x64x3x3	64x64x3x3	float32	int8	int8	0	0	64	0	1	0.0004097522330630389	0.0019377709832042456	0.9999373984725887	d679851699f2fd3b14379ca6b8885007b91197658b6df2dc4de88a4fe7cf77b9	8c8e2d7edb0202d3d389f42ce73822c602e2456026b652c4979d8bba06d28d16
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.8/m.0/m/m.1/cv2/conv/Conv	Conv	model.8.m.0.m.1.cv2.conv.weight	model.8.m.0.m.1.cv2.conv.weight	64x64x3x3	64x64x3x3	float32	int8	int8	0	0	64	0	1	0.0008633033928933047	0.005503296852111816	0.9999074097642271	381fb5c2577f58d0a0df1719980d305b8fb53cf268849a049be65bb6d389fd92	3e0b7e995632ed1e1ecc69791add91db842170199c02718ca5728d28d7a23901
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.8/m.0/cv3/conv/Conv	Conv	model.8.m.0.cv3.conv.weight	model.8.m.0.cv3.conv.weight	128x128x1x1	128x128x1x1	float32	int8	int8	0	0	128	0	1	0.0004939773371428029	0.003238677978515625	0.9999660876028692	66bdf4e29a3d8d4dcd38e8a392cb5711eac3b7972574c477ef3fbd45f7387863	0bb118d2f48fd3ba0c3739a29ef24051c1ab15d24de668d4b416d5785abcc428
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.8/cv2/conv/Conv	Conv	model.8.cv2.conv.weight	model.8.cv2.conv.weight	256x384x1x1	256x384x1x1	float32	int8	int8	0	0	256	0	1	0.0006289402462326818	0.005124330520629883	0.9999544832056109	ed2b6e3346ec4b143a59d9147145c407e23866205451b910dcf6429fcc2b46c7	c8059142a59ad41a7c8e0720b364e033834a1a589738fc3fe9c5b6d2215d8e22
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.9/cv1/conv/Conv	Conv	model.9.cv1.conv.weight	model.9.cv1.conv.weight	128x256x1x1	128x256x1x1	float32	int8	int8	0	0	128	0	1	0.0010879960388630663	0.007387638092041016	0.9999514716406472	0c11468a5ff97f82b453d0e32503b82725c15cee08b4d1ebf6ea39c8d8b2d39b	51cd1a166a3dcc28868405d33c4d7e7ac858d00490eff7f3893fb62bcb6adf38
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.9/cv2/conv/Conv	Conv	model.9.cv2.conv.weight	model.9.cv2.conv.weight	256x512x1x1	256x512x1x1	float32	int8	int8	0	0	256	0	1	0.000414093477228461	0.006281495094299316	0.9999023440861814	852c8c273fc11a4552fef682352580639f4c5ceb9935af859a42e1f2851aabcb	364052e1d4fb62cab9704f3abfec0d4767748167758630ffdda0f58c6c0d1320
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.10/cv1/conv/Conv	Conv	model.10.cv1.conv.weight	model.10.cv1.conv.weight	256x256x1x1	256x256x1x1	float32	int8	int8	0	0	256	0	1	0.0009943855119711404	0.005569950677454472	0.9999575533414168	bf504f342f5dd47b6df147ea079dae5976f15d2f89fa915a5de1c4fb759bd358	f1d3218fd23bbd486f4d7772b61983edd3ddc132a9ad74cd048173c34106e61b
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.10/m/m.0/attn/qkv/conv/Conv	Conv	model.10.m.0.attn.qkv.conv.weight	model.10.m.0.attn.qkv.conv.weight	256x128x1x1	256x128x1x1	float32	int8	int8	0	0	256	0	1	0.0010524746296874422	0.006457190029323101	0.9999660589250491	a8c67903d02421263fd769ba82728cce6ffc5a6a00275c3f703ee78977869750	986d8b81c42bdef8600b882bff65124d5196ccb48a357468e87c3408c64382d0
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.10/m/m.0/attn/pe/conv/Conv	Conv	model.10.m.0.attn.pe.conv.weight	model.10.m.0.attn.pe.conv.weight	128x1x3x3	128x1x3x3	float32	int8	int8	0	0	128	0	1	0.0013004302097054203	0.009750127792358398	0.9999800011134244	de3f3504777a34a43ef968b38e1a7b226598dcc11a99064172a243812a77730a	a66fa56fe437801be5c41c1ef8b2afa546aceb17c0bc9968fdbd262fe3c3af0c
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.10/m/m.0/attn/proj/conv/Conv	Conv	model.10.m.0.attn.proj.conv.weight	model.10.m.0.attn.proj.conv.weight	128x128x1x1	128x128x1x1	float32	int8	int8	0	0	128	0	1	0.0006421998844763008	0.004695502109825611	0.9999689476692937	47da1da5d4b437d00dddf1a11a2dbc322a7e35b7958565a0f03f52ddea89d553	7a7f333cc65195c4be01deb18cb77a3c9201a552c3897e4f3cdb13393cc901a2
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.10/m/m.0/ffn/ffn.0/conv/Conv	Conv	model.10.m.0.ffn.0.conv.weight	model.10.m.0.ffn.0.conv.weight	256x128x1x1	256x128x1x1	float32	int8	int8	0	0	256	0	1	0.00047211819634265795	0.0020034313201904297	0.999971192415005	e36e707c549681f3030c2250a86e160836fc234a345428cb39b60814a8b0a3e8	d95f743b20d91db8feee341c965e2055e14649b82245baeaf26ff8d644dc5c62
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.10/m/m.0/ffn/ffn.1/conv/Conv	Conv	model.10.m.0.ffn.1.conv.weight	model.10.m.0.ffn.1.conv.weight	128x256x1x1	128x256x1x1	float32	int8	int8	0	0	128	0	1	0.0020687679451969407	0.012620072811841965	0.9999703654602995	3c508dbd7b03d8a15442b047c57648c3fc6098aa667d71d35612334c0d57934f	ef8e363e511757c7d9c46bffb63aa1c11901033b09e4f3e57cc1d219edc4d5e6
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.10/cv2/conv/Conv	Conv	model.10.cv2.conv.weight	model.10.cv2.conv.weight	256x256x1x1	256x256x1x1	float32	int8	int8	0	0	256	0	1	0.00041655695473503604	0.002622842788696289	0.9999607023043885	67d8565cfefa74707083ee434b098a4f351396c3af3276b129758311477b36cf	7344d1ce0468dd754d290978579e16eb86ecb5f59ac77c859d37687902deeece
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.13/cv1/conv/Conv	Conv	model.13.cv1.conv.weight	model.13.cv1.conv.weight	128x384x1x1	128x384x1x1	float32	int8	int8	0	0	128	0	1	0.0009263319561273626	0.006906867027282715	0.9999454158659156	0f48e774799ae2c9879a857b07d7651e6ea7afe2f81a4f5468c49298c445f730	b820e3f7add1b26479232f3d4e12271c614a03c7530671f4e16f49d4a2b03bcc
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.13/m.0/cv1/conv/Conv	Conv	model.13.m.0.cv1.conv.weight	model.13.m.0.cv1.conv.weight	32x64x1x1	32x64x1x1	float32	int8	int8	0	0	32	0	1	0.0008345177446464902	0.0024700164794921875	0.9999749778261419	19f8c87cbb81ec691733f7582990fb3dfeb03d38ac081f10e31fc5de9622760c	1998211e3e5da6b0baffa903901e8089b70477c1b87527391cfc6cd68457c33a
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.13/m.0/cv2/conv/Conv	Conv	model.13.m.0.cv2.conv.weight	model.13.m.0.cv2.conv.weight	32x64x1x1	32x64x1x1	float32	int8	int8	0	0	32	0	1	0.0020518095709007866	0.005659261718392372	0.9999806446410667	ea448b2eb2bc8d848e6962fa4bcd8552311f1e29ada329e3beccd7b455754323	a3dedf1bbb671b92c1381472a65650757cc6be7098fddbe5309b75807013f1bf
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.13/m.0/m/m.0/cv1/conv/Conv	Conv	model.13.m.0.m.0.cv1.conv.weight	model.13.m.0.m.0.cv1.conv.weight	32x32x3x3	32x32x3x3	float32	int8	int8	0	0	32	0	1	0.0015091327751457248	0.0051392316818237305	0.9999529776405557	28a369c5b49517d46e5bdbb7d0c38b144ffc731931492928d87f820efd92f1d2	9f5cd3f9e7ad484ada89e2abc639ede8beb70c84fdce4708f8d9068a835c5323
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.13/m.0/m/m.0/cv2/conv/Conv	Conv	model.13.m.0.m.0.cv2.conv.weight	model.13.m.0.m.0.cv2.conv.weight	32x32x3x3	32x32x3x3	float32	int8	int8	0	0	32	0	1	0.0009851476958340458	0.0034964834339916706	0.9999486051258497	e2699236b263e404c9fa7d28d4f7b181a2f85108455562e40f8587aee809e7f4	8baaebe00da30142226dd0aec6c72df0ef71904c1814af37243298a70f7d39a6
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.13/m.0/m/m.1/cv1/conv/Conv	Conv	model.13.m.0.m.1.cv1.conv.weight	model.13.m.0.m.1.cv1.conv.weight	32x32x3x3	32x32x3x3	float32	int8	int8	0	0	32	0	1	0.0004677936266522366	0.0014590620994567871	0.9999606752088961	5125ff4ae6c37e96528f8ff89d1a8dd8ec8a83e42424a8311d5d08c2b563b4b8	e9bccf51b3b48829fb9ab8e75e0fc0e3624886afb978d149efe3333367ef313a
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.13/m.0/m/m.1/cv2/conv/Conv	Conv	model.13.m.0.m.1.cv2.conv.weight	model.13.m.0.m.1.cv2.conv.weight	32x32x3x3	32x32x3x3	float32	int8	int8	0	0	32	0	1	0.0015503409216809495	0.005854438990354538	0.9999534725029698	bc1333225c592836f545a6941cd6c28d063cbb2e4baf2ee6ea2a4de6d4775723	f9de5562be97bc7e5c434a44bf7106b2b007e3ca05063f89e8e4043d36970682
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.13/m.0/cv3/conv/Conv	Conv	model.13.m.0.cv3.conv.weight	model.13.m.0.cv3.conv.weight	64x64x1x1	64x64x1x1	float32	int8	int8	0	0	64	0	1	0.0006140464218513664	0.002050694078207016	0.9999789764726131	c28f4b69234ee547b2e5bff478c4be2f9c3214ed418bb2bc8b27940593bdddfb	b2d6ae072b86b03a1de08174a99af6e0dd198ce0e04e4e63794751b95db7264c
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.13/cv2/conv/Conv	Conv	model.13.cv2.conv.weight	model.13.cv2.conv.weight	128x192x1x1	128x192x1x1	float32	int8	int8	0	0	128	0	1	0.0007336649301404689	0.00398147851228714	0.9999627574434085	86520ada5f9f975a71b6155e94fbe293c7e0e04a2143796eee348d3553d1fd1b	559c72b4ffa42744795f1677cbdaf85dd53594d115769dde22388b4da785143e
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.16/cv1/conv/Conv	Conv	model.16.cv1.conv.weight	model.16.cv1.conv.weight	64x256x1x1	64x256x1x1	float32	int8	int8	0	0	64	0	1	0.0008871381623543669	0.002755463123321533	0.9999463677520416	d73a8c11545bca926b1844f75001242c44bbcca935c2fa16504a92a8f987db13	2ea138f62fde4ee41af09f2facd40a6a40a5f6fe7d2fd3179a7d2b41053b00b3
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.16/m.0/cv1/conv/Conv	Conv	model.16.m.0.cv1.conv.weight	model.16.m.0.cv1.conv.weight	16x32x1x1	16x32x1x1	float32	int8	int8	0	0	16	0	1	0.000623227074951771	0.0022674589417874813	0.9999820374311621	90c2ec2f5a49e825a399c1ea22134623d8e3c4538d20614d0b8c6e98c2227e8a	7c284b49ccae5237ea549d9904166120ed052e53a12f0e5a44b4ee7795955631
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.16/m.0/cv2/conv/Conv	Conv	model.16.m.0.cv2.conv.weight	model.16.m.0.cv2.conv.weight	16x32x1x1	16x32x1x1	float32	int8	int8	0	0	16	0	1	0.002826812632065412	0.009142160415649414	0.9999796090368959	ac819aa7c3a3f043d17f692a2ac6c232df2aa403a11ab757a71082911a4516a8	42717ebdc5b3dde592fe0ee3b3adfc46edd0edf8dd20334c038c3217d2ea1e70
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.16/m.0/m/m.0/cv1/conv/Conv	Conv	model.16.m.0.m.0.cv1.conv.weight	model.16.m.0.m.0.cv1.conv.weight	16x16x3x3	16x16x3x3	float32	int8	int8	0	0	16	0	1	0.004752788992751296	0.013353602960705757	0.9999604294342598	9922ddde00b9732854dd50abec2c67ca51275b0b81da3290d0f0fc1498cec0f5	5c6c3a6146f75c12bd3a18f3d47fb501d6f7a9d94e951cfc1ddea94f6f2302c9
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.16/m.0/m/m.0/cv2/conv/Conv	Conv	model.16.m.0.m.0.cv2.conv.weight	model.16.m.0.m.0.cv2.conv.weight	16x16x3x3	16x16x3x3	float32	int8	int8	0	0	16	0	1	0.0012216504717975517	0.003698349930346012	0.9999434337091478	30e3c7f11586a1683e5efe6092c1b5ab5f91acbe67d24c58e79bb0c9b009f2c0	0cb84060020e3c1a2d601c2d3c9bcb58d3f69b0157984d3095edb59e26fbdb84
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.16/m.0/m/m.1/cv1/conv/Conv	Conv	model.16.m.0.m.1.cv1.conv.weight	model.16.m.0.m.1.cv1.conv.weight	16x16x3x3	16x16x3x3	float32	int8	int8	0	0	16	0	1	0.000976858423274823	0.0030510248616337776	0.9999418570443944	064638469195e4ecf1ee749544373f8f49d044cc31ddd2bdacc63da7decd9491	13b81295c21c7cb203a4d5ef60d8f057a58eac7d7e704d320a962abd6c930bfa
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.16/m.0/m/m.1/cv2/conv/Conv	Conv	model.16.m.0.m.1.cv2.conv.weight	model.16.m.0.m.1.cv2.conv.weight	16x16x3x3	16x16x3x3	float32	int8	int8	0	0	16	0	1	0.003998669275713635	0.01161646842956543	0.9999378619336532	1387b8a0e511b9eedf89432527db7df405d3db243133a97578cfa388b1840701	0cf9d852e7243231b491ff7702990b1db1df9bdb585df9fa57c51612e0ddd39f
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.16/m.0/cv3/conv/Conv	Conv	model.16.m.0.cv3.conv.weight	model.16.m.0.cv3.conv.weight	32x32x1x1	32x32x1x1	float32	int8	int8	0	0	32	0	1	0.0011898195560817726	0.004118800163269043	0.9999701331215973	89705903ec896161ebede39a891478f501cf83947e7e43450ba1e93853b955a6	e81b5a0d8f1cddf21f54cceee19f11a9bc0e03a7787f2e9f14e68652c1aee2ff
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.16/cv2/conv/Conv	Conv	model.16.cv2.conv.weight	model.16.cv2.conv.weight	64x96x1x1	64x96x1x1	float32	int8	int8	0	0	64	0	1	0.0010534456603608078	0.01360321044921875	0.9999179898956293	0b08e81d5497c7820019751d2c689a1379b6957ebb3afbc48d1a1e03999d446e	c318f72495b4cf221b04eb1bc82c0b24a8a4a67ddb0cc8774ddabfc2ad553c31
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.17/conv/Conv	Conv	model.17.conv.weight	model.17.conv.weight	64x64x3x3	64x64x3x3	float32	int8	int8	0	0	64	0	1	0.0007669504667069232	0.0028989315032958984	0.9999153920390924	26ccbdd1ddc07a57ebca0f33fecedec7eb9456eeeb6cec9830fec12bfbef3001	9ccdf9fbcdeb863b436882c4a3200718b4770374115a9a28308d2cce5559393d
V9A33_VENDOR_LITERAL_SPLIT_run1	/model.23/one2one_cv2.0/one2one_cv2.0.0/conv/Conv	Conv	model.23.one2one_cv2.0.0.conv.weight	model.23.one2one_cv2.0.0.conv.weight	16x64x3x3	16x64x3x3	float32	int8	int8	0	0	16	0	1	0.002717191048205435	0.011184535920619965	0.9998649633004953	ba9f73a00c947f8376895ca59f733bccd001670cf645490c0516863ac8659d60	706087972b1205f2f6ece57c96f39c7c56416d5f20fdd89c5c2feaccdb4d45d9
