relative_path	sha256	bytes	ir_version	opsets	inputs	outputs	node_count	initializer_count	initializer_payload_sha256	initializer_dtypes	qdq_count	qlinear_count	vendor_split_tensor_count	status	provenance_status
export_matrix_forensics/ultralytics_8_4_0/nms_true640/yolo26n.onnx	b9856153f4127d4faa7170c78a45c71899b65ad711a7f726d371b4dc94df42cf	9894681	8	ai.onnx:18	images:FLOAT:1x3x640x640	output0:FLOAT:1x300x6	453	204	a462fc47eb59db6efa4656d5c893c9d39db45954fb6fdd5aeedcfb03565d30da	FLOAT:204	0	0	6	eligible-fp32-candidate-not-selected	existing-read-only-project-evidence;external-publication-not-authorized
export_matrix_forensics/ultralytics_8_4_0/simplify_true640/yolo26n.onnx	87648c06547172b49a785597974e929ce87bdf2e5e7a91268fff0f8965bae65c	9894680	8	ai.onnx:18	images:FLOAT:1x3x640x640	output0:FLOAT:1x300x6	453	204	a462fc47eb59db6efa4656d5c893c9d39db45954fb6fdd5aeedcfb03565d30da	FLOAT:204	0	0	6	eligible-fp32-candidate-not-selected	existing-read-only-project-evidence;external-publication-not-authorized
export_matrix_forensics/ultralytics_latest/base320_opset18/yolo26n.onnx	c81b87f0786d8a60163ac730000caedcc04ec1936d730430f24096310afb59aa	9768713	8	ai.onnx:18	images:FLOAT:1x3x320x320	output0:FLOAT:1x300x6	453	204	a462fc47eb59db6efa4656d5c893c9d39db45954fb6fdd5aeedcfb03565d30da	FLOAT:204	0	0	6	not-fixed-640-input	existing-read-only-project-evidence;external-publication-not-authorized
export_matrix_forensics/ultralytics_latest/base640_opset18/yolo26n.onnx	341e2a429cf6691d7d19c814165ca41d6d96f8e55a83573501bb4d48075b1f9e	9894717	8	ai.onnx:18	images:FLOAT:1x3x640x640	output0:FLOAT:1x300x6	453	204	a462fc47eb59db6efa4656d5c893c9d39db45954fb6fdd5aeedcfb03565d30da	FLOAT:204	0	0	6	eligible-fp32-candidate-not-selected	existing-read-only-project-evidence;external-publication-not-authorized
export_matrix_forensics/ultralytics_latest/base640_opset19/yolo26n.onnx	14e8f29c36fff3ac3f5cdb531fe46c5a1aff281289b3ace3e588e5805c5a32b8	9894717	9	ai.onnx:19	images:FLOAT:1x3x640x640	output0:FLOAT:1x300x6	453	204	a462fc47eb59db6efa4656d5c893c9d39db45954fb6fdd5aeedcfb03565d30da	FLOAT:204	0	0	6	eligible-fp32-candidate-not-selected	existing-read-only-project-evidence;external-publication-not-authorized
export_matrix_forensics/ultralytics_latest/end2end_false640/yolo26n.onnx	5c120f3362d38d900bfecc58f7b3dd5567715acfb46ddded1fd23c637a9981fe	9884220	8	ai.onnx:18	images:FLOAT:1x3x640x640	output0:FLOAT:1x84x8400	405	204	5f0e5bbfbaeea2f2394ec8e89e5d8634afa84ff6546f687f6c64e749edb2d6c5	FLOAT:204	0	0	0	split-tensor-contract-missing	existing-read-only-project-evidence;external-publication-not-authorized
export_matrix_forensics/ultralytics_latest/end2end_true640/yolo26n.onnx	d71286588abe691ede49faa5ca9a471b7e9e5257669953ee59abbc2e9d115fc2	9894717	8	ai.onnx:18	images:FLOAT:1x3x640x640	output0:FLOAT:1x300x6	453	204	a462fc47eb59db6efa4656d5c893c9d39db45954fb6fdd5aeedcfb03565d30da	FLOAT:204	0	0	6	selected-canonical-fp32	existing-read-only-project-evidence;external-publication-not-authorized
export_matrix_forensics/ultralytics_latest/nms_false640/yolo26n.onnx	9df44c51f802c53e94ad9889daad49167f97df215fef4bf2d1c02ef87c70ce51	9894717	8	ai.onnx:18	images:FLOAT:1x3x640x640	output0:FLOAT:1x300x6	453	204	a462fc47eb59db6efa4656d5c893c9d39db45954fb6fdd5aeedcfb03565d30da	FLOAT:204	0	0	6	eligible-fp32-candidate-not-selected	existing-read-only-project-evidence;external-publication-not-authorized
export_matrix_forensics/ultralytics_latest/nms_true640/yolo26n.onnx	f56e2f672a677f7eb3f6f1fffe9429f04177b019c35973add707cdaf0c19ed61	9894717	8	ai.onnx:18	images:FLOAT:1x3x640x640	output0:FLOAT:1x300x6	453	204	a462fc47eb59db6efa4656d5c893c9d39db45954fb6fdd5aeedcfb03565d30da	FLOAT:204	0	0	6	eligible-fp32-candidate-not-selected	existing-read-only-project-evidence;external-publication-not-authorized
export_matrix_forensics/ultralytics_latest/quantize16_640/yolo26n.onnx	17cf1a9cb0ccd705264ccbb47bfff62042dd510e0e00550eafcf49554a0c067a	5024418	8	ai.onnx:18	images:FLOAT:1x3x640x640	output0:FLOAT:1x300x6	461	204	ce2db2aa1ed8102fbb9995c71f2b69626a707805b3ea886e7de7cfe0305af7e8	FLOAT16:204	0	0	6	mixed-or-fp16-graph	existing-read-only-project-evidence;external-publication-not-authorized
