candidate	profile	profile_file	event_name	node_index	op_name	provider	duration_us	execution_count
R211_PROJECT_EXACT_SPLIT_run1	profile_2026-07-30_12-27-44.json	profile_2026-07-30_12-27-44.json	SpaceMITExecutionProvider_SpineSubgraph_8524024154264716286_1_0_kernel_time	2889	SpineSubgraph_8524024154264716286_1	SpaceMITExecutionProvider	250770	1
R211_PROJECT_EXACT_SPLIT_run1	profile_2026-07-30_12-27-44.json	profile_2026-07-30_12-27-44.json	SpaceMITExecutionProvider_SpineSubgraph_8524024154264716286_1_0_kernel_time	2889	SpineSubgraph_8524024154264716286_1	SpaceMITExecutionProvider	120452	1
R211_VENDOR_LITERAL_SPLIT_run1b	profile_2026-07-30_11-21-09.json	profile_2026-07-30_11-21-09.json	SpaceMITExecutionProvider_SpineSubgraph_2897778592228140233_1_0_kernel_time	2889	SpineSubgraph_2897778592228140233_1	SpaceMITExecutionProvider	244497	1
R211_VENDOR_LITERAL_SPLIT_run1b	profile_2026-07-30_11-21-09.json	profile_2026-07-30_11-21-09.json	SpaceMITExecutionProvider_SpineSubgraph_2897778592228140233_1_0_kernel_time	2889	SpineSubgraph_2897778592228140233_1	SpaceMITExecutionProvider	105351	1
