candidate	image_index	image	boundary_index	boundary_name	branch_kind	branch_collapsed	reference_shape	reference_dtype	reference_sha256	reference_non_finite_count	reference_minimum	reference_maximum	reference_mean	reference_stddev	reference_zero_count	reference_nonzero_count	reference_negative_count	reference_positive_count	candidate_shape	candidate_dtype	candidate_sha256	candidate_non_finite_count	candidate_minimum	candidate_maximum	candidate_mean	candidate_stddev	candidate_zero_count	candidate_nonzero_count	candidate_negative_count	candidate_positive_count	mae	max_abs_difference	cosine_similarity
R211_PROJECT_EXACT_SPLIT_run1	0	000000000139.jpg	0	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	bbox	0	1x4x80x80	float32	ac6df1943bd799854fd79f3d2995f3981c2062be9723c0285ea94b05be4f386d	0	-0.5644353628158569	7.791742324829102	2.122709035873413	1.2927489280700684	0	25600	329	25271	1x4x80x80	float32	10cf0dc8296b0936b2b31ef21878cd45f2b8a767c39e6dd1a80b568a672e3ac7	0	-0.5608985424041748	7.126710891723633	2.0211150646209717	1.2518376111984253	80	25520	396	25124	0.3054606594808865	3.8220643997192383	0.9778686088043502
R211_PROJECT_EXACT_SPLIT_run1	0	000000000139.jpg	1	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	confidence	0	1x80x80x80	float32	ab073fe9d277b51897f87d2ea1716939901cecaff3002465e9c93e12226cbfcd	0	-31.24527359008789	0.7396945953369141	-20.060808181762695	2.8951919078826904	0	512000	511999	1	1x80x80x80	float32	ceaa8f2278102ae1aa6e93a4d59553e213400aaaf93480f95053fa0f7941a7d2	0	-29.876785278320312	0.0	-19.256277084350586	2.641447067260742	1	511999	511999	0	1.006847410689108	13.100815773010254	0.9977946515836419
R211_PROJECT_EXACT_SPLIT_run1	0	000000000139.jpg	2	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	bbox	0	1x4x40x40	float32	9c6eda1798bc960dc9d6b2052a6d7815ba591b63477c056e4e99ae8c449fe2f5	0	-0.05745863914489746	10.369148254394531	2.9463253021240234	1.7513800859451294	0	6400	7	6393	1x4x40x40	float32	f3aa22f702e60a64413ba332e76976d949fe3171f61f0a839321edbf0043cca0	0	-0.09879135340452194	11.262214660644531	2.9997222423553467	1.9243226051330566	13	6387	6	6381	0.3673437754716724	6.285269737243652	0.9749207650278159
R211_PROJECT_EXACT_SPLIT_run1	0	000000000139.jpg	3	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	confidence	0	1x80x40x40	float32	277e7a8d2a5934f2afe99bb77f74bf83f4d820e50e3642a73c963c53fb77c069	0	-146.0509490966797	2.166637420654297	-21.258346557617188	6.921377658843994	0	128000	127995	5	1x80x40x40	float32	869934a55f81b11ba77c4b464a81135a28b08ff56a270cfb260a456f34c09558	0	-122.44029235839844	0.0	-20.860336303710938	6.561068058013916	5	127995	127995	0	1.6621154476902447	34.36610794067383	0.9936382858179494
R211_PROJECT_EXACT_SPLIT_run1	0	000000000139.jpg	4	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	bbox	0	1x4x20x20	float32	7fb367e4d40f96056f0acf7fb610e7be36fd84c51c4cd771924127521c0e3674	0	0.05645012855529785	12.84151840209961	3.6755690574645996	2.4954676628112793	0	1600	0	1600	1x4x20x20	float32	4c0c3317265936fbca761ea53e475bfaab183fc54b25964b1e00251330c485bc	0	0.06684630364179611	13.035029411315918	3.66764760017395	2.6829781532287598	0	1600	0	1600	0.38785874635912476	4.427267074584961	0.9861804579752309
R211_PROJECT_EXACT_SPLIT_run1	0	000000000139.jpg	5	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	confidence	0	1x80x20x20	float32	ee0902d198d0b230fca1f65a7d8818f82421811dd7092820e5f629c640736dc2	0	-75.93783569335938	2.00128173828125	-19.351531982421875	4.676380157470703	0	32000	31999	1	1x80x20x20	float32	2765cf3c6fa7efe4d3285c2a611c9268a568336166df5669675c60e940a6c549	0	-65.09581756591797	0.42826196551322937	-17.6065731048584	4.382329940795898	0	32000	31999	1	2.359391184305772	26.638242721557617	0.9894127107753855
R211_PROJECT_EXACT_SPLIT_run1	1	000000000632.jpg	0	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	bbox	0	1x4x80x80	float32	c8291755338d74ed10d9b435716ca01ce174b98718f10e88ce80af8a608c87d4	0	-0.5693986415863037	7.558440685272217	2.0488696098327637	1.442098617553711	0	25600	487	25113	1x4x80x80	float32	3446367f23d7c994cf7cfc571584c51eae227aafa80683a56e6ff86f9f5e1f17	0	-0.5608985424041748	7.093716621398926	2.0621938705444336	1.4533414840698242	76	25524	450	25074	0.25261183581897056	3.3192689418792725	0.9846287033576239
R211_PROJECT_EXACT_SPLIT_run1	1	000000000632.jpg	1	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	confidence	0	1x80x80x80	float32	6a8407b0027831ca502ca39d02f9be9bf25091dd13b2c65b862922ab030c8e75	0	-29.25279998779297	-0.5039873123168945	-18.96354103088379	2.8320281505584717	0	512000	512000	0	1x80x80x80	float32	40a2c23f9d113e34d80e05804642cdd349bafd0ee079915b444f708f19d33f03	0	-28.587984085083008	-0.46865546703338623	-18.566579818725586	2.686730146408081	0	512000	512000	0	0.6577255517244339	14.02818489074707	0.9988141998764388
R211_PROJECT_EXACT_SPLIT_run1	1	000000000632.jpg	2	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	bbox	0	1x4x40x40	float32	8b25609bc2d1f09e957726afc8f8311432726774cadcdbdf5c3e29a4939c0a0c	0	0.07872563600540161	11.133907318115234	3.0147364139556885	2.0194501876831055	0	6400	0	6400	1x4x40x40	float32	784c9b2044b8eac1d4156eba462a727f46c66490cbf5b2ae2c86e9f8900e6d58	0	0.0	11.11402702331543	3.198948860168457	2.2363102436065674	12	6388	0	6388	0.37798083734000104	6.531058073043823	0.9742934159505958
R211_PROJECT_EXACT_SPLIT_run1	1	000000000632.jpg	3	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	confidence	0	1x80x40x40	float32	ce2108b3f88a9f54e63c3ce85fc0252054adc3beb2b5d56a8c29d5e302c7f65c	0	-174.6465301513672	1.497528076171875	-20.277978897094727	7.600029945373535	0	128000	127998	2	1x80x40x40	float32	3a97745bf476c40ef27ed6df0d498940cda7ba6a6c6a3a0b127060da0b84c055	0	-132.7446746826172	0.0	-19.858245849609375	6.708341121673584	2	127998	127998	0	1.5704059928543865	54.63079833984375	0.9928450429789669
R211_PROJECT_EXACT_SPLIT_run1	1	000000000632.jpg	4	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	bbox	0	1x4x20x20	float32	f77b7c068befe03f59cf6a1f8c2263c4e3f94876a693e444b03bee5dc37d01dd	0	0.03835248947143555	11.869858741760254	3.402329206466675	2.156402111053467	0	1600	0	1600	1x4x20x20	float32	2c78ffe83171c971d84d7fa8cc499b6488171a7526deb167dd8d3bc40125bc61	0	0.13369260728359222	13.50295352935791	3.52864933013916	2.564883232116699	0	1600	0	1600	0.5028787303436547	6.707117557525635	0.9659308142905133
R211_PROJECT_EXACT_SPLIT_run1	1	000000000632.jpg	5	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	confidence	0	1x80x20x20	float32	34ca737717eadde121696707538c19e1b1a16f83fc34cce439ba31d7ee7e165b	0	-47.94186019897461	2.2341203689575195	-18.93065643310547	3.68304443359375	0	32000	31999	1	1x80x20x20	float32	8cda842665d76c279a49d5becc08ededc1d012b86c3aceaf7810c8ae4b5b8079	0	-47.96533966064453	0.42826196551322937	-17.39078140258789	3.6698405742645264	0	32000	31999	1	2.0652999327937143	15.412042617797852	0.9913186985954786
R211_PROJECT_EXACT_SPLIT_run1	2	000000000724.jpg	0	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	bbox	0	1x4x80x80	float32	875072093d8a8a9461ee073ae6be4c45a88468b845784ada377967bdd361cf0f	0	-0.6736376285552979	6.686183929443359	1.9911160469055176	1.1070314645767212	0	25600	172	25428	1x4x80x80	float32	2edcb9cf2ebfc26b6676ed184480914ba1e8b3e0018f81938bcf8c850576bf2d	0	-0.7258687019348145	6.730782508850098	2.001026153564453	1.1067585945129395	33	25567	191	25376	0.30270517475903036	3.592163920402527	0.9770048734659572
R211_PROJECT_EXACT_SPLIT_run1	2	000000000724.jpg	1	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	confidence	0	1x80x80x80	float32	e68e24f11f6aaf882d0f916cb6182e1262c006e46fda5f7eaf050f05d5acaca5	0	-30.512107849121094	-4.251987457275391	-20.19354820251465	2.246267080307007	0	512000	512000	0	1x80x80x80	float32	532fbf9632f0f14f3e5cc01fef2d881015c81001f55e0e7c8815f06c963196d4	0	-29.173803329467773	-3.9835715293884277	-19.618932723999023	2.1031856536865234	0	512000	512000	0	0.8741800009347498	9.140655517578125	0.9985779382803575
R211_PROJECT_EXACT_SPLIT_run1	2	000000000724.jpg	2	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	bbox	0	1x4x40x40	float32	0849bd9971d897eaafb590187fb04451b721003798c5491af78e00e2f85b1059	0	0.1390681266784668	8.98452091217041	2.8186752796173096	1.5435121059417725	0	6400	0	6400	1x4x40x40	float32	3194e0ae244ea34ca09172a5d9e32dd672e487158d656f2baf31895e0d9b71ee	0	0.04939567670226097	9.28638744354248	2.8104827404022217	1.482905626296997	0	6400	0	6400	0.3505521089216927	4.805528283119202	0.9804857030641758
R211_PROJECT_EXACT_SPLIT_run1	2	000000000724.jpg	3	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	confidence	0	1x80x40x40	float32	22f07e801d4be425feb0b519a52d961e88ae015b8522967bd83f4e421ef878ff	0	-84.61925506591797	-1.0319881439208984	-20.476104736328125	4.009518623352051	0	128000	128000	0	1x80x40x40	float32	1acfc707faa62210d45f194c1b172e0ea0476c9d5a035fd11ca1ab493a0c905c	0	-90.31487274169922	-1.2122801542282104	-20.324459075927734	4.541736602783203	0	128000	128000	0	2.0199956444120035	48.16550636291504	0.9873420988072605
R211_PROJECT_EXACT_SPLIT_run1	2	000000000724.jpg	4	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	bbox	0	1x4x20x20	float32	206633542850fcbc96616cd1d52f62d03c982f7c1d04391a5ac1b258b81c3a4f	0	0.2035888433456421	11.645008087158203	3.9548583030700684	2.2825777530670166	0	1600	0	1600	1x4x20x20	float32	ed4cc967ff8c3d30fcca43cca514bfbaacad1d3652ce1f3f5684f90628a238d0	0	0.20053890347480774	13.101875305175781	4.015499114990234	2.3326001167297363	0	1600	0	1600	0.3625382323749363	4.18134617805481	0.9888901272133203
R211_PROJECT_EXACT_SPLIT_run1	2	000000000724.jpg	5	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	confidence	0	1x80x20x20	float32	a6abe3a7fda6a526f7ce1025deea459c7c3cb1b1aecf7074dd4b8a4770c7c059	0	-61.62921142578125	3.7566709518432617	-19.42266845703125	3.2987327575683594	0	32000	31999	1	1x80x20x20	float32	5698ee83d7abc787165cd0b5bc4ac06e8720477518e93e6c030fce8740de681e	0	-47.10881805419922	0.42826196551322937	-17.772375106811523	3.1164886951446533	0	32000	31999	1	2.2890496330792085	16.734819412231445	0.9913302967380123
R211_PROJECT_EXACT_SPLIT_run1	3	000000000802.jpg	0	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	bbox	0	1x4x80x80	float32	b99c153c369150332eaad302558af94ae1c938366675d74fc3591fd457056a0a	0	-0.5709249973297119	7.460388660430908	2.0903069972991943	1.299601674079895	0	25600	285	25315	1x4x80x80	float32	08856e9d6418f8479ed0d1cb8b156f8ac39f5e3863aa4780d736f03b4b334d4e	0	-0.4289224147796631	7.027729034423828	2.2952489852905273	1.3327207565307617	59	25541	253	25288	0.3930686106800567	3.987517833709717	0.9710644058124198
R211_PROJECT_EXACT_SPLIT_run1	3	000000000802.jpg	1	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	confidence	0	1x80x80x80	float32	3c6942fec6dbdf660af01c001dab2523cd8d0df5f85610190056fd958e3a80ab	0	-31.00954818725586	-5.413580417633057	-20.825342178344727	2.074993371963501	0	512000	512000	0	1x80x80x80	float32	6df1805aa0e9d02b8dfd0b009a557039cd48bb730f97609b37ced1ced3f52c36	0	-29.876785278320312	-6.2096848487854	-20.410247802734375	2.0515739917755127	0	512000	512000	0	0.9078964086789638	8.624490737915039	0.9980563598116545
R211_PROJECT_EXACT_SPLIT_run1	3	000000000802.jpg	2	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	bbox	0	1x4x40x40	float32	5e060d66dd32a51ccec4ff3cf18403524152b7aceb5b7e1767da1a75c115122d	0	0.13915640115737915	10.221790313720703	3.088094472885132	1.936600923538208	0	6400	0	6400	1x4x40x40	float32	b8a6bc149740dc4d635c1c8d39258a352bad97d0c8324700a80d8ed5581a444e	0	0.09879135340452194	10.274300575256348	3.325533151626587	1.9742649793624878	0	6400	0	6400	0.43158362627611496	5.399948596954346	0.9806748835377866
R211_PROJECT_EXACT_SPLIT_run1	3	000000000802.jpg	3	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	confidence	0	1x80x40x40	float32	f3c5846ef445d842d2df87158b68d812f7f4b78dfece6e1f3873a3e3a44e35fa	0	-83.8102798461914	-2.6904916763305664	-21.003719329833984	3.96852707862854	0	128000	128000	0	1x80x40x40	float32	de5b4feb1ebacb9cd60f9289c7e1b60df3e4692035b87e3683286ef7a478690b	0	-77.58592987060547	-4.849120616912842	-20.97756576538086	3.654700994491577	0	128000	128000	0	1.9041154713854194	42.89855766296387	0.9903023337975452
R211_PROJECT_EXACT_SPLIT_run1	3	000000000802.jpg	4	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	bbox	0	1x4x20x20	float32	17b62f27a10426c502363e56889122f1afb8964ecd96f238a3d9c3b662c5c5ae	0	0.08720707893371582	13.437482833862305	3.8305892944335938	2.5396721363067627	0	1600	0	1600	1x4x20x20	float32	22241db9e6949a2aab25ffbf064cdbe2b8c16b77b2ef4e070ee09d074e84e5c0	0	0.06684630364179611	14.438801765441895	4.093458652496338	2.8202688694000244	0	1600	0	1600	0.4468408667575568	6.469443321228027	0.9867759372640821
R211_PROJECT_EXACT_SPLIT_run1	3	000000000802.jpg	5	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	confidence	0	1x80x20x20	float32	abfe17afe0f96ec9539ba13a35a2d2f66feb20650d37778196ccf3b60f732ba2	0	-59.49839401245117	1.4995908737182617	-20.57343101501465	3.802466869354248	0	32000	31998	2	1x80x20x20	float32	e89f020802ccc6ced541f6c55a802aea828b22edbc84bc6cdecaf62bba0c53af	0	-54.3892707824707	0.42826196551322937	-18.778778076171875	3.784236192703247	0	32000	31998	2	2.633907946869731	50.07663059234619	0.9838881299297524
R211_PROJECT_EXACT_SPLIT_run1	4	000000000885.jpg	0	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	bbox	0	1x4x80x80	float32	5bbef78891b60306a48c38e1fff3649b6abddb00c5891157ef93c3f5562bc745	0	-0.7276626825332642	6.226770401000977	1.8749680519104004	1.0195486545562744	0	25600	488	25112	1x4x80x80	float32	5140f31e05a601fa2f189cfedb9f08f827a49524221936619612be7cb95585ec	0	-0.6928746700286865	6.169883728027344	1.8454490900039673	1.0197713375091553	51	25549	480	25069	0.3321594991139136	3.624671459197998	0.9689952714629619
R211_PROJECT_EXACT_SPLIT_run1	4	000000000885.jpg	1	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	confidence	0	1x80x80x80	float32	78217526f53d167447701a7526bf77e5cd3ea371f0070f04e84e8315a651753d	0	-28.557594299316406	-0.9979515075683594	-20.88235855102539	2.533141851425171	0	512000	512000	0	1x80x80x80	float32	ae020eff85c3fad3097f5ac0760d4244280a888f0af0bfd349818488969161e9	0	-28.353654861450195	-1.1716387271881104	-20.388761520385742	2.4846928119659424	0	512000	512000	0	0.9073484820113518	9.924173355102539	0.9981103914067546
R211_PROJECT_EXACT_SPLIT_run1	4	000000000885.jpg	2	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	bbox	0	1x4x40x40	float32	07bc38d15b3bb531e9a252579e129b654b5096c65d74a88eb01ad4c7da1941a4	0	-0.07100141048431396	8.414365768432617	2.742234230041504	1.4482522010803223	0	6400	47	6353	1x4x40x40	float32	c95aab7f5d8d296c2079c6b7ad3bae6c1070f3b15b161ff7f67c6d88f157f8b3	0	-0.04939567670226097	11.459796905517578	2.8362765312194824	1.71364164352417	40	6360	9	6351	0.4407932482264005	7.049513339996338	0.9663148660814327
R211_PROJECT_EXACT_SPLIT_run1	4	000000000885.jpg	3	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	confidence	0	1x80x40x40	float32	9eaac520c535c9455641de29a7082c81b72ccafadfd6ae6c9902f0b70654218e	0	-106.92214965820312	2.1411237716674805	-20.826120376586914	4.69400691986084	0	128000	127999	1	1x80x40x40	float32	f0658e64aad0f9d33d25738accb2000c9ed9ab399cfe6512f6d46a9d657a530d	0	-103.04381561279297	0.0	-20.512191772460938	4.276512145996094	1	127999	127999	0	1.6478681095261127	36.63884735107422	0.9930850325453446
R211_PROJECT_EXACT_SPLIT_run1	4	000000000885.jpg	4	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	bbox	0	1x4x20x20	float32	d2f053ab9e12a00aaf4ae58d9c5ed8de218a22d5d5095c5a499bc3d3f096f175	0	0.07930779457092285	12.00928783416748	3.3554883003234863	2.030594825744629	0	1600	0	1600	1x4x20x20	float32	062f7898eb732d669f2b6a396e9265dcfbf68f8a0d739bf475cb76fa03e4f39e	0	0.06684630364179611	14.037723541259766	3.465646743774414	2.329474687576294	0	1600	0	1600	0.4356125222565606	5.704357862472534	0.9773981409601238
R211_PROJECT_EXACT_SPLIT_run1	4	000000000885.jpg	5	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	confidence	0	1x80x20x20	float32	dda57c9835f1050ef69ff9c65873ab050e0e56d59bb6f0732366c0a53a6676eb	0	-75.63712310791016	2.591419219970703	-19.365379333496094	4.593716621398926	0	32000	31997	3	1x80x20x20	float32	fe531f4eba7a901d8cad211c4cea572e2b24788ef135a4d8917999669d3b80f9	0	-71.09148406982422	0.42826196551322937	-17.976282119750977	4.322009086608887	0	32000	31997	3	2.089617921787314	35.380496978759766	0.9904143050555536
R211_PROJECT_EXACT_SPLIT_run1	5	000000001268.jpg	0	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	bbox	0	1x4x80x80	float32	0efdf511438a3536450511fa2a9f137681b06e65512546c3e5803dc15cf7f426	0	-0.5954338312149048	7.451147556304932	2.1969385147094727	1.4105902910232544	0	25600	308	25292	1x4x80x80	float32	e9c64c8116445a2bb4f6e2746ed59604ee30ca4d0b0567ffdce464c01a899d16	0	-0.6268866062164307	7.291681289672852	2.0647034645080566	1.3677082061767578	71	25529	359	25170	0.38593471206142566	4.684298753738403	0.9684495755483886
R211_PROJECT_EXACT_SPLIT_run1	5	000000001268.jpg	1	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	confidence	0	1x80x80x80	float32	2fc0db4ec512300118ba20556d129d81a37fbeee500e7f70f78503f757190711	0	-30.231225967407227	-0.7929630279541016	-19.55474090576172	2.5351786613464355	0	512000	512000	0	1x80x80x80	float32	cac0e30e573738090cee15c3a9e9f31c5ce299ce4b81d2c5fcc42ad7ba821909	0	-29.876785278320312	-0.46865546703338623	-18.92038345336914	2.362787961959839	0	512000	512000	0	0.9429053570290562	11.468855857849121	0.9981545984136372
R211_PROJECT_EXACT_SPLIT_run1	5	000000001268.jpg	2	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	bbox	0	1x4x40x40	float32	ad889027456b18b02d1ce4a7025da46c0aa69eba4955a41cfbe4567bc9a09dd3	0	-0.0007426738739013672	10.818744659423828	3.294583797454834	2.120292901992798	0	6400	1	6399	1x4x40x40	float32	c92bf1005a9135b8cb7206a9f79bc092494611c7011479c2e46dde67fb151f1e	0	0.0	12.29952335357666	3.331005334854126	2.3181328773498535	9	6391	0	6391	0.5257579369895393	10.402620792388916	0.9695341307593822
R211_PROJECT_EXACT_SPLIT_run1	5	000000001268.jpg	3	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	confidence	0	1x80x40x40	float32	26f82924497297ac86043e77b0cb4c4b012a8be1fc7f92da197d5a4e9730ce8d	0	-135.25726318359375	2.0422630310058594	-19.951683044433594	5.341872692108154	0	128000	127995	5	1x80x40x40	float32	3e37d40f49f0136c6a608181504e39596be0a8b13d46fca3f5d986a592b93bda	0	-113.34819793701172	0.0	-19.821290969848633	5.08363676071167	4	127996	127996	0	1.7877678873012774	41.302632331848145	0.9912827940024078
