candidate	image_index	image	boundary_index	boundary_name	branch_kind	branch_collapsed	reference_shape	reference_dtype	reference_sha256	reference_non_finite_count	reference_minimum	reference_maximum	reference_mean	reference_stddev	reference_zero_count	reference_nonzero_count	reference_negative_count	reference_positive_count	candidate_shape	candidate_dtype	candidate_sha256	candidate_non_finite_count	candidate_minimum	candidate_maximum	candidate_mean	candidate_stddev	candidate_zero_count	candidate_nonzero_count	candidate_negative_count	candidate_positive_count	mae	max_abs_difference	cosine_similarity
R211_PROJECT_EXACT_SPLIT_run1	5	000000001268.jpg	4	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	bbox	0	1x4x20x20	float32	855ea8d4711c9ba401aa856c1f0d47a9e8691d4181bf7b7134cbbcf1525efe09	0	0.06979823112487793	14.252897262573242	4.051095485687256	3.0492074489593506	0	1600	0	1600	1x4x20x20	float32	12bd3e65d8c62ad6f1d02ef0c554e0f2eee173de944175b77f1e13aa18472bca	0	0.06684630364179611	14.6393404006958	4.230075836181641	3.328742504119873	0	1600	0	1600	0.5475674745207653	12.175970315933228	0.9684040509989504
R211_PROJECT_EXACT_SPLIT_run1	5	000000001268.jpg	5	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	confidence	0	1x80x20x20	float32	1c5cbd67103c2cdfe3f9652a5729c3d77077d18aba6cad747b0af0046f0f916e	0	-49.15925216674805	2.376434326171875	-18.819459915161133	3.682407855987549	0	32000	31999	1	1x80x20x20	float32	72d87845b7a7a2d4b53957d8d41ed0bc22742e6bb0a17f3572d209bd4b485953	0	-89.0784912109375	0.42826196551322937	-17.56310272216797	4.593113899230957	0	32000	31999	1	2.7882047957079483	65.8867301940918	0.976074734096471
R211_PROJECT_EXACT_SPLIT_run1	6	000000001353.jpg	0	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	bbox	0	1x4x80x80	float32	3721555a0a5639a25a1a359fcfaaa16b725c6031656b65f021742cce60cb6104	0	-0.4721794128417969	7.739515781402588	2.491588830947876	1.3686681985855103	0	25600	151	25449	1x4x80x80	float32	c045444a7e5eea27321df2c905e4e8f23a7ae83a4beba3fd8751a97440d4c89e	0	-0.4289224147796631	7.126710891723633	2.5470168590545654	1.3650600910186768	27	25573	155	25418	0.3242204426333774	3.271066665649414	0.9843518937652769
R211_PROJECT_EXACT_SPLIT_run1	6	000000001353.jpg	1	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	confidence	0	1x80x80x80	float32	8a63d281ef27b66c482bbe8b0c3a4dcbc04c28121983af206d1a3205e0d20d44	0	-33.88886260986328	-2.127809524536133	-20.026636123657227	2.2260994911193848	0	512000	512000	0	1x80x80x80	float32	e7b3695243711b782f9d6c24a4e70ef2767f9f2b8bf16a31358cc23ef401675b	0	-28.353654861450195	-3.280588150024414	-19.388460159301758	2.1289210319519043	0	512000	512000	0	0.8487202578671277	9.237192153930664	0.9987092862932849
R211_PROJECT_EXACT_SPLIT_run1	6	000000001353.jpg	2	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	bbox	0	1x4x40x40	float32	701b3a13f7fed8acda1f123f0265c04ec68d6cfc5b76edc262c2e89161411976	0	0.08722805976867676	9.761907577514648	3.280740261077881	1.828362226486206	0	6400	0	6400	1x4x40x40	float32	97aea1b08a38d1539acea8996754b998ff6d84536ac04a6cb6283617d27bb7b7	0	0.04939567670226097	9.68155288696289	3.333359479904175	1.806414246559143	0	6400	0	6400	0.30814252203388603	4.413407325744629	0.9880577811537535
R211_PROJECT_EXACT_SPLIT_run1	6	000000001353.jpg	3	/model.23/one2one_cv3.1/one2one_cv3.1.2/Conv_output_0	confidence	0	1x80x40x40	float32	ac733f44a9adbe35dffcb530793a5bef1ad880bc0f8527b9b2b7765383ae6a0f	0	-98.5307388305664	0.1423501968383789	-20.100322723388672	4.588984489440918	0	128000	127999	1	1x80x40x40	float32	2f4f372e22c989faae36e03571896eff0412223f30434eefaa04e6b189ec75b8	0	-87.28417205810547	-1.2122801542282104	-19.743762969970703	4.464899063110352	0	128000	128000	0	1.8650913372188807	48.70419502258301	0.9897091998225839
R211_PROJECT_EXACT_SPLIT_run1	6	000000001353.jpg	4	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	bbox	0	1x4x20x20	float32	4cda203ef844eac73535c0bde5a424a93b2f71dca0f6c9de41af39a6f1686407	0	0.22910308837890625	12.057022094726562	3.789238929748535	2.3847928047180176	0	1600	0	1600	1x4x20x20	float32	467ed997cf47c9bc40d3535dc1b7469cbf19af666036f248b721172287941303	0	0.26738521456718445	13.302414894104004	3.826282262802124	2.4616599082946777	0	1600	0	1600	0.3106624649465084	5.81816029548645	0.9898011132293555
R211_PROJECT_EXACT_SPLIT_run1	6	000000001353.jpg	5	/model.23/one2one_cv3.2/one2one_cv3.2.2/Conv_output_0	confidence	0	1x80x20x20	float32	2130787d32b4548dd70aa8c6a0d12c3e9b37cb65df966326fda60e62129ce9ba	0	-43.43726348876953	-0.3214750289916992	-19.096033096313477	4.061771392822266	0	32000	32000	0	1x80x20x20	float32	1cd14898013015eb2484e27043729fba112899eba10f10a4ca529a8e407ab21c	0	-39.82836151123047	0.42826196551322937	-17.49103546142578	3.7927284240722656	0	32000	31998	2	2.381635515756905	25.35219097137451	0.988620185450507
R211_PROJECT_EXACT_SPLIT_run1	7	000000001425.jpg	0	/model.23/one2one_cv2.0/one2one_cv2.0.2/Conv_output_0	bbox	0	1x4x80x80	float32	c656bd1dd06b7d0e7e9363d4b46422e870e1ac572691ef43f73947c06188c70d	0	-0.3478940725326538	7.427731513977051	3.107910394668579	1.5569607019424438	0	25600	245	25355	1x4x80x80	float32	5740154e0d05ca07116f95994789aaee98858828529606d301b9a507144d72be	0	-0.4289224147796631	7.093716621398926	2.9556918144226074	1.5858403444290161	49	25551	214	25337	0.3508823822659906	3.683917284011841	0.9884751489694449
R211_PROJECT_EXACT_SPLIT_run1	7	000000001425.jpg	1	/model.23/one2one_cv3.0/one2one_cv3.0.2/Conv_output_0	confidence	0	1x80x80x80	float32	bcb19100ab1d0d233802a0ad4447eaab1ee1d3b31dda2e4ee4f8577f36d4e23a	0	-26.31094741821289	-5.272160530090332	-19.56972885131836	2.0162339210510254	0	512000	512000	0	1x80x80x80	float32	e77eb96b19b3dff395c68e2a5fbe44a3db3135fcce89dbec2ff56eb1c33d9349	0	-26.010377883911133	-5.506701946258545	-19.28790283203125	2.0125725269317627	0	512000	512000	0	0.6481605985462665	5.994677543640137	0.9991646560008371
