candidate	model	path	sha256	bytes	ir_version	opsets	nodes	initializers	initializer_payload_sha256	inputs	outputs	functions
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE64-XSLIM211-AND-VENDOR-COMMIT-S8-QDQ-YOLO26-FULLMODEL-COCO-AND-RT206-GATE-001/host/quantization/XSLIM_RELEASE_211/project-run1/output/r211_project_exact_split.onnx	29e08be834afb8925ca02af69d9a25df05449e9367ef3d8dd8ca4d57cf59a4fb	2939225	9	ai.onnx:24	1195	1862	fcba046cf528bab3a57a79e5e81e234fb1e2209aba720bdf1678c412db73d70d	images	output0	0
R211_VENDOR_LITERAL_SPLIT_run1b	r211_vendor_literal_split	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE64-XSLIM211-AND-VENDOR-COMMIT-S8-QDQ-YOLO26-FULLMODEL-COCO-AND-RT206-GATE-001/host/quantization/XSLIM_RELEASE_211/mandatory-run1b/output/r211_vendor_literal_split.onnx	6b92359a307544ed2cd7b557ec9991a446f03523cf44387d1530ffd926d05c40	2939099	9	ai.onnx:24	1195	1862	fffc29247a174fd38b4872be8810294803813cda0eae6af3c51c1725fe4a2112	images	output0	0
V9A33_DIRECT_E2E_run1	v9a33_direct_e2e	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE64-XSLIM211-AND-VENDOR-COMMIT-S8-QDQ-YOLO26-FULLMODEL-COCO-AND-RT206-GATE-001/host/quantization/XSLIM_VENDOR_REF_9A33/direct-run1/output/v9a33_direct_e2e.onnx	f55de815466a32cd6e85e4f18b05e08123d2b8ad92097bcb6a5a4a5dfc9a95b7	2820053	9	ai.onnx:24	1224	1928	99ce3bff8c33e63f60b5d20eaa1e17fffdbd2e7d92603648165ce157fa4ac798	images	output0	0
V9A33_PROJECT_EXACT_SPLIT_run1	v9a33_project_exact_split	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE64-XSLIM211-AND-VENDOR-COMMIT-S8-QDQ-YOLO26-FULLMODEL-COCO-AND-RT206-GATE-001/host/quantization/XSLIM_VENDOR_REF_9A33/project-run1-final/output/v9a33_project_exact_split.onnx	29e08be834afb8925ca02af69d9a25df05449e9367ef3d8dd8ca4d57cf59a4fb	2939225	9	ai.onnx:24	1195	1862	fcba046cf528bab3a57a79e5e81e234fb1e2209aba720bdf1678c412db73d70d	images	output0	0
V9A33_VENDOR_LITERAL_SPLIT_run1	v9a33_vendor_literal_split	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE64-XSLIM211-AND-VENDOR-COMMIT-S8-QDQ-YOLO26-FULLMODEL-COCO-AND-RT206-GATE-001/host/quantization/XSLIM_VENDOR_REF_9A33/literal-run1-final/output/v9a33_vendor_literal_split.onnx	6b92359a307544ed2cd7b557ec9991a446f03523cf44387d1530ffd926d05c40	2939099	9	ai.onnx:24	1195	1862	fffc29247a174fd38b4872be8810294803813cda0eae6af3c51c1725fe4a2112	images	output0	0
