release_root	manifest_before	manifest_after	sha256_file_before	sha256_file_after	tree_manifest_before	tree_manifest_after	status
/data/releases/banana-yolo26-k1x-int8-executor/0.9.3-stage62-r640-runtime	236f4f93e329ad38a38f10263ea5c6d4463559763b0d4049f657598be0698a73	236f4f93e329ad38a38f10263ea5c6d4463559763b0d4049f657598be0698a73	fbce7cf5e033ce254e608b5af66da698068e4a8f0922549f5fe9820a24718ebb	fbce7cf5e033ce254e608b5af66da698068e4a8f0922549f5fe9820a24718ebb	b70e011242cb811230bf76493d1b867e2e8384270440ed3096f8170fc01746f8	b70e011242cb811230bf76493d1b867e2e8384270440ed3096f8170fc01746f8	unchanged
/data/releases/banana-yolo26-k1x-int8-executor/0.9.3-stage62-r640-internal-rd	cfa17383c3453214104c002b60c918b8983286a1155669195afdd6468763d89f	cfa17383c3453214104c002b60c918b8983286a1155669195afdd6468763d89f	1a9aa16f0ff65e4aba7739b5aecbe1f37fa9631ee706257e76d79d3b00b366aa	1a9aa16f0ff65e4aba7739b5aecbe1f37fa9631ee706257e76d79d3b00b366aa	15dae135e814b5e6755ff78dbefcb6c550d9b998b4bf269414c21f7dc68586a2	15dae135e814b5e6755ff78dbefcb6c550d9b998b4bf269414c21f7dc68586a2	unchanged
/data/releases/banana-yolo26-k1x-int8-executor/0.10.0-internal-rd.1-stage62-sdk	dced8ddfc540ab5b7fd72ecfe7a16021338ea56258fb33d09c5e023ba3d98b98	dced8ddfc540ab5b7fd72ecfe7a16021338ea56258fb33d09c5e023ba3d98b98	f9c604d7a3167664a86c48dd101e4f4935a243bde726c6853a9f9390aa278341	f9c604d7a3167664a86c48dd101e4f4935a243bde726c6853a9f9390aa278341	95615a51b86658bf4ca6d9da4489636cb09065abe705389a5a7a04ba1c1c8abe	95615a51b86658bf4ca6d9da4489636cb09065abe705389a5a7a04ba1c1c8abe	unchanged
/data/releases/banana-yolo26-k1x-int8-executor/0.10.0-internal-rd.1-stage62-complete-source	885539e0b14dab78d0d5dad8189a96f9304b9f99665dd0244fdc16a3161099bd	885539e0b14dab78d0d5dad8189a96f9304b9f99665dd0244fdc16a3161099bd	30940e2783ae817f86e95ac673f27e375a9ec8eeb96d93080fdf159ed2f5a947	30940e2783ae817f86e95ac673f27e375a9ec8eeb96d93080fdf159ed2f5a947	892567a636bc95a442ba9e45fbb9333a4924d9370bc9e6296e28801248e64c7b	892567a636bc95a442ba9e45fbb9333a4924d9370bc9e6296e28801248e64c7b	unchanged
