candidate	model	index	node_name	op_type	classification	axis	scale_name	scale_shape	scale_min	scale_max
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	843	PPQ_Operation_1262	DequantizeLinear	activation	NA	PPQ_Variable_2302	scalar	0.0039036760572344065	0.0039036760572344065
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	844	PPQ_Operation_1265	DequantizeLinear	activation	NA	PPQ_Variable_2311	scalar	0.23531188070774078	0.23531188070774078
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	848	PPQ_Operation_1266	QuantizeLinear	activation	NA	PPQ_Variable_2314	scalar	0.0061792111955583096	0.0061792111955583096
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	849	PPQ_Operation_1268	QuantizeLinear	activation	NA	PPQ_Variable_2320	scalar	0.02985311858355999	0.02985311858355999
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	850	PPQ_Operation_1270	QuantizeLinear	activation	NA	PPQ_Variable_2326	scalar	0.003921495284885168	0.003921495284885168
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	851	PPQ_Operation_1267	DequantizeLinear	activation	NA	PPQ_Variable_2317	scalar	0.0061792111955583096	0.0061792111955583096
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	852	PPQ_Operation_1269	DequantizeLinear	activation	NA	PPQ_Variable_2323	scalar	0.02985311858355999	0.02985311858355999
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	853	PPQ_Operation_1271	DequantizeLinear	activation	NA	PPQ_Variable_2329	scalar	0.003921495284885168	0.003921495284885168
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	856	PPQ_Operation_1273	QuantizeLinear	activation	NA	PPQ_Variable_2335	scalar	0.03987741842865944	0.03987741842865944
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	857	PPQ_Operation_1275	QuantizeLinear	activation	NA	PPQ_Variable_2341	scalar	0.10978014767169952	0.10978014767169952
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	858	PPQ_Operation_1274	DequantizeLinear	activation	NA	PPQ_Variable_2338	scalar	0.03987741842865944	0.03987741842865944
