configuration	lane	run_id	config	effective_config_sha256	python	returncode	elapsed_seconds	output_model	output_exists	output_sha256	checker	checker_error	node_count	qdq_count	qlinear_count	tree_file_count	tree_byte_count	tree_sha256	output_tree_file_count	output_tree_byte_count	output_tree_sha256	log	time_v	python_realpath
R211_PROJECT_EXACT_SPLIT_run1	XSLIM_RELEASE_211	project-run1	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE64-XSLIM211-AND-VENDOR-COMMIT-S8-QDQ-YOLO26-FULLMODEL-COCO-AND-RT206-GATE-001/host/configs/R211_PROJECT_EXACT_SPLIT.json	8b7c6c9e4692d20990eb15388465154c9b25a721d16a2d83bc91eb2e19be2124	/usr/bin/python3.12	0	4325.175205	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE64-XSLIM211-AND-VENDOR-COMMIT-S8-QDQ-YOLO26-FULLMODEL-COCO-AND-RT206-GATE-001/host/quantization/XSLIM_RELEASE_211/project-run1/output/r211_project_exact_split.onnx	1	29e08be834afb8925ca02af69d9a25df05449e9367ef3d8dd8ca4d57cf59a4fb	pass	NA	1195	812	0	5	3202373	9b6c3cf9e0cb14166d4c42df475b0cb734c0f604fba98f86999248a9c79f1c0e	2	3190280	0c469803ddcbf799c451034387a66f25450271dd6e42704da1c472d3c2c39d2b	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE64-XSLIM211-AND-VENDOR-COMMIT-S8-QDQ-YOLO26-FULLMODEL-COCO-AND-RT206-GATE-001/host/quantization/XSLIM_RELEASE_211/project-run1/xslim.log	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE64-XSLIM211-AND-VENDOR-COMMIT-S8-QDQ-YOLO26-FULLMODEL-COCO-AND-RT206-GATE-001/host/quantization/XSLIM_RELEASE_211/project-run1/time-v.txt	NA
R211_VENDOR_LITERAL_SPLIT_run1b	XSLIM_RELEASE_211	mandatory-run1b	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE64-XSLIM211-AND-VENDOR-COMMIT-S8-QDQ-YOLO26-FULLMODEL-COCO-AND-RT206-GATE-001/host/configs/R211_VENDOR_LITERAL_SPLIT.json	4b566d753803bfd3a7ea5d563758e4c57ce723d6c497a50e08c3f601e097e43e	/usr/bin/python3.12	0	5072.282721	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE64-XSLIM211-AND-VENDOR-COMMIT-S8-QDQ-YOLO26-FULLMODEL-COCO-AND-RT206-GATE-001/host/quantization/XSLIM_RELEASE_211/mandatory-run1b/output/r211_vendor_literal_split.onnx	1	6b92359a307544ed2cd7b557ec9991a446f03523cf44387d1530ffd926d05c40	pass	NA	1195	812	0	5	3203272	41ab93d01c1af4e9dc910d9d2771fc1e42c67ca8b64bc42578311b33bc35875e	NA	NA	NA	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE64-XSLIM211-AND-VENDOR-COMMIT-S8-QDQ-YOLO26-FULLMODEL-COCO-AND-RT206-GATE-001/host/quantization/XSLIM_RELEASE_211/mandatory-run1b/xslim.log	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE64-XSLIM211-AND-VENDOR-COMMIT-S8-QDQ-YOLO26-FULLMODEL-COCO-AND-RT206-GATE-001/host/quantization/XSLIM_RELEASE_211/mandatory-run1b/time-v.txt	NA
V9A33_PROJECT_EXACT_SPLIT_run1	XSLIM_VENDOR_REF_9A33	project-run1-final	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE64-XSLIM211-AND-VENDOR-COMMIT-S8-QDQ-YOLO26-FULLMODEL-COCO-AND-RT206-GATE-001/host/configs/V9A33_PROJECT_EXACT_SPLIT.json	2e70853df12813fb1ff4e74fdc7cb0df63973095b78b7d0455acb149687b4aef	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE64-XSLIM211-AND-VENDOR-COMMIT-S8-QDQ-YOLO26-FULLMODEL-COCO-AND-RT206-GATE-001/host/venvs/venv_vendor_ref_9a33/bin/python	0	5090.507309	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE64-XSLIM211-AND-VENDOR-COMMIT-S8-QDQ-YOLO26-FULLMODEL-COCO-AND-RT206-GATE-001/host/quantization/XSLIM_VENDOR_REF_9A33/project-run1-final/output/v9a33_project_exact_split.onnx	1	29e08be834afb8925ca02af69d9a25df05449e9367ef3d8dd8ca4d57cf59a4fb	pass	NA	1195	812	0	5	3202430	7b2cb0e05d7314f15fbba581a545778cc10c60514dfc16e90ea021bff428039e	2	3190280	27f39a8b6106516d2d9b0ac04b80cba0e027ca43e4a5764aaaa6ef930edb3adb	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE64-XSLIM211-AND-VENDOR-COMMIT-S8-QDQ-YOLO26-FULLMODEL-COCO-AND-RT206-GATE-001/host/quantization/XSLIM_VENDOR_REF_9A33/project-run1-final/xslim.log	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE64-XSLIM211-AND-VENDOR-COMMIT-S8-QDQ-YOLO26-FULLMODEL-COCO-AND-RT206-GATE-001/host/quantization/XSLIM_VENDOR_REF_9A33/project-run1-final/time-v.txt	/usr/bin/python3.12
V9A33_VENDOR_LITERAL_SPLIT_run1	XSLIM_VENDOR_REF_9A33	literal-run1-final	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE64-XSLIM211-AND-VENDOR-COMMIT-S8-QDQ-YOLO26-FULLMODEL-COCO-AND-RT206-GATE-001/host/configs/V9A33_VENDOR_LITERAL_SPLIT.json	15144ede98d50da97052fc19294ce7fdf3f4be137e2eca73634424b364df5496	/usr/bin/python3.12	0	4434.130047	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE64-XSLIM211-AND-VENDOR-COMMIT-S8-QDQ-YOLO26-FULLMODEL-COCO-AND-RT206-GATE-001/host/quantization/XSLIM_VENDOR_REF_9A33/literal-run1-final/output/v9a33_vendor_literal_split.onnx	1	6b92359a307544ed2cd7b557ec9991a446f03523cf44387d1530ffd926d05c40	pass	NA	1195	812	0	5	3202720	90013625fb5f5f4151ef3e67f72ecf53e5d62032c072c0a021a24d716bf1fa33	2	3190722	5e0f786b3592195253a2f25db4f54588591b00012c755fa3830a17295ee9b1d3	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE64-XSLIM211-AND-VENDOR-COMMIT-S8-QDQ-YOLO26-FULLMODEL-COCO-AND-RT206-GATE-001/host/quantization/XSLIM_VENDOR_REF_9A33/literal-run1-final/xslim.log	/data/k1x-stage-runs/BANANA-YOLO26-VENDOR-ORT-STAGE64-XSLIM211-AND-VENDOR-COMMIT-S8-QDQ-YOLO26-FULLMODEL-COCO-AND-RT206-GATE-001/host/quantization/XSLIM_VENDOR_REF_9A33/literal-run1-final/time-v.txt	NA
