candidate	model	index	node_name	op_type	classification	zero_point_name	zero_point_dtype	zero_point_shape	zero_point_min	zero_point_max	zero_point_unique_count	zero_point_values
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	170	PPQ_Operation_749	DequantizeLinear	activation	PPQ_Variable_764	int8	scalar	-124	-124	1	-124
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	172	PPQ_Operation_751	QuantizeLinear	activation	PPQ_Variable_770	int8	scalar	15	15	1	15
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	173	PPQ_Operation_752	DequantizeLinear	activation	PPQ_Variable_773	int8	scalar	15	15	1	15
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	175	PPQ_Operation_753	QuantizeLinear	activation	PPQ_Variable_776	int8	scalar	-128	-128	1	-128
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	176	PPQ_Operation_754	DequantizeLinear	activation	PPQ_Variable_779	int8	scalar	-128	-128	1	-128
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	178	PPQ_Operation_755	QuantizeLinear	activation	PPQ_Variable_782	int8	scalar	-119	-119	1	-119
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	179	PPQ_Operation_756	DequantizeLinear	activation	PPQ_Variable_785	int8	scalar	-119	-119	1	-119
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	181	PPQ_Operation_758	QuantizeLinear	activation	PPQ_Variable_791	int8	scalar	39	39	1	39
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	182	PPQ_Operation_759	DequantizeLinear	activation	PPQ_Variable_794	int8	scalar	39	39	1	39
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	184	PPQ_Operation_760	QuantizeLinear	activation	PPQ_Variable_797	int8	scalar	-128	-128	1	-128
R211_PROJECT_EXACT_SPLIT_run1	r211_project_exact_split	185	PPQ_Operation_761	DequantizeLinear	activation	PPQ_Variable_800	int8	scalar	-128	-128	1	-128
