name	npy_path	bin_path	sha256_npy	sha256_bin	dtype	shape_nchw	shape_nhwc	min_value	max_value	sum_value	scale_name	scale_value	zero_point_name	zero_point_value
/model.4/cv1/conv/Conv_output_0_QuantizeLinear_Output	.deps/custom_int8_engine/stage22_onnx_cut/model4_c2f_synthetic_seeded/model4_cv1_conv_q_u8.npy	.deps/custom_int8_engine/stage22_onnx_cut/model4_c2f_synthetic_seeded/model4_cv1_conv_q_u8_nhwc.bin	9d30bc8c60f8d2bea7832c44d0415f3c10873d1ad4a0e91a75e516b10224fc8b	e4ec6700e37e974e5bf9814b90c415169b5e514ed9554592238dd836f84fdc5b	uint8	1x64x80x80	1x80x80x64	75	217	69776855	/model.4/cv1/conv/Conv_output_0_scale	0.0688334777951	/model.4/cv1/conv/Conv_output_0_zero_point	163
/model.4/cv2/conv/Conv_output_0_QuantizeLinear_Output	.deps/custom_int8_engine/stage22_onnx_cut/model4_c2f_synthetic_seeded/model4_cv2_conv_q_u8_expected.npy	.deps/custom_int8_engine/stage22_onnx_cut/model4_c2f_synthetic_seeded/model4_cv2_conv_q_u8_expected_nhwc.bin	e0051491684e27e6fa1a3cf67d45a58c15c2ecab1b899ee77617b86b69f2fb6c	70adcf083e85ea95d5fb42e57ea26f51255944aaa442cde4d919f5ae551b3433	uint8	1x128x80x80	1x80x80x128	60	186	106597930	/model.4/cv2/conv/Conv_output_0_scale	0.0660646632314	/model.4/cv2/conv/Conv_output_0_zero_point	142
/model.4/cv2/conv/Conv_output_0_QuantizeLinear_Output	.deps/custom_int8_engine/stage22_onnx_cut/model4_c2f_synthetic_seeded/model4_cv2_conv_q_u8_full_model.npy	.deps/custom_int8_engine/stage22_onnx_cut/model4_c2f_synthetic_seeded/model4_cv2_conv_q_u8_full_model_nhwc.bin	e0051491684e27e6fa1a3cf67d45a58c15c2ecab1b899ee77617b86b69f2fb6c	70adcf083e85ea95d5fb42e57ea26f51255944aaa442cde4d919f5ae551b3433	uint8	1x128x80x80	1x80x80x128	60	186	106597930	/model.4/cv2/conv/Conv_output_0_scale	0.0660646632314	/model.4/cv2/conv/Conv_output_0_zero_point	142
