commit	short	samples_per_arm	stage57_mean_us	commit_mean_us	delta_us	delta_pct	output_hashes	affinity_failures	cpu4_7_ime_count	text_bytes	text_sha256
e05a4240ab9424ca243a01bd67a140a4bc3dfba4	e05a4240	40	133310.650000	141700.425000	8389.775000	6.293402	0xd43f5e018b415631	0	0	241652	e920ef38343e6c9517ceaea9bb9ce08ddc42137004519704f9bf3e9db2e1dc3b
b8d8d7ce4b87d15cf76f8fa78c34321ae89cd913	b8d8d7ce	40	133146.800000	141604.175000	8457.375000	6.351918	0xd43f5e018b415631	0	0	241652	e920ef38343e6c9517ceaea9bb9ce08ddc42137004519704f9bf3e9db2e1dc3b
64d17472fc40dd082c5fbed4b78d0106021bbd25	64d17472	40	133413.550000	141522.175000	8108.625000	6.077812	0xd43f5e018b415631	0	0	241652	e920ef38343e6c9517ceaea9bb9ce08ddc42137004519704f9bf3e9db2e1dc3b
2317aa532413151b6867e8c4d03722b0178a26e8	2317aa53	40	133038.200000	141395.425000	8357.225000	6.281824	0xd43f5e018b415631	0	0	241652	e920ef38343e6c9517ceaea9bb9ce08ddc42137004519704f9bf3e9db2e1dc3b
bcedf8651d0156355e105f2c6a1591e86b3d1b28	bcedf865	40	132732.450000	141594.775000	8862.325000	6.676834	0xd43f5e018b415631	0	0	241652	e920ef38343e6c9517ceaea9bb9ce08ddc42137004519704f9bf3e9db2e1dc3b
8f49fc14288b03f580e6a4f1fb2635e805419e37	8f49fc14	40	133359.800000	141546.750000	8186.950000	6.138994	0xd43f5e018b415631	0	0	241652	e920ef38343e6c9517ceaea9bb9ce08ddc42137004519704f9bf3e9db2e1dc3b
bf965e83e650839a95c32027f1a6443d35d44caa	bf965e83	40	133346.925000	141545.150000	8198.225000	6.148042	0xd43f5e018b415631	0	0	241652	e920ef38343e6c9517ceaea9bb9ce08ddc42137004519704f9bf3e9db2e1dc3b
5465b68cf41f5547d6455dc229b196c77e590743	5465b68c	40	133617.325000	141640.400000	8023.075000	6.004517	0xd43f5e018b415631	0	0	241652	e920ef38343e6c9517ceaea9bb9ce08ddc42137004519704f9bf3e9db2e1dc3b
