arm	runs	measured_frames	processed_displayed_fps_mean	opencv_decoded_frame_fps_mean	application_slot_replacement_pct_mean	consumer_mean_ms	consumer_p95_ms_mean	consumer_p99_ms_mean	decoded_read_return_to_display_call_mean_ms	decoded_read_return_to_display_call_p95_ms_mean	status	unique_output_hashes	hash_validation
1280x720_MJPG_60_requested	3	3229	5.976974666666667	9.999262333333334	40.22583933333333	167.1894287405948	170.62705366666665	176.9109264	219.14292779907387	262.56424476666666	measured	3229	well-formed-per-frame; varying camera inputs
640x480_MJPG_60_requested	3	3576	6.619982666666666	14.993075666666666	55.84639766666667	150.93974526945982	154.0976585	158.83596426333332	184.20022683242735	214.40644608333332	measured	3576	well-formed-per-frame; varying camera inputs
640x480_YUYV_30_requested	3	3568	6.60461	15.469375333333334	57.305237	151.29022493545185	155.03944718333332	161.47241894666664	184.02263827361276	213.98335325	measured	3568	well-formed-per-frame; varying camera inputs
