arm	run	measured_frames	processed_displayed_fps	opencv_decoded_frame_fps	application_slot_replacement_pct	consumer_mean_ms	consumer_p95_ms	consumer_p99_ms	decoded_read_return_to_display_call_mean_ms	decoded_read_return_to_display_call_p95_ms	decoded_read_return_to_display_call_p99_ms	executor_mean_ms	unique_output_hashes	all_hashes_well_formed
1280x720_MJPG_60_requested	1	1077	5.977774	10.001809	40.233074	167.16752340761374	170.4445088	174.86969356	218.3081536369545	262.2585452	266.74859028	138.81676512349117	1077	yes
1280x720_MJPG_60_requested	2	1074	5.965622	9.998250	40.333333	167.50673891899442	171.3712967	180.25678372	219.91673089199256	262.79370155	266.11798282	138.89903774208565	1074	yes
1280x720_MJPG_60_requested	3	1078	5.987528	9.997728	40.111111	166.89402389517625	170.0653555	175.60630192	219.2038988682746	262.64048755	265.907845	138.6154945705009	1078	yes
640x480_MJPG_60_requested	1	1195	6.636994	15.001272	55.757127	150.5528280075314	153.3245766	157.09401741999997	184.04643959330545	214.57778349999998	217.27336126	137.50888253556485	1195	yes
640x480_MJPG_60_requested	2	1191	6.613961	14.977207	55.839822	151.07622399076408	155.03256199999998	160.09050589999998	184.24735226784216	214.044326	217.49051999999998	137.97366980352646	1191	yes
640x480_MJPG_60_requested	3	1190	6.608993	15.000748	55.942244	151.19018381008402	153.9358369	159.32336947	184.30688863613446	214.59722875	218.72765837999998	137.80857751344539	1190	yes
640x480_YUYV_30_requested	1	1188	6.597665	15.477855	57.373520	151.44894976346802	155.64169635	163.45583055999995	184.25693509511785	214.21455275	218.20164294999995	138.00326312205388	1188	yes
640x480_YUYV_30_requested	2	1191	6.613099	15.463880	57.235189	151.09587000335853	153.998301	160.09908439999998	183.71641255919394	213.70331	217.5622429	138.0090478161209	1191	yes
640x480_YUYV_30_requested	3	1189	6.603066	15.466391	57.307002	151.32585503952902	155.47834419999998	160.86234187999997	184.0945671665265	214.032197	217.77579444	138.07747772413794	1189	yes
