surface	images	predictions	map50_95	map50	ap_small	ap_medium	ap_large	prediction_sha256	status
K1X_INT8_V1_final_0.9.2	5000	721755	0.3707408944391919	0.5258465300872381	0.18397294626227842	0.4142627352606523	0.5440433811804918	cda5c8c7a46d61d9c90f6292001eea190cb8f6617efe647a33dc6134dd57ccda	pass-byte-identical
