mode	index	buffer_index	buffer_count	sequence	kernel_timestamp_sec	kernel_timestamp_usec	kernel_timestamp_ns	timestamp_clock	timestamp_source	bytesused	flags_hex	dqbuf_return_monotonic_ns	wait_us	requeue_us	sequence_gap
1280x720-mjpg	1306	2	4	1306	144421	603090	144421603090000	monotonic	soe	155923	0x12001	144421639189798	35885	12	0
1280x720-mjpg	1307	3	4	1307	144421	639044	144421639044000	monotonic	soe	156328	0x12001	144421671216499	31988	11	0
1280x720-mjpg	1308	0	4	1308	144421	671046	144421671046000	monotonic	soe	156385	0x12001	144421703268575	32016	12	0
1280x720-mjpg	1309	1	4	1309	144421	703098	144421703098000	monotonic	soe	156148	0x12001	144421739185617	35881	12	0
1280x720-mjpg	1310	2	4	1310	144421	739042	144421739042000	monotonic	soe	156107	0x12001	144421771212901	31991	13	0
1280x720-mjpg	1311	3	4	1311	144421	771049	144421771049000	monotonic	soe	156168	0x12001	144421803268310	32017	12	0
1280x720-mjpg	1312	0	4	1312	144421	803091	144421803091000	monotonic	soe	156118	0x12001	144421839204186	35897	10	0
1280x720-mjpg	1313	1	4	1313	144421	839046	144421839046000	monotonic	soe	155889	0x12001	144421871225553	31988	12	0
1280x720-mjpg	1314	2	4	1314	144421	871070	144421871070000	monotonic	soe	156129	0x12001	144421903264296	32001	12	0
1280x720-mjpg	1315	3	4	1315	144421	903095	144421903095000	monotonic	soe	156313	0x12001	144421939190380	35889	10	0
1280x720-mjpg	1316	0	4	1316	144421	939046	144421939046000	monotonic	soe	155850	0x12001	144421971193914	31971	8	0
1280x720-mjpg	1317	1	4	1317	144421	971051	144421971051000	monotonic	soe	155818	0x12001	144422003289907	32070	12	0
1280x720-mjpg	1318	2	4	1318	144422	3101	144422003101000	monotonic	soe	156352	0x12001	144422039190449	35860	10	0
1280x720-mjpg	1319	3	4	1319	144422	39047	144422039047000	monotonic	soe	156570	0x12001	144422071204774	31983	9	0
1280x720-mjpg	1320	0	4	1320	144422	71052	144422071052000	monotonic	soe	156348	0x12001	144422103253892	32019	8	0
1280x720-mjpg	1321	1	4	1321	144422	103096	144422103096000	monotonic	soe	155920	0x12001	144422139202476	35922	12	0
1280x720-mjpg	1322	2	4	1322	144422	139050	144422139050000	monotonic	soe	156020	0x12001	144422171193385	31951	8	0
1280x720-mjpg	1323	3	4	1323	144422	171052	144422171052000	monotonic	soe	156243	0x12001	144422203259419	32040	8	0
1280x720-mjpg	1324	0	4	1324	144422	203098	144422203098000	monotonic	soe	155887	0x12001	144422239204670	35918	12	0
1280x720-mjpg	1325	1	4	1325	144422	239050	144422239050000	monotonic	soe	156250	0x12001	144422271200787	31957	10	0
1280x720-mjpg	1326	2	4	1326	144422	271054	144422271054000	monotonic	soe	156026	0x12001	144422303259780	32031	10	0
1280x720-mjpg	1327	3	4	1327	144422	303096	144422303096000	monotonic	soe	156293	0x12001	144422339230031	35941	11	0
1280x720-mjpg	1328	0	4	1328	144422	339059	144422339059000	monotonic	soe	156495	0x12001	144422371216982	31949	12	0
1280x720-mjpg	1329	1	4	1329	144422	371057	144422371057000	monotonic	soe	156172	0x12001	144422403220349	31965	9	0
1280x720-mjpg	1330	2	4	1330	144422	403060	144422403060000	monotonic	soe	156282	0x12001	144422439186600	35935	9	0
1280x720-mjpg	1331	3	4	1331	144422	439052	144422439052000	monotonic	soe	156355	0x12001	144422471235009	32018	11	0
1280x720-mjpg	1332	0	4	1332	144422	471074	144422471074000	monotonic	soe	156367	0x12001	144422503233251	31960	11	0
1280x720-mjpg	1333	1	4	1333	144422	503062	144422503062000	monotonic	soe	156179	0x12001	144422539183710	35913	10	0
1280x720-mjpg	1334	2	4	1334	144422	539053	144422539053000	monotonic	soe	156666	0x12001	144422571205911	31991	9	0
1280x720-mjpg	1335	3	4	1335	144422	571057	144422571057000	monotonic	soe	156185	0x12001	144422603239487	32004	12	0
1280x720-mjpg	1336	0	4	1336	144422	603064	144422603064000	monotonic	soe	156204	0x12001	144422639192071	35913	9	0
1280x720-mjpg	1337	1	4	1337	144422	639054	144422639054000	monotonic	soe	156326	0x12001	144422671206813	31985	9	0
1280x720-mjpg	1338	2	4	1338	144422	671059	144422671059000	monotonic	soe	156350	0x12001	144422703249556	32014	11	0
1280x720-mjpg	1339	3	4	1339	144422	703081	144422703081000	monotonic	soe	156386	0x12001	144422739197432	35911	11	0
1280x720-mjpg	1340	0	4	1340	144422	739056	144422739056000	monotonic	soe	156241	0x12001	144422771213549	31979	10	0
1280x720-mjpg	1341	1	4	1341	144422	771060	144422771060000	monotonic	soe	156090	0x12001	144422803222625	31974	10	0
1280x720-mjpg	1342	2	4	1342	144422	803065	144422803065000	monotonic	soe	156024	0x12001	144422839201001	35949	13	0
1280x720-mjpg	1343	3	4	1343	144422	839056	144422839056000	monotonic	soe	156610	0x12001	144422871224493	31983	10	0
1280x720-mjpg	1344	0	4	1344	144422	871062	144422871062000	monotonic	soe	156442	0x12001	144422903221610	31965	8	0
1280x720-mjpg	1345	1	4	1345	144422	903067	144422903067000	monotonic	soe	156221	0x12001	144422939226278	35978	13	0
1280x720-mjpg	1346	2	4	1346	144422	939070	144422939070000	monotonic	soe	156407	0x12001	144422971228062	31513	12	0
1280x720-mjpg	1347	3	4	1347	144422	971062	144422971062000	monotonic	soe	156662	0x12001	144423003228929	31961	7	0
1280x720-mjpg	1348	0	4	1348	144423	3068	144423003068000	monotonic	soe	156375	0x12001	144423039192555	35936	8	0
1280x720-mjpg	1349	1	4	1349	144423	39059	144423039059000	monotonic	soe	155998	0x12001	144423071228923	32010	12	0
1280x720-mjpg	1350	2	4	1350	144423	71065	144423071065000	monotonic	soe	156326	0x12001	144423103237998	31968	9	0
1280x720-mjpg	1351	3	4	1351	144423	103071	144423103071000	monotonic	soe	156109	0x12001	144423139202583	35933	9	0
1280x720-mjpg	1352	0	4	1352	144423	139061	144423139061000	monotonic	soe	156184	0x12001	144423171265367	32032	12	0
1280x720-mjpg	1353	1	4	1353	144423	171083	144423171083000	monotonic	soe	156424	0x12001	144423203236651	31933	10	0
1280x720-mjpg	1354	2	4	1354	144423	203070	144423203070000	monotonic	soe	156458	0x12001	144423239199818	35929	9	0
1280x720-mjpg	1355	3	4	1355	144423	239062	144423239062000	monotonic	soe	156291	0x12001	144423271213977	31985	8	0
1280x720-mjpg	1356	0	4	1356	144423	271066	144423271066000	monotonic	soe	156314	0x12001	144423303248595	32005	12	0
1280x720-mjpg	1357	1	4	1357	144423	303072	144423303072000	monotonic	soe	156259	0x12001	144423339197929	35909	7	0
1280x720-mjpg	1358	2	4	1358	144423	339063	144423339063000	monotonic	soe	156446	0x12001	144423371215421	31990	7	0
1280x720-mjpg	1359	3	4	1359	144423	371067	144423371067000	monotonic	soe	156116	0x12001	144423403262914	32021	11	0
1280x720-mjpg	1360	0	4	1360	144423	403090	144423403090000	monotonic	soe	156372	0x12001	144423439213581	35915	12	0
1280x720-mjpg	1361	1	4	1361	144423	439065	144423439065000	monotonic	soe	156255	0x12001	144423471218699	31966	8	0
1280x720-mjpg	1362	2	4	1362	144423	471068	144423471068000	monotonic	soe	156734	0x12001	144423503237316	31992	8	0
1280x720-mjpg	1363	3	4	1363	144423	503073	144423503073000	monotonic	soe	156364	0x12001	144423539215734	35950	12	0
1280x720-mjpg	1364	0	4	1364	144423	539067	144423539067000	monotonic	soe	156620	0x12001	144423571213392	31961	9	0
1280x720-mjpg	1365	1	4	1365	144423	571070	144423571070000	monotonic	soe	156637	0x12001	144423603232176	31989	10	0
1280x720-mjpg	1366	2	4	1366	144423	603075	144423603075000	monotonic	soe	156359	0x12001	144423639248553	35987	11	0
1280x720-mjpg	1367	3	4	1367	144423	639076	144423639076000	monotonic	soe	156621	0x12001	144423671237003	31950	13	0
1280x720-mjpg	1368	0	4	1368	144423	671072	144423671072000	monotonic	soe	156300	0x12001	144423703242495	31966	9	0
1280x720-mjpg	1369	1	4	1369	144423	703076	144423703076000	monotonic	soe	156251	0x12001	144423739198371	35924	8	0
1280x720-mjpg	1370	2	4	1370	144423	739069	144423739069000	monotonic	soe	156525	0x12001	144423771256281	32031	18	0
1280x720-mjpg	1371	3	4	1371	144423	771076	144423771076000	monotonic	soe	156316	0x12001	144423803251523	31951	10	0
1280x720-mjpg	1372	0	4	1372	144423	803076	144423803076000	monotonic	soe	156247	0x12001	144423839207107	35919	9	0
1280x720-mjpg	1373	1	4	1373	144423	839069	144423839069000	monotonic	soe	156481	0x12001	144423871214141	31979	8	0
1280x720-mjpg	1374	2	4	1374	144423	871074	144423871074000	monotonic	soe	156475	0x12001	144423903252800	32014	12	0
1280x720-mjpg	1375	3	4	1375	144423	903078	144423903078000	monotonic	soe	156304	0x12001	144423939206968	35916	9	0
1280x720-mjpg	1376	0	4	1376	144423	939071	144423939071000	monotonic	soe	156398	0x12001	144423971214668	31978	8	0
1280x720-mjpg	1377	1	4	1377	144423	971074	144423971074000	monotonic	soe	156500	0x12001	144424003266036	32026	12	0
1280x720-mjpg	1378	2	4	1378	144424	3098	144424003098000	monotonic	soe	156341	0x12001	144424039216953	35910	12	0
1280x720-mjpg	1379	3	4	1379	144424	39072	144424039072000	monotonic	soe	156260	0x12001	144424071226695	31970	10	0
1280x720-mjpg	1380	0	4	1380	144424	71076	144424071076000	monotonic	soe	156321	0x12001	144424103235188	31978	8	0
1280x720-mjpg	1381	1	4	1381	144424	103081	144424103081000	monotonic	soe	156557	0x12001	144424139225314	35962	12	0
1280x720-mjpg	1382	2	4	1382	144424	139074	144424139074000	monotonic	soe	156436	0x12001	144424171226473	31960	9	0
1280x720-mjpg	1383	3	4	1383	144424	171079	144424171079000	monotonic	soe	156187	0x12001	144424203242048	31986	7	0
1280x720-mjpg	1384	0	4	1384	144424	203082	144424203082000	monotonic	soe	156166	0x12001	144424239244258	35975	12	0
1280x720-mjpg	1385	1	4	1385	144424	239083	144424239083000	monotonic	soe	156115	0x12001	144424271230542	31948	11	0
1280x720-mjpg	1386	2	4	1386	144424	271079	144424271079000	monotonic	soe	156369	0x12001	144424303243159	31977	9	0
1280x720-mjpg	1387	3	4	1387	144424	303083	144424303083000	monotonic	soe	156356	0x12001	144424339214785	35907	9	0
1280x720-mjpg	1388	0	4	1388	144424	339075	144424339075000	monotonic	soe	156574	0x12001	144424371243027	31997	12	0
1280x720-mjpg	1389	1	4	1389	144424	371082	144424371082000	monotonic	soe	156380	0x12001	144424403240394	31958	9	0
1280x720-mjpg	1390	2	4	1390	144424	403085	144424403085000	monotonic	soe	156271	0x12001	144424439218937	35949	10	0
1280x720-mjpg	1391	3	4	1391	144424	439076	144424439076000	monotonic	soe	156511	0x12001	144424471257305	32008	11	0
1280x720-mjpg	1392	0	4	1392	144424	471091	144424471091000	monotonic	soe	156431	0x12001	144424503261422	31967	12	0
1280x720-mjpg	1393	1	4	1393	144424	503086	144424503086000	monotonic	soe	156671	0x12001	144424539215923	35919	9	0
1280x720-mjpg	1394	2	4	1394	144424	539078	144424539078000	monotonic	soe	156498	0x12001	144424571230665	31985	9	0
1280x720-mjpg	1395	3	4	1395	144424	571082	144424571082000	monotonic	soe	156544	0x12001	144424603256032	31996	12	0
1280x720-mjpg	1396	0	4	1396	144424	603087	144424603087000	monotonic	soe	156105	0x12001	144424639218783	35923	8	0
1280x720-mjpg	1397	1	4	1397	144424	639079	144424639079000	monotonic	soe	156255	0x12001	144424671225192	31977	10	0
1280x720-mjpg	1398	2	4	1398	144424	671084	144424671084000	monotonic	soe	156122	0x12001	144424703278768	32022	13	0
1280x720-mjpg	1399	3	4	1399	144424	703111	144424703111000	monotonic	soe	156432	0x12001	144424739225977	35909	12	0
1280x720-mjpg	1400	0	4	1400	144424	739080	144424739080000	monotonic	soe	156526	0x12001	144424771230678	31966	10	0
1280x720-mjpg	1401	1	4	1401	144424	771085	144424771085000	monotonic	soe	156494	0x12001	144424803244212	31981	9	0
1280x720-mjpg	1402	2	4	1402	144424	803091	144424803091000	monotonic	soe	156067	0x12001	144424839230546	35958	12	0
1280x720-mjpg	1403	3	4	1403	144424	839082	144424839082000	monotonic	soe	156327	0x12001	144424871234872	31963	8	0
1280x720-mjpg	1404	0	4	1404	144424	871086	144424871086000	monotonic	soe	156737	0x12001	144424903236989	31972	9	0
1280x720-mjpg	1405	1	4	1405	144424	903091	144424903091000	monotonic	soe	156741	0x12001	144424939262157	36000	12	0
1280x720-mjpg	1406	2	4	1406	144424	939091	144424939091000	monotonic	soe	156544	0x12001	144424971250274	31949	11	0
1280x720-mjpg	1407	3	4	1407	144424	971088	144424971088000	monotonic	soe	156583	0x12001	144425003250391	31961	10	0
1280x720-mjpg	1408	0	4	1408	144425	3093	144425003093000	monotonic	soe	156758	0x12001	144425039230976	35949	10	0
1280x720-mjpg	1409	1	4	1409	144425	39085	144425039085000	monotonic	soe	156524	0x12001	144425071246926	31982	12	0
1280x720-mjpg	1410	2	4	1410	144425	71091	144425071091000	monotonic	soe	156882	0x12001	144425103287419	32001	9	0
1280x720-mjpg	1411	3	4	1411	144425	103134	144425103134000	monotonic	soe	156445	0x12001	144425139222461	35907	9	0
1280x720-mjpg	1412	0	4	1412	144425	139085	144425139085000	monotonic	soe	156549	0x12001	144425171261745	32009	12	0
1280x720-mjpg	1413	1	4	1413	144425	171108	144425171108000	monotonic	soe	156575	0x12001	144425203298613	31999	11	0
1280x720-mjpg	1414	2	4	1414	144425	203133	144425203133000	monotonic	soe	156730	0x12001	144425239224447	35889	8	0
1280x720-mjpg	1415	3	4	1415	144425	239087	144425239087000	monotonic	soe	156733	0x12001	144425271243064	31990	9	0
1280x720-mjpg	1416	0	4	1416	144425	271092	144425271092000	monotonic	soe	156429	0x12001	144425303402891	32131	13	0
1280x720-mjpg	1417	1	4	1417	144425	303150	144425303150000	monotonic	soe	156053	0x12001	144425339250766	35809	13	0
1280x720-mjpg	1418	2	4	1418	144425	339088	144425339088000	monotonic	soe	156332	0x12001	144425371250133	31958	9	0
1280x720-mjpg	1419	3	4	1419	144425	371093	144425371093000	monotonic	soe	156363	0x12001	144425403297751	32014	9	0
1280x720-mjpg	1420	0	4	1420	144425	403138	144425403138000	monotonic	soe	156230	0x12001	144425439228793	35902	7	0
1280x720-mjpg	1421	1	4	1421	144425	439088	144425439088000	monotonic	soe	156432	0x12001	144425471252994	31997	9	0
1280x720-mjpg	1422	2	4	1422	144425	471094	144425471094000	monotonic	soe	156474	0x12001	144425503293528	32012	10	0
1280x720-mjpg	1423	3	4	1423	144425	503136	144425503136000	monotonic	soe	156345	0x12001	144425539226528	35903	7	0
1280x720-mjpg	1424	0	4	1424	144425	539092	144425539092000	monotonic	soe	156819	0x12001	144425571237979	31987	8	0
1280x720-mjpg	1425	1	4	1425	144425	571095	144425571095000	monotonic	soe	156223	0x12001	144425603306305	32041	8	0
1280x720-mjpg	1426	2	4	1426	144425	603143	144425603143000	monotonic	soe	156465	0x12001	144425639231431	35896	9	0
1280x720-mjpg	1427	3	4	1427	144425	639091	144425639091000	monotonic	soe	156426	0x12001	144425671244964	31985	7	0
1280x720-mjpg	1428	0	4	1428	144425	671098	144425671098000	monotonic	soe	156207	0x12001	144425703298666	31981	11	0
1280x720-mjpg	1429	1	4	1429	144425	703140	144425703140000	monotonic	soe	156289	0x12001	144425739223958	35892	10	0
1280x720-mjpg	1430	2	4	1430	144425	739093	144425739093000	monotonic	soe	156247	0x12001	144425771244992	31992	9	0
1280x720-mjpg	1431	3	4	1431	144425	771098	144425771098000	monotonic	soe	156359	0x12001	144425803295984	32021	9	0
1280x720-mjpg	1432	0	4	1432	144425	803141	144425803141000	monotonic	soe	156620	0x12001	144425839231943	35906	8	0
1280x720-mjpg	1433	1	4	1433	144425	839094	144425839094000	monotonic	soe	156144	0x12001	144425871249852	31992	9	0
1280x720-mjpg	1434	2	4	1434	144425	871099	144425871099000	monotonic	soe	156493	0x12001	144425903304345	32026	10	0
1280x720-mjpg	1435	3	4	1435	144425	903144	144425903144000	monotonic	soe	156545	0x12001	144425939229595	35894	8	0
1280x720-mjpg	1436	0	4	1436	144425	939096	144425939096000	monotonic	soe	156383	0x12001	144425971250713	31991	7	0
1280x720-mjpg	1437	1	4	1437	144425	971101	144425971101000	monotonic	soe	156316	0x12001	144426003306789	32030	11	0
1280x720-mjpg	1438	2	4	1438	144426	3145	144426003145000	monotonic	soe	156925	0x12001	144426039227081	35890	7	0
1280x720-mjpg	1439	3	4	1439	144426	39097	144426039097000	monotonic	soe	156736	0x12001	144426071245490	31992	8	0
1280x720-mjpg	1440	0	4	1440	144426	71101	144426071101000	monotonic	soe	156838	0x12001	144426103308899	32036	11	0
1280x720-mjpg	1441	1	4	1441	144426	103144	144426103144000	monotonic	soe	156737	0x12001	144426139234108	35887	10	0
1280x720-mjpg	1442	2	4	1442	144426	139099	144426139099000	monotonic	soe	156671	0x12001	144426171241059	31976	7	0
1280x720-mjpg	1443	3	4	1443	144426	171103	144426171103000	monotonic	soe	156387	0x12001	144426203302176	32034	9	0
1280x720-mjpg	1444	0	4	1444	144426	203150	144426203150000	monotonic	soe	156274	0x12001	144426239230219	35897	8	0
1280x720-mjpg	1445	1	4	1445	144426	239099	144426239099000	monotonic	soe	156455	0x12001	144426271244086	31987	9	0
1280x720-mjpg	1446	2	4	1446	144426	271103	144426271103000	monotonic	soe	156598	0x12001	144426303309037	32039	9	0
1280x720-mjpg	1447	3	4	1447	144426	303146	144426303146000	monotonic	soe	156856	0x12001	144426339162662	35823	9	0
1280x720-mjpg	1448	0	4	1448	144426	339110	144426339110000	monotonic	soe	156717	0x12001	144426371253530	32063	9	0
1280x720-mjpg	1449	1	4	1449	144426	371106	144426371106000	monotonic	soe	156395	0x12001	144426403312272	32032	10	0
1280x720-mjpg	1450	2	4	1450	144426	403148	144426403148000	monotonic	soe	156493	0x12001	144426439154980	35812	9	0
1280x720-mjpg	1451	3	4	1451	144426	439108	144426439108000	monotonic	soe	156664	0x12001	144426471243932	32060	10	0
1280x720-mjpg	1452	0	4	1452	144426	471107	144426471107000	monotonic	soe	156569	0x12001	144426503312841	32040	9	0
1280x720-mjpg	1453	1	4	1453	144426	503151	144426503151000	monotonic	soe	156499	0x12001	144426539160507	35820	10	0
1280x720-mjpg	1454	2	4	1454	144426	539110	144426539110000	monotonic	soe	156524	0x12001	144426571243959	32054	9	0
1280x720-mjpg	1455	3	4	1455	144426	571107	144426571107000	monotonic	soe	156484	0x12001	144426603271285	32001	8	0
1280x720-mjpg	1456	0	4	1456	144426	603112	144426603112000	monotonic	soe	156580	0x12001	144426639160451	35861	8	0
1280x720-mjpg	1457	1	4	1457	144426	639111	144426639111000	monotonic	soe	156958	0x12001	144426671251111	32065	8	0
1280x720-mjpg	1458	2	4	1458	144426	671109	144426671109000	monotonic	soe	156481	0x12001	144426703266103	31989	8	0
1280x720-mjpg	1459	3	4	1459	144426	703113	144426703113000	monotonic	soe	156263	0x12001	144426735334888	32040	10	0
1280x720-mjpg	1460	0	4	1460	144426	739105	144426739105000	monotonic	soe	157006	0x12001	144426771268805	35900	10	0
1280x720-mjpg	1461	1	4	1461	144426	771112	144426771112000	monotonic	soe	156932	0x12001	144426803288922	31991	11	0
1280x720-mjpg	1462	2	4	1462	144426	803115	144426803115000	monotonic	soe	156615	0x12001	144426835315206	31992	8	0
1280x720-mjpg	1463	3	4	1463	144426	839107	144426839107000	monotonic	soe	156664	0x12001	144426871255832	35911	8	0
1280x720-mjpg	1464	0	4	1464	144426	871112	144426871112000	monotonic	soe	156744	0x12001	144426903276658	31994	8	0
1280x720-mjpg	1465	1	4	1465	144426	903116	144426903116000	monotonic	soe	156522	0x12001	144426935311900	32008	8	0
1280x720-mjpg	1466	2	4	1466	144426	939107	144426939107000	monotonic	soe	156820	0x12001	144426971259276	35920	8	0
1280x720-mjpg	1467	3	4	1467	144426	971112	144426971112000	monotonic	soe	156591	0x12001	144427003280518	31994	9	0
1280x720-mjpg	1468	0	4	1468	144427	3118	144427003118000	monotonic	soe	156899	0x12001	144427035315136	32006	8	0
1280x720-mjpg	1469	1	4	1469	144427	39108	144427039108000	monotonic	soe	156879	0x12001	144427071264636	35885	8	0
1280x720-mjpg	1470	2	4	1470	144427	71114	144427071114000	monotonic	soe	156080	0x12001	144427103276170	31983	8	0
1280x720-mjpg	1471	3	4	1471	144427	103119	144427103119000	monotonic	soe	156478	0x12001	144427135320829	32019	8	0
1280x720-mjpg	1472	0	4	1472	144427	139110	144427139110000	monotonic	soe	156722	0x12001	144427171260038	35910	8	0
1280x720-mjpg	1473	1	4	1473	144427	171116	144427171116000	monotonic	soe	156929	0x12001	144427203270364	31986	9	0
1280x720-mjpg	1474	2	4	1474	144427	203120	144427203120000	monotonic	soe	156733	0x12001	144427235322148	32025	8	0
1280x720-mjpg	1475	3	4	1475	144427	239111	144427239111000	monotonic	soe	156548	0x12001	144427271263357	35912	10	0
1280x720-mjpg	1476	0	4	1476	144427	271117	144427271117000	monotonic	soe	156232	0x12001	144427303263599	31970	9	0
1280x720-mjpg	1477	1	4	1477	144427	303121	144427303121000	monotonic	soe	156397	0x12001	144427335315175	32025	8	0
1280x720-mjpg	1478	2	4	1478	144427	339113	144427339113000	monotonic	soe	156641	0x12001	144427371271218	35929	8	0
1280x720-mjpg	1479	3	4	1479	144427	371118	144427371118000	monotonic	soe	156526	0x12001	144427403278543	31978	9	0
1280x720-mjpg	1480	0	4	1480	144427	403122	144427403122000	monotonic	soe	155054	0x12001	144427435317619	32011	9	0
1280x720-mjpg	1481	1	4	1481	144427	439115	144427439115000	monotonic	soe	155248	0x12001	144427471262870	35918	8	0
1280x720-mjpg	1482	2	4	1482	144427	471120	144427471120000	monotonic	soe	155316	0x12001	144427503276779	31984	8	0
1280x720-mjpg	1483	3	4	1483	144427	503124	144427503124000	monotonic	soe	155283	0x12001	144427535320396	32017	7	0
1280x720-mjpg	1484	0	4	1484	144427	539115	144427539115000	monotonic	soe	155407	0x12001	144427571265564	35920	9	0
1280x720-mjpg	1485	1	4	1485	144427	571121	144427571121000	monotonic	soe	155371	0x12001	144427603276472	31983	8	0
1280x720-mjpg	1486	2	4	1486	144427	603124	144427603124000	monotonic	soe	155137	0x12001	144427635327798	32025	8	0
1280x720-mjpg	1487	3	4	1487	144427	639118	144427639118000	monotonic	soe	155173	0x12001	144427671269674	35914	10	0
1280x720-mjpg	1488	0	4	1488	144427	671121	144427671121000	monotonic	soe	155225	0x12001	144427703275416	31973	8	0
1280x720-mjpg	1489	1	4	1489	144427	703125	144427703125000	monotonic	soe	155388	0x12001	144427735318825	32018	9	0
1280x720-mjpg	1490	2	4	1490	144427	739117	144427739117000	monotonic	soe	155582	0x12001	144427771261034	35912	8	0
1280x720-mjpg	1491	3	4	1491	144427	771123	144427771123000	monotonic	soe	155610	0x12001	144427803279610	31989	8	0
1280x720-mjpg	1492	0	4	1492	144427	803128	144427803128000	monotonic	soe	155156	0x12001	144427835312769	32006	9	0
1280x720-mjpg	1493	1	4	1493	144427	839119	144427839119000	monotonic	soe	155562	0x12001	144427871269645	35929	9	0
1280x720-mjpg	1494	2	4	1494	144427	871124	144427871124000	monotonic	soe	155757	0x12001	144427903278637	31980	8	0
1280x720-mjpg	1495	3	4	1495	144427	903128	144427903128000	monotonic	soe	155434	0x12001	144427935310380	32006	10	0
1280x720-mjpg	1496	0	4	1496	144427	939120	144427939120000	monotonic	soe	155510	0x12001	144427971271380	35932	9	0
1280x720-mjpg	1497	1	4	1497	144427	971126	144427971126000	monotonic	soe	155757	0x12001	144428003290581	31991	10	0
1280x720-mjpg	1498	2	4	1498	144428	3130	144428003130000	monotonic	soe	155494	0x12001	144428035313865	31989	10	0
1280x720-mjpg	1499	3	4	1499	144428	39121	144428039121000	monotonic	soe	155367	0x12001	144428071279574	35933	10	0
1280x720-mjpg	1500	0	4	1500	144428	71126	144428071126000	monotonic	soe	155223	0x12001	144428103305567	31993	11	0
1280x720-mjpg	1501	1	4	1501	144428	103134	144428103134000	monotonic	soe	155559	0x12001	144428135313767	31971	9	0
1280x720-mjpg	1502	2	4	1502	144428	139124	144428139124000	monotonic	soe	155301	0x12001	144428171274310	35931	8	0
1280x720-mjpg	1503	3	4	1503	144428	171128	144428171128000	monotonic	soe	155259	0x12001	144428203289677	31987	7	0
1280x720-mjpg	1504	0	4	1504	144428	203132	144428203132000	monotonic	soe	155398	0x12001	144428235310419	31994	8	0
1280x720-mjpg	1505	1	4	1505	144428	239124	144428239124000	monotonic	soe	155573	0x12001	144428271279795	35942	9	0
1280x720-mjpg	1506	2	4	1506	144428	271130	144428271130000	monotonic	soe	155478	0x12001	144428303291912	31982	9	0
1280x720-mjpg	1507	3	4	1507	144428	303133	144428303133000	monotonic	soe	155764	0x12001	144428335305988	31984	8	0
1280x720-mjpg	1508	0	4	1508	144428	339125	144428339125000	monotonic	soe	155582	0x12001	144428371276280	35943	8	0
1280x720-mjpg	1509	1	4	1509	144428	371130	144428371130000	monotonic	soe	155307	0x12001	144428403290064	31986	9	0
1280x720-mjpg	1510	2	4	1510	144428	403135	144428403135000	monotonic	soe	155684	0x12001	144428435299806	31980	9	0
1280x720-mjpg	1511	3	4	1511	144428	439127	144428439127000	monotonic	soe	155537	0x12001	144428471277933	35908	9	0
1280x720-mjpg	1512	0	4	1512	144428	471132	144428471132000	monotonic	soe	155687	0x12001	144428503298967	31990	9	0
1280x720-mjpg	1513	1	4	1513	144428	503137	144428503137000	monotonic	soe	155687	0x12001	144428535302209	31972	10	0
1280x720-mjpg	1514	2	4	1514	144428	539127	144428539127000	monotonic	soe	155906	0x12001	144428571274626	35943	8	0
1280x720-mjpg	1515	3	4	1515	144428	571133	144428571133000	monotonic	soe	155436	0x12001	144428603296077	31996	9	0
1280x720-mjpg	1516	0	4	1516	144428	603138	144428603138000	monotonic	soe	155546	0x12001	144428635310902	31984	8	0
1280x720-mjpg	1517	1	4	1517	144428	635141	144428635141000	monotonic	soe	155821	0x12001	144428671270820	35932	9	0
1280x720-mjpg	1518	2	4	1518	144428	671134	144428671134000	monotonic	soe	155526	0x12001	144428703288270	31990	9	0
1280x720-mjpg	1519	3	4	1519	144428	703138	144428703138000	monotonic	soe	155533	0x12001	144428735303554	31984	8	0
1280x720-mjpg	1520	0	4	1520	144428	735142	144428735142000	monotonic	soe	155733	0x12001	144428771279014	35947	9	0
1280x720-mjpg	1521	1	4	1521	144428	771135	144428771135000	monotonic	soe	155743	0x12001	144428803295173	31987	10	0
1280x720-mjpg	1522	2	4	1522	144428	803140	144428803140000	monotonic	soe	155986	0x12001	144428835317498	31988	9	0
1280x720-mjpg	1523	3	4	1523	144428	835145	144428835145000	monotonic	soe	155905	0x12001	144428871279791	35933	7	0
1280x720-mjpg	1524	0	4	1524	144428	871136	144428871136000	monotonic	soe	156183	0x12001	144428903296033	31990	10	0
1280x720-mjpg	1525	1	4	1525	144428	903141	144428903141000	monotonic	soe	156078	0x12001	144428935309358	31985	9	0
1280x720-mjpg	1526	2	4	1526	144428	935145	144428935145000	monotonic	soe	155873	0x12001	144428971291276	35953	11	0
1280x720-mjpg	1527	3	4	1527	144428	971140	144428971140000	monotonic	soe	155504	0x12001	144429003292852	31969	9	0
1280x720-mjpg	1528	0	4	1528	144429	3143	144429003143000	monotonic	soe	155732	0x12001	144429035373386	32051	10	0
1280x720-mjpg	1529	1	4	1529	144429	35189	144429035189000	monotonic	soe	155542	0x12001	144429071281012	35875	9	0
1280x720-mjpg	1530	2	4	1530	144429	71138	144429071138000	monotonic	soe	155539	0x12001	144429103291879	31982	8	0
1280x720-mjpg	1531	3	4	1531	144429	103144	144429103144000	monotonic	soe	155460	0x12001	144429135348413	32030	9	0
1280x720-mjpg	1532	0	4	1532	144429	135188	144429135188000	monotonic	soe	155777	0x12001	144429171283997	35905	9	0
