arm	block	cycle	position	sample	total_us	pure_executor_us	process_cpu_us	voluntary_cs	involuntary_cs	output_hash	affinity_ok	cpu4_7_ime_count
stage58	2	53	0	507	135215	131466	674222	0	0	0xd43f5e018b415631	1	0
stage57	2	53	1	507	134329	130840	659609	0	1	0xd43f5e018b415631	1	0
stage57	2	53	2	508	132715	130515	647943	0	0	0xd43f5e018b415631	1	0
stage58	2	53	3	508	133986	131800	661289	0	1	0xd43f5e018b415631	1	0
stage57	2	54	0	509	132856	130643	651394	1	0	0xd43f5e018b415631	1	0
stage58	2	54	1	509	133152	130933	663344	0	1	0xd43f5e018b415631	1	0
stage58	2	54	2	510	133450	131238	658320	0	0	0xd43f5e018b415631	1	0
stage57	2	54	3	510	134183	131151	668377	0	0	0xd43f5e018b415631	1	0
stage58	2	55	0	511	135516	131551	676073	0	1	0xd43f5e018b415631	1	0
stage57	2	55	1	511	132655	130479	658357	0	0	0xd43f5e018b415631	1	0
stage57	2	55	2	512	133358	130902	655586	0	0	0xd43f5e018b415631	1	0
stage58	2	55	3	512	133976	131274	665955	0	0	0xd43f5e018b415631	1	0
stage57	2	56	0	513	134460	130716	657561	0	2	0xd43f5e018b415631	1	0
stage58	2	56	1	513	133745	131522	662264	0	0	0xd43f5e018b415631	1	0
stage58	2	56	2	514	133546	131333	654199	0	1	0xd43f5e018b415631	1	0
stage57	2	56	3	514	132883	130653	662523	1	0	0xd43f5e018b415631	1	0
stage58	2	57	0	515	135490	131133	676707	0	1	0xd43f5e018b415631	1	0
stage57	2	57	1	515	133771	130241	660265	0	0	0xd43f5e018b415631	1	0
stage57	2	57	2	516	132893	130662	651478	0	1	0xd43f5e018b415631	1	0
stage58	2	57	3	516	133226	130993	663373	0	0	0xd43f5e018b415631	1	0
stage57	2	58	0	517	134447	130248	658764	1	1	0xd43f5e018b415631	1	0
stage58	2	58	1	517	133725	131488	663469	0	0	0xd43f5e018b415631	1	0
stage58	2	58	2	518	133361	131192	655475	0	0	0xd43f5e018b415631	1	0
stage57	2	58	3	518	132892	130679	664525	1	1	0xd43f5e018b415631	1	0
stage58	2	59	0	519	135577	131276	662831	1	0	0xd43f5e018b415631	1	0
stage57	2	59	1	519	132835	130678	660845	0	0	0xd43f5e018b415631	1	0
stage57	2	59	2	520	133491	131022	657255	0	0	0xd43f5e018b415631	1	0
stage58	2	59	3	520	134332	131477	667157	0	2	0xd43f5e018b415631	1	0
stage57	2	60	0	521	132876	130699	655587	3	0	0xd43f5e018b415631	1	0
stage58	2	60	1	521	133460	131237	651826	0	0	0xd43f5e018b415631	1	0
stage58	2	60	2	522	132903	130741	660489	0	0	0xd43f5e018b415631	1	0
stage57	2	60	3	522	132994	130816	656065	2	1	0xd43f5e018b415631	1	0
stage58	2	61	0	523	133358	131127	651626	2	0	0xd43f5e018b415631	1	0
stage57	2	61	1	523	132910	130741	660674	0	2	0xd43f5e018b415631	1	0
stage57	2	61	2	524	132532	130364	655679	0	0	0xd43f5e018b415631	1	0
stage58	2	61	3	524	133739	131250	653880	0	1	0xd43f5e018b415631	1	0
stage57	2	62	0	525	132531	130346	660882	0	0	0xd43f5e018b415631	1	0
stage58	2	62	1	525	133203	131015	658580	2	0	0xd43f5e018b415631	1	0
stage58	2	62	2	526	133238	131022	652952	0	1	0xd43f5e018b415631	1	0
stage57	2	62	3	526	132424	130207	646386	0	0	0xd43f5e018b415631	1	0
stage58	2	63	0	527	133484	131298	660761	0	0	0xd43f5e018b415631	1	0
stage57	2	63	1	527	133978	130593	654460	0	0	0xd43f5e018b415631	1	0
stage57	2	63	2	528	132917	130767	660355	0	2	0xd43f5e018b415631	1	0
stage58	2	63	3	528	133596	131107	656625	1	0	0xd43f5e018b415631	1	0
stage57	2	64	0	529	133283	130641	665055	0	0	0xd43f5e018b415631	1	0
stage58	2	64	1	529	133592	131395	659359	2	0	0xd43f5e018b415631	1	0
stage58	2	64	2	530	133408	131179	652006	0	1	0xd43f5e018b415631	1	0
stage57	2	64	3	530	132998	130828	660975	0	0	0xd43f5e018b415631	1	0
stage58	2	65	0	531	133148	130956	656270	0	1	0xd43f5e018b415631	1	0
stage57	2	65	1	531	132754	130499	650435	3	0	0xd43f5e018b415631	1	0
stage57	2	65	2	532	132795	130585	662634	0	1	0xd43f5e018b415631	1	0
stage58	2	65	3	532	135412	131850	677287	0	0	0xd43f5e018b415631	1	0
stage57	2	66	0	533	133125	130963	660361	1	0	0xd43f5e018b415631	1	0
stage58	2	66	1	533	134959	131163	672786	0	1	0xd43f5e018b415631	1	0
stage58	2	66	2	534	133096	130932	658312	0	0	0xd43f5e018b415631	1	0
stage57	2	66	3	534	133608	130644	653579	0	0	0xd43f5e018b415631	1	0
stage58	2	67	0	535	132879	130636	661554	0	0	0xd43f5e018b415631	1	0
stage57	2	67	1	535	132657	130493	656874	1	2	0xd43f5e018b415631	1	0
stage57	2	67	2	536	132671	130512	653613	0	0	0xd43f5e018b415631	1	0
stage58	2	67	3	536	133283	131047	666649	1	0	0xd43f5e018b415631	1	0
stage57	2	68	0	537	133211	131060	660470	1	0	0xd43f5e018b415631	1	0
stage58	2	68	1	537	133421	131247	654942	0	1	0xd43f5e018b415631	1	0
stage58	2	68	2	538	133081	130874	664203	0	0	0xd43f5e018b415631	1	0
stage57	2	68	3	538	134784	130677	660682	0	1	0xd43f5e018b415631	1	0
stage58	2	69	0	539	133701	131486	663645	0	0	0xd43f5e018b415631	1	0
stage57	2	69	1	539	132965	130786	655193	2	1	0xd43f5e018b415631	1	0
stage57	2	69	2	540	133045	130822	650605	0	0	0xd43f5e018b415631	1	0
stage58	2	69	3	540	133517	131310	662056	0	0	0xd43f5e018b415631	1	0
stage57	2	70	0	541	132995	130833	654597	0	1	0xd43f5e018b415631	1	0
stage58	2	70	1	541	133265	131003	666024	2	0	0xd43f5e018b415631	1	0
stage58	2	70	2	542	133564	131393	660535	0	0	0xd43f5e018b415631	1	0
stage57	2	70	3	542	133780	130832	653561	0	2	0xd43f5e018b415631	1	0
stage58	2	71	0	543	133591	131377	661111	3	2	0xd43f5e018b415631	1	0
stage57	2	71	1	543	134284	130906	670720	1	0	0xd43f5e018b415631	1	0
stage57	2	71	2	544	132645	130481	659238	0	0	0xd43f5e018b415631	1	0
stage58	2	71	3	544	133085	130909	656267	0	1	0xd43f5e018b415631	1	0
stage57	2	72	0	545	133552	130440	667477	0	0	0xd43f5e018b415631	1	0
stage58	2	72	1	545	133200	131012	660080	1	0	0xd43f5e018b415631	1	0
stage58	2	72	2	546	133503	130999	654748	0	1	0xd43f5e018b415631	1	0
stage57	2	72	3	546	133705	131269	664077	0	1	0xd43f5e018b415631	1	0
stage58	2	73	0	547	133885	131398	656582	0	1	0xd43f5e018b415631	1	0
stage57	2	73	1	547	133294	130853	663630	0	0	0xd43f5e018b415631	1	0
stage57	2	73	2	548	132858	130700	657292	0	0	0xd43f5e018b415631	1	0
stage58	2	73	3	548	133078	130843	653103	2	1	0xd43f5e018b415631	1	0
stage57	2	74	0	549	132632	130420	647578	0	0	0xd43f5e018b415631	1	0
stage58	2	74	1	549	135947	131593	679381	1	0	0xd43f5e018b415631	1	0
stage58	2	74	2	550	134129	131664	661006	0	0	0xd43f5e018b415631	1	0
stage57	2	74	3	550	132498	130294	649891	0	2	0xd43f5e018b415631	1	0
stage58	2	75	0	551	133386	130987	664013	0	0	0xd43f5e018b415631	1	0
stage57	2	75	1	551	134513	130617	658747	1	0	0xd43f5e018b415631	1	0
stage57	2	75	2	552	132981	130719	662341	1	0	0xd43f5e018b415631	1	0
stage58	2	75	3	552	135052	131091	659565	0	1	0xd43f5e018b415631	1	0
stage57	2	76	0	553	133136	130982	660496	0	0	0xd43f5e018b415631	1	0
stage58	2	76	1	553	133815	131636	655720	0	1	0xd43f5e018b415631	1	0
stage58	2	76	2	554	133600	131334	663496	0	0	0xd43f5e018b415631	1	0
stage57	2	76	3	554	132938	130752	655310	1	1	0xd43f5e018b415631	1	0
stage58	2	77	0	555	132827	130598	650621	1	0	0xd43f5e018b415631	1	0
stage57	2	77	1	555	132764	130468	662369	0	0	0xd43f5e018b415631	1	0
stage57	2	77	2	556	133015	130862	658753	0	1	0xd43f5e018b415631	1	0
stage58	2	77	3	556	135114	131475	671983	1	0	0xd43f5e018b415631	1	0
stage57	2	78	0	557	133108	130949	656696	1	0	0xd43f5e018b415631	1	0
stage58	2	78	1	557	134609	131550	668898	0	0	0xd43f5e018b415631	1	0
stage58	2	78	2	558	133043	130765	655947	0	2	0xd43f5e018b415631	1	0
stage57	2	78	3	558	133439	130695	663428	0	0	0xd43f5e018b415631	1	0
stage58	2	79	0	559	133249	131042	660458	3	0	0xd43f5e018b415631	1	0
stage57	2	79	1	559	134406	130696	671741	1	1	0xd43f5e018b415631	1	0
stage57	2	79	2	560	133355	131172	660266	1	0	0xd43f5e018b415631	1	0
stage58	2	79	3	560	134109	130711	670776	1	0	0xd43f5e018b415631	1	0
stage57	2	80	0	561	134176	130571	661375	0	1	0xd43f5e018b415631	1	0
stage58	2	80	1	561	133874	130899	667546	1	0	0xd43f5e018b415631	1	0
stage58	2	80	2	562	133426	131251	658746	0	3	0xd43f5e018b415631	1	0
stage57	2	80	3	562	133663	130538	668533	0	0	0xd43f5e018b415631	1	0
stage58	2	81	0	563	134891	131282	662074	0	1	0xd43f5e018b415631	1	0
stage57	2	81	1	563	132899	130491	663639	0	1	0xd43f5e018b415631	1	0
stage57	2	81	2	564	132842	130659	659278	0	0	0xd43f5e018b415631	1	0
stage58	2	81	3	564	133485	131260	655687	0	0	0xd43f5e018b415631	1	0
stage57	2	82	0	565	132681	130477	648088	0	0	0xd43f5e018b415631	1	0
stage58	2	82	1	565	134049	131867	661417	2	2	0xd43f5e018b415631	1	0
stage58	2	82	2	566	133055	130812	651792	0	0	0xd43f5e018b415631	1	0
stage57	2	82	3	566	133686	131361	663301	0	0	0xd43f5e018b415631	1	0
stage58	2	83	0	567	135277	131692	673226	0	1	0xd43f5e018b415631	1	0
stage57	2	83	1	567	134535	130687	658588	1	0	0xd43f5e018b415631	1	0
stage57	2	83	2	568	132601	130422	661718	0	0	0xd43f5e018b415631	1	0
stage58	2	83	3	568	133264	131076	659046	0	1	0xd43f5e018b415631	1	0
stage57	2	84	0	569	132664	130448	652579	2	0	0xd43f5e018b415631	1	0
stage58	2	84	1	569	133155	130924	665416	2	2	0xd43f5e018b415631	1	0
stage58	2	84	2	570	133671	131492	660716	0	0	0xd43f5e018b415631	1	0
stage57	2	84	3	570	133695	130478	653117	0	1	0xd43f5e018b415631	1	0
stage58	2	85	0	571	132959	130780	660577	0	1	0xd43f5e018b415631	1	0
stage57	2	85	1	571	132611	130440	655613	1	0	0xd43f5e018b415631	1	0
stage57	2	85	2	572	133253	129915	652957	0	0	0xd43f5e018b415631	1	0
stage58	2	85	3	572	133760	131464	663575	2	0	0xd43f5e018b415631	1	0
stage57	2	86	0	573	134254	130494	656085	0	2	0xd43f5e018b415631	1	0
stage58	2	86	1	573	135315	130929	663281	0	0	0xd43f5e018b415631	1	0
stage58	2	86	2	574	133225	131007	663062	1	0	0xd43f5e018b415631	1	0
stage57	2	86	3	574	134623	130756	658634	1	1	0xd43f5e018b415631	1	0
stage58	2	87	0	575	133177	130937	661880	3	0	0xd43f5e018b415631	1	0
stage57	2	87	1	575	133025	130861	656209	1	0	0xd43f5e018b415631	1	0
stage57	2	87	2	576	133005	130801	651194	0	1	0xd43f5e018b415631	1	0
stage58	2	87	3	576	133305	131043	662675	0	0	0xd43f5e018b415631	1	0
stage57	2	88	0	577	133949	130602	657233	0	1	0xd43f5e018b415631	1	0
stage58	2	88	1	577	133528	131270	664149	3	0	0xd43f5e018b415631	1	0
stage58	2	88	2	578	133010	130744	656794	0	0	0xd43f5e018b415631	1	0
stage57	2	88	3	578	132847	130624	651586	3	1	0xd43f5e018b415631	1	0
stage58	2	89	0	579	134016	131772	664537	2	0	0xd43f5e018b415631	1	0
stage57	2	89	1	579	134531	130780	672154	1	0	0xd43f5e018b415631	1	0
stage57	2	89	2	580	133432	131001	660134	0	0	0xd43f5e018b415631	1	0
stage58	2	89	3	580	134884	131541	670919	0	2	0xd43f5e018b415631	1	0
stage57	2	90	0	581	133597	131121	657285	0	2	0xd43f5e018b415631	1	0
stage58	2	90	1	581	133429	131198	665892	1	0	0xd43f5e018b415631	1	0
stage58	2	90	2	582	133636	131456	659605	0	1	0xd43f5e018b415631	1	0
stage57	2	90	3	582	132662	130443	651183	2	0	0xd43f5e018b415631	1	0
stage58	2	91	0	583	133180	130940	664226	0	0	0xd43f5e018b415631	1	0
stage57	2	91	1	583	134892	130820	660328	1	1	0xd43f5e018b415631	1	0
stage57	2	91	2	584	133126	130937	662245	0	0	0xd43f5e018b415631	1	0
stage58	2	91	3	584	135243	131382	674928	0	1	0xd43f5e018b415631	1	0
stage57	2	92	0	585	133250	131072	658958	1	0	0xd43f5e018b415631	1	0
stage58	2	92	1	585	133632	131396	653464	2	0	0xd43f5e018b415631	1	0
stage58	2	92	2	586	134130	131897	662507	1	1	0xd43f5e018b415631	1	0
stage57	2	92	3	586	133320	130428	652405	0	0	0xd43f5e018b415631	1	0
stage58	2	93	0	587	133930	131655	662846	1	0	0xd43f5e018b415631	1	0
stage57	2	93	1	587	133948	130593	654292	0	0	0xd43f5e018b415631	1	0
stage57	2	93	2	588	133042	130875	660450	1	2	0xd43f5e018b415631	1	0
stage58	2	93	3	588	133328	131136	655847	1	0	0xd43f5e018b415631	1	0
stage57	2	94	0	589	133486	130889	665834	0	0	0xd43f5e018b415631	1	0
stage58	2	94	1	589	135540	131455	677046	0	1	0xd43f5e018b415631	1	0
stage58	2	94	2	590	135347	131032	662036	0	0	0xd43f5e018b415631	1	0
stage57	2	94	3	590	132848	130653	661239	0	0	0xd43f5e018b415631	1	0
stage58	2	95	0	591	133452	130952	657578	0	1	0xd43f5e018b415631	1	0
stage57	2	95	1	591	132674	130460	650155	1	0	0xd43f5e018b415631	1	0
stage57	2	95	2	592	133058	130803	663000	0	1	0xd43f5e018b415631	1	0
stage58	2	95	3	592	133274	131076	658181	0	0	0xd43f5e018b415631	1	0
stage57	2	96	0	593	132729	130361	651672	0	0	0xd43f5e018b415631	1	0
stage58	2	96	1	593	133893	131317	664997	0	1	0xd43f5e018b415631	1	0
stage58	2	96	2	594	132937	130767	655668	0	0	0xd43f5e018b415631	1	0
stage57	2	96	3	594	133251	130458	651402	0	0	0xd43f5e018b415631	1	0
stage58	2	97	0	595	133621	131120	661912	0	0	0xd43f5e018b415631	1	0
stage57	2	97	1	595	134520	131451	671345	0	2	0xd43f5e018b415631	1	0
stage57	2	97	2	596	132711	130549	658796	0	0	0xd43f5e018b415631	1	0
stage58	2	97	3	596	134779	130891	673175	0	0	0xd43f5e018b415631	1	0
stage57	2	98	0	597	134624	130436	661025	0	1	0xd43f5e018b415631	1	0
stage58	2	98	1	597	133255	131023	664347	1	0	0xd43f5e018b415631	1	0
stage58	2	98	2	598	133213	131037	658560	0	0	0xd43f5e018b415631	1	0
stage57	2	98	3	598	132473	130251	652010	0	1	0xd43f5e018b415631	1	0
stage58	2	99	0	599	133298	131040	666144	0	0	0xd43f5e018b415631	1	0
stage57	2	99	1	599	134646	130409	661411	0	1	0xd43f5e018b415631	1	0
stage57	2	99	2	600	133093	130878	664438	1	2	0xd43f5e018b415631	1	0
stage58	2	99	3	600	135288	131127	661497	0	0	0xd43f5e018b415631	1	0
stage58	3	0	0	601	133416	131230	661156	1	1	0xd43f5e018b415631	1	0
stage57	3	0	1	601	134246	130770	655583	0	0	0xd43f5e018b415631	1	0
stage57	3	0	2	602	133237	130756	660717	0	0	0xd43f5e018b415631	1	0
stage58	3	0	3	602	134610	131053	672209	1	0	0xd43f5e018b415631	1	0
stage57	3	1	0	603	132909	130756	659150	1	2	0xd43f5e018b415631	1	0
stage58	3	1	1	603	133774	131600	655662	1	0	0xd43f5e018b415631	1	0
stage58	3	1	2	604	133370	131155	663374	1	0	0xd43f5e018b415631	1	0
stage57	3	1	3	604	132906	130713	656468	3	1	0xd43f5e018b415631	1	0
stage58	3	2	0	605	134062	131141	669196	0	0	0xd43f5e018b415631	1	0
stage57	3	2	1	605	134369	130829	660428	0	0	0xd43f5e018b415631	1	0
stage57	3	2	2	606	133094	130786	664809	0	1	0xd43f5e018b415631	1	0
stage58	3	2	3	606	135282	131057	661816	0	0	0xd43f5e018b415631	1	0
stage57	3	3	0	607	132887	130689	661297	2	1	0xd43f5e018b415631	1	0
stage58	3	3	1	607	135164	131265	675287	1	0	0xd43f5e018b415631	1	0
stage58	3	3	2	608	133177	131011	659842	0	0	0xd43f5e018b415631	1	0
stage57	3	3	3	608	134289	130801	671330	0	1	0xd43f5e018b415631	1	0
stage58	3	4	0	609	133802	131617	660953	0	0	0xd43f5e018b415631	1	0
stage57	3	4	1	609	134527	131222	669573	0	0	0xd43f5e018b415631	1	0
stage57	3	4	2	610	133409	131236	657529	0	0	0xd43f5e018b415631	1	0
stage58	3	4	3	610	133405	131172	666975	0	2	0xd43f5e018b415631	1	0
stage57	3	5	0	611	133196	130529	660445	0	0	0xd43f5e018b415631	1	0
stage58	3	5	1	611	133899	131380	655505	1	0	0xd43f5e018b415631	1	0
stage58	3	5	2	612	133421	131175	662582	0	1	0xd43f5e018b415631	1	0
stage57	3	5	3	612	133050	130846	655659	3	0	0xd43f5e018b415631	1	0
stage58	3	6	0	613	134118	131705	667712	0	0	0xd43f5e018b415631	1	0
stage57	3	6	1	613	133270	131116	657501	0	1	0xd43f5e018b415631	1	0
stage57	3	6	2	614	133116	130920	651530	0	0	0xd43f5e018b415631	1	0
stage58	3	6	3	614	133540	131293	662474	3	1	0xd43f5e018b415631	1	0
stage57	3	7	0	615	133159	130982	655216	2	0	0xd43f5e018b415631	1	0
stage58	3	7	1	615	134366	131568	666887	0	2	0xd43f5e018b415631	1	0
stage58	3	7	2	616	133519	131017	655840	0	0	0xd43f5e018b415631	1	0
stage57	3	7	3	616	132778	130580	648148	0	0	0xd43f5e018b415631	1	0
stage58	3	8	0	617	133826	131346	661089	0	0	0xd43f5e018b415631	1	0
stage57	3	8	1	617	133516	131050	652621	0	0	0xd43f5e018b415631	1	0
stage57	3	8	2	618	133152	130967	661291	0	2	0xd43f5e018b415631	1	0
stage58	3	8	3	618	133946	131757	656721	0	0	0xd43f5e018b415631	1	0
stage57	3	9	0	619	133690	131217	663683	1	2	0xd43f5e018b415631	1	0
stage58	3	9	1	619	134847	131187	673267	0	1	0xd43f5e018b415631	1	0
stage58	3	9	2	620	134279	132109	660647	0	0	0xd43f5e018b415631	1	0
stage57	3	9	3	620	133718	130891	666069	0	0	0xd43f5e018b415631	1	0
stage58	3	10	0	621	135252	131794	675797	1	1	0xd43f5e018b415631	1	0
stage57	3	10	1	621	132708	130554	659518	0	0	0xd43f5e018b415631	1	0
stage57	3	10	2	622	133386	130918	656573	0	1	0xd43f5e018b415631	1	0
stage58	3	10	3	622	133474	131238	666278	1	0	0xd43f5e018b415631	1	0
stage57	3	11	0	623	133125	130970	659209	1	0	0xd43f5e018b415631	1	0
stage58	3	11	1	623	133448	131213	654110	2	1	0xd43f5e018b415631	1	0
stage58	3	11	2	624	133343	131115	663425	1	0	0xd43f5e018b415631	1	0
stage57	3	11	3	624	134933	131071	674869	1	0	0xd43f5e018b415631	1	0
stage58	3	12	0	625	134218	132004	661472	0	0	0xd43f5e018b415631	1	0
stage57	3	12	1	625	134123	131093	667496	1	2	0xd43f5e018b415631	1	0
stage57	3	12	2	626	132742	130595	656889	0	0	0xd43f5e018b415631	1	0
stage58	3	12	3	626	134119	131080	670452	1	0	0xd43f5e018b415631	1	0
stage57	3	13	0	627	135063	130461	661970	1	2	0xd43f5e018b415631	1	0
stage58	3	13	1	627	133207	130925	663060	3	0	0xd43f5e018b415631	1	0
stage58	3	13	2	628	133839	131348	658098	0	0	0xd43f5e018b415631	1	0
stage57	3	13	3	628	133066	130835	665049	1	1	0xd43f5e018b415631	1	0
stage58	3	14	0	629	132831	130654	659795	0	0	0xd43f5e018b415631	1	0
stage57	3	14	1	629	133109	130946	655848	1	1	0xd43f5e018b415631	1	0
stage57	3	14	2	630	132649	130408	650106	2	0	0xd43f5e018b415631	1	0
stage58	3	14	3	630	134304	131881	664283	0	1	0xd43f5e018b415631	1	0
stage57	3	15	0	631	134476	131055	670439	0	0	0xd43f5e018b415631	1	0
stage58	3	15	1	631	134858	130825	660071	1	0	0xd43f5e018b415631	1	0
stage58	3	15	2	632	133519	131290	662195	1	0	0xd43f5e018b415631	1	0
stage57	3	15	3	632	133009	130815	654752	2	0	0xd43f5e018b415631	1	0
stage58	3	16	0	633	133837	131616	666573	1	2	0xd43f5e018b415631	1	0
stage57	3	16	1	633	134507	130565	659195	0	0	0xd43f5e018b415631	1	0
stage57	3	16	2	634	132812	130620	662633	0	0	0xd43f5e018b415631	1	0
stage58	3	16	3	634	133509	131336	659153	0	1	0xd43f5e018b415631	1	0
stage57	3	17	0	635	133248	130815	652076	0	0	0xd43f5e018b415631	1	0
stage58	3	17	1	635	133409	131209	662366	1	0	0xd43f5e018b415631	1	0
stage58	3	17	2	636	133318	131145	655744	0	1	0xd43f5e018b415631	1	0
stage57	3	17	3	636	132915	130709	649245	2	0	0xd43f5e018b415631	1	0
stage58	3	18	0	637	135290	131734	662943	0	1	0xd43f5e018b415631	1	0
stage57	3	18	1	637	133054	130836	662717	0	0	0xd43f5e018b415631	1	0
stage57	3	18	2	638	132751	130596	657439	0	1	0xd43f5e018b415631	1	0
stage58	3	18	3	638	133766	131525	654393	2	2	0xd43f5e018b415631	1	0
stage57	3	19	0	639	132699	130480	661613	0	0	0xd43f5e018b415631	1	0
stage58	3	19	1	639	133560	131382	658832	0	0	0xd43f5e018b415631	1	0
stage58	3	19	2	640	133306	130873	651573	0	0	0xd43f5e018b415631	1	0
stage57	3	19	3	640	133582	131429	661507	0	2	0xd43f5e018b415631	1	0
stage58	3	20	0	641	132801	130572	653621	0	0	0xd43f5e018b415631	1	0
stage57	3	20	1	641	132805	130584	649548	1	0	0xd43f5e018b415631	1	0
stage57	3	20	2	642	132976	130792	661618	0	1	0xd43f5e018b415631	1	0
stage58	3	20	3	642	135209	131347	675126	0	0	0xd43f5e018b415631	1	0
stage57	3	21	0	643	135188	130711	661410	0	0	0xd43f5e018b415631	1	0
stage58	3	21	1	643	133965	131748	662484	2	1	0xd43f5e018b415631	1	0
stage58	3	21	2	644	133341	130870	653325	0	0	0xd43f5e018b415631	1	0
stage57	3	21	3	644	133373	131161	663020	1	1	0xd43f5e018b415631	1	0
stage58	3	22	0	645	135092	131736	674453	1	0	0xd43f5e018b415631	1	0
stage57	3	22	1	645	132628	130455	658730	1	1	0xd43f5e018b415631	1	0
stage57	3	22	2	646	132989	130641	655781	0	0	0xd43f5e018b415631	1	0
stage58	3	22	3	646	133884	131457	667877	0	0	0xd43f5e018b415631	1	0
stage57	3	23	0	647	132718	130505	658340	0	0	0xd43f5e018b415631	1	0
stage58	3	23	1	647	134713	130920	672607	0	0	0xd43f5e018b415631	1	0
stage58	3	23	2	648	134184	132020	660342	0	2	0xd43f5e018b415631	1	0
stage57	3	23	3	648	132858	130491	649524	0	0	0xd43f5e018b415631	1	0
stage58	3	24	0	649	133077	130859	661452	1	0	0xd43f5e018b415631	1	0
stage57	3	24	1	649	133108	130935	656293	0	1	0xd43f5e018b415631	1	0
stage57	3	24	2	650	132189	129981	650226	0	0	0xd43f5e018b415631	1	0
stage58	3	24	3	650	133185	130809	665542	0	0	0xd43f5e018b415631	1	0
stage57	3	25	0	651	135172	130951	661897	0	1	0xd43f5e018b415631	1	0
stage58	3	25	1	651	133198	130956	662354	1	0	0xd43f5e018b415631	1	0
stage58	3	25	2	652	133342	131174	656950	0	1	0xd43f5e018b415631	1	0
stage57	3	25	3	652	132822	130584	650162	3	0	0xd43f5e018b415631	1	0
stage58	3	26	0	653	133720	131462	662911	0	1	0xd43f5e018b415631	1	0
stage57	3	26	1	653	133968	130456	655492	1	0	0xd43f5e018b415631	1	0
stage57	3	26	2	654	133614	131388	662492	0	0	0xd43f5e018b415631	1	0
stage58	3	26	3	654	133429	131252	654976	1	0	0xd43f5e018b415631	1	0
stage57	3	27	0	655	132575	130377	647529	1	0	0xd43f5e018b415631	1	0
stage58	3	27	1	655	133555	131378	661080	1	2	0xd43f5e018b415631	1	0
stage58	3	27	2	656	133846	131327	654507	0	0	0xd43f5e018b415631	1	0
stage57	3	27	3	656	133381	131201	661748	0	0	0xd43f5e018b415631	1	0
stage58	3	28	0	657	133368	131198	655309	0	1	0xd43f5e018b415631	1	0
stage57	3	28	1	657	133266	130765	664805	0	2	0xd43f5e018b415631	1	0
stage57	3	28	2	658	132625	130479	658479	0	0	0xd43f5e018b415631	1	0
stage58	3	28	3	658	135132	131469	673524	0	1	0xd43f5e018b415631	1	0
stage57	3	29	0	659	134610	130602	659692	1	0	0xd43f5e018b415631	1	0
stage58	3	29	1	659	133379	130989	663096	0	1	0xd43f5e018b415631	1	0
stage58	3	29	2	660	133757	131302	657247	0	0	0xd43f5e018b415631	1	0
stage57	3	29	3	660	132807	130605	648322	1	1	0xd43f5e018b415631	1	0
stage58	3	30	0	661	133434	131245	660809	1	0	0xd43f5e018b415631	1	0
stage57	3	30	1	661	134134	130558	654908	0	1	0xd43f5e018b415631	1	0
stage57	3	30	2	662	132556	130397	659828	0	0	0xd43f5e018b415631	1	0
stage58	3	30	3	662	133232	131031	657269	0	0	0xd43f5e018b415631	1	0
stage57	3	31	0	663	132982	130773	651090	1	2	0xd43f5e018b415631	1	0
stage58	3	31	1	663	133165	130940	662575	1	0	0xd43f5e018b415631	1	0
stage58	3	31	2	664	133966	131787	657953	0	0	0xd43f5e018b415631	1	0
stage57	3	31	3	664	133082	130842	664196	3	1	0xd43f5e018b415631	1	0
stage58	3	32	0	665	134138	131965	660198	0	0	0xd43f5e018b415631	1	0
stage57	3	32	1	665	132723	130517	649375	0	0	0xd43f5e018b415631	1	0
stage57	3	32	2	666	132845	130652	661728	0	1	0xd43f5e018b415631	1	0
stage58	3	32	3	666	133819	131350	658535	0	0	0xd43f5e018b415631	1	0
stage57	3	33	0	667	132811	130568	649234	3	1	0xd43f5e018b415631	1	0
stage58	3	33	1	667	133755	131522	662092	3	0	0xd43f5e018b415631	1	0
stage58	3	33	2	668	132998	130770	653544	0	1	0xd43f5e018b415631	1	0
stage57	3	33	3	668	133097	130447	664832	0	0	0xd43f5e018b415631	1	0
stage58	3	34	0	669	133856	131685	660385	0	0	0xd43f5e018b415631	1	0
stage57	3	34	1	669	132576	130348	650814	0	0	0xd43f5e018b415631	1	0
stage57	3	34	2	670	133171	130966	664316	0	0	0xd43f5e018b415631	1	0
stage58	3	34	3	670	133511	131322	659000	0	2	0xd43f5e018b415631	1	0
stage57	3	35	0	671	133532	131081	652215	0	0	0xd43f5e018b415631	1	0
stage58	3	35	1	671	133623	131144	661201	0	0	0xd43f5e018b415631	1	0
stage58	3	35	2	672	133403	131175	653669	0	1	0xd43f5e018b415631	1	0
stage57	3	35	3	672	132602	130388	662375	2	0	0xd43f5e018b415631	1	0
stage58	3	36	0	673	134028	131520	660579	0	0	0xd43f5e018b415631	1	0
stage57	3	36	1	673	132799	130597	650309	0	1	0xd43f5e018b415631	1	0
stage57	3	36	2	674	132924	130670	662479	0	0	0xd43f5e018b415631	1	0
stage58	3	36	3	674	133508	131305	658438	1	1	0xd43f5e018b415631	1	0
stage57	3	37	0	675	133032	130824	651122	1	0	0xd43f5e018b415631	1	0
stage58	3	37	1	675	133228	130961	662205	0	2	0xd43f5e018b415631	1	0
stage58	3	37	2	676	133608	131432	657045	0	0	0xd43f5e018b415631	1	0
