arm	block	cycle	position	sample	total_us	pure_executor_us	process_cpu_us	voluntary_cs	involuntary_cs	output_hash	affinity_ok	cpu4_7_ime_count
stage57	0	83	2	168	132788	130569	663168	2	0	0xd43f5e018b415631	1	0
stage58	0	83	3	168	133672	131497	659999	0	2	0xd43f5e018b415631	1	0
stage57	0	84	0	169	133496	130378	652373	1	0	0xd43f5e018b415631	1	0
stage58	0	84	1	169	135954	131568	679835	0	0	0xd43f5e018b415631	1	0
stage58	0	84	2	170	133801	131600	661082	0	0	0xd43f5e018b415631	1	0
stage57	0	84	3	170	132779	130573	652000	0	0	0xd43f5e018b415631	1	0
stage58	0	85	0	171	133773	131547	664943	0	1	0xd43f5e018b415631	1	0
stage57	0	85	1	171	133245	131082	656477	1	1	0xd43f5e018b415631	1	0
stage57	0	85	2	172	132942	130732	650483	0	0	0xd43f5e018b415631	1	0
stage58	0	85	3	172	133903	131648	662644	2	1	0xd43f5e018b415631	1	0
stage57	0	86	0	173	133361	131165	653726	0	0	0xd43f5e018b415631	1	0
stage58	0	86	1	173	133553	131135	663586	1	0	0xd43f5e018b415631	1	0
stage58	0	86	2	174	133682	131192	656771	0	0	0xd43f5e018b415631	1	0
stage57	0	86	3	174	132990	130310	664460	0	1	0xd43f5e018b415631	1	0
stage58	0	87	0	175	135512	131270	662141	0	1	0xd43f5e018b415631	1	0
stage57	0	87	1	175	134672	131124	662266	1	0	0xd43f5e018b415631	1	0
stage57	0	87	2	176	132880	130679	648863	1	2	0xd43f5e018b415631	1	0
stage58	0	87	3	176	135745	131410	663267	0	0	0xd43f5e018b415631	1	0
stage57	0	88	0	177	133068	130587	660624	0	0	0xd43f5e018b415631	1	0
stage58	0	88	1	177	134477	131243	656883	1	0	0xd43f5e018b415631	1	0
stage58	0	88	2	178	133742	131574	661288	0	0	0xd43f5e018b415631	1	0
stage57	0	88	3	178	133180	130975	652789	1	1	0xd43f5e018b415631	1	0
stage58	0	89	0	179	133833	131352	663782	0	3	0xd43f5e018b415631	1	0
stage57	0	89	1	179	132812	130655	654686	1	0	0xd43f5e018b415631	1	0
stage57	0	89	2	180	133122	130728	650926	0	1	0xd43f5e018b415631	1	0
stage58	0	89	3	180	133463	131251	661872	2	0	0xd43f5e018b415631	1	0
stage57	0	90	0	181	132746	130223	654458	1	0	0xd43f5e018b415631	1	0
stage58	0	90	1	181	133717	131286	667593	0	0	0xd43f5e018b415631	1	0
stage58	0	90	2	182	133950	131485	660175	0	1	0xd43f5e018b415631	1	0
stage57	0	90	3	182	133160	130784	650733	0	0	0xd43f5e018b415631	1	0
stage58	0	91	0	183	136063	131667	680021	0	0	0xd43f5e018b415631	1	0
stage57	0	91	1	183	134547	130998	661206	1	2	0xd43f5e018b415631	1	0
stage57	0	91	2	184	132822	130620	648681	0	0	0xd43f5e018b415631	1	0
stage58	0	91	3	184	133283	131089	660847	0	0	0xd43f5e018b415631	1	0
stage57	0	92	0	185	133353	130841	654914	1	0	0xd43f5e018b415631	1	0
stage58	0	92	1	185	133436	131157	664438	3	0	0xd43f5e018b415631	1	0
stage58	0	92	2	186	133474	131309	657875	0	1	0xd43f5e018b415631	1	0
stage57	0	92	3	186	132746	130525	650398	1	1	0xd43f5e018b415631	1	0
stage58	0	93	0	187	133003	130759	662836	2	0	0xd43f5e018b415631	1	0
stage57	0	93	1	187	132914	130760	657899	0	1	0xd43f5e018b415631	1	0
stage57	0	93	2	188	133195	130713	653806	0	0	0xd43f5e018b415631	1	0
stage58	0	93	3	188	133663	131389	664563	1	0	0xd43f5e018b415631	1	0
stage57	0	94	0	189	133106	130947	656534	0	0	0xd43f5e018b415631	1	0
stage58	0	94	1	189	134427	131274	668513	0	1	0xd43f5e018b415631	1	0
stage58	0	94	2	190	133525	131043	657142	0	0	0xd43f5e018b415631	1	0
stage57	0	94	3	190	132722	130448	649358	1	0	0xd43f5e018b415631	1	0
stage58	0	95	0	191	133433	131142	662202	0	2	0xd43f5e018b415631	1	0
stage57	0	95	1	191	134271	130662	656558	1	0	0xd43f5e018b415631	1	0
stage57	0	95	2	192	132602	130429	660999	0	0	0xd43f5e018b415631	1	0
stage58	0	95	3	192	133475	131288	658601	1	0	0xd43f5e018b415631	1	0
stage57	0	96	0	193	134030	130952	668382	1	0	0xd43f5e018b415631	1	0
stage58	0	96	1	193	134289	132106	659616	0	1	0xd43f5e018b415631	1	0
stage58	0	96	2	194	133565	131209	664969	0	1	0xd43f5e018b415631	1	0
stage57	0	96	3	194	134161	129977	658493	0	0	0xd43f5e018b415631	1	0
stage58	0	97	0	195	133601	131016	664347	1	1	0xd43f5e018b415631	1	0
stage57	0	97	1	195	132728	130527	656228	3	0	0xd43f5e018b415631	1	0
stage57	0	97	2	196	133207	130763	653055	0	0	0xd43f5e018b415631	1	0
stage58	0	97	3	196	133376	131137	663482	1	0	0xd43f5e018b415631	1	0
stage57	0	98	0	197	132664	130518	656371	0	1	0xd43f5e018b415631	1	0
stage58	0	98	1	197	134212	130864	670450	0	0	0xd43f5e018b415631	1	0
stage58	0	98	2	198	133675	131213	660203	0	2	0xd43f5e018b415631	1	0
stage57	0	98	3	198	134494	131328	669455	0	2	0xd43f5e018b415631	1	0
stage58	0	99	0	199	133428	131246	657666	0	0	0xd43f5e018b415631	1	0
stage57	0	99	1	199	133330	130272	650996	0	0	0xd43f5e018b415631	1	0
stage57	0	99	2	200	132843	130685	660250	0	0	0xd43f5e018b415631	1	0
stage58	0	99	3	200	133044	130863	656247	0	0	0xd43f5e018b415631	1	0
stage58	1	0	0	201	133640	131393	667504	0	1	0xd43f5e018b415631	1	0
stage57	1	0	1	201	133291	130802	659822	0	1	0xd43f5e018b415631	1	0
stage57	1	0	2	202	132938	130731	653564	0	1	0xd43f5e018b415631	1	0
stage58	1	0	3	202	133757	131512	665712	2	1	0xd43f5e018b415631	1	0
stage57	1	1	0	203	133290	131121	657443	0	0	0xd43f5e018b415631	1	0
stage58	1	1	1	203	133670	131427	667713	2	0	0xd43f5e018b415631	1	0
stage58	1	1	2	204	133697	131204	660282	0	0	0xd43f5e018b415631	1	0
stage57	1	1	3	204	133813	130670	668700	1	1	0xd43f5e018b415631	1	0
stage58	1	2	0	205	133398	130905	660257	1	0	0xd43f5e018b415631	1	0
stage57	1	2	1	205	134236	130866	670610	1	0	0xd43f5e018b415631	1	0
stage57	1	2	2	206	132295	130147	658871	0	2	0xd43f5e018b415631	1	0
stage58	1	2	3	206	135014	131045	659657	1	0	0xd43f5e018b415631	1	0
stage57	1	3	0	207	132647	130466	660182	1	0	0xd43f5e018b415631	1	0
stage58	1	3	1	207	133625	131426	657734	0	0	0xd43f5e018b415631	1	0
stage58	1	3	2	208	133566	131353	666412	0	0	0xd43f5e018b415631	1	0
stage57	1	3	3	208	133852	130334	659491	0	1	0xd43f5e018b415631	1	0
stage58	1	4	0	209	134378	131326	667745	0	1	0xd43f5e018b415631	1	0
stage57	1	4	1	209	132965	130807	656032	1	0	0xd43f5e018b415631	1	0
stage57	1	4	2	210	133373	130940	651777	0	1	0xd43f5e018b415631	1	0
stage58	1	4	3	210	133601	131418	661618	0	0	0xd43f5e018b415631	1	0
stage57	1	5	0	211	132788	130542	653341	1	0	0xd43f5e018b415631	1	0
stage58	1	5	1	211	133701	131064	666268	0	0	0xd43f5e018b415631	1	0
stage58	1	5	2	212	133427	131260	658341	0	1	0xd43f5e018b415631	1	0
stage57	1	5	3	212	133411	131209	651827	0	0	0xd43f5e018b415631	1	0
stage58	1	6	0	213	135505	131127	663209	0	0	0xd43f5e018b415631	1	0
stage57	1	6	1	213	133030	130831	661732	0	2	0xd43f5e018b415631	1	0
stage57	1	6	2	214	133035	130882	656998	0	0	0xd43f5e018b415631	1	0
stage58	1	6	3	214	133217	130979	652133	1	0	0xd43f5e018b415631	1	0
stage57	1	7	0	215	132759	130522	661936	0	0	0xd43f5e018b415631	1	0
stage58	1	7	1	215	133844	131663	659155	0	0	0xd43f5e018b415631	1	0
stage58	1	7	2	216	133572	131353	666561	1	1	0xd43f5e018b415631	1	0
stage57	1	7	3	216	133561	131381	659465	1	1	0xd43f5e018b415631	1	0
stage58	1	8	0	217	134486	131370	669324	0	0	0xd43f5e018b415631	1	0
stage57	1	8	1	217	134295	130421	658117	1	3	0xd43f5e018b415631	1	0
stage57	1	8	2	218	132685	130475	662754	1	0	0xd43f5e018b415631	1	0
stage58	1	8	3	218	133858	131686	660336	0	0	0xd43f5e018b415631	1	0
stage57	1	9	0	219	133690	130651	667861	0	0	0xd43f5e018b415631	1	0
stage58	1	9	1	219	133866	131675	660383	1	1	0xd43f5e018b415631	1	0
stage58	1	9	2	220	134008	131585	668271	0	0	0xd43f5e018b415631	1	0
stage57	1	9	3	220	132732	130567	658148	0	0	0xd43f5e018b415631	1	0
stage58	1	10	0	221	134865	131339	672376	0	2	0xd43f5e018b415631	1	0
stage57	1	10	1	221	134221	130175	659550	0	0	0xd43f5e018b415631	1	0
stage57	1	10	2	222	132698	130506	648371	0	0	0xd43f5e018b415631	1	0
stage58	1	10	3	222	133360	131188	661208	0	0	0xd43f5e018b415631	1	0
stage57	1	11	0	223	133196	130697	654738	1	0	0xd43f5e018b415631	1	0
stage58	1	11	1	223	133471	131238	665292	1	1	0xd43f5e018b415631	1	0
stage58	1	11	2	224	133526	131333	658677	0	2	0xd43f5e018b415631	1	0
stage57	1	11	3	224	134108	131074	668379	0	0	0xd43f5e018b415631	1	0
stage58	1	12	0	225	134813	130796	659736	0	2	0xd43f5e018b415631	1	0
stage57	1	12	1	225	133083	130868	661966	0	0	0xd43f5e018b415631	1	0
stage57	1	12	2	226	133148	130842	656867	0	0	0xd43f5e018b415631	1	0
stage58	1	12	3	226	133711	131474	667974	1	0	0xd43f5e018b415631	1	0
stage57	1	13	0	227	132896	130730	659458	0	1	0xd43f5e018b415631	1	0
stage58	1	13	1	227	134583	130945	672742	0	0	0xd43f5e018b415631	1	0
stage58	1	13	2	228	134205	132036	661240	0	0	0xd43f5e018b415631	1	0
stage57	1	13	3	228	133535	131320	666760	0	2	0xd43f5e018b415631	1	0
stage58	1	14	0	229	133363	131184	659742	0	0	0xd43f5e018b415631	1	0
stage57	1	14	1	229	133089	130817	653155	0	0	0xd43f5e018b415631	1	0
stage57	1	14	2	230	132454	130264	647360	1	0	0xd43f5e018b415631	1	0
stage58	1	14	3	230	136510	131715	680663	0	1	0xd43f5e018b415631	1	0
stage57	1	15	0	231	134708	130688	660054	0	0	0xd43f5e018b415631	1	0
stage58	1	15	1	231	133510	131293	663046	1	2	0xd43f5e018b415631	1	0
stage58	1	15	2	232	132911	130718	655464	0	0	0xd43f5e018b415631	1	0
stage57	1	15	3	232	134143	131022	668144	0	1	0xd43f5e018b415631	1	0
stage58	1	16	0	233	135539	131560	676156	0	0	0xd43f5e018b415631	1	0
stage57	1	16	1	233	133089	130607	658704	1	0	0xd43f5e018b415631	1	0
stage57	1	16	2	234	132681	130486	653163	0	0	0xd43f5e018b415631	1	0
stage58	1	16	3	234	133528	131305	666320	1	1	0xd43f5e018b415631	1	0
stage57	1	17	0	235	132898	130745	658793	0	0	0xd43f5e018b415631	1	0
stage58	1	17	1	235	133362	131181	654835	0	0	0xd43f5e018b415631	1	0
stage58	1	17	2	236	133454	131124	664545	1	2	0xd43f5e018b415631	1	0
stage57	1	17	3	236	134597	130683	659044	0	2	0xd43f5e018b415631	1	0
stage58	1	18	0	237	133442	131124	662712	0	0	0xd43f5e018b415631	1	0
stage57	1	18	1	237	133275	130807	655907	0	0	0xd43f5e018b415631	1	0
stage57	1	18	2	238	132438	130246	649224	0	1	0xd43f5e018b415631	1	0
stage58	1	18	3	238	133398	131133	663480	3	0	0xd43f5e018b415631	1	0
stage57	1	19	0	239	134376	130545	657931	0	1	0xd43f5e018b415631	1	0
stage58	1	19	1	239	133635	131409	662906	0	0	0xd43f5e018b415631	1	0
stage58	1	19	2	240	133638	131119	655487	0	1	0xd43f5e018b415631	1	0
stage57	1	19	3	240	132376	129901	646884	0	0	0xd43f5e018b415631	1	0
stage58	1	20	0	241	133510	131321	661499	1	0	0xd43f5e018b415631	1	0
stage57	1	20	1	241	134339	130692	671400	0	0	0xd43f5e018b415631	1	0
stage57	1	20	2	242	133084	130613	660001	0	1	0xd43f5e018b415631	1	0
stage58	1	20	3	242	133927	131748	655662	1	0	0xd43f5e018b415631	1	0
stage57	1	21	0	243	133245	130952	662375	1	0	0xd43f5e018b415631	1	0
stage58	1	21	1	243	133045	130857	656246	1	2	0xd43f5e018b415631	1	0
stage58	1	21	2	244	133338	130915	651728	0	0	0xd43f5e018b415631	1	0
stage57	1	21	3	244	132705	130547	660747	0	0	0xd43f5e018b415631	1	0
stage58	1	22	0	245	135092	131170	675344	0	0	0xd43f5e018b415631	1	0
stage57	1	22	1	245	135236	130629	662246	0	1	0xd43f5e018b415631	1	0
stage57	1	22	2	246	132910	130715	662251	0	0	0xd43f5e018b415631	1	0
stage58	1	22	3	246	133947	131451	658702	1	1	0xd43f5e018b415631	1	0
stage57	1	23	0	247	133207	130393	665367	0	0	0xd43f5e018b415631	1	0
stage58	1	23	1	247	133202	131002	659653	0	1	0xd43f5e018b415631	1	0
stage58	1	23	2	248	134371	131866	671317	0	0	0xd43f5e018b415631	1	0
stage57	1	23	3	248	133469	131316	660076	0	0	0xd43f5e018b415631	1	0
stage58	1	24	0	249	132797	130574	652643	1	0	0xd43f5e018b415631	1	0
stage57	1	24	1	249	133224	130580	664946	0	1	0xd43f5e018b415631	1	0
stage57	1	24	2	250	133104	130630	659262	0	0	0xd43f5e018b415631	1	0
stage58	1	24	3	250	133364	131115	654200	1	0	0xd43f5e018b415631	1	0
stage57	1	25	0	251	133094	130902	663490	0	2	0xd43f5e018b415631	1	0
stage58	1	25	1	251	133141	130964	658433	1	0	0xd43f5e018b415631	1	0
stage58	1	25	2	252	133155	130693	653127	0	0	0xd43f5e018b415631	1	0
stage57	1	25	3	252	133052	130849	663491	0	0	0xd43f5e018b415631	1	0
stage58	1	26	0	253	135305	131239	676705	0	1	0xd43f5e018b415631	1	0
stage57	1	26	1	253	135072	130778	662319	0	0	0xd43f5e018b415631	1	0
stage57	1	26	2	254	132921	130728	663012	0	1	0xd43f5e018b415631	1	0
stage58	1	26	3	254	133671	131489	659266	0	0	0xd43f5e018b415631	1	0
stage57	1	27	0	255	132533	130296	650500	1	1	0xd43f5e018b415631	1	0
stage58	1	27	1	255	133741	131397	664667	1	2	0xd43f5e018b415631	1	0
stage58	1	27	2	256	133340	130868	656659	0	0	0xd43f5e018b415631	1	0
stage57	1	27	3	256	133129	130930	650166	0	0	0xd43f5e018b415631	1	0
stage58	1	28	0	257	133260	131086	660769	0	1	0xd43f5e018b415631	1	0
stage57	1	28	1	257	134677	131150	672324	1	0	0xd43f5e018b415631	1	0
stage57	1	28	2	258	132737	130570	658942	0	0	0xd43f5e018b415631	1	0
stage58	1	28	3	258	133596	131407	655837	1	2	0xd43f5e018b415631	1	0
stage57	1	29	0	259	133180	130935	664187	3	0	0xd43f5e018b415631	1	0
stage58	1	29	1	259	133435	130944	658947	1	0	0xd43f5e018b415631	1	0
stage58	1	29	2	260	133269	131054	652289	0	0	0xd43f5e018b415631	1	0
stage57	1	29	3	260	132857	130632	661817	1	1	0xd43f5e018b415631	1	0
stage58	1	30	0	261	134597	131146	659329	0	0	0xd43f5e018b415631	1	0
stage57	1	30	1	261	133172	130961	662544	3	1	0xd43f5e018b415631	1	0
stage57	1	30	2	262	132986	130775	656891	1	0	0xd43f5e018b415631	1	0
stage58	1	30	3	262	133515	131283	652398	0	1	0xd43f5e018b415631	1	0
stage57	1	31	0	263	132787	130629	660617	1	0	0xd43f5e018b415631	1	0
stage58	1	31	1	263	134848	130976	658709	0	0	0xd43f5e018b415631	1	0
stage58	1	31	2	264	133114	130929	660632	0	0	0xd43f5e018b415631	1	0
stage57	1	31	3	264	133869	130272	656016	0	1	0xd43f5e018b415631	1	0
stage58	1	32	0	265	133299	130890	663146	0	0	0xd43f5e018b415631	1	0
stage57	1	32	1	265	132812	130643	656634	0	0	0xd43f5e018b415631	1	0
stage57	1	32	2	266	132995	130793	652704	0	2	0xd43f5e018b415631	1	0
stage58	1	32	3	266	133619	131082	664533	0	0	0xd43f5e018b415631	1	0
stage57	1	33	0	267	133903	130113	657500	0	0	0xd43f5e018b415631	1	0
stage58	1	33	1	267	133628	131067	664709	0	0	0xd43f5e018b415631	1	0
stage58	1	33	2	268	133728	131561	657505	0	1	0xd43f5e018b415631	1	0
stage57	1	33	3	268	133114	130892	665120	1	0	0xd43f5e018b415631	1	0
stage58	1	34	0	269	133302	131122	659995	0	1	0xd43f5e018b415631	1	0
stage57	1	34	1	269	133439	130399	654135	0	0	0xd43f5e018b415631	1	0
stage57	1	34	2	270	133338	131146	663441	0	1	0xd43f5e018b415631	1	0
stage58	1	34	3	270	134771	131379	658694	1	0	0xd43f5e018b415631	1	0
stage57	1	35	0	271	132878	130666	660607	3	0	0xd43f5e018b415631	1	0
stage58	1	35	1	271	135032	130993	674447	0	0	0xd43f5e018b415631	1	0
stage58	1	35	2	272	133503	131315	660010	0	1	0xd43f5e018b415631	1	0
stage57	1	35	3	272	132599	130396	652256	1	0	0xd43f5e018b415631	1	0
stage58	1	36	0	273	134172	131408	666568	0	0	0xd43f5e018b415631	1	0
stage57	1	36	1	273	133313	131152	656035	1	2	0xd43f5e018b415631	1	0
stage57	1	36	2	274	132893	130685	649712	0	0	0xd43f5e018b415631	1	0
stage58	1	36	3	274	133398	131186	661650	0	2	0xd43f5e018b415631	1	0
stage57	1	37	0	275	133926	130765	655816	0	0	0xd43f5e018b415631	1	0
stage58	1	37	1	275	133761	131514	663026	0	1	0xd43f5e018b415631	1	0
stage58	1	37	2	276	133374	131204	654893	0	0	0xd43f5e018b415631	1	0
stage57	1	37	3	276	133043	130842	664087	0	1	0xd43f5e018b415631	1	0
stage58	1	38	0	277	133538	131339	659646	1	0	0xd43f5e018b415631	1	0
stage57	1	38	1	277	133375	130931	652411	1	1	0xd43f5e018b415631	1	0
stage57	1	38	2	278	132835	130644	661498	1	0	0xd43f5e018b415631	1	0
stage58	1	38	3	278	135530	131562	676042	0	0	0xd43f5e018b415631	1	0
stage57	1	39	0	279	133436	131256	658977	2	0	0xd43f5e018b415631	1	0
stage58	1	39	1	279	133748	131295	668623	1	1	0xd43f5e018b415631	1	0
stage58	1	39	2	280	133788	131293	660986	0	0	0xd43f5e018b415631	1	0
stage57	1	39	3	280	133488	130312	652619	0	1	0xd43f5e018b415631	1	0
stage58	1	40	0	281	133434	131197	661597	2	2	0xd43f5e018b415631	1	0
stage57	1	40	1	281	134125	130578	655845	0	0	0xd43f5e018b415631	1	0
stage57	1	40	2	282	133110	130924	661547	0	0	0xd43f5e018b415631	1	0
stage58	1	40	3	282	134855	130847	673961	1	0	0xd43f5e018b415631	1	0
stage57	1	41	0	283	135179	130598	661992	0	1	0xd43f5e018b415631	1	0
stage58	1	41	1	283	133442	131173	662654	3	0	0xd43f5e018b415631	1	0
stage58	1	41	2	284	133907	131441	656499	0	1	0xd43f5e018b415631	1	0
stage57	1	41	3	284	132575	130378	662733	0	0	0xd43f5e018b415631	1	0
stage58	1	42	0	285	135979	131352	678950	0	1	0xd43f5e018b415631	1	0
stage57	1	42	1	285	134836	130685	661101	0	0	0xd43f5e018b415631	1	0
stage57	1	42	2	286	133031	130764	663124	0	0	0xd43f5e018b415631	1	0
stage58	1	42	3	286	134025	131818	659125	1	0	0xd43f5e018b415631	1	0
stage57	1	43	0	287	133137	130925	665203	1	1	0xd43f5e018b415631	1	0
stage58	1	43	1	287	133835	131354	660618	0	0	0xd43f5e018b415631	1	0
stage58	1	43	2	288	134696	131454	669340	0	1	0xd43f5e018b415631	1	0
stage57	1	43	3	288	133543	131385	656452	0	2	0xd43f5e018b415631	1	0
stage58	1	44	0	289	133391	131166	665356	0	0	0xd43f5e018b415631	1	0
stage57	1	44	1	289	132468	130305	658020	0	0	0xd43f5e018b415631	1	0
stage57	1	44	2	290	132487	130333	655318	0	0	0xd43f5e018b415631	1	0
stage58	1	44	3	290	133607	131350	653576	3	1	0xd43f5e018b415631	1	0
stage57	1	45	0	291	132590	130362	661332	1	0	0xd43f5e018b415631	1	0
stage58	1	45	1	291	134132	131634	659648	0	1	0xd43f5e018b415631	1	0
stage58	1	45	2	292	133329	131099	665614	0	0	0xd43f5e018b415631	1	0
stage57	1	45	3	292	134534	130410	660581	0	1	0xd43f5e018b415631	1	0
stage58	1	46	0	293	133901	131266	665002	0	0	0xd43f5e018b415631	1	0
stage57	1	46	1	293	133952	130290	656379	0	0	0xd43f5e018b415631	1	0
stage57	1	46	2	294	133244	131047	662893	0	2	0xd43f5e018b415631	1	0
stage58	1	46	3	294	133229	131031	657130	1	1	0xd43f5e018b415631	1	0
stage57	1	47	0	295	133022	130825	651207	0	0	0xd43f5e018b415631	1	0
stage58	1	47	1	295	134033	131702	663258	0	0	0xd43f5e018b415631	1	0
stage58	1	47	2	296	133431	131189	653547	0	2	0xd43f5e018b415631	1	0
stage57	1	47	3	296	132591	130242	662256	0	0	0xd43f5e018b415631	1	0
stage58	1	48	0	297	133587	131409	660066	1	0	0xd43f5e018b415631	1	0
stage57	1	48	1	297	133595	130263	652862	1	0	0xd43f5e018b415631	1	0
stage57	1	48	2	298	133433	131280	661360	0	1	0xd43f5e018b415631	1	0
stage58	1	48	3	298	133487	131307	654859	0	0	0xd43f5e018b415631	1	0
stage57	1	49	0	299	133036	130556	663504	0	1	0xd43f5e018b415631	1	0
stage58	1	49	1	299	133669	131481	659200	2	0	0xd43f5e018b415631	1	0
stage58	1	49	2	300	133180	130971	651088	0	1	0xd43f5e018b415631	1	0
stage57	1	49	3	300	132821	130641	661251	0	0	0xd43f5e018b415631	1	0
stage58	1	50	0	301	133273	131094	657587	0	0	0xd43f5e018b415631	1	0
stage57	1	50	1	301	133603	130559	667966	0	1	0xd43f5e018b415631	1	0
stage57	1	50	2	302	133185	130714	660344	0	0	0xd43f5e018b415631	1	0
stage58	1	50	3	302	133308	130785	654865	0	0	0xd43f5e018b415631	1	0
stage57	1	51	0	303	133282	130681	664711	0	0	0xd43f5e018b415631	1	0
stage58	1	51	1	303	134927	130852	660273	1	2	0xd43f5e018b415631	1	0
stage58	1	51	2	304	133332	131122	662295	0	0	0xd43f5e018b415631	1	0
stage57	1	51	3	304	132756	130586	655513	2	0	0xd43f5e018b415631	1	0
stage58	1	52	0	305	133871	131422	668753	1	0	0xd43f5e018b415631	1	0
stage57	1	52	1	305	133194	130787	659713	0	1	0xd43f5e018b415631	1	0
stage57	1	52	2	306	133053	130698	654082	0	0	0xd43f5e018b415631	1	0
stage58	1	52	3	306	133207	130974	665038	1	1	0xd43f5e018b415631	1	0
stage57	1	53	0	307	135239	131071	661495	0	0	0xd43f5e018b415631	1	0
stage58	1	53	1	307	133315	131098	661677	1	1	0xd43f5e018b415631	1	0
stage58	1	53	2	308	133112	130925	655490	0	0	0xd43f5e018b415631	1	0
stage57	1	53	3	308	132716	130503	649769	0	0	0xd43f5e018b415631	1	0
stage58	1	54	0	309	133714	131491	663032	0	0	0xd43f5e018b415631	1	0
stage57	1	54	1	309	134269	130748	655801	1	1	0xd43f5e018b415631	1	0
stage57	1	54	2	310	133349	130899	660872	0	0	0xd43f5e018b415631	1	0
stage58	1	54	3	310	133130	130937	654413	1	0	0xd43f5e018b415631	1	0
stage57	1	55	0	311	133134	130792	664880	1	2	0xd43f5e018b415631	1	0
stage58	1	55	1	311	133528	131314	659991	3	0	0xd43f5e018b415631	1	0
stage58	1	55	2	312	133344	131114	652973	0	0	0xd43f5e018b415631	1	0
stage57	1	55	3	312	133101	130904	662449	0	0	0xd43f5e018b415631	1	0
stage58	1	56	0	313	134891	131002	658847	0	3	0xd43f5e018b415631	1	0
stage57	1	56	1	313	132855	130637	660314	3	0	0xd43f5e018b415631	1	0
stage57	1	56	2	314	133038	130587	656331	0	1	0xd43f5e018b415631	1	0
stage58	1	56	3	314	134306	131262	668592	0	0	0xd43f5e018b415631	1	0
stage57	1	57	0	315	133809	130401	657982	0	1	0xd43f5e018b415631	1	0
stage58	1	57	1	315	133339	131117	665453	0	0	0xd43f5e018b415631	1	0
stage58	1	57	2	316	133308	131134	659328	0	0	0xd43f5e018b415631	1	0
stage57	1	57	3	316	133613	131133	653464	0	1	0xd43f5e018b415631	1	0
stage58	1	58	0	317	133174	130919	661686	0	1	0xd43f5e018b415631	1	0
stage57	1	58	1	317	134094	130372	657111	1	0	0xd43f5e018b415631	1	0
stage57	1	58	2	318	132926	130737	662799	0	0	0xd43f5e018b415631	1	0
stage58	1	58	3	318	135710	131558	676866	1	2	0xd43f5e018b415631	1	0
stage57	1	59	0	319	132969	130804	658563	1	0	0xd43f5e018b415631	1	0
stage58	1	59	1	319	135069	131540	671942	0	0	0xd43f5e018b415631	1	0
stage58	1	59	2	320	133582	131391	657364	0	0	0xd43f5e018b415631	1	0
stage57	1	59	3	320	132988	130706	649548	0	1	0xd43f5e018b415631	1	0
stage58	1	60	0	321	133553	131375	661196	0	1	0xd43f5e018b415631	1	0
stage57	1	60	1	321	132525	130309	653070	0	0	0xd43f5e018b415631	1	0
stage57	1	60	2	322	132474	130252	650040	1	0	0xd43f5e018b415631	1	0
stage58	1	60	3	322	133911	131374	664658	0	1	0xd43f5e018b415631	1	0
stage57	1	61	0	323	132687	130534	655000	0	0	0xd43f5e018b415631	1	0
stage58	1	61	1	323	134436	131333	669130	0	0	0xd43f5e018b415631	1	0
stage58	1	61	2	324	133349	130831	657274	0	1	0xd43f5e018b415631	1	0
stage57	1	61	3	324	133246	130503	650910	0	0	0xd43f5e018b415631	1	0
stage58	1	62	0	325	133442	131265	661082	1	0	0xd43f5e018b415631	1	0
stage57	1	62	1	325	134161	130720	655172	1	0	0xd43f5e018b415631	1	0
stage57	1	62	2	326	133250	131099	660509	0	2	0xd43f5e018b415631	1	0
stage58	1	62	3	326	133645	131472	655208	1	0	0xd43f5e018b415631	1	0
stage57	1	63	0	327	132955	130745	663055	0	0	0xd43f5e018b415631	1	0
stage58	1	63	1	327	135191	131123	660639	0	0	0xd43f5e018b415631	1	0
stage58	1	63	2	328	133528	131366	661131	0	1	0xd43f5e018b415631	1	0
stage57	1	63	3	328	133304	131061	653988	3	0	0xd43f5e018b415631	1	0
stage58	1	64	0	329	133450	131188	663932	3	1	0xd43f5e018b415631	1	0
stage57	1	64	1	329	132654	130486	656604	1	0	0xd43f5e018b415631	1	0
stage57	1	64	2	330	132745	130544	653237	1	1	0xd43f5e018b415631	1	0
stage58	1	64	3	330	134359	131451	667046	1	0	0xd43f5e018b415631	1	0
stage57	1	65	0	331	134338	130716	656742	0	0	0xd43f5e018b415631	1	0
stage58	1	65	1	331	133405	131228	661508	1	1	0xd43f5e018b415631	1	0
stage58	1	65	2	332	133773	131604	655386	0	2	0xd43f5e018b415631	1	0
stage57	1	65	3	332	132980	130666	662743	0	0	0xd43f5e018b415631	1	0
stage58	1	66	0	333	135024	130994	660018	0	0	0xd43f5e018b415631	1	0
stage57	1	66	1	333	134395	130845	662218	0	2	0xd43f5e018b415631	1	0
stage57	1	66	2	334	132842	130643	650284	0	0	0xd43f5e018b415631	1	0
stage58	1	66	3	334	133614	131259	662820	0	0	0xd43f5e018b415631	1	0
stage57	1	67	0	335	132823	130660	654734	0	0	0xd43f5e018b415631	1	0
stage58	1	67	1	335	133652	131408	667314	2	1	0xd43f5e018b415631	1	0
stage58	1	67	2	336	133385	131208	659636	0	1	0xd43f5e018b415631	1	0
stage57	1	67	3	336	133597	130609	653507	1	0	0xd43f5e018b415631	1	0
stage58	1	68	0	337	133569	131019	662124	3	1	0xd43f5e018b415631	1	0
