record	phase	mean_us	stddev_us	cv_pct	min_us	max_us	median_us	p90_us	p95_us	p99_us
summary	jpeg_decode	45570.899576	66.7429067292	0.14645948917	45484.136	46660.412	45560.0955	45635.6624	45664.3806	45705.81469
summary	resize_letterbox	7332.10896	68.7383442243	0.9374975822	7142.333	7570.259	7328.379	7419.0444	7445.6876	7507.06667
summary	color_convert	527.468784	21.0844732319	3.99729308568	484.3	605.344	521.259	571.0347	580.7326	594.61259
summary	input_quantize_layout	2380.972696	119.610747512	5.02360853249	2280.748	3348.601	2369.958	2401.5619	2442.7212	3106.4595
summary	pure_graph	132662.394976	2824.87790962	2.12937352	131327.036	182236.943	132089.5055	134207.964	135828.01915	141428.91264
summary	executor_total	135043.367672	2839.75670842	2.1028479646	133704.243	184557.484	134461.0175	136604.5592	138152.09355	143766.42682
summary	output_decode	5.044414	2.15085032507	42.638259371	4.417	52.709	4.917	5.292	5.416	5.70941
summary	preloaded_image_pipeline	188654.187238	2861.60377035	1.51685144775	187268.919	238273.356	188056.145	190189.2445	191797.3384	197377.44401
