surface	arm	samples	mean_us	stddev_us	cv_pct	median_us	p90_us	p95_us	p99_us	p999_us	max_us	output_hashes	cpu4_7_ime_count	process_cpu_mean_us	voluntary_cs_mean	involuntary_cs_mean	family	control_mean_us	candidate_mean_us	delta_us	delta_pct	ci95_low_us	ci95_high_us	control_p95_us	candidate_p95_us	control_p99_us	candidate_p99_us	hashes	blocks
attention_us_control	A	1000	15929.218100
attention_us_candidate	B	1000	16147.884500
attention_softmax_cache_control		1000	139741.934000	800.048280	0.572518	139541.500000	140338.500000	141844.250000	142827.880000	143544.149000	143693.000000	0xd43f5e018b415631	0	690215.612000	0.052000	1.362000
attention_softmax_cache_candidate		1000	140339.807000	2085.248115	1.485856	139706.000000	142325.400000	144758.250000	150298.420000	154739.704000	156442.000000	0xd43f5e018b415631	0	693336.959000	0.047000	1.409000
																	attention_softmax_cache	139741.934000	140339.807000	597.873000	0.427840794	105.449557	1090.296443	141844.250000	144758.250000	142827.880000	150298.420000	0xd43f5e018b415631	10
