surface	arm	samples	mean_us	stddev_us	cv_pct	median_us	p90_us	p95_us	p99_us	p999_us	max_us	output_hashes	cpu4_7_ime_count	process_cpu_mean_us	voluntary_cs_mean	involuntary_cs_mean	family	control_mean_us	candidate_mean_us	delta_us	delta_pct	ci95_low_us	ci95_high_us	control_p95_us	candidate_p95_us	control_p99_us	candidate_p99_us	hashes	blocks
attention_us_control	A	1000	15937.262700
attention_us_candidate	B	1000	11862.250200
attention_matmul_c8_control		1000	139831.602000	1412.211640	1.009937	139498.500000	141069.000000	142326.000000	145314.400000	152963.831000	155792.000000	0xd43f5e018b415631	0	690783.081000	0.059000	1.774000
attention_matmul_c8_candidate		1000	135952.870000	1729.716823	1.272292	135437.000000	137670.900000	139125.300000	144302.830000	148383.782000	149165.000000	0xd43f5e018b415631	0	671610.387000	0.050000	1.427000
																	attention_matmul_c8	139831.602000	135952.870000	-3878.732000	-2.773859374	-4324.868700	-3432.595300	142326.000000	139125.300000	145314.400000	144302.830000	0xd43f5e018b415631	10
