index	image_id	width	height	decode_letterbox_us	executor_us	decode_output_us	detections	output_hash
0	139	640	426	30635	142480	78.501	299	0x95c5770d8878f858
1	285	586	640	38403.3	142265	38.292	11	0xd979bcddbcf1aa7
2	632	640	483	27212.1	141534	77.042	300	0xe945449ed6f22e88
3	724	375	500	23950.4	142173	44.959	74	0xbf25d44c8d059e83
4	776	428	640	26053.8	141535	47.292	69	0x2705458d328a3ece
5	785	640	425	23787.4	141476	46.918	61	0x4b564353bafcd65e
6	802	424	640	21026.4	141858	40.709	21	0x9bd932c97717c29b
7	872	621	640	38551	142610	47.292	84	0x3eb9836db8767126
8	885	640	427	23503.3	140792	70.167	231	0x82cba532f8dea5fb
9	1000	640	480	32461.8	142369	76.876	286	0xd9eaa865ccf323a
10	1268	640	427	25445.8	141800	79.042	300	0xe8ae2026fd85cb64
11	1296	427	640	24710	142604	57.584	142	0xefaaa24be1f8f511
12	1353	375	500	21152.1	142064	58	150	0x27472789c57664b0
13	1425	640	512	22674.4	141977	52.625	107	0xd9aac1b013a28b8f
14	1490	640	315	15823.4	140666	43.126	61	0x7724d40570725a75
15	1503	320	240	11316	141864	49.959	87	0x8c18b098a59b35e8
16	1532	640	480	27647.5	141964	79.376	295	0xa8dc13fe2effd902
17	1584	612	612	35885.6	142012	72.875	288	0x180b6f28feb830e
18	1675	640	480	24302.7	142411	50.501	92	0x8c451c65fb4ce92d
19	1761	427	640	22689.7	141914	52.626	102	0x23ed271cbf0c148f
20	1818	640	425	25529.1	142525	45.918	48	0xf2a9b1a2d01d8571
21	1993	640	419	22684.4	141556	52.334	118	0x4df8bfb3f4d64921
22	2006	640	480	27905	141509	70.459	241	0x8dd69485296d3a26
23	2149	640	427	20686.1	142129	58.084	137	0x4d0777df89df377e
24	2153	640	480	26742	141559	45	65	0x1a479a63c040fe6a
25	2157	640	427	23757.1	142732	77.293	292	0xaacc5cadd8cb2744
26	2261	640	427	26016.3	141118	41.917	29	0xcca883adb8afad64
27	2299	500	302	16716.7	141322	74.084	296	0x39e1f4b0ba8e0415
28	2431	457	640	25136.2	142323	66.001	223	0xe1a16cd6e4aebac3
29	2473	640	427	22306.3	141392	57.126	142	0x8a519d7da1ab3024
30	2532	480	640	28806.5	141714	51.75	79	0xb7784aae4c401911
31	2587	500	375	22314.4	141568	51.75	90	0xdf3b94810f0a818f
32	2592	640	366	20451.6	140997	43.459	34	0xacb4322622889677
33	2685	640	555	34345.8	142213	78.418	292	0x383ecda3a36da766
34	2923	500	375	21861.4	141725	74.793	275	0x6f2a34d126c27d95
35	3156	443	640	21603.4	141554	54.583	115	0x4ffdc0d3ba40d5dc
36	3255	640	363	21857.6	140590	50.043	93	0x5dfcd021fd73b60e
37	3501	612	612	36084	142966	45.376	63	0xe6fa6aed355447fe
38	3553	640	427	24366.9	142095	44.542	53	0xfca07dcf496d4e3
39	3661	640	384	21185.5	141439	56.542	136	0xd8a33c6cd7f6f142
40	3845	500	375	23853.8	142475	54.417	126	0xa40084886ea78a43
41	3934	375	500	23119.6	141982	75.251	300	0xba64248e2dbd9fc7
42	4134	640	425	24683.2	142180	74.584	298	0x3740619deb6919bf
43	4395	425	640	21263.7	141994	47.043	49	0x69eb3d8e8af41d0b
44	4495	500	375	22216.2	141677	42.708	31	0x511554f075e02786
45	4765	612	612	35259.4	142060	39.25	9	0xdedb3ee5787effe2
46	4795	640	480	27612.8	142164	56.375	125	0x9508f6ab73576892
47	5001	640	480	27865.7	142431	78.418	298	0x3f144b95912dcb6d
48	5037	640	425	25464.7	142125	77.917	300	0xeb78b85dff7d2794
49	5060	480	640	27547.8	141511	63.626	201	0x2dd582d52a143859
50	5193	640	425	22255.1	142119	78.626	300	0x971458c7e9a001ca
51	5477	640	349	20733.3	141410	50.167	85	0x480da622592fb619
52	5503	333	500	17130.8	141429	40.792	28	0x2c534de19296265
53	5529	444	640	27648.1	141686	45.792	50	0x2047c172ccb44538
54	5586	320	240	12259.7	141294	78.376	296	0xc36332e3750ca58e
55	5600	640	361	21325.3	141460	55.918	131	0xb319faf81f00dd22
56	5992	640	428	25622.8	142412	44.25	51	0x9b0845c3b869f7d2
57	6012	640	531	29808.3	142312	47.584	51	0x1b3c610d77200635
58	6040	640	351	21479.8	141501	64.001	195	0x2e4754b103636ea
59	6213	640	425	22220.9	140666	49.75	82	0xafc87e3767b0fba8
60	6460	640	427	20823.2	141327	47.209	56	0x4c36a9515ff4e07c
61	6471	500	333	18709.7	141745	117.043	297	0x9ca2b585225c2fd2
62	6614	500	396	19756.6	142737	51.542	121	0xc2b0d534a5b62689
63	6723	640	361	22786.6	141204	76.918	292	0x78a2f894be3a8101
64	6763	375	500	21495.2	142465	61.543	182	0xb14b254e742a841f
65	6771	640	427	24271.4	142159	58.834	162	0xd379f31611ca5337
66	6818	427	640	21920.8	141638	42.918	42	0x515478040a29d203
67	6894	640	480	25152.2	141465	41.001	18	0x335ae9acc3fae9cc
68	6954	640	480	29679.7	142265	47.5	57	0xb7802a9be7e745b3
69	7088	478	640	29319.3	141787	54.667	135	0x64e163e74de6f3a4
70	7108	640	426	24543.3	141450	41.459	20	0x20ac1150fdc50e9e
71	7278	640	482	31836.4	140653	43.417	41	0xa975055560404ac7
72	7281	640	361	21534.8	141757	64.418	200	0x7b2b9ff745f75929
73	7386	600	400	27550.1	142248	54.376	123	0x6ed7a77dc239e6c3
74	7511	640	480	26566.5	141524	78.168	291	0x9f32eb480d5a2d5b
75	7574	640	480	27193.6	142250	76.334	300	0xbdca2831b4024ac1
76	7784	500	375	20194.6	140754	38.125	5	0xe2879e9b1a4798b8
77	7795	640	427	24463.9	141304	54.375	96	0xd5bac78850fb95f
78	7816	640	427	25383.6	141338	52.958	111	0xfb267bf70c1032b8
79	7818	640	427	22103.5	141943	65.751	205	0xd99d4f56ee37ce12
80	7888	638	640	14566.9	140996	39.042	17	0xd573942501db779e
81	7977	429	640	26737.8	141337	65.543	192	0xc4fb51663ef32a4
82	7991	640	359	23025.6	141892	75.292	294	0xa9310a1be7a0230e
83	8021	640	480	28056.1	141810	50.459	77	0x7e979804da5526e
84	8211	640	459	29290.8	141867	62.084	175	0x1da5420e1e9a5db2
85	8277	612	612	38507.4	141843	55.834	137	0x1fb96bca25d2ba5a
86	8532	640	426	23142.9	142241	38.251	18	0x953952e9edee69a7
87	8629	640	640	35694.3	141770	60.834	178	0xf411c9deaab431a8
88	8690	640	480	29481.3	141778	56.667	120	0x6b70a587a259c0c5
89	8762	640	427	20562.2	141496	77.542	294	0x900d753d3414bd25
90	8844	640	426	22623.1	142251	74.501	273	0xe28d3799c88778be
91	8899	640	539	33658.2	141946	40.125	20	0xb317415238f76689
92	9378	600	400	23543.8	141514	59.709	169	0x2de9be2d07d6a8e6
93	9400	640	480	24875.2	142166	78.085	300	0x2cbee6cf86d07801
94	9448	551	640	36136.6	142557	46.209	59	0x79ea539219bf3dbd
95	9483	640	480	26122	142306	64.709	176	0xa99b33956b45969d
96	9590	640	427	24134.2	142302	78.084	296	0x7d86a73edb73e24f
97	9769	640	480	33132.7	141523	55.043	109	0x80cda96f76f7ce54
98	9772	550	640	32676.4	142076	76.46	298	0xf174f4973b89e8b2
99	9891	640	480	26443.8	141360	76.584	300	0x106b6231c90265ce
