surface	samples	mean_us	stddev_us	cv_pct	median_us	p90_us	p95_us	p99_us	p999_us	max_us	output_hashes	cpu4_7_ime_count	process_cpu_mean_us	voluntary_cs_mean	involuntary_cs_mean
stage56_compatibility_500	500	156350.684000	1171.916685	0.749544	156045.500000	157524.200000	158720.000000	160293.520000	166369.026000	167879.000000	0xd43f5e018b415631	0	579448.220000	1225.702000	1.654000
stage56_selected_o2_500	500	142145.366000	318.041035	0.223744	142120.500000	142523.300000	142619.700000	142981.050000	143844.735000	144461.000000	0xd43f5e018b415631	0	703193.970000	0.106000	0.450000
