surface	samples	mean_us	stddev_us	cv_pct	median_us	p90_us	p95_us	p99_us	p999_us	max_us	output_hashes	cpu4_7_ime_count	process_cpu_mean_us	voluntary_cs_mean	involuntary_cs_mean
rgb640_u8_low_latency_dedicated_500	500	131318.676000	309.684438	0.235827	131307.000000	131649.700000	131736.550000	132003.130000	133907.467000	134390.000000	0xd43f5e018b415631	0	648742.420000	0.224000	0.506000
