surface	samples	mean_us	stddev_us	cv_pct	median_us	p90_us	p95_us	p99_us	p999_us	max_us	output_hashes	cpu4_7_ime_count	process_cpu_mean_us	voluntary_cs_mean	involuntary_cs_mean
stage56_selected_o2_soak_10000	10000	142361.343500	320.204683	0.224924	142352.000000	142747.100000	142871.000000	143108.000000	144161.030000	146290.000000	0xd43f5e018b415631	0	704094.785800	0.064300	0.453100
