surface	samples	mean_us	stddev_us	cv_pct	median_us	p90_us	p95_us	p99_us	p999_us	max_us	output_hashes	cpu4_7_ime_count	process_cpu_mean_us	voluntary_cs_mean	involuntary_cs_mean	family	control_mean_us	candidate_mean_us	delta_us	delta_pct	ci95_low_us	ci95_high_us	control_p95_us	candidate_p95_us	control_p99_us	candidate_p99_us	hashes	blocks
head_bucket_control	1000	140189.196000	1729.707025	1.233838	139744.000000	141752.600000	142906.750000	147997.090000	155087.880000	159963.000000	0xd43f5e018b415631	0	692766.560000	0.036000	1.864000
head_bucket_candidate	1000	140101.509000	1692.314332	1.207920	139641.000000	141657.100000	142806.300000	147475.760000	153886.746000	156630.000000	0xd43f5e018b415631	0	691947.581000	0.030000	1.378000
																head_bucket	140189.196000	140101.509000	-87.687000	-0.062549043	-872.454879	697.080879	142906.750000	142806.300000	147997.090000	147475.760000	0xd43f5e018b415631	10
