surface	arm	samples	mean_us	stddev_us	cv_pct	median_us	p90_us	p95_us	p99_us	p999_us	max_us	output_hashes	cpu4_7_ime_count	process_cpu_mean_us	voluntary_cs_mean	involuntary_cs_mean	family	control_mean_us	candidate_mean_us	delta_us	delta_pct	ci95_low_us	ci95_high_us	control_p95_us	candidate_p95_us	control_p99_us	candidate_p99_us	hashes	blocks
dense_us_control	A	1000	69830.304900
dense_us_candidate	B	1000	67889.285800
e2c5_control		1000	140392.213000	2533.465762	1.804563	139727.500000	142495.200000	145096.850000	151251.240000	152899.934000	187799.000000	0xd43f5e018b415631	0	693546.272000	0.045000	1.672000
e2c5_candidate		1000	138159.860000	778.319815	0.563347	137966.500000	138682.600000	140369.550000	141199.120000	141576.009000	141585.000000	0xd43f5e018b415631	0	682919.912000	0.037000	1.536000
																	e2c5	140392.213000	138159.860000	-2232.353000	-1.590083205	-2712.285947	-1752.420053	145096.850000	140369.550000	151251.240000	141199.120000	0xd43f5e018b415631	10
