surface	samples	mean_us	stddev_us	cv_pct	median_us	p90_us	p95_us	p99_us	p999_us	max_us	output_hashes	cpu4_7_ime_count	process_cpu_mean_us	voluntary_cs_mean	involuntary_cs_mean	family	control_mean_us	candidate_mean_us	delta_us	delta_pct	ci95_low_us	ci95_high_us	control_p95_us	candidate_p95_us	control_p99_us	candidate_p99_us	hashes	blocks
release_target_control	1000	134165.110000	1527.170899	1.138277	133785.000000	134808.800000	137186.400000	140491.850000	147124.779000	147903.000000	0xd43f5e018b415631	0	662969.116000	0.070000	1.230000
release_target_candidate	1000	134233.736000	1879.062154	1.399843	133692.000000	136223.700000	138570.650000	141946.270000	147967.303000	148270.000000	0xd43f5e018b415631	0	663409.216000	0.069000	1.208000
																release_target	134165.110000	134233.736000	68.626000	0.051150407	-718.576603	855.828603	137186.400000	138570.650000	140491.850000	141946.270000	0xd43f5e018b415631	5
