surface	images	images_with_predictions	failures	non_finite_predictions	prediction_count	prediction_sha256	map50_95	map50	map75	ap_small	ap_medium	ap_large	ar_1	ar_10	ar_100	ar_small	ar_medium	ar_large	mean_precision_grid	mean_recall_grid	delta_from_d8	recovery_fraction	ci_lower	ci_upper	probability_delta_gt_zero	quarter_residual_threshold	material_vs_d8
E0	500	500	0	0	64036	06882c26436baf70f1421faabae29253a8e3258ea98e9eb02c4fe5eeaa84a52c	0.4581000732535395	0.621735788355978	0.5008239065159141	0.2428647913442658	0.5285363741158338	0.6990751293359321	0.34070630650817646	0.58696397142969	0.6475045552749435	0.4277252901799174	0.7068764912699089	0.8271353160942945	0.4581000732535395	0.6475045552749435	0.0018891818324370813	0.08257596234068215	-0.0021088677888225727	0.007468916111640819	0.833	0.005719527144724387	0
E1	500	500	0	0	63634	1e9fdbad08a3ef70b663868da4293df1f485b625873980c89f4686185c9162c4	0.45620452717533255	0.6178581931999308	0.4967469744065937	0.23914494939701647	0.5242747943110326	0.7004943141580112	0.3415460165636341	0.5865433699448994	0.6444851224462028	0.4293812250198351	0.7042057190822907	0.8212841110557829	0.45620452717533255	0.6444851224462028	-6.364245769885368e-06	-0.00027818059119431144	-0.006347752845103223	0.006293920176116702	0.49	0.005719527144724387	0
E2	500	500	0	0	63152	fe0f957922f096351debf2f72a212359318c6436c1f1884c27f3becedaad055e	0.4609354346187985	0.6253920732547557	0.5051429884363201	0.23740113104369037	0.5188491626356486	0.7097494379895737	0.34426866119544997	0.5874285847896105	0.6496189628396566	0.4194761050061994	0.7079632190029342	0.8376244975354884	0.4609354346187985	0.6496189628396566	0.004724543197696052	0.2065093441358131	-0.0008851136359567996	0.010389669301289378	0.955	0.005719527144724387	0
L1	500	500	0	0	63723	4e4f3c840648916fe022721862d05297c8b7f3c33020936e0741383552988af8	0.47028465397369346	0.6355406243296112	0.5104632111680385	0.24635137176732552	0.5327200827729309	0.7136735772745106	0.3468657492325108	0.5949827558936324	0.6559990192086722	0.42962087728763204	0.717060817797437	0.8477518701628609	0.47028465397369346	0.6559990192086722	0.014073762552591018	0.6151628533476086	0.007792100744501672	0.02068303685019845	1.0	0.005719527144724387	1
L2	500	500	0	0	64099	348b7500fc267e50b5b1578b25db17c15f45f626265461cfa5b337b84b3658e6	0.4722592805199061	0.6369424765068453	0.5158906769342371	0.23893479420514857	0.5391348210364012	0.7208981964215816	0.3482224717022746	0.5944898206981599	0.6545326359259586	0.42167100150000997	0.7168695386795781	0.8497609550966749	0.4722592805199061	0.6545326359259586	0.016048389098803684	0.7014735961873394	0.009711885284252398	0.022443563948079132	1.0	0.005719527144724387	1
L3	500	500	0	0	66338	4340d0f870497b67b509fe91cabb9ef44abb22e27e24f0b872a68d9021258c2b	0.47505674025452777	0.6394557191661971	0.5178715758652449	0.23451168580281828	0.5415623976251274	0.718357044692273	0.35180817829649225	0.5961335898486987	0.6565212830596102	0.4272916563980988	0.7163815148474577	0.8522126040024648	0.47505674025452777	0.6565212830596102	0.018845848833425327	0.8237503012293803	0.011988614202883257	0.024925828840971314	1.0	0.005719527144724387	1
