surface	images	images_with_predictions	failures	non_finite_predictions	prediction_count	prediction_sha256	map50_95	map50	map75	ap_small	ap_medium	ap_large	ar_1	ar_10	ar_100	ar_small	ar_medium	ar_large	mean_precision_grid	mean_recall_grid	delta_from_d8	recovery_fraction	ci_lower	ci_upper	probability_delta_gt_zero	quarter_residual_threshold	material_vs_d8
C0	500	500	0	0	63809	b89bc475fa07625afe3a4c8e96446c15d79aa67a48efde2ced96395238e87032	0.46314344784537326	0.6268922739728512	0.5024978521461675	0.24544600013175472	0.5211163067910127	0.7059761843599925	0.3472811954548754	0.5909555252009334	0.6522517740076311	0.431721525183025	0.7094221806996812	0.8543956027847281	0.46314344784537326	0.6522517740076311	0.006932556424270819	0.3030213970863533	0.0010344606533665675	0.01347997753616761	0.987	0.005719527144724387	1
C1	500	500	0	0	64295	7ab3285db1085b9fff57384c08de6b46755083a4bd679b303b70f9ec1f452278	0.4640048126743638	0.6289072079806006	0.5054365110811591	0.24360282783880438	0.5343313207677874	0.7010947973703127	0.3489176957677902	0.5941419361523731	0.6499563405837786	0.4208685626750656	0.7137601225046036	0.8472061404153124	0.4640048126743638	0.6499563405837786	0.007793921253261338	0.3406715737178703	0.0008891153299382116	0.015658787120932983	0.988	0.005719527144724387	1
C2	500	500	0	0	64086	cc469f01db0173e3621775ecad12e530cd9a5956ae9825b9fe083bb831dac5f2	0.46504334104772777	0.6303313325341099	0.5064875784124926	0.24414787257007067	0.5307880283865938	0.7070519060370527	0.3453555950280686	0.5915008305246422	0.652174946805141	0.43100085481432004	0.7142227168805038	0.8486029059519771	0.46504334104772777	0.652174946805141	0.008832449626625327	0.3860655524107555	0.002791891016114398	0.015225415267613304	0.999	0.005719527144724387	1
C3	500	500	0	0	63910	b5cf3b047f08c526bd3b932e98ab666b3de4472d7e49e558aff28ead85f6fbf2	0.46471462583903034	0.6323567665695873	0.5096063613764084	0.2430208220580563	0.5352199415679573	0.7082714524361609	0.346218898499988	0.5883045694153182	0.6500808727029878	0.42197670914491686	0.7120588733114934	0.8416206051645294	0.46471462583903034	0.6500808727029878	0.0085037344179279	0.37169744118495995	0.003038080837551049	0.015165372552621754	0.999	0.005719527144724387	1
C4	500	500	0	0	64458	781f001f125a3913a28de0061663010aa05e03d683fbc92b097f1b65ec569ba0	0.46635443931565984	0.6339215063802363	0.5085424312504685	0.23697013344105916	0.5332163906099195	0.7092953360654872	0.3473777099080216	0.5889921589372918	0.652479809227222	0.42678953121757807	0.7168984545466914	0.8439521899883744	0.46635443931565984	0.652479809227222	0.010143547894557403	0.4433735358662329	0.00408322730610147	0.016414614216059147	1.0	0.005719527144724387	1
C5	500	500	0	0	64243	5bcd4bf24bd387bcf7ed553923f4c285be060bd400387ab83b18e07276d610ca	0.4669787524145102	0.6317788649339177	0.5103292602370021	0.23943436270074966	0.538043311488306	0.702853263299962	0.34986945825534865	0.5921711945852247	0.6549748003788244	0.43065634347162896	0.7154323788438128	0.8493991802186462	0.4669787524145102	0.6549748003788244	0.010767860993407763	0.47066220340172216	0.004444512634253312	0.018197691171786483	0.998	0.005719527144724387	1
C6	500	500	0	0	64444	f64b180a354a854235321ed71f8f1593775f97d2b99b35cda4be35a71e0b5e89	0.46879512331959583	0.6342154006375516	0.5124042374818624	0.23945707956482518	0.5379850771255438	0.711404888212508	0.34888065689847475	0.593219852928867	0.6544502784615553	0.4308446706239514	0.7147582129358546	0.8350644016501215	0.46879512331959583	0.6544502784615553	0.012584231898493392	0.5500556068739403	0.0066000642692320005	0.01889019298325731	1.0	0.005719527144724387	1
C7	500	500	0	0	74354	999041a97b74c4e16f5b9ce5174832ecceda4f7180de034d0d80817b7057ad7c	0.478002133817899	0.6435556833758923	0.5219290485110158	0.24530445468468542	0.5438303960397478	0.7185464870004397	0.3520556092017922	0.5972518827342262	0.659927384135121	0.428479119943675	0.7234645499896039	0.8550991047566125	0.478002133817899	0.659927384135121	0.021791242396796584	0.9524931801790872	0.014730917111972382	0.026970703990148226	1.0	0.005719527144724387	1
