surface	images	images_with_predictions	failures	non_finite_predictions	prediction_count	prediction_sha256	map50_95	map50	map75	ap_small	ap_medium	ap_large	ar_1	ar_10	ar_100	ar_small	ar_medium	ar_large	mean_precision_grid	mean_recall_grid	delta_from_d8	recovery_fraction
D8	5000	4997	0	0	633527	573ca3745ad503addad75f53ffb58ed5c032742b20b53721c07a35abc4b336ca	0.3793441320923446	0.5349070262491411	0.41180430598357326	0.18134730322836423	0.42674833286121533	0.5602917340143045	0.31814855381161955	0.5334683545325374	0.5952183600226061	0.3735335654142867	0.6452237969543517	0.7879408693826051	0.3793441320923446	0.5952183600226061	0.0	not-applicable
H8	5000	4999	0	0	732374	b9ff8fa19cba9682970d8e932f3318cdf5833094ab22256a24062019309b5b2a	0.4018217950262668	0.5577825753340728	0.4360739146105322	0.19678895427851534	0.44113875379235723	0.5829462863296956	0.32999467480481326	0.5503612876783718	0.6132370826091165	0.3858430254550253	0.6712525770448269	0.8026944092232514	0.4018217950262668	0.6132370826091165	0.022477662933922227	not-applicable
FQ8-L3	5000	4998	0	0	663722	70079ab14f1f30361e8f728683bb4b5e6c4a6059e8fdd321bfc4aab5323a62b4	0.3977524934214979	0.5523655738680187	0.43138976519131306	0.19251134623016986	0.43966207572629246	0.5827471732081596	0.32761324392349805	0.5462421787671675	0.6080564382063245	0.3822616866663629	0.6609641597581063	0.8011311543695875	0.3977524934214979	0.6080564382063245	0.0184083613291533	0.8189624243084574
FQ8-L2	5000	4996	0	0	638664	5382e69a8344d7b02414a844c567525210c8b18addfdd599e7020bb256922bcb	0.3941395696891142	0.5491386147445173	0.42735552026777124	0.19188057403995573	0.4392389254366278	0.5762505819152063	0.3270785442868994	0.5452440772411759	0.606435985947775	0.38016669146007814	0.6599950565306131	0.7993129505759871	0.3941395696891142	0.606435985947775	0.0147954375967696	0.6582284662005953
FQ8-E1	5000	4996	0	0	635823	75aaf70c9dba15c75fb4d01174f0d2bc2be83d12f096f467192c2f47565ebb32	0.37954302023312186	0.5341185501668442	0.41099941230578063	0.18267171925053924	0.42780563675973826	0.5583805045711676	0.32148871357661446	0.5351731917486209	0.597375108975765	0.3677574347143225	0.6497847260159532	0.7856376235468059	0.37954302023312186	0.597375108975765	0.0001988881407772869	0.008848257105819232
QF-L3	5000	4998	0	0	709912	78b4667451ec75599794f746df5ff26f09840023e53d9d8ad19550ba95350ff6	0.38405017861878965	0.5408288695644755	0.4177276093502298	0.18533390152411883	0.43055858392156326	0.5569330349751813	0.319971640298352	0.5381065118319716	0.6005091788673685	0.37917152190381515	0.6572455401693786	0.7876604873942256	0.38405017861878965	0.6005091788673685	0.0047060465264450735	not-applicable
