pair	left_prediction_sha256	right_prediction_sha256	metric	replicates	seed	point_delta	bootstrap_mean	bootstrap_median	percentile_2_5	percentile_97_5	probability_delta_gt_zero
E0-D8	06882c26436baf70f1421faabae29253a8e3258ea98e9eb02c4fe5eeaa84a52c	38f67e863d329d651398227627f86f2c8a4f11e9e7cb3d2d154c987941f408e5	map50_95	1000	65003	0.0018891818324370813	0.00247943575424706	0.0024906665961629826	-0.0021088677888225727	0.007468916111640819	0.833
E0-D8	06882c26436baf70f1421faabae29253a8e3258ea98e9eb02c4fe5eeaa84a52c	38f67e863d329d651398227627f86f2c8a4f11e9e7cb3d2d154c987941f408e5	map50	1000	65003	0.0006429119555347862	0.0009407576356087134	0.0008263421338883248	-0.004859363363100619	0.006334487284131648	0.622
E0-D8	06882c26436baf70f1421faabae29253a8e3258ea98e9eb02c4fe5eeaa84a52c	38f67e863d329d651398227627f86f2c8a4f11e9e7cb3d2d154c987941f408e5	ap_small	1000	65003	0.0008759338916458359	0.002270514464738329	0.001852936579186254	-0.00651469450392097	0.013783389654583554	0.662
E0-D8	06882c26436baf70f1421faabae29253a8e3258ea98e9eb02c4fe5eeaa84a52c	38f67e863d329d651398227627f86f2c8a4f11e9e7cb3d2d154c987941f408e5	ap_medium	1000	65003	0.0037852361337070706	0.0024606415405362698	0.0025041564939741745	-0.008257776908573594	0.013990513252757436	0.667
E0-D8	06882c26436baf70f1421faabae29253a8e3258ea98e9eb02c4fe5eeaa84a52c	38f67e863d329d651398227627f86f2c8a4f11e9e7cb3d2d154c987941f408e5	ap_large	1000	65003	0.005851954670131443	0.005550695268157198	0.005423839110554218	-0.003366913359011539	0.015113937805697978	0.88
E1-D8	1e9fdbad08a3ef70b663868da4293df1f485b625873980c89f4686185c9162c4	38f67e863d329d651398227627f86f2c8a4f11e9e7cb3d2d154c987941f408e5	map50_95	1000	65003	-6.364245769885368e-06	-1.287368843640796e-05	-4.166135863942211e-05	-0.006347752845103223	0.006293920176116702	0.49
E1-D8	1e9fdbad08a3ef70b663868da4293df1f485b625873980c89f4686185c9162c4	38f67e863d329d651398227627f86f2c8a4f11e9e7cb3d2d154c987941f408e5	map50	1000	65003	-0.003234683200512345	-0.003115371395635416	-0.0031805753456739527	-0.010946551999440845	0.004142566518585029	0.207
E1-D8	1e9fdbad08a3ef70b663868da4293df1f485b625873980c89f4686185c9162c4	38f67e863d329d651398227627f86f2c8a4f11e9e7cb3d2d154c987941f408e5	ap_small	1000	65003	-0.0028439080556035	-0.0017025628469259301	-0.001983015717390263	-0.01000124561706558	0.007456948319696003	0.329
E1-D8	1e9fdbad08a3ef70b663868da4293df1f485b625873980c89f4686185c9162c4	38f67e863d329d651398227627f86f2c8a4f11e9e7cb3d2d154c987941f408e5	ap_medium	1000	65003	-0.0004763436710940594	-0.001444559127721866	-0.0015419070980172145	-0.014892614756281184	0.012390097517447084	0.41
E1-D8	1e9fdbad08a3ef70b663868da4293df1f485b625873980c89f4686185c9162c4	38f67e863d329d651398227627f86f2c8a4f11e9e7cb3d2d154c987941f408e5	ap_large	1000	65003	0.007271139492210588	0.005534298675884987	0.005321989488926371	-0.008993523280946441	0.020137458172952243	0.774
