frontier	map50_95	delta_from_d8	recovery_fraction	incremental_from_previous	incremental_pair	incremental_ci_lower	incremental_ci_upper	incremental_material
C0	0.46314344784537326	0.006932556424270819	0.3030213970863533	0.006932556424270819	C0-D8	0.0010344606533665675	0.01347997753616761	1
C1	0.4640048126743638	0.007793921253261338	0.3406715737178703	0.0008613648289905185	C1-C0	-0.005235564675593459	0.007136166589373042	0
C2	0.46504334104772777	0.008832449626625327	0.3860655524107555	0.0010385283733639894	C2-C1	-0.004782108762400869	0.006724488748810949	0
C3	0.46471462583903034	0.0085037344179279	0.37169744118495995	-0.00032871520869742765	C3-C2	-0.00479038188166341	0.004718764785322094	0
C4	0.46635443931565984	0.010143547894557403	0.4433735358662329	0.0016398134766295036	C4-C3	-0.0031764421433901277	0.005366105334413523	0
C5	0.4669787524145102	0.010767860993407763	0.47066220340172216	0.0006243130988503598	C5-C4	-0.0030689875985105376	0.0053379995390331215	0
C6	0.46879512331959583	0.012584231898493392	0.5500556068739403	0.0018163709050856292	C6-C5	-0.002230255339265644	0.005359750489066139	0
C7	0.478002133817899	0.021791242396796584	0.9524931801790872	0.009207010498303192	C7-C6	0.004455861346348828	0.01216870191367981	1
