surface	warmup	runs	repeats	mean_us	stddev_us	cv_pct	min_us	max_us	median_us	p90_us	p95_us	repeat_mean_cv_pct	gmacs	mismatches
Stage48_R0_regression	10	100	5	6458.369394	895.261055	13.862029	6125.937000	21258.507000	6309.606000	6370.743800	7352.872650	1.988108	36.530831	0
