surface	record	repeat	run	wall_us	process_cpu_us	mean_us	stddev_us	p95_us
S0	raw	4	80	4854.44	18841	NA	NA	NA
S0	raw	4	81	6521.59	18392.2	NA	NA	NA
S0	raw	4	82	4880.53	19081.2	NA	NA	NA
S0	raw	4	83	6302.71	18571.5	NA	NA	NA
S0	raw	4	84	4843.78	18901.9	NA	NA	NA
S0	raw	4	85	6388.92	18609	NA	NA	NA
S0	raw	4	86	4880.78	19015.2	NA	NA	NA
S0	raw	4	87	6284.38	18755.5	NA	NA	NA
S0	raw	4	88	4742.32	18537.3	NA	NA	NA
S0	raw	4	89	6457.67	18786	NA	NA	NA
S0	raw	4	90	4881.82	18980.7	NA	NA	NA
S0	raw	4	91	6288.17	18720	NA	NA	NA
S0	raw	4	92	4849.44	18829.9	NA	NA	NA
S0	raw	4	93	6367.59	18988	NA	NA	NA
S0	raw	4	94	4884.11	18970.5	NA	NA	NA
S0	raw	4	95	6207.21	18705.8	NA	NA	NA
S0	raw	4	96	4880.44	18961.9	NA	NA	NA
S0	raw	4	97	6231.34	18312.8	NA	NA	NA
S0	raw	4	98	4879.19	19022.7	NA	NA	NA
S0	raw	4	99	6334.34	18466.1	NA	NA	NA
S0	repeat_summary	4				5760.92	1349.92	8834.43
S1	raw	0	0	4740.48	18565	NA	NA	NA
S1	raw	0	1	4822.02	18934.5	NA	NA	NA
S1	raw	0	2	4883.94	19023.8	NA	NA	NA
S1	raw	0	3	4775.52	18602.6	NA	NA	NA
S1	raw	0	4	4715.06	18478.7	NA	NA	NA
S1	raw	0	5	4769.15	18592.7	NA	NA	NA
S1	raw	0	6	4716.27	18596.9	NA	NA	NA
S1	raw	0	7	4811.98	18881	NA	NA	NA
S1	raw	0	8	4823.57	18901.5	NA	NA	NA
S1	raw	0	9	4798.07	18810.1	NA	NA	NA
S1	raw	0	10	4832.98	18678.6	NA	NA	NA
S1	raw	0	11	4873.28	18922.6	NA	NA	NA
S1	raw	0	12	4889.07	19012.6	NA	NA	NA
S1	raw	0	13	4748.4	18654.1	NA	NA	NA
S1	raw	0	14	4952.86	18614	NA	NA	NA
S1	raw	0	15	5865	19402.1	NA	NA	NA
S1	raw	0	16	7476.15	21793.2	NA	NA	NA
S1	raw	0	17	7709.4	21739.5	NA	NA	NA
S1	raw	0	18	6760.59	20673.1	NA	NA	NA
S1	raw	0	19	4799.4	18834.2	NA	NA	NA
S1	raw	0	20	4824.52	18863.1	NA	NA	NA
S1	raw	0	21	4735.98	18555	NA	NA	NA
S1	raw	0	22	4864.65	18899.8	NA	NA	NA
S1	raw	0	23	4776.48	18776.3	NA	NA	NA
S1	raw	0	24	4707.98	18482.3	NA	NA	NA
S1	raw	0	25	4704.94	18435.8	NA	NA	NA
S1	raw	0	26	4755.32	18607	NA	NA	NA
S1	raw	0	27	4865.57	18967.6	NA	NA	NA
S1	raw	0	28	6826.22	20795.8	NA	NA	NA
S1	raw	0	29	7584.52	21557.7	NA	NA	NA
S1	raw	0	30	6117.34	20058.5	NA	NA	NA
S1	raw	0	31	4738.56	18579.9	NA	NA	NA
S1	raw	0	32	4799.48	18634.7	NA	NA	NA
S1	raw	0	33	5029.86	18715.1	NA	NA	NA
S1	raw	0	34	4876.23	19034.6	NA	NA	NA
S1	raw	0	35	4824.98	18912.3	NA	NA	NA
S1	raw	0	36	4868.98	18935.5	NA	NA	NA
S1	raw	0	37	4765.77	18731.7	NA	NA	NA
S1	raw	0	38	4777.98	18673.8	NA	NA	NA
S1	raw	0	39	4847.23	18911.7	NA	NA	NA
S1	raw	0	40	7812.11	21769	NA	NA	NA
S1	raw	0	41	7814.07	21877.4	NA	NA	NA
S1	raw	0	42	5059.99	19238.6	NA	NA	NA
S1	raw	0	43	4897.44	19047.7	NA	NA	NA
S1	raw	0	44	4854.03	18913.3	NA	NA	NA
S1	raw	0	45	4868.36	18931.2	NA	NA	NA
S1	raw	0	46	4803.15	18691.2	NA	NA	NA
S1	raw	0	47	4899.94	19154.6	NA	NA	NA
S1	raw	0	48	4732.98	18536.6	NA	NA	NA
S1	raw	0	49	4799.98	18661.2	NA	NA	NA
S1	raw	0	50	4851.03	18848.7	NA	NA	NA
S1	raw	0	51	5114.74	19073.9	NA	NA	NA
S1	raw	0	52	7848.44	21755.8	NA	NA	NA
S1	raw	0	53	7643.27	21552.3	NA	NA	NA
S1	raw	0	54	4761.86	18679.8	NA	NA	NA
S1	raw	0	55	4864.94	19073.1	NA	NA	NA
S1	raw	0	56	4792.98	18717.3	NA	NA	NA
S1	raw	0	57	4813.02	18814.5	NA	NA	NA
S1	raw	0	58	4760.94	18463.5	NA	NA	NA
S1	raw	0	59	4748.94	18601.1	NA	NA	NA
S1	raw	0	60	4832.86	18740.8	NA	NA	NA
S1	raw	0	61	4781.4	18697.5	NA	NA	NA
S1	raw	0	62	4805.65	18792.8	NA	NA	NA
S1	raw	0	63	5651.91	19599.4	NA	NA	NA
S1	raw	0	64	7918.48	22072.8	NA	NA	NA
S1	raw	0	65	7186.02	21079.2	NA	NA	NA
S1	raw	0	66	4932.61	19201.2	NA	NA	NA
S1	raw	0	67	4864.94	19045.6	NA	NA	NA
S1	raw	0	68	4748.11	18634.6	NA	NA	NA
S1	raw	0	69	4930.94	19053.4	NA	NA	NA
S1	raw	0	70	4821.36	18824.2	NA	NA	NA
S1	raw	0	71	4707.36	18467.2	NA	NA	NA
S1	raw	0	72	4688.86	18364.8	NA	NA	NA
S1	raw	0	73	4850.52	18792.2	NA	NA	NA
S1	raw	0	74	4702.36	18424.6	NA	NA	NA
S1	raw	0	75	6135.5	20147.2	NA	NA	NA
S1	raw	0	76	7663.61	21705.9	NA	NA	NA
S1	raw	0	77	6843.64	20821	NA	NA	NA
S1	raw	0	78	4712.9	18420.8	NA	NA	NA
S1	raw	0	79	4858.98	18918.5	NA	NA	NA
S1	raw	0	80	4831.65	18985.8	NA	NA	NA
S1	raw	0	81	4765.9	18501.6	NA	NA	NA
S1	raw	0	82	4718.48	18489.5	NA	NA	NA
S1	raw	0	83	4917.11	19093.8	NA	NA	NA
S1	raw	0	84	4764.27	18686.2	NA	NA	NA
S1	raw	0	85	4752.98	18601.3	NA	NA	NA
S1	raw	0	86	4815.52	18808.8	NA	NA	NA
S1	raw	0	87	6904.1	20822.3	NA	NA	NA
S1	raw	0	88	7715.31	21557.2	NA	NA	NA
S1	raw	0	89	5983.21	19904.8	NA	NA	NA
S1	raw	0	90	4822.86	18834.3	NA	NA	NA
S1	raw	0	91	4728.36	18578	NA	NA	NA
S1	raw	0	92	4861.82	18912.6	NA	NA	NA
S1	raw	0	93	4729.02	18645.6	NA	NA	NA
S1	raw	0	94	4851.44	18962.7	NA	NA	NA
S1	raw	0	95	4821.36	18817.5	NA	NA	NA
S1	raw	0	96	4717.65	18543.8	NA	NA	NA
S1	raw	0	97	4728.4	18542.2	NA	NA	NA
S1	raw	0	98	4686.98	18556.2	NA	NA	NA
S1	raw	0	99	7247.77	21418.7	NA	NA	NA
S1	repeat_summary	0				5288	990.259	7709.69
S1	raw	1	0	7583.15	21623.4	NA	NA	NA
S1	raw	1	1	5913.83	20036.7	NA	NA	NA
S1	raw	1	2	4760.73	18646.9	NA	NA	NA
S1	raw	1	3	4735.86	18530.7	NA	NA	NA
S1	raw	1	4	4773.82	18792.5	NA	NA	NA
S1	raw	1	5	4874.94	18939.5	NA	NA	NA
S1	raw	1	6	4840.32	18919.8	NA	NA	NA
S1	raw	1	7	4759.98	18753.9	NA	NA	NA
S1	raw	1	8	4766.9	18652.9	NA	NA	NA
S1	raw	1	9	4854.36	18711.1	NA	NA	NA
S1	raw	1	10	4744.57	18587.8	NA	NA	NA
S1	raw	1	11	4880.15	19158.3	NA	NA	NA
S1	raw	1	12	7857.07	21782.6	NA	NA	NA
S1	raw	1	13	7718.56	21537.8	NA	NA	NA
S1	raw	1	14	4778.82	18829.9	NA	NA	NA
S1	raw	1	15	4751.19	18608.5	NA	NA	NA
S1	raw	1	16	4771.11	18668.3	NA	NA	NA
S1	raw	1	17	4740.27	18539.9	NA	NA	NA
S1	raw	1	18	4796.94	18853.4	NA	NA	NA
S1	raw	1	19	4751.98	18533.3	NA	NA	NA
S1	raw	1	20	4892.11	18834	NA	NA	NA
S1	raw	1	21	4817.94	18817.5	NA	NA	NA
S1	raw	1	22	4837.61	18937.3	NA	NA	NA
S1	raw	1	23	5614.16	19668.2	NA	NA	NA
S1	raw	1	24	7811.94	21775.2	NA	NA	NA
S1	raw	1	25	7260.1	21212.4	NA	NA	NA
S1	raw	1	26	4802.9	18791.7	NA	NA	NA
S1	raw	1	27	4817.27	18837	NA	NA	NA
S1	raw	1	28	4808.82	18750.2	NA	NA	NA
S1	raw	1	29	4689.98	18559.5	NA	NA	NA
S1	raw	1	30	4835.4	18949	NA	NA	NA
S1	raw	1	31	4874.57	18946.3	NA	NA	NA
S1	raw	1	32	4754.4	18641.7	NA	NA	NA
S1	raw	1	33	4822.9	18871.7	NA	NA	NA
S1	raw	1	34	4748.77	18519.9	NA	NA	NA
S1	raw	1	35	4890.61	19201.2	NA	NA	NA
S1	raw	1	36	6890.51	20869.1	NA	NA	NA
S1	raw	1	37	7660.77	21749.8	NA	NA	NA
S1	raw	1	38	6101.08	20191	NA	NA	NA
S1	raw	1	39	4885.15	19118.6	NA	NA	NA
S1	raw	1	40	4869.9	19105.7	NA	NA	NA
S1	raw	1	41	4783.57	18690.8	NA	NA	NA
S1	raw	1	42	4804.61	18827.8	NA	NA	NA
S1	raw	1	43	4827.98	18604.5	NA	NA	NA
S1	raw	1	44	4853.9	18951.6	NA	NA	NA
S1	raw	1	45	4751.57	18626.3	NA	NA	NA
S1	raw	1	46	4892.94	19064.5	NA	NA	NA
S1	raw	1	47	4890.03	19081.7	NA	NA	NA
S1	raw	1	48	7208.64	21256	NA	NA	NA
S1	raw	1	49	7675.86	21674	NA	NA	NA
S1	raw	1	50	5621.79	19600.7	NA	NA	NA
S1	raw	1	51	4774.48	18670.4	NA	NA	NA
S1	raw	1	52	4881.48	19073.2	NA	NA	NA
S1	raw	1	53	4805.86	18813.7	NA	NA	NA
S1	raw	1	54	4817.86	18902.1	NA	NA	NA
S1	raw	1	55	4853.73	18866.3	NA	NA	NA
S1	raw	1	56	4873.19	19065.2	NA	NA	NA
S1	raw	1	57	4817.27	18725.5	NA	NA	NA
S1	raw	1	58	4804.15	18832.7	NA	NA	NA
S1	raw	1	59	4829.44	18780.7	NA	NA	NA
S1	raw	1	60	4862.52	18965.1	NA	NA	NA
S1	raw	1	61	4730.98	18499.5	NA	NA	NA
S1	raw	1	62	4855.15	18694.1	NA	NA	NA
S1	raw	1	63	4812.48	18724.8	NA	NA	NA
S1	raw	1	64	4857.94	18957.9	NA	NA	NA
S1	raw	1	65	4885.86	18874.8	NA	NA	NA
S1	raw	1	66	4877.48	19050.1	NA	NA	NA
S1	raw	1	67	4843.48	18929.5	NA	NA	NA
S1	raw	1	68	4833.57	18896.2	NA	NA	NA
S1	raw	1	69	4954.78	19059.9	NA	NA	NA
S1	raw	1	70	7687.27	21583.8	NA	NA	NA
S1	raw	1	71	7621.86	21536.1	NA	NA	NA
S1	raw	1	72	4881.07	19116.5	NA	NA	NA
S1	raw	1	73	4895.82	18896.9	NA	NA	NA
S1	raw	1	74	4868.11	19043.6	NA	NA	NA
S1	raw	1	75	4716.52	18472.1	NA	NA	NA
S1	raw	1	76	4709.56	18457.4	NA	NA	NA
S1	raw	1	77	4779.82	18714.8	NA	NA	NA
S1	raw	1	78	4872.48	18967.2	NA	NA	NA
S1	raw	1	79	4737.02	18599.2	NA	NA	NA
S1	raw	1	80	4868.73	19009.2	NA	NA	NA
S1	raw	1	81	4781.19	18673.7	NA	NA	NA
S1	raw	1	82	4747.4	18574.4	NA	NA	NA
S1	raw	1	83	4840.4	18923.3	NA	NA	NA
S1	raw	1	84	4889.44	19039.5	NA	NA	NA
S1	raw	1	85	4701.77	18471.9	NA	NA	NA
S1	raw	1	86	4753.32	18660.1	NA	NA	NA
S1	raw	1	87	4812.36	18820.1	NA	NA	NA
S1	raw	1	88	4788.77	18734.8	NA	NA	NA
S1	raw	1	89	4840.94	18902.2	NA	NA	NA
S1	raw	1	90	4816.11	18785.6	NA	NA	NA
S1	raw	1	91	5562.45	19546.3	NA	NA	NA
S1	raw	1	92	7764.77	21660.9	NA	NA	NA
S1	raw	1	93	7634.23	21623.7	NA	NA	NA
S1	raw	1	94	4846.86	18910.3	NA	NA	NA
S1	raw	1	95	4749.61	18719.8	NA	NA	NA
S1	raw	1	96	4818.98	18864.7	NA	NA	NA
S1	raw	1	97	4768.4	18709.8	NA	NA	NA
S1	raw	1	98	4719.23	18541.7	NA	NA	NA
S1	raw	1	99	4827.15	18747.2	NA	NA	NA
S1	repeat_summary	1				5219.26	943.003	7676.43
S1	raw	2	0	4826.27	18934.5	NA	NA	NA
S1	raw	2	1	4785.44	18752	NA	NA	NA
S1	raw	2	2	4768.32	18675.7	NA	NA	NA
S1	raw	2	3	4721.06	18542.6	NA	NA	NA
S1	raw	2	4	4880.19	19028.4	NA	NA	NA
S1	raw	2	5	4798.11	18761.5	NA	NA	NA
S1	raw	2	6	4761.4	18559	NA	NA	NA
S1	raw	2	7	4861.61	18920.2	NA	NA	NA
S1	raw	2	8	4862.11	18951.8	NA	NA	NA
S1	raw	2	9	4738.27	18492.6	NA	NA	NA
S1	raw	2	10	4713.36	18447.9	NA	NA	NA
S1	raw	2	11	4797.07	18758.3	NA	NA	NA
S1	raw	2	12	4777.86	18735.1	NA	NA	NA
S1	raw	2	13	4736.69	18567.5	NA	NA	NA
S1	raw	2	14	6854.18	20974.3	NA	NA	NA
S1	raw	2	15	7759.52	21764	NA	NA	NA
S1	raw	2	16	5862.62	20021.4	NA	NA	NA
S1	raw	2	17	4731.81	18480.9	NA	NA	NA
S1	raw	2	18	4743.32	18598.2	NA	NA	NA
S1	raw	2	19	4851.82	18914.2	NA	NA	NA
S1	raw	2	20	4791.15	18644.3	NA	NA	NA
S1	raw	2	21	4665.73	18340.3	NA	NA	NA
S1	raw	2	22	4742.52	18569	NA	NA	NA
S1	raw	2	23	4796.98	18718	NA	NA	NA
S1	raw	2	24	4799.19	18755.8	NA	NA	NA
S1	raw	2	25	4825.07	18833.7	NA	NA	NA
S1	raw	2	26	4734.94	18580.5	NA	NA	NA
S1	raw	2	27	4863.94	18993.3	NA	NA	NA
S1	raw	2	28	4772.11	18500.1	NA	NA	NA
S1	raw	2	29	4820.57	18896.5	NA	NA	NA
S1	raw	2	30	4894.4	19068.9	NA	NA	NA
S1	raw	2	31	4848.4	18839.3	NA	NA	NA
S1	raw	2	32	4807.82	18862.5	NA	NA	NA
S1	raw	2	33	4927.98	19236.9	NA	NA	NA
S1	raw	2	34	4834.57	18827.3	NA	NA	NA
S1	raw	2	35	4663.27	18391.1	NA	NA	NA
S1	raw	2	36	7232.35	21157.3	NA	NA	NA
S1	raw	2	37	7693.4	21435.7	NA	NA	NA
S1	raw	2	38	5390.74	19316.9	NA	NA	NA
S1	raw	2	39	4703.81	18466.9	NA	NA	NA
S1	raw	2	40	4850.86	18900.4	NA	NA	NA
S1	raw	2	41	4763.77	18603.6	NA	NA	NA
S1	raw	2	42	4751.23	18605.4	NA	NA	NA
S1	raw	2	43	4763.11	18588.2	NA	NA	NA
S1	raw	2	44	4781.94	18744	NA	NA	NA
S1	raw	2	45	4861.15	19001	NA	NA	NA
S1	raw	2	46	4708.11	18464.7	NA	NA	NA
S1	raw	2	47	4834.94	18608.6	NA	NA	NA
S1	raw	2	48	4759.48	18632.8	NA	NA	NA
S1	raw	2	49	4689.81	18389.9	NA	NA	NA
S1	raw	2	50	4925.61	19211.2	NA	NA	NA
S1	raw	2	51	4873.07	19040.1	NA	NA	NA
S1	raw	2	52	4734.11	18499.3	NA	NA	NA
S1	raw	2	53	4785.73	18593.1	NA	NA	NA
S1	raw	2	54	4800.9	18861.3	NA	NA	NA
S1	raw	2	55	4910.61	19166.3	NA	NA	NA
S1	raw	2	56	4748.94	18527.5	NA	NA	NA
S1	raw	2	57	5100.15	19268.9	NA	NA	NA
S1	raw	2	58	7814.4	21787.8	NA	NA	NA
S1	raw	2	59	7773.9	21806.4	NA	NA	NA
S1	raw	2	60	4828.27	18942.5	NA	NA	NA
S1	raw	2	61	4836.94	18905.1	NA	NA	NA
S1	raw	2	62	4794.27	18697	NA	NA	NA
S1	raw	2	63	4741.27	18540.8	NA	NA	NA
S1	raw	2	64	4738.98	18546.7	NA	NA	NA
S1	raw	2	65	4800.15	18712.6	NA	NA	NA
S1	raw	2	66	4850.69	18972.3	NA	NA	NA
S1	raw	2	67	4833.57	18876.2	NA	NA	NA
S1	raw	2	68	4792.44	18723.7	NA	NA	NA
S1	raw	2	69	4707.52	18431.5	NA	NA	NA
S1	raw	2	70	4760.52	18634.2	NA	NA	NA
S1	raw	2	71	4828.19	18967.1	NA	NA	NA
S1	raw	2	72	4879.11	18948.6	NA	NA	NA
S1	raw	2	73	4836.36	18937.7	NA	NA	NA
S1	raw	2	74	4751.02	18522.6	NA	NA	NA
S1	raw	2	75	4896.36	19121.9	NA	NA	NA
S1	raw	2	76	4868.48	18860.7	NA	NA	NA
S1	raw	2	77	4995.24	19306.1	NA	NA	NA
S1	raw	2	78	4854.65	18926.5	NA	NA	NA
S1	raw	2	79	5295.95	19380.6	NA	NA	NA
S1	raw	2	80	7665.48	21595.7	NA	NA	NA
S1	raw	2	81	7400.44	21199.4	NA	NA	NA
S1	raw	2	82	4762.61	18665.2	NA	NA	NA
S1	raw	2	83	4874.11	18960.7	NA	NA	NA
S1	raw	2	84	4861.61	18967.5	NA	NA	NA
S1	raw	2	85	4873.9	18991	NA	NA	NA
S1	raw	2	86	4754.9	18531.4	NA	NA	NA
S1	raw	2	87	4752.61	18661.5	NA	NA	NA
S1	raw	2	88	4878.28	18975.5	NA	NA	NA
S1	raw	2	89	4798.07	18831.2	NA	NA	NA
S1	raw	2	90	4909.69	19074	NA	NA	NA
S1	raw	2	91	4850.23	18954	NA	NA	NA
S1	raw	2	92	4851.44	18773	NA	NA	NA
S1	raw	2	93	4862.03	19106.7	NA	NA	NA
S1	raw	2	94	4859.65	18936.8	NA	NA	NA
S1	raw	2	95	4832.4	18712.9	NA	NA	NA
S1	raw	2	96	4879.9	18939.8	NA	NA	NA
S1	raw	2	97	4762.44	18659.5	NA	NA	NA
S1	raw	2	98	4755.19	18642.8	NA	NA	NA
S1	raw	2	99	4793.11	18754.5	NA	NA	NA
S1	repeat_summary	2				5047.4	753.64	7413.69
S1	raw	3	0	4888.94	19024.2	NA	NA	NA
S1	raw	3	1	5877.71	19849	NA	NA	NA
S1	raw	3	2	7730.52	21751.5	NA	NA	NA
S1	raw	3	3	6897.89	20757.8	NA	NA	NA
S1	raw	3	4	4710.31	18521.6	NA	NA	NA
S1	raw	3	5	4880.48	18973.5	NA	NA	NA
S1	raw	3	6	4789.32	18712.4	NA	NA	NA
S1	raw	3	7	4874.9	18995.2	NA	NA	NA
S1	raw	3	8	4845.36	18936.5	NA	NA	NA
S1	raw	3	9	4752.27	18667.5	NA	NA	NA
S1	raw	3	10	4810.61	18823.1	NA	NA	NA
S1	raw	3	11	4786.98	18777.9	NA	NA	NA
S1	raw	3	12	4799.98	18797.6	NA	NA	NA
S1	raw	3	13	4760.77	18618.2	NA	NA	NA
S1	raw	3	14	4855.03	18929.1	NA	NA	NA
S1	raw	3	15	4818.9	18869.3	NA	NA	NA
S1	raw	3	16	4729.9	18548	NA	NA	NA
S1	raw	3	17	4910.4	19154.4	NA	NA	NA
S1	raw	3	18	4732.56	18540.1	NA	NA	NA
S1	raw	3	19	4899.48	18951.5	NA	NA	NA
S1	raw	3	20	4817.02	18809	NA	NA	NA
S1	raw	3	21	4798.23	18791.4	NA	NA	NA
S1	raw	3	22	4810.52	18838.5	NA	NA	NA
S1	raw	3	23	6670.47	20710.9	NA	NA	NA
S1	raw	3	24	7681.56	21584.5	NA	NA	NA
S1	raw	3	25	6082.33	19982.6	NA	NA	NA
S1	raw	3	26	4736.73	18579.2	NA	NA	NA
S1	raw	3	27	4829.11	18876	NA	NA	NA
S1	raw	3	28	4762.98	18628.7	NA	NA	NA
S1	raw	3	29	4765.32	18648.9	NA	NA	NA
S1	raw	3	30	4713.98	18504.1	NA	NA	NA
S1	raw	3	31	4847.61	18749.5	NA	NA	NA
S1	raw	3	32	4799.94	18938.4	NA	NA	NA
S1	raw	3	33	4860.57	18896.5	NA	NA	NA
S1	raw	3	34	4743.94	18577.8	NA	NA	NA
S1	raw	3	35	4733.48	18461.3	NA	NA	NA
S1	raw	3	36	4865.44	18974.8	NA	NA	NA
S1	raw	3	37	4747.48	18588.2	NA	NA	NA
S1	raw	3	38	4838.65	18757.4	NA	NA	NA
S1	raw	3	39	4757.23	18718.5	NA	NA	NA
S1	raw	3	40	4810.69	18846.3	NA	NA	NA
S1	raw	3	41	4806.52	18704.7	NA	NA	NA
S1	raw	3	42	4877.65	19073.3	NA	NA	NA
S1	raw	3	43	4885.03	18869.7	NA	NA	NA
S1	raw	3	44	4854.94	18959.4	NA	NA	NA
S1	raw	3	45	7191.52	21345.5	NA	NA	NA
S1	raw	3	46	7635.19	21566.8	NA	NA	NA
S1	raw	3	47	5495.66	19610.8	NA	NA	NA
S1	raw	3	48	4776.27	18524.5	NA	NA	NA
S1	raw	3	49	4755.77	18557.7	NA	NA	NA
S1	raw	3	50	4809.61	18778.2	NA	NA	NA
S1	raw	3	51	4814.86	18703.9	NA	NA	NA
S1	raw	3	52	4719.19	18582.7	NA	NA	NA
S1	raw	3	53	4738.02	18531.7	NA	NA	NA
S1	raw	3	54	4840.77	18824.3	NA	NA	NA
S1	raw	3	55	4793.32	18652.8	NA	NA	NA
S1	raw	3	56	4880.53	19040.5	NA	NA	NA
S1	raw	3	57	4907.11	19100.5	NA	NA	NA
S1	raw	3	58	4844.57	19029.5	NA	NA	NA
S1	raw	3	59	4894.23	19011.7	NA	NA	NA
S1	raw	3	60	4800.07	18721.4	NA	NA	NA
S1	raw	3	61	4847.82	19004.6	NA	NA	NA
S1	raw	3	62	4861.61	19035.3	NA	NA	NA
S1	raw	3	63	4787.44	18761.8	NA	NA	NA
S1	raw	3	64	4865.23	18937.1	NA	NA	NA
S1	raw	3	65	4816.86	18817.1	NA	NA	NA
S1	raw	3	66	4736.11	18575.7	NA	NA	NA
S1	raw	3	67	4727.94	18619	NA	NA	NA
S1	raw	3	68	7982.07	21879.9	NA	NA	NA
S1	raw	3	69	7753.11	21759	NA	NA	NA
S1	raw	3	70	4749.48	18677.2	NA	NA	NA
S1	raw	3	71	4907.4	19203.1	NA	NA	NA
S1	raw	3	72	4924.53	19132.1	NA	NA	NA
S1	raw	3	73	4781.77	18698.5	NA	NA	NA
S1	raw	3	74	4878.73	19041.5	NA	NA	NA
S1	raw	3	75	4738.15	18477.6	NA	NA	NA
S1	raw	3	76	4796.27	18810.1	NA	NA	NA
S1	raw	3	77	4725.73	18408.1	NA	NA	NA
S1	raw	3	78	4773.36	18847.5	NA	NA	NA
S1	raw	3	79	4870.57	18974.6	NA	NA	NA
S1	raw	3	80	4765.44	18602.5	NA	NA	NA
S1	raw	3	81	4830.86	18626.9	NA	NA	NA
S1	raw	3	82	4712.56	18472.3	NA	NA	NA
S1	raw	3	83	4690.56	18447.8	NA	NA	NA
S1	raw	3	84	4774.82	18811.5	NA	NA	NA
S1	raw	3	85	4756.73	18607	NA	NA	NA
S1	raw	3	86	4827.36	18794.8	NA	NA	NA
S1	raw	3	87	4713.44	18596.5	NA	NA	NA
S1	raw	3	88	4730.81	18573.1	NA	NA	NA
S1	raw	3	89	5446.66	19562.8	NA	NA	NA
S1	raw	3	90	7312.48	21430.5	NA	NA	NA
S1	raw	3	91	7876.07	21886.4	NA	NA	NA
S1	raw	3	92	4825.61	18929.3	NA	NA	NA
S1	raw	3	93	4848.48	18905.3	NA	NA	NA
S1	raw	3	94	4851.98	18845.2	NA	NA	NA
S1	raw	3	95	4808.52	18869.3	NA	NA	NA
S1	raw	3	96	4844.73	18931.2	NA	NA	NA
S1	raw	3	97	4883.78	19030	NA	NA	NA
S1	raw	3	98	4885.15	19159.8	NA	NA	NA
S1	raw	3	99	4838.36	18955.7	NA	NA	NA
S1	repeat_summary	3				5110.95	825.78	7637.51
S1	raw	4	0	4854.4	18845.3	NA	NA	NA
S1	raw	4	1	4700.06	18426.5	NA	NA	NA
S1	raw	4	2	4819.27	18857.8	NA	NA	NA
S1	raw	4	3	4798.61	18787.9	NA	NA	NA
S1	raw	4	4	4754.9	18662	NA	NA	NA
S1	raw	4	5	4901.82	19032.7	NA	NA	NA
S1	raw	4	6	4753.61	18666	NA	NA	NA
S1	raw	4	7	4692.19	18424.4	NA	NA	NA
S1	raw	4	8	4925.82	19084.7	NA	NA	NA
S1	raw	4	9	4731.77	18695.6	NA	NA	NA
S1	raw	4	10	4788.77	18674.4	NA	NA	NA
S1	raw	4	11	6704.22	20643.2	NA	NA	NA
S1	raw	4	12	7942.32	21953.7	NA	NA	NA
S1	raw	4	13	5801.96	19744.6	NA	NA	NA
S1	raw	4	14	4768.15	18517.9	NA	NA	NA
S1	raw	4	15	4739.94	18604.2	NA	NA	NA
S1	raw	4	16	4723.82	18469.9	NA	NA	NA
S1	raw	4	17	4866.82	18786	NA	NA	NA
S1	raw	4	18	4759.44	18574.8	NA	NA	NA
S1	raw	4	19	4744.57	18676.7	NA	NA	NA
S1	raw	4	20	4840.69	18877.7	NA	NA	NA
S1	raw	4	21	4871.4	18886.4	NA	NA	NA
S1	raw	4	22	4898.69	19028.4	NA	NA	NA
S1	raw	4	23	4877.65	18877.8	NA	NA	NA
S1	raw	4	24	4726.06	18570.4	NA	NA	NA
S1	raw	4	25	4770.77	18664.6	NA	NA	NA
S1	raw	4	26	4855.53	18915.9	NA	NA	NA
S1	raw	4	27	4729.52	18520.2	NA	NA	NA
S1	raw	4	28	4755.98	18645.2	NA	NA	NA
S1	raw	4	29	4842.65	18888.2	NA	NA	NA
S1	raw	4	30	4877.36	18902	NA	NA	NA
S1	raw	4	31	4871.69	18883	NA	NA	NA
S1	raw	4	32	4909.23	18887.8	NA	NA	NA
S1	raw	4	33	7400.27	21389.4	NA	NA	NA
S1	raw	4	34	7593.31	21593.4	NA	NA	NA
S1	raw	4	35	5520.49	19719	NA	NA	NA
S1	raw	4	36	4810.48	18828.7	NA	NA	NA
S1	raw	4	37	4791.11	18771.5	NA	NA	NA
S1	raw	4	38	4892.82	19062.6	NA	NA	NA
S1	raw	4	39	4800.65	18764	NA	NA	NA
S1	raw	4	40	4840.52	18916.3	NA	NA	NA
S1	raw	4	41	4876.94	18979.4	NA	NA	NA
S1	raw	4	42	4851.36	18927.7	NA	NA	NA
S1	raw	4	43	4865.9	18966.5	NA	NA	NA
S1	raw	4	44	4800.65	18753.8	NA	NA	NA
S1	raw	4	45	4844.32	18712.1	NA	NA	NA
S1	raw	4	46	4843.52	18852	NA	NA	NA
S1	raw	4	47	4758.9	18607.5	NA	NA	NA
S1	raw	4	48	4810.48	18650	NA	NA	NA
S1	raw	4	49	4781.44	18784.1	NA	NA	NA
S1	raw	4	50	4737.19	18691	NA	NA	NA
S1	raw	4	51	4782.15	18683.8	NA	NA	NA
S1	raw	4	52	4779.48	18731.9	NA	NA	NA
S1	raw	4	53	4854.28	18972.1	NA	NA	NA
S1	raw	4	54	4771.02	18746.5	NA	NA	NA
S1	raw	4	55	4812.15	18862	NA	NA	NA
S1	raw	4	56	7715.19	21773.7	NA	NA	NA
S1	raw	4	57	7584.56	21362.4	NA	NA	NA
S1	raw	4	58	4870.78	19157.5	NA	NA	NA
S1	raw	4	59	4800.36	18644.2	NA	NA	NA
