model	provider	mode	recreation	runs	exit_code	output_sha256	boundary_manifest_sha256	unique_sample_hashes	samples_sha256	status
B2	cpu	one-session	0	100	0	0f5e224ef2e38418626746cb16bc854a8f1c2535a1f389a2d3181e7c4aaf89ec	0704a8e61128e46751c72ba8241526e45132f8f31fa61563a0089788919b8a07	1	c04ecc515dc757aca3cc13d4f195d8aa9e73832fe04e2dd2b120d8f9be3f307c	pass
B2	spacemit	one-session	0	100	0	990f1bc423375d1d078a24ca849d810436576ccf1a4f6869169ab0541795f32c	1dc8bd2ce0b525be9e21a26452039503ee5aed352a5b0340f08a9c63fda104b9	1	d0068a4fe30c1af3d113fd351f3b978e9e297938c9111fb4d71edb1b6fe98e4a	pass
C2	cpu	one-session	0	100	0	49677e5baf35ed0388788da6be8e5ce740006b4e34ed852d5165dfff33ffe426	3b328ee76cb771ccf1d14ce8159793e69254fd5718b27adc0e2fefd3b55038be	1	b5d109fda3c431e3913a040711dadc1cc14187d9b2daf6b17ba158f41d32a3cd	pass
C2	spacemit	one-session	0	100	0	5c6ce86ebcf02b21b8069f316ff609cc0c9e03cef93c2c8c09644ca07771c4f3	08c6f46b3658bc7fb57c4bb2843b6aee9f98ebda8c9a90b144bc8008714740f3	1	7baa4e37166bd62f81d50433208eec48413092a0635d5cc9f4b5b4a27e47a448	pass
