surface	images	images_with_predictions	failures	non_finite_predictions	prediction_count	prediction_sha256	map50_95	map50	map75	ap_small	ap_medium	ap_large	ar_1	ar_10	ar_100	ar_small	ar_medium	ar_large	mean_precision_grid	mean_recall_grid
B2_CPU	500	500	0	0	65522	8d4ff1740a318a7749259e8b18058cda7b62dc198a73e2fb459e992f28e8f681	0.4443998906888379	0.6119905159410175	0.4801652362915766	0.2420544782447823	0.5116706544478519	0.6800725582106381	0.34077320944761424	0.5881604228561412	0.6505664189885085	0.426600587103372	0.7062872134048073	0.8360577500844529	0.4443998906888379	0.6505664189885085
B2_EP	500	500	0	0	65462	c0854d85ba119701548bd7050ec503f006718824f95c19fb8bb0c675b7f64f99	0.44355661563546556	0.6139300033320019	0.48327666857167734	0.2381705469768612	0.5151029660306194	0.6732289610524287	0.33826866757485485	0.5841834549500937	0.6474185444399343	0.4273533140644738	0.7081954926489101	0.8326750057003541	0.44355661563546556	0.6474185444399343
C2_CPU	500	500	0	0	64199	92895ef80a1d2331f7ed35c46b33574810ba377ba68db87c4f1764ad272f2836	0.4542491371399816	0.6186795977698184	0.49027929290192057	0.24033037792642806	0.5144880434598654	0.7013858420581264	0.34131031121018274	0.5875569516734453	0.6490222714810843	0.4237908744539566	0.7061292346590603	0.8347485310527107	0.4542491371399816	0.6490222714810843
C2_EP	500	500	0	0	63651	61c325667a928da0d524462e7c1d88c39a84d2d9fcc4515c091ffccc320e6ebb	0.4511048937694146	0.6178328405790872	0.48986514648550505	0.237307265064193	0.5182332003462717	0.6913838262313786	0.3395971661966051	0.5814897746910277	0.6463553916704831	0.42730076406662526	0.7065159875655803	0.8310656632454234	0.4511048937694146	0.6463553916704831
