phase	block	slot	model	provider	metric	samples	mean_us	stddev_us	cv_pct	median_us	p90_us	p95_us	p99_us	p999_us	min_us	max_us	resource_samples	steady_resource_samples	terminal_samples_excluded	rss_startup_first_kib	rss_min_kib	rss_max_kib	hwm_max_kib	fds_min	fds_max	threads_min	threads_max
noise_c2	1	2	C2	spacemit	tail	100	14913.44831	309.0872065297716	2.0725401671357093	14733.709	15411.132699999998	15468.2167	15677.986610000002	15840.559361	14565.478	15858.623	46	15	1	1280	88668	88668	88668	4	4	11	11
noise_c2	1	2	C2	spacemit	two_stage	100	115108.39027	1879.773744293292	1.6330466787729947	114874.295	117340.7957	117574.57814999999	118356.09787000004	125736.32838699997	112906.847	126556.354	46	15	1	1280	88668	88668	88668	4	4	11	11
noise_c2	1	3	C2	spacemit	inference	100	102800.22618000001	4055.536975956747	3.9450661994221954	101606.60399999999	108668.0751	110151.69099999999	113405.80626	113892.226326	97974.525	113946.273	47	16	1	1408	88540	88540	88540	4	4	11	11
noise_c2	1	3	C2	spacemit	tail	100	14878.76793	390.18756981263255	2.6224454312907115	14680.353500000001	15397.6019	15499.629250000002	15760.417350000005	16770.753434999995	14504.059	16883.013	47	16	1	1408	88540	88540	88540	4	4	11	11
noise_c2	1	3	C2	spacemit	two_stage	100	117678.99411	4190.819478383451	3.5612298610116415	116376.3765	123897.78730000001	125334.1942	128645.88753	130610.94615299998	112543.21	130829.286	47	16	1	1408	88540	88540	88540	4	4	11	11
noise_c2	2	0	C2	spacemit	inference	100	100375.82573000001	1647.7680516058158	1.6415985020518102	99938.2365	102513.811	102831.8807	103898.41435000004	107392.85843499999	98312.902	107781.13	47	16	1	896	88412	88412	88412	4	4	11	11
noise_c2	2	0	C2	spacemit	tail	100	14893.82135	328.30263040591365	2.2042874202053837	14712.581999999999	15372.6389	15532.03445	15720.266500000002	15733.408750000002	14539.976	15734.869	47	16	1	896	88412	88412	88412	4	4	11	11
noise_c2	2	0	C2	spacemit	two_stage	100	115269.64708000001	1746.704610265359	1.515320515428578	114847.406	117470.66090000002	117775.56295	119212.34400000003	122137.3188	113023.962	122462.316	47	16	1	896	88412	88412	88412	4	4	11	11
noise_c2	2	1	C2	spacemit	inference	100	101127.77227	2210.387449696252	2.185737310414355	100506.07449999999	103624.4784	105238.34689999999	107371.782	110230.37729999998	98510.148	110547.999	47	16	1	1408	88540	88540	88540	4	4	11	11
noise_c2	2	1	C2	spacemit	tail	100	15002.615819999999	687.5830577927028	4.58308781643322	14723.123	15597.7538	15727.86975	18336.604170000006	19285.979816999996	14513.724	19391.466	47	16	1	1408	88540	88540	88540	4	4	11	11
noise_c2	2	1	C2	spacemit	two_stage	100	116130.38809000001	2649.3132196659017	2.281326415281337	115586.91	118450.9997	120032.83635	124804.99731000004	129426.01823099998	113084.832	129939.465	47	16	1	1408	88540	88540	88540	4	4	11	11
noise_c2	2	2	C2	spacemit	inference	100	100613.90687	1788.6028272499793	1.7776894694696386	100333.87599999999	102788.15550000001	103178.33730000001	104717.08628000003	109255.24152799998	98388.805	109759.481	47	16	1	1408	88540	88540	88540	4	4	11	11
noise_c2	2	2	C2	spacemit	tail	100	14885.74639	326.3899596397757	2.1926341554430833	14723.6435	15352.861	15492.531749999998	15903.25769	16034.385268999999	14488.724	16048.955	47	16	1	1408	88540	88540	88540	4	4	11	11
noise_c2	2	2	C2	spacemit	two_stage	100	115499.65325999999	1891.6086332014656	1.637761309069289	115248.5845	117614.2576	117877.90449999999	119637.17695000004	125191.31009499998	113028.238	125808.436	47	16	1	1408	88540	88540	88540	4	4	11	11
noise_c2	2	3	C2	spacemit	inference	100	100338.78833000001	1630.0075299719917	1.624503900337254	99776.04800000001	102406.44930000001	102929.52915	105753.85075	105792.943375	98165.797	105797.287	47	16	1	1408	88540	88540	88540	4	4	11	11
noise_c2	2	3	C2	spacemit	tail	100	14859.936440000001	296.4193616738926	1.9947552458972195	14718.9755	15343.9812	15421.616450000001	15579.25662	15773.906261999999	14537.556	15795.534	47	16	1	1408	88540	88540	88540	4	4	11	11
noise_c2	2	3	C2	spacemit	two_stage	100	115198.72477	1726.5137322891783	1.4987264275157985	114831.781	117467.80149999999	117785.91055	120483.22009000002	121481.860909	112856.606	121592.821	47	16	1	1408	88540	88540	88540	4	4	11	11
noise_c2	3	0	C2	spacemit	inference	100	100545.09317	1677.9178440897788	1.6688212136347447	100188.946	102583.5773	103148.52024999999	105875.30643000001	106129.725243	98083.79	106157.994	47	16	1	1408	88540	88540	88540	4	4	11	11
noise_c2	3	0	C2	spacemit	tail	100	14899.9692	355.04202045767295	2.382837277661439	14735.766500000002	15385.3677	15515.9492	15723.187290000003	16446.170529	14569.973	16526.502	47	16	1	1408	88540	88540	88540	4	4	11	11
noise_c2	3	0	C2	spacemit	two_stage	100	115445.06237	1781.4496783245656	1.543114657095547	115305.15599999999	117478.5243	118177.6675	120954.41536	121372.861036	112670.846	121419.355	47	16	1	1408	88540	88540	88540	4	4	11	11
noise_c2	3	1	C2	spacemit	inference	100	100120.05274	1836.2264082102351	1.834024611411961	99577.889	102510.8976	103058.89845000001	105255.11714000003	108527.327114	97703.569	108890.906	46	15	1	1408	88412	88412	88412	4	4	11	11
noise_c2	3	1	C2	spacemit	tail	100	14856.89346	380.19440288560793	2.5590437456472674	14688.181499999999	15398.9001	15455.9461	16182.845810000003	16488.798281	14487.678	16522.793	46	15	1	1408	88412	88412	88412	4	4	11	11
noise_c2	3	1	C2	spacemit	two_stage	100	114976.94619999999	2023.079083355619	1.7595519364695211	114535.9295	117616.23920000001	118436.82155	119968.60644000002	124560.14684399999	112377.959	125070.318	46	15	1	1408	88412	88412	88412	4	4	11	11
noise_c2	3	2	C2	spacemit	inference	100	100467.31216	2582.975490262523	2.570961076523064	99699.30249999999	102445.79990000001	105901.8468	110649.29741000001	111833.38384099999	97875.484	111964.949	46	15	1	1408	88284	88284	88284	4	4	11	11
noise_c2	3	2	C2	spacemit	tail	100	14961.96971	458.0500004172783	3.0614284702844667	14744.953000000001	15472.3269	15680.92515	17045.74294	17185.446394	14574.846	17200.969	46	15	1	1408	88284	88284	88284	4	4	11	11
noise_c2	3	2	C2	spacemit	two_stage	100	115429.28186999999	2850.725025009071	2.469672321291616	114797.6565	117291.3299	121661.89825	126482.31272000002	127022.67927200001	112524.332	127082.72	46	15	1	1408	88284	88284	88284	4	4	11	11
noise_c2	3	3	C2	spacemit	inference	100	103226.51358999999	4060.2895497331524	3.9333785560752395	102365.73199999999	108667.44630000001	110380.8726	114462.1023	117264.85862999999	98652.739	117576.276	47	16	1	1408	88156	88156	88156	4	4	11	11
noise_c2	3	3	C2	spacemit	tail	100	15042.475910000001	718.0724924139469	4.773632324294325	14754.264	15623.5405	15995.50595	18111.42403000001	19272.043302999995	14511.386	19401.001	47	16	1	1408	88156	88156	88156	4	4	11	11
noise_c2	3	3	C2	spacemit	two_stage	100	118268.9895	4285.10558185462	3.6231860946563854	117365.0025	123795.79089999999	126097.12024999999	130898.79795000001	133121.392995	113168.458	133368.348	47	16	1	1408	88156	88156	88156	4	4	11	11
noise_c2	4	0	C2	spacemit	inference	100	100598.32736	1974.9607501030146	1.9632143017999129	99952.2125	102887.94089999999	103829.4973	106676.85581000001	110515.71238099998	98594.941	110942.252	47	16	1	1408	88540	88540	88540	4	4	11	11
noise_c2	4	0	C2	spacemit	tail	100	14885.504930000001	346.7880259373444	2.329702805300434	14723.992999999999	15399.9856	15472.19405	15653.754150000004	16550.113514999994	14528.094	16649.709	47	16	1	1408	88540	88540	88540	4	4	11	11
noise_c2	4	0	C2	spacemit	two_stage	100	115483.83229	2142.0952565732837	1.8548875752530534	114833.1245	117817.8726	118534.8415	121474.32827000003	126980.19772699996	113317.538	127591.961	47	16	1	1408	88540	88540	88540	4	4	11	11
noise_c2	4	1	C2	spacemit	inference	100	100081.27266	1890.4426691765284	1.8889075038032477	99463.388	101967.6418	103044.73765	104913.22169000003	109459.43246899998	97925.51	109964.567	46	15	1	1280	88540	88540	88540	4	4	11	11
noise_c2	4	1	C2	spacemit	tail	100	14838.18758	332.6424516370615	2.2417997470622457	14681.178	15348.639299999999	15403.364399999999	15627.607590000003	16206.542859	14511.343	16270.869	46	15	1	1280	88540	88540	88540	4	4	11	11
noise_c2	4	1	C2	spacemit	two_stage	100	114919.46024	1991.7006478025087	1.7331273951713686	114361.2785	117043.66149999999	118287.2524	119574.84631000002	124416.83523099998	112529.563	124954.834	46	15	1	1280	88540	88540	88540	4	4	11	11
noise_c2	4	2	C2	spacemit	inference	100	100526.38413	1736.1617053029995	1.7270706793331068	99820.722	103193.25510000001	103584.67875	105134.29508	105625.688708	98510.306	105680.288	47	16	1	1152	88412	88412	88412	4	4	11	11
noise_c2	4	2	C2	spacemit	tail	100	14873.95074	328.0861237608451	2.205776592217254	14712.199499999999	15380.7886	15561.80205	15710.01576	15786.976776	14553.426	15795.528	47	16	1	1152	88412	88412	88412	4	4	11	11
noise_c2	4	2	C2	spacemit	two_stage	100	115400.33486999999	1846.3474493189956	1.59994981938218	114584.6085	117968.357	118495.10435000001	120312.04756	120374.82385599999	113232.235	120381.799	47	16	1	1152	88412	88412	88412	4	4	11	11
noise_c2	4	3	C2	spacemit	inference	100	100531.77702	2321.3051362503206	2.309026265186296	99763.903	103326.1639	104911.233	108872.83403	109689.70550299999	97872.083	109780.469	46	15	1	1280	88412	88412	88412	4	4	11	11
noise_c2	4	3	C2	spacemit	tail	100	14931.067949999999	406.48447893087445	2.7224072671297064	14711.74	15495.085200000001	15724.517399999999	16033.518140000004	16433.322313999997	14559.884	16477.745	46	15	1	1280	88412	88412	88412	4	4	11	11
noise_c2	4	3	C2	spacemit	two_stage	100	115462.84496999999	2521.4230826352823	2.183752776306879	115033.92199999999	118245.5798	119611.0943	124211.20539	125649.67053899998	112560.677	125809.5	46	15	1	1280	88412	88412	88412	4	4	11	11
noise_c2	5	0	C2	spacemit	inference	100	100458.56352	2081.1868416190837	2.0716868415152545	100171.531	102506.78280000002	103811.26215	107950.98494000001	108720.001694	97950.04	108805.448	46	15	1	1408	88924	88924	88924	4	4	11	11
noise_c2	5	0	C2	spacemit	tail	100	14874.58771	339.06580175670183	2.279497142154415	14711.365	15413.7495	15507.1072	15674.549920000003	16189.184392	14525.716	16246.366	46	15	1	1408	88924	88924	88924	4	4	11	11
noise_c2	5	0	C2	spacemit	two_stage	100	115333.15123	2236.9347249303382	1.9395418412433663	115000.4795	117483.3072	119354.4146	124067.44203	124176.59220300001	112567.34	124188.72	46	15	1	1408	88924	88924	88924	4	4	11	11
noise_c2	5	1	C2	spacemit	inference	100	100426.60818	1896.5684215576202	1.8885118754168206	99572.78700000001	102861.9549	103910.97225	105205.83895	107369.18249499999	98148.371	107609.554	47	16	1	1280	88540	88540	88540	4	4	11	11
noise_c2	5	1	C2	spacemit	tail	100	14870.71625	350.2909226575394	2.3555753251464226	14688.8635	15368.811	15460.4085	15664.940970000005	16455.789896999995	14543.299	16543.662	47	16	1	1280	88540	88540	88540	4	4	11	11
noise_c2	5	1	C2	spacemit	two_stage	100	115297.32443	2068.35495896676	1.7939314456707207	114543.738	117871.7442	119185.4301	120520.64266000001	123789.95866599998	112882.172	124153.216	47	16	1	1280	88540	88540	88540	4	4	11	11
noise_c2	5	2	C2	spacemit	inference	100	100210.54001	1625.6522808994562	1.622236823329395	99605.055	102507.01439999999	103126.79485	104461.65190000001	105930.18918999999	98002.989	106093.36	46	15	1	1280	88412	88412	88412	4	4	11	11
noise_c2	5	2	C2	spacemit	tail	100	14890.90294	307.4238866202222	2.0645080278806938	14727.197	15392.0565	15454.287800000002	15570.520180000001	15614.997118	14543.382	15619.939	46	15	1	1280	88412	88412	88412	4	4	11	11
noise_c2	5	2	C2	spacemit	two_stage	100	115101.44295	1755.0356698990497	1.5247729523785694	114610.5675	117430.622	118116.30990000001	119486.95708000001	121445.73860799999	113021.628	121663.381	46	15	1	1280	88412	88412	88412	4	4	11	11
noise_c2	5	3	C2	spacemit	inference	100	100638.39715	2609.0463945621323	2.592495974149298	99684.03099999999	103045.3423	105414.06989999999	112173.09819	113122.47561899999	98189.905	113227.962	47	16	1	1408	88412	88412	88412	4	4	11	11
noise_c2	5	3	C2	spacemit	tail	100	14874.14625	378.0777047978892	2.5418447448564603	14694.8835	15398.5184	15527.580450000001	15876.434110000004	16540.238910999997	14469.213	16613.995	47	16	1	1408	88412	88412	88412	4	4	11	11
noise_c2	5	3	C2	spacemit	two_stage	100	115512.5434	2777.4413684048463	2.4044500161225315	114569.7075	117809.3833	120122.97644999999	128616.26491	128760.42069099999	113069.748	128776.438	47	16	1	1408	88412	88412	88412	4	4	11	11
noise_c2	6	0	C2	spacemit	inference	100	100207.37931	1987.6416166573217	1.9835281895841066	99637.693	102316.0402	103291.96135	106226.74821	109425.18962099998	97894.648	109780.572	46	15	1	1408	88412	88412	88412	4	4	11	11
noise_c2	6	0	C2	spacemit	tail	100	14823.636629999999	329.10337230103283	2.2201257391522615	14659.6945	15277.9404	15359.032	15583.836860000005	16287.625285999999	14528.214	16365.824	46	15	1	1408	88412	88412	88412	4	4	11	11
noise_c2	6	0	C2	spacemit	two_stage	100	115031.01594000001	2123.6774413693015	1.8461781146721403	114379.7005	117126.8248	118438.66769999999	120888.38522000004	125620.59492199997	112471.529	126146.396	46	15	1	1408	88412	88412	88412	4	4	11	11
noise_c2	6	1	C2	spacemit	inference	100	100439.19008	1814.1739333892774	1.806241101649948	99943.777	102687.10910000002	103138.6896	106884.03933	107445.933333	98320.567	107508.366	47	16	1	768	88540	88540	88540	4	4	11	11
noise_c2	6	1	C2	spacemit	tail	100	14906.51267	333.5906444907873	2.2378852242359333	14732.5285	15393.2206	15456.753799999999	15705.337060000002	16045.258906	14507.338	16083.028	47	16	1	768	88540	88540	88540	4	4	11	11
noise_c2	6	1	C2	spacemit	two_stage	100	115345.70275	1990.275352066132	1.7254872133206818	114881.49650000001	117565.67790000001	118117.0903	122963.25227	123185.22442700001	113024.157	123209.888	47	16	1	768	88540	88540	88540	4	4	11	11
noise_c2	6	2	C2	spacemit	inference	100	101943.9729	4905.4146459127105	4.8118731361633165	100990.997	103825.7265	107183.75035	110135.14111000017	141208.3304109999	98870.613	144660.907	47	16	1	1536	88668	88668	88668	4	4	11	11
noise_c2	6	2	C2	spacemit	tail	100	14975.03728	730.3318713644009	4.876995347048651	14716.444	15437.763600000002	15668.2128	16941.29409000002	20546.555408999982	14486.587	20947.14	47	16	1	1536	88668	88668	88668	4	4	11	11
noise_c2	6	2	C2	spacemit	two_stage	100	116919.01018	5166.505425882468	4.418875440297085	116061.5285	118850.03050000001	123181.9471	131026.22112000015	157104.4653119999	113510.91	160002.048	47	16	1	1536	88668	88668	88668	4	4	11	11
noise_c2	6	3	C2	spacemit	inference	100	101290.65229	2511.144715658829	2.4791475411465425	100587.21650000001	103965.21290000001	105933.33619999999	108959.89066	111462.85756599999	98657.648	111740.965	47	16	1	1536	88924	88924	88924	4	4	11	11
noise_c2	6	3	C2	spacemit	tail	100	14979.269199999999	929.308788181003	6.203966133281075	14684.881	15465.5045	15549.168099999999	18642.70610000002	21777.698509999984	14456.294	22126.031	47	16	1	1536	88924	88924	88924	4	4	11	11
noise_c2	6	3	C2	spacemit	two_stage	100	116269.92149000001	3075.5362193136584	2.6451692577931047	115556.79000000001	118638.91520000002	122397.58679999999	128034.20359000002	130117.05775899999	113228.527	130348.486	47	16	1	1536	88924	88924	88924	4	4	11	11
noise_c2	7	0	C2	spacemit	inference	100	101233.23991	2383.9379038284587	2.354896381808846	100936.1155	103587.77230000001	104956.46114999999	109888.27240000002	112331.87554	98498.475	112603.387	47	16	1	1408	88156	88156	88156	4	4	11	11
noise_c2	7	0	C2	spacemit	tail	100	15027.76068	407.9575372769429	2.7146928006371667	14791.361	15586.2103	15880.091749999998	16122.72052	16303.372551999999	14638.964	16323.445	47	16	1	1408	88156	88156	88156	4	4	11	11
noise_c2	7	0	C2	spacemit	two_stage	100	116261.00059000001	2575.753913847392	2.215492642223949	116073.419	118864.2658	120898.82715	125761.47364	127675.220464	113177.438	127887.859	47	16	1	1408	88156	88156	88156	4	4	11	11
noise_c2	7	1	C2	spacemit	inference	100	100212.41404999999	1745.204536529312	1.741505334517298	99790.1345	102564.7437	102788.4577	103551.21189000002	108013.77558899997	97734.543	108509.616	46	15	1	640	88540	88540	88540	4	4	11	11
noise_c2	7	1	C2	spacemit	tail	100	14914.25187	341.0164494123579	2.2865139491060367	14773.318500000001	15409.577800000001	15515.30175	15666.331120000004	16414.336311999996	14503.752	16497.448	46	15	1	640	88540	88540	88540	4	4	11	11
noise_c2	7	1	C2	spacemit	two_stage	100	115126.66592	1913.7923055717645	1.6623362539671163	114740.977	117442.66159999999	117726.74765	118758.58891000003	124382.21649099997	112378.005	125007.064	46	15	1	640	88540	88540	88540	4	4	11	11
noise_c2	7	2	C2	spacemit	inference	100	103599.43399	4189.7426587455575	4.044175240523008	102630.049	109815.3775	111386.943	111973.57590000001	112916.15589	98171.964	113020.887	47	16	1	1024	88668	88668	88668	4	4	11	11
noise_c2	7	2	C2	spacemit	tail	100	14961.761300000002	493.09313410374364	3.2956890851062006	14714.462500000001	15487.099600000001	15825.3794	16790.175900000002	17192.542589999997	14565.628	17237.25	47	16	1	1024	88668	88668	88668	4	4	11	11
noise_c2	7	2	C2	spacemit	two_stage	100	118561.19528999999	4269.19661285449	3.6008380333987526	117530.12	124774.16419999998	126090.3084	128562.50644000001	128675.70264399999	112994.512	128688.28	47	16	1	1024	88668	88668	88668	4	4	11	11
noise_c2	7	3	C2	spacemit	inference	100	100429.81654999999	1643.1468328253334	1.6361145417479444	100279.19949999999	102431.7812	102767.76865	103635.22007000002	107694.26590699998	98094.708	108145.271	47	16	1	1408	88412	88412	88412	4	4	11	11
noise_c2	7	3	C2	spacemit	tail	100	14838.49065	306.46159654359303	2.065315157533176	14676.7955	15336.1181	15416.683050000001	15519.594780000001	15704.814078	14511.709	15725.394	47	16	1	1408	88412	88412	88412	4	4	11	11
noise_c2	7	3	C2	spacemit	two_stage	100	115268.30720000001	1739.8099282448502	1.5093567091482802	115109.5395	117312.0502	117555.47819999998	118665.38668000003	122842.45526799998	112721.378	123306.574	47	16	1	1408	88412	88412	88412	4	4	11	11
