model	metric	samples	mean_us	stddev_us	cv_pct	p50_us	p95_us	p99_us	p999_us	max_us
B2	inference	10000	99921.37203880001	2123.8375203393825	2.125508764546072	99152.29449999999	104633.9271	108472.49476	112939.49236500003	116466.054
B2	tail	10000	14773.1734856	296.8572947779722	2.0094348385425165	14685.7035	15351.12225	15872.303140000002	17067.650228000002	21817.113
B2	two_stage	10000	114694.54552439999	2232.0734210857595	1.946102502852597	113871.093	119641.3928	123893.43781000002	128325.91292800005	132775.124
