surface	model	provider	mode	exit_code	output_sha256	boundary_manifest_sha256	profile_count	float_count	finite_count	non_finite_count	score_min	score_max	detections_ge_0_001	class_count	status
B2_spacemit_profile	B2	spacemit	profile	0	990f1bc423375d1d078a24ca849d810436576ccf1a4f6869169ab0541795f32c	aec595ba54fe886cda5456a8f9d3268282d8b1924ac22093d83a2cc6b6cb3849	1	1800	1800	0	2.0176172256469727e-05	0.22819504141807556	17	57	pass
B2_cpu_fixture	B2	cpu	fixture	0	0f5e224ef2e38418626746cb16bc854a8f1c2535a1f389a2d3181e7c4aaf89ec	d8912e622e17fb5e5016b94c5e1c12da5f557bcbd12aa3ddddaab4e1cdb66c8c	0	1800	1800	0	2.524256706237793e-05	0.3998291492462158	24	58	pass
B2_spacemit_fixture	B2	spacemit	fixture	0	990f1bc423375d1d078a24ca849d810436576ccf1a4f6869169ab0541795f32c	bde4c0273b219f35afd268461882622e9d56ec2af65196700017deaff9f5c199	0	1800	1800	0	2.0176172256469727e-05	0.22819504141807556	17	57	pass
C2_spacemit_profile	C2	spacemit	profile	0	5c6ce86ebcf02b21b8069f316ff609cc0c9e03cef93c2c8c09644ca07771c4f3	689ae11577eb763108bdba6131e34f84dbb1905da0a1a34475e9d0f0fc083ba3	1	1800	1800	0	2.014636993408203e-05	0.23121550679206848	15	58	pass
C2_cpu_fixture	C2	cpu	fixture	0	49677e5baf35ed0388788da6be8e5ce740006b4e34ed852d5165dfff33ffe426	f76d16f259bf74114de3b52ac27874a999da99b6973cdf46dbb00ecba82a5043	0	1800	1800	0	2.3931264877319336e-05	0.374042809009552	21	58	pass
C2_spacemit_fixture	C2	spacemit	fixture	0	5c6ce86ebcf02b21b8069f316ff609cc0c9e03cef93c2c8c09644ca07771c4f3	e60519bf5b3c131e35756df7934d35681368497a3ef7b84dfee5b39aa270caa3	0	1800	1800	0	2.014636993408203e-05	0.23121550679206848	15	58	pass
