metric	statistic	b2_samples	c2_samples	b2_value_us	c2_value_us	c2_b2_ratio	block_ratio_mean	bootstrap_ci_lower	bootstrap_ci_upper	guardrail	b2_empirical_abs_noise_floor	c2_empirical_abs_noise_floor	comparison_noise_floor	decision
inference	median	2400	2400	100109.679	100007.14850000001	0.9989758183122334	0.998769539911723	0.9956365497645769	1.0020871431266114	1.02	0.010337132345571542	0.01644687219510521	0.01644687219510521	pass
inference	p95	2400	2400	106521.84559999999	104991.66519999999	0.9856350555007658	0.9986410882695784	0.9845817389514361	1.013769608477541	1.05	0.03795349981569984	0.03428315339561694	0.03795349981569984	pass
tail	median	2400	2400	14700.666000000001	14721.511	1.0014179629684805	1.0016673200826836	1.0009263770518362	1.002556756875798	descriptive	0.0036468709282173606	0.003545013327714619	0.0036468709282173606	pass
tail	p95	2400	2400	15524.62425	15529.2189	1.0002959588538833	1.0001815452949954	0.9950447052495794	1.005079986284648	descriptive	0.008396309729348572	0.012030235696851133	0.012030235696851133	pass
two_stage	median	2400	2400	115118.5485	114991.3355	0.9988949391591746	0.9985072634159836	0.9960086245274077	1.0011578201483913	1.02	0.008827029357842409	0.014548991964918656	0.014548991964918656	pass
two_stage	p95	2400	2400	121427.21454999999	120205.1385	0.9899357318330252	0.9963234526969372	0.9826155309155756	1.0110970353491195	1.05	0.036445727892625346	0.02814750464817406	0.036445727892625346	pass
