surface	model	scope	provider	score_threshold	iou_threshold	max_dets	area	tp	fp	fn	precision	recall	f1	detections	detections_per_image	ignored_detections	ignored_ground_truths
A1_HOST	A1	host	CPU	0.01	0.75	100	large	7324	24358	1355	0.23117227447762137	0.8438760225832469	0.3629246054359406	138963	27.7926	107281	28102
A1_HOST	A1	host	CPU	0.05	0.5	100	large	7593	8007	1086	0.48673076923076924	0.8748703767715175	0.6254788088471519	43601	8.7202	28001	28102
A1_HOST	A1	host	CPU	0.05	0.75	100	large	6885	9154	1794	0.4292661637259181	0.7932941583131697	0.5570839064649243	43601	8.7202	27562	28102
A1_HOST	A1	host	CPU	0.25	0.5	100	large	6753	1895	1926	0.7808741905642923	0.7780850328378845	0.7794771166387718	16635	3.327	7987	28102
A1_HOST	A1	host	CPU	0.25	0.75	100	large	6116	2801	2563	0.6858809016485365	0.7046894803548795	0.6951579904523755	16635	3.327	7718	28102
A1_HOST	A1	host	CPU	0.5	0.5	100	large	5860	627	2819	0.9033451518421458	0.6751929945846296	0.7727812211525781	10319	2.0638	3832	28102
A1_HOST	A1	host	CPU	0.5	0.75	100	large	5393	1246	3286	0.8123211327007079	0.6213849521834313	0.704138921530226	10319	2.0638	3680	28102
A1_HOST	A1	host	CPU	0.001	0.5	100	medium	11216	159484	1176	0.06570591681312243	0.9051000645577792	0.12251764140432132	567001	113.4002	396301	24389
A1_HOST	A1	host	CPU	0.001	0.75	100	medium	9297	161904	3095	0.054304589342351973	0.7502420916720465	0.10127837117972907	567001	113.4002	395800	24389
A1_HOST	A1	host	CPU	0.01	0.5	100	medium	10094	28815	2298	0.2594258397799995	0.8145577792123951	0.39352059414046514	138963	27.7926	100054	24389
A1_HOST	A1	host	CPU	0.01	0.75	100	medium	8155	30888	4237	0.2088722690367031	0.6580858618463525	0.3170992514824536	138963	27.7926	99920	24389
A1_HOST	A1	host	CPU	0.05	0.5	100	medium	8274	5302	4118	0.6094578668238068	0.6676888315041962	0.6372458410351202	43601	8.7202	30025	24389
A1_HOST	A1	host	CPU	0.05	0.75	100	medium	6716	6715	5676	0.5000372273099546	0.5419625564880568	0.5201564496766449	43601	8.7202	30170	24389
A1_HOST	A1	host	CPU	0.25	0.5	100	medium	5137	507	7255	0.9101700921332389	0.414541639767592	0.5696385007762254	16635	3.327	10991	24389
A1_HOST	A1	host	CPU	0.25	0.75	100	medium	4437	973	7955	0.8201478743068392	0.3580535829567463	0.49848331648129424	16635	3.327	11225	24389
A1_HOST	A1	host	CPU	0.5	0.5	100	medium	3105	88	9287	0.972439711869715	0.25056488056810844	0.39846005774783444	10319	2.0638	7126	24389
A1_HOST	A1	host	CPU	0.5	0.75	100	medium	2808	231	9584	0.9239881539980257	0.22659780503550678	0.3639427127211457	10319	2.0638	7280	24389
A1_HOST	A1	host	CPU	0.001	0.5	100	small	10547	233174	4717	0.04327489219230185	0.6909722222222222	0.08144873255207831	567001	113.4002	323280	21517
A1_HOST	A1	host	CPU	0.001	0.75	100	small	5992	236786	9272	0.024680984273698605	0.39255765199161424	0.046442052069043026	567001	113.4002	324223	21517
A1_HOST	A1	host	CPU	0.01	0.5	100	small	8602	44580	6662	0.16174645556767328	0.5635482180293501	0.25135143032463547	138963	27.7926	85781	21517
A1_HOST	A1	host	CPU	0.01	0.75	100	small	4793	47312	10471	0.09198733326935994	0.3140068134171908	0.14229096468702224	138963	27.7926	86858	21517
A1_HOST	A1	host	CPU	0.05	0.5	100	small	5605	5862	9659	0.48879393040899977	0.3672038784067086	0.41936328607235046	43601	8.7202	32134	21517
A1_HOST	A1	host	CPU	0.05	0.75	100	small	3323	7342	11941	0.3115799343647445	0.2177017819706499	0.25631532261174744	43601	8.7202	32936	21517
A1_HOST	A1	host	CPU	0.25	0.5	100	small	1894	246	13370	0.8850467289719626	0.12408280922431866	0.21765111468627904	16635	3.327	14495	21517
A1_HOST	A1	host	CPU	0.25	0.75	100	small	1402	580	13862	0.7073662966700303	0.09185010482180293	0.16258842630175116	16635	3.327	14653	21517
A1_HOST	A1	host	CPU	0.5	0.5	100	small	579	24	14685	0.9601990049751243	0.03793238993710692	0.07298166004915863	10319	2.0638	9716	21517
A1_HOST	A1	host	CPU	0.5	0.75	100	small	478	88	14786	0.8445229681978799	0.03131551362683438	0.0603916614024005	10319	2.0638	9753	21517
A1_HOST	A1	host	CPU	0.001	0.5	300	all	30496	547797	5839	0.05273451347327393	0.8393009494977295	0.09923400821309801	625640	125.128	47347	446
A1_HOST	A1	host	CPU	0.001	0.75	300	all	23391	555964	12944	0.04037420924994174	0.643759460575203	0.07598304341470545	625640	125.128	46285	446
A1_HOST	A1	host	CPU	0.01	0.5	300	all	26732	96950	9603	0.21613492666677447	0.7357093711297646	0.3341145003343395	140942	28.1884	17260	446
A1_HOST	A1	host	CPU	0.01	0.75	300	all	20287	103048	16048	0.16448696639234606	0.5583321865969451	0.2541116051856955	140942	28.1884	17607	446
A1_HOST	A1	host	CPU	0.05	0.5	300	all	21438	19171	14897	0.5279125317047945	0.5900096325856612	0.5572364316905802	43601	8.7202	2992	446
A1_HOST	A1	host	CPU	0.05	0.75	300	all	16921	23211	19414	0.42163360909000297	0.46569423420943995	0.442569997515268	43601	8.7202	3469	446
A1_HOST	A1	host	CPU	0.25	0.5	300	all	13754	2648	22581	0.8385562736251677	0.37853309481216457	0.521607220736864	16635	3.327	233	446
A1_HOST	A1	host	CPU	0.25	0.75	300	all	11953	4354	24382	0.7329980989759	0.32896656116691897	0.45412408343148053	16635	3.327	328	446
A1_HOST	A1	host	CPU	0.5	0.5	300	all	9524	739	26811	0.9279937640066257	0.262116416678134	0.40877290870852817	10319	2.0638	56	446
A1_HOST	A1	host	CPU	0.5	0.75	300	all	8678	1565	27657	0.8472127306453188	0.23883308105132792	0.3726222680235304	10319	2.0638	76	446
A1_HOST	A1	host	CPU	0.001	0.5	300	large	8433	121114	246	0.06509606552062186	0.9716557207051504	0.12201756543631445	625640	125.128	496093	28102
A1_HOST	A1	host	CPU	0.001	0.75	300	large	7850	122471	829	0.06023587909853362	0.9044820831893076	0.11294964028776977	625640	125.128	495319	28102
A1_HOST	A1	host	CPU	0.01	0.5	300	large	8016	23101	663	0.257608381270688	0.9236087106809541	0.40285455824705996	140942	28.1884	109825	28102
A1_HOST	A1	host	CPU	0.01	0.75	300	large	7325	24361	1354	0.23117465126554315	0.843991243230787	0.36293818902514563	140942	28.1884	109256	28102
A1_HOST	A1	host	CPU	0.05	0.5	300	large	7593	8007	1086	0.48673076923076924	0.8748703767715175	0.6254788088471519	43601	8.7202	28001	28102
A1_HOST	A1	host	CPU	0.05	0.75	300	large	6885	9154	1794	0.4292661637259181	0.7932941583131697	0.5570839064649243	43601	8.7202	27562	28102
A1_HOST	A1	host	CPU	0.25	0.5	300	large	6753	1895	1926	0.7808741905642923	0.7780850328378845	0.7794771166387718	16635	3.327	7987	28102
A1_HOST	A1	host	CPU	0.25	0.75	300	large	6116	2801	2563	0.6858809016485365	0.7046894803548795	0.6951579904523755	16635	3.327	7718	28102
A1_HOST	A1	host	CPU	0.5	0.5	300	large	5860	627	2819	0.9033451518421458	0.6751929945846296	0.7727812211525781	10319	2.0638	3832	28102
A1_HOST	A1	host	CPU	0.5	0.75	300	large	5393	1246	3286	0.8123211327007079	0.6213849521834313	0.704138921530226	10319	2.0638	3680	28102
A1_HOST	A1	host	CPU	0.001	0.5	300	medium	11269	171798	1123	0.06155669782101635	0.9093770174306004	0.11530806972306212	625640	125.128	442573	24389
A1_HOST	A1	host	CPU	0.001	0.75	300	medium	9386	174573	3006	0.051022238651003755	0.7574241446094254	0.09560430046192786	625640	125.128	441681	24389
A1_HOST	A1	host	CPU	0.01	0.5	300	medium	10096	28890	2296	0.25896475657928486	0.8147191736604261	0.3930086807583012	140942	28.1884	101956	24389
A1_HOST	A1	host	CPU	0.01	0.75	300	medium	8156	30978	4236	0.20841212245106558	0.658166559070368	0.31657803827194037	140942	28.1884	101808	24389
A1_HOST	A1	host	CPU	0.05	0.5	300	medium	8274	5302	4118	0.6094578668238068	0.6676888315041962	0.6372458410351202	43601	8.7202	30025	24389
A1_HOST	A1	host	CPU	0.05	0.75	300	medium	6716	6715	5676	0.5000372273099546	0.5419625564880568	0.5201564496766449	43601	8.7202	30170	24389
A1_HOST	A1	host	CPU	0.25	0.5	300	medium	5137	507	7255	0.9101700921332389	0.414541639767592	0.5696385007762254	16635	3.327	10991	24389
A1_HOST	A1	host	CPU	0.25	0.75	300	medium	4437	973	7955	0.8201478743068392	0.3580535829567463	0.49848331648129424	16635	3.327	11225	24389
A1_HOST	A1	host	CPU	0.5	0.5	300	medium	3105	88	9287	0.972439711869715	0.25056488056810844	0.39846005774783444	10319	2.0638	7126	24389
A1_HOST	A1	host	CPU	0.5	0.75	300	medium	2808	231	9584	0.9239881539980257	0.22659780503550678	0.3639427127211457	10319	2.0638	7280	24389
A1_HOST	A1	host	CPU	0.001	0.5	300	small	10800	254888	4464	0.04064918249977417	0.7075471698113207	0.07688146017825111	625640	125.128	359952	21517
A1_HOST	A1	host	CPU	0.001	0.75	300	small	6156	258919	9108	0.023223615957747808	0.4033018867924528	0.043918256111350897	625640	125.128	360565	21517
A1_HOST	A1	host	CPU	0.01	0.5	300	small	8638	44960	6626	0.16116272995261016	0.5659067085953878	0.25087856873166625	140942	28.1884	87344	21517
A1_HOST	A1	host	CPU	0.01	0.75	300	small	4808	47709	10456	0.09155130719576518	0.3149895178197065	0.14186866526017614	140942	28.1884	88425	21517
A1_HOST	A1	host	CPU	0.05	0.5	300	small	5605	5862	9659	0.48879393040899977	0.3672038784067086	0.41936328607235046	43601	8.7202	32134	21517
A1_HOST	A1	host	CPU	0.05	0.75	300	small	3323	7342	11941	0.3115799343647445	0.2177017819706499	0.25631532261174744	43601	8.7202	32936	21517
A1_HOST	A1	host	CPU	0.25	0.5	300	small	1894	246	13370	0.8850467289719626	0.12408280922431866	0.21765111468627904	16635	3.327	14495	21517
A1_HOST	A1	host	CPU	0.25	0.75	300	small	1402	580	13862	0.7073662966700303	0.09185010482180293	0.16258842630175116	16635	3.327	14653	21517
A1_HOST	A1	host	CPU	0.5	0.5	300	small	579	24	14685	0.9601990049751243	0.03793238993710692	0.07298166004915863	10319	2.0638	9716	21517
A1_HOST	A1	host	CPU	0.5	0.75	300	small	478	88	14786	0.8445229681978799	0.03131551362683438	0.0603916614024005	10319	2.0638	9753	21517
C2_HOST	C2	host	CPU	0.001	0.5	100	all	30215	523248	6120	0.05459262859486542	0.8315673592954451	0.1024588079308509	579607	115.9214	26144	446
C2_HOST	C2	host	CPU	0.001	0.75	100	all	23170	530549	13165	0.04184432898275118	0.6376771707719829	0.07853518491527894	579607	115.9214	25888	446
C2_HOST	C2	host	CPU	0.01	0.5	100	all	26920	102833	9415	0.20747111820150593	0.7408834457134994	0.3241655026251144	145678	29.1356	15925	446
C2_HOST	C2	host	CPU	0.01	0.75	100	all	20518	108902	15817	0.15853809303044353	0.5646896931333425	0.2475702090434678	145678	29.1356	16258	446
C2_HOST	C2	host	CPU	0.05	0.5	100	all	21503	19606	14832	0.5230728064414119	0.5917985413513142	0.5553173906306491	44027	8.8054	2918	446
C2_HOST	C2	host	CPU	0.05	0.75	100	all	17017	23627	19318	0.4186841846274973	0.46833631484794275	0.4421205783395471	44027	8.8054	3383	446
C2_HOST	C2	host	CPU	0.25	0.5	100	all	13558	2491	22777	0.8447878372484267	0.373138846841888	0.5176389737324374	16274	3.2548	225	446
C2_HOST	C2	host	CPU	0.25	0.75	100	all	11806	4149	24529	0.7399561266060796	0.3249208751892115	0.451558615414037	16274	3.2548	319	446
C2_HOST	C2	host	CPU	0.5	0.5	100	all	9475	723	26860	0.9291037458325162	0.2607678546855649	0.40723787419680657	10249	2.0498	51	446
C2_HOST	C2	host	CPU	0.5	0.75	100	all	8642	1533	27693	0.8493366093366094	0.23784230081188937	0.37161900666523323	10249	2.0498	74	446
C2_HOST	C2	host	CPU	0.001	0.5	100	large	8433	126283	246	0.06259835505804805	0.9716557207051504	0.11761916384811187	579607	115.9214	444891	28102
C2_HOST	C2	host	CPU	0.001	0.75	100	large	7854	127554	825	0.05800248138957816	0.9049429657794676	0.10901746861271315	579607	115.9214	444199	28102
C2_HOST	C2	host	CPU	0.01	0.5	100	large	8081	27373	598	0.22792914762791222	0.9310980527710566	0.3662112251603109	145678	29.1356	110224	28102
C2_HOST	C2	host	CPU	0.01	0.75	100	large	7390	28642	1289	0.20509547069271758	0.8514805853208895	0.33056742188723137	145678	29.1356	109646	28102
C2_HOST	C2	host	CPU	0.05	0.5	100	large	7620	8509	1059	0.47244094488188976	0.8779813342550985	0.6143179619477588	44027	8.8054	27898	28102
C2_HOST	C2	host	CPU	0.05	0.75	100	large	6908	9665	1771	0.4168225426899173	0.7959442332065906	0.5471249801995881	44027	8.8054	27454	28102
C2_HOST	C2	host	CPU	0.25	0.5	100	large	6727	1787	1952	0.7901104063894762	0.7750892960018435	0.782527772930844	16274	3.2548	7760	28102
C2_HOST	C2	host	CPU	0.25	0.75	100	large	6101	2679	2578	0.694874715261959	0.702961170641779	0.6988945529526318	16274	3.2548	7494	28102
C2_HOST	C2	host	CPU	0.5	0.5	100	large	5838	605	2841	0.9060996430234363	0.6726581403387487	0.7721200899351939	10249	2.0498	3806	28102
C2_HOST	C2	host	CPU	0.5	0.75	100	large	5378	1217	3301	0.8154662623199394	0.6196566424703307	0.7042032211601414	10249	2.0498	3654	28102
C2_HOST	C2	host	CPU	0.001	0.5	100	medium	11253	164152	1139	0.06415438556483567	0.9080858618463525	0.11984217000271571	579607	115.9214	404202	24389
C2_HOST	C2	host	CPU	0.001	0.75	100	medium	9324	166582	3068	0.05300558252703148	0.7524209167204648	0.09903450912914635	579607	115.9214	403701	24389
C2_HOST	C2	host	CPU	0.01	0.5	100	medium	10285	33375	2107	0.23557031607879064	0.8299709489993544	0.3669806608149575	145678	29.1356	102018	24389
C2_HOST	C2	host	CPU	0.01	0.75	100	medium	8334	35508	4058	0.19009169289722183	0.6725306649451259	0.296404310559448	145678	29.1356	101836	24389
C2_HOST	C2	host	CPU	0.05	0.5	100	medium	8410	5724	3982	0.595019102872506	0.6786636539703034	0.6340948503355199	44027	8.8054	29893	24389
C2_HOST	C2	host	CPU	0.05	0.75	100	medium	6811	7167	5581	0.4872657032479611	0.5496287927695287	0.5165718619643535	44027	8.8054	30049	24389
C2_HOST	C2	host	CPU	0.25	0.5	100	medium	4955	439	7437	0.9186132740081572	0.3998547449967721	0.5571798043404924	16274	3.2548	10880	24389
C2_HOST	C2	host	CPU	0.25	0.75	100	medium	4289	870	8103	0.8313626671835627	0.3461103938024532	0.48874707993846506	16274	3.2548	11115	24389
C2_HOST	C2	host	CPU	0.5	0.5	100	medium	3052	91	9340	0.9710467706013363	0.2462879276952873	0.39291921467653684	10249	2.0498	7106	24389
C2_HOST	C2	host	CPU	0.5	0.75	100	medium	2758	226	9634	0.9242627345844504	0.22256294383473207	0.35874089490114464	10249	2.0498	7265	24389
C2_HOST	C2	host	CPU	0.001	0.5	100	small	10535	232815	4729	0.04329155537291966	0.6901860587002097	0.08147277409575662	579607	115.9214	336257	21517
C2_HOST	C2	host	CPU	0.001	0.75	100	small	5993	236412	9271	0.024723087395061984	0.3926231656184486	0.04651704318330882	579607	115.9214	337202	21517
C2_HOST	C2	host	CPU	0.01	0.5	100	small	8569	42086	6695	0.16916395222584146	0.5613862683438156	0.25998574007494046	145678	29.1356	95023	21517
C2_HOST	C2	host	CPU	0.01	0.75	100	small	4796	44752	10468	0.09679502704448212	0.3142033542976939	0.14799728445349628	145678	29.1356	96130	21517
C2_HOST	C2	host	CPU	0.05	0.5	100	small	5506	5374	9758	0.5060661764705883	0.36071802935010483	0.4212056303549572	44027	8.8054	33147	21517
C2_HOST	C2	host	CPU	0.05	0.75	100	small	3301	6795	11963	0.32696117274167985	0.2162604821802935	0.26033123028391164	44027	8.8054	33931	21517
C2_HOST	C2	host	CPU	0.25	0.5	100	small	1906	265	13358	0.8779364348226624	0.12486897274633124	0.21864066532836252	16274	3.2548	14103	21517
C2_HOST	C2	host	CPU	0.25	0.75	100	small	1418	600	13846	0.7026759167492567	0.09289832285115304	0.16410137715542183	16274	3.2548	14256	21517
C2_HOST	C2	host	CPU	0.5	0.5	100	small	606	27	14658	0.957345971563981	0.03970125786163522	0.07624080015097189	10249	2.0498	9616	21517
C2_HOST	C2	host	CPU	0.5	0.75	100	small	507	90	14757	0.8492462311557789	0.033215408805031446	0.0639303953092491	10249	2.0498	9652	21517
C2_HOST	C2	host	CPU	0.001	0.5	300	all	30516	560868	5819	0.05160099021955278	0.8398513829640842	0.09722821835885165	638745	127.749	47361	446
C2_HOST	C2	host	CPU	0.001	0.75	300	all	23447	569019	12888	0.039575266766362964	0.6453006742809962	0.07457685340831201	638745	127.749	46279	446
C2_HOST	C2	host	CPU	0.01	0.5	300	all	26958	103266	9377	0.20701253225211944	0.7419292692995734	0.32370511350332315	147552	29.5104	17328	446
C2_HOST	C2	host	CPU	0.01	0.75	300	all	20538	109366	15797	0.15810136716344378	0.5652401265996972	0.2470900330247415	147552	29.5104	17648	446
C2_HOST	C2	host	CPU	0.05	0.5	300	all	21503	19606	14832	0.5230728064414119	0.5917985413513142	0.5553173906306491	44027	8.8054	2918	446
C2_HOST	C2	host	CPU	0.05	0.75	300	all	17017	23627	19318	0.4186841846274973	0.46833631484794275	0.4421205783395471	44027	8.8054	3383	446
C2_HOST	C2	host	CPU	0.25	0.5	300	all	13558	2491	22777	0.8447878372484267	0.373138846841888	0.5176389737324374	16274	3.2548	225	446
C2_HOST	C2	host	CPU	0.25	0.75	300	all	11806	4149	24529	0.7399561266060796	0.3249208751892115	0.451558615414037	16274	3.2548	319	446
C2_HOST	C2	host	CPU	0.5	0.5	300	all	9475	723	26860	0.9291037458325162	0.2607678546855649	0.40723787419680657	10249	2.0498	51	446
C2_HOST	C2	host	CPU	0.5	0.75	300	all	8642	1533	27693	0.8493366093366094	0.23784230081188937	0.37161900666523323	10249	2.0498	74	446
C2_HOST	C2	host	CPU	0.001	0.5	300	large	8438	129594	241	0.061130752289324214	0.9722318239428506	0.11502886627451248	638745	127.749	500713	28102
C2_HOST	C2	host	CPU	0.001	0.75	300	large	7866	130976	813	0.056654326500626614	0.9063256135499481	0.10664244412659893	638745	127.749	499903	28102
C2_HOST	C2	host	CPU	0.01	0.5	300	large	8082	27378	597	0.22791878172588834	0.9312132734185966	0.3662067559301298	147552	29.5104	112092	28102
C2_HOST	C2	host	CPU	0.01	0.75	300	large	7391	28647	1288	0.20508907264554083	0.8515958059684295	0.33056779300937	147552	29.5104	111514	28102
C2_HOST	C2	host	CPU	0.05	0.5	300	large	7620	8509	1059	0.47244094488188976	0.8779813342550985	0.6143179619477588	44027	8.8054	27898	28102
C2_HOST	C2	host	CPU	0.05	0.75	300	large	6908	9665	1771	0.4168225426899173	0.7959442332065906	0.5471249801995881	44027	8.8054	27454	28102
C2_HOST	C2	host	CPU	0.25	0.5	300	large	6727	1787	1952	0.7901104063894762	0.7750892960018435	0.782527772930844	16274	3.2548	7760	28102
C2_HOST	C2	host	CPU	0.25	0.75	300	large	6101	2679	2578	0.694874715261959	0.702961170641779	0.6988945529526318	16274	3.2548	7494	28102
C2_HOST	C2	host	CPU	0.5	0.5	300	large	5838	605	2841	0.9060996430234363	0.6726581403387487	0.7721200899351939	10249	2.0498	3806	28102
C2_HOST	C2	host	CPU	0.5	0.75	300	large	5378	1217	3301	0.8154662623199394	0.6196566424703307	0.7042032211601414	10249	2.0498	3654	28102
C2_HOST	C2	host	CPU	0.001	0.5	300	medium	11307	176788	1085	0.06011324064967171	0.9124435119431892	0.11279534333896962	638745	127.749	450650	24389
C2_HOST	C2	host	CPU	0.001	0.75	300	medium	9405	179569	2987	0.04976875125678665	0.7589573918657199	0.09341199606686332	638745	127.749	449771	24389
C2_HOST	C2	host	CPU	0.01	0.5	300	medium	10289	33487	2103	0.2350374634502924	0.8302937378954164	0.3663651901438541	147552	29.5104	103776	24389
C2_HOST	C2	host	CPU	0.01	0.75	300	medium	8337	35637	4055	0.18958930276981853	0.6727727566171724	0.2958166270446723	147552	29.5104	103578	24389
C2_HOST	C2	host	CPU	0.05	0.5	300	medium	8410	5724	3982	0.595019102872506	0.6786636539703034	0.6340948503355199	44027	8.8054	29893	24389
C2_HOST	C2	host	CPU	0.05	0.75	300	medium	6811	7167	5581	0.4872657032479611	0.5496287927695287	0.5165718619643535	44027	8.8054	30049	24389
C2_HOST	C2	host	CPU	0.25	0.5	300	medium	4955	439	7437	0.9186132740081572	0.3998547449967721	0.5571798043404924	16274	3.2548	10880	24389
C2_HOST	C2	host	CPU	0.25	0.75	300	medium	4289	870	8103	0.8313626671835627	0.3461103938024532	0.48874707993846506	16274	3.2548	11115	24389
C2_HOST	C2	host	CPU	0.5	0.5	300	medium	3052	91	9340	0.9710467706013363	0.2462879276952873	0.39291921467653684	10249	2.0498	7106	24389
C2_HOST	C2	host	CPU	0.5	0.75	300	medium	2758	226	9634	0.9242627345844504	0.22256294383473207	0.35874089490114464	10249	2.0498	7265	24389
C2_HOST	C2	host	CPU	0.001	0.5	300	small	10777	254488	4487	0.040627297231070815	0.70604035639413	0.07683341116248231	638745	127.749	373480	21517
C2_HOST	C2	host	CPU	0.001	0.75	300	small	6177	258473	9087	0.023340260721707917	0.40467767295597484	0.04413498431661153	638745	127.749	374095	21517
C2_HOST	C2	host	CPU	0.01	0.5	300	small	8602	42402	6662	0.16865343894596502	0.5635482180293501	0.2596124826462244	147552	29.5104	96548	21517
C2_HOST	C2	host	CPU	0.01	0.75	300	small	4812	45082	10452	0.09644446225999118	0.31525157232704404	0.14770250775039137	147552	29.5104	97658	21517
C2_HOST	C2	host	CPU	0.05	0.5	300	small	5506	5374	9758	0.5060661764705883	0.36071802935010483	0.4212056303549572	44027	8.8054	33147	21517
C2_HOST	C2	host	CPU	0.05	0.75	300	small	3301	6795	11963	0.32696117274167985	0.2162604821802935	0.26033123028391164	44027	8.8054	33931	21517
C2_HOST	C2	host	CPU	0.25	0.5	300	small	1906	265	13358	0.8779364348226624	0.12486897274633124	0.21864066532836252	16274	3.2548	14103	21517
C2_HOST	C2	host	CPU	0.25	0.75	300	small	1418	600	13846	0.7026759167492567	0.09289832285115304	0.16410137715542183	16274	3.2548	14256	21517
C2_HOST	C2	host	CPU	0.5	0.5	300	small	606	27	14658	0.957345971563981	0.03970125786163522	0.07624080015097189	10249	2.0498	9616	21517
C2_HOST	C2	host	CPU	0.5	0.75	300	small	507	90	14757	0.8492462311557789	0.033215408805031446	0.0639303953092491	10249	2.0498	9652	21517
B2_BOARD_CPU	B2	board	CPU	0.001	0.5	100	all	30243	534868	6092	0.053516919684805285	0.8323379661483418	0.10056763200686346	591233	118.2466	26122	446
B2_BOARD_CPU	B2	board	CPU	0.001	0.75	100	all	23179	542152	13156	0.04100075884747166	0.6379248658318426	0.07704939285251286	591233	118.2466	25902	446
B2_BOARD_CPU	B2	board	CPU	0.01	0.5	100	all	26802	101106	9533	0.209541232761047	0.7376358882620063	0.32637007361044307	143691	28.7382	15783	446
B2_BOARD_CPU	B2	board	CPU	0.01	0.75	100	all	20378	107179	15957	0.15975603063728372	0.5608366588688593	0.248675957337759	143691	28.7382	16134	446
B2_BOARD_CPU	B2	board	CPU	0.05	0.5	100	all	21512	19804	14823	0.5206699583696389	0.5920462364111738	0.5540688465055185	44225	8.845	2909	446
B2_BOARD_CPU	B2	board	CPU	0.05	0.75	100	all	17032	23822	19303	0.4168992020365203	0.46874913994770884	0.4413064037621941	44225	8.845	3371	446
B2_BOARD_CPU	B2	board	CPU	0.25	0.5	100	all	14438	2707	21897	0.842111402741324	0.39735791936149717	0.5399401645474944	17430	3.486	285	446
B2_BOARD_CPU	B2	board	CPU	0.25	0.75	100	all	12448	4569	23887	0.7315037903273197	0.3425897894591991	0.4666366771629929	17430	3.486	413	446
B2_BOARD_CPU	B2	board	CPU	0.5	0.5	100	all	9789	810	26546	0.9235776960090575	0.2694096601073345	0.41713896109430265	10653	2.1306	54	446
B2_BOARD_CPU	B2	board	CPU	0.5	0.75	100	all	8922	1652	27413	0.8437677321732552	0.24554836934085592	0.38039608603892644	10653	2.1306	79	446
B2_BOARD_CPU	B2	board	CPU	0.001	0.5	100	large	8446	134170	233	0.059221966679755426	0.9731535891231708	0.11164942661687433	591233	118.2466	448617	28102
B2_BOARD_CPU	B2	board	CPU	0.001	0.75	100	large	7879	135413	800	0.05498562376127069	0.9078234819679687	0.10369083575155785	591233	118.2466	447941	28102
B2_BOARD_CPU	B2	board	CPU	0.01	0.5	100	large	8089	27672	590	0.2261961354548251	0.9320198179513769	0.364041404140414	143691	28.7382	107930	28102
B2_BOARD_CPU	B2	board	CPU	0.01	0.75	100	large	7398	28954	1281	0.20351012323943662	0.8524023505012098	0.3285736492638405	143691	28.7382	107339	28102
B2_BOARD_CPU	B2	board	CPU	0.05	0.5	100	large	7643	8735	1036	0.466662596165588	0.8806314091485195	0.6100490880791795	44225	8.845	27847	28102
B2_BOARD_CPU	B2	board	CPU	0.05	0.75	100	large	6932	9901	1747	0.4118101348541555	0.7987095287475515	0.5434305424898087	44225	8.845	27392	28102
B2_BOARD_CPU	B2	board	CPU	0.25	0.5	100	large	6684	1698	1995	0.7974230493915533	0.7701348081576218	0.7835414102338667	17430	3.486	9048	28102
B2_BOARD_CPU	B2	board	CPU	0.25	0.75	100	large	6069	2593	2610	0.7006465019625953	0.6992741099204978	0.6999596332391443	17430	3.486	8768	28102
B2_BOARD_CPU	B2	board	CPU	0.5	0.5	100	large	5957	679	2722	0.8976793248945147	0.6863693973960133	0.7779301338556971	10653	2.1306	4017	28102
B2_BOARD_CPU	B2	board	CPU	0.5	0.75	100	large	5485	1312	3194	0.8069736648521406	0.6319852517571148	0.7088394934091495	10653	2.1306	3856	28102
B2_BOARD_CPU	B2	board	CPU	0.001	0.5	100	medium	11240	164805	1152	0.06384731176687779	0.907036797934151	0.11929716563095359	591233	118.2466	415188	24389
B2_BOARD_CPU	B2	board	CPU	0.001	0.75	100	medium	9314	167244	3078	0.052753202913490185	0.7516139444803098	0.09858692775866633	591233	118.2466	414675	24389
B2_BOARD_CPU	B2	board	CPU	0.01	0.5	100	medium	10144	29389	2248	0.2565957554448183	0.8185926404131698	0.3907173808377468	143691	28.7382	104158	24389
B2_BOARD_CPU	B2	board	CPU	0.01	0.75	100	medium	8186	31477	4206	0.2063888258578524	0.6605874757908328	0.3145134953414658	143691	28.7382	104028	24389
B2_BOARD_CPU	B2	board	CPU	0.05	0.5	100	medium	8422	5757	3970	0.5939770082516398	0.6796320206584894	0.6339242030785442	44225	8.845	30046	24389
B2_BOARD_CPU	B2	board	CPU	0.05	0.75	100	medium	6812	7206	5580	0.4859466400342417	0.5497094899935442	0.5158652025747823	44225	8.845	30207	24389
B2_BOARD_CPU	B2	board	CPU	0.25	0.5	100	medium	5622	694	6770	0.890120329322356	0.4536797934151065	0.6010262989095574	17430	3.486	11114	24389
B2_BOARD_CPU	B2	board	CPU	0.25	0.75	100	medium	4792	1289	7600	0.7880282848215754	0.3867010974822466	0.5188112380230607	17430	3.486	11349	24389
B2_BOARD_CPU	B2	board	CPU	0.5	0.5	100	medium	3229	103	9163	0.9690876350540216	0.2605713363460297	0.4107097430679217	10653	2.1306	7321	24389
B2_BOARD_CPU	B2	board	CPU	0.5	0.75	100	medium	2916	250	9476	0.9210360075805433	0.23531310522918011	0.37485537986887774	10653	2.1306	7487	24389
B2_BOARD_CPU	B2	board	CPU	0.001	0.5	100	small	10562	235896	4702	0.04285517207800112	0.6919549266247379	0.08071159474556973	591233	118.2466	344775	21517
