surface	model	scope	provider	score_threshold	iou_threshold	max_dets	area	tp	fp	fn	precision	recall	f1	detections	detections_per_image	ignored_detections	ignored_ground_truths
B2_BOARD_CPU	B2	board	CPU	0.001	0.75	100	small	5987	239494	9277	0.02438885290511282	0.39223008385744235	0.045922261213062573	591233	118.2466	345752	21517
B2_BOARD_CPU	B2	board	CPU	0.01	0.5	100	small	8584	44047	6680	0.16309779407573483	0.5623689727463312	0.25286103542234334	143691	28.7382	91060	21517
B2_BOARD_CPU	B2	board	CPU	0.01	0.75	100	small	4797	46748	10467	0.09306431273644389	0.3142688679245283	0.14360340672663863	143691	28.7382	92146	21517
B2_BOARD_CPU	B2	board	CPU	0.05	0.5	100	small	5479	5313	9785	0.5076908821349148	0.35894916142557654	0.42055572612833897	44225	8.845	33433	21517
B2_BOARD_CPU	B2	board	CPU	0.05	0.75	100	small	3291	6715	11973	0.328902658404957	0.2156053459119497	0.2604669568658488	44225	8.845	34219	21517
B2_BOARD_CPU	B2	board	CPU	0.25	0.5	100	small	2165	315	13099	0.8729838709677419	0.14183700209643607	0.2440261496844004	17430	3.486	14950	21517
B2_BOARD_CPU	B2	board	CPU	0.25	0.75	100	small	1589	687	13675	0.6981546572934973	0.10410115303983228	0.18118586088939564	17430	3.486	15154	21517
B2_BOARD_CPU	B2	board	CPU	0.5	0.5	100	small	624	28	14640	0.9570552147239264	0.040880503144654086	0.07841166122141241	10653	2.1306	10001	21517
B2_BOARD_CPU	B2	board	CPU	0.5	0.75	100	small	522	90	14742	0.8529411764705882	0.03419811320754717	0.06575963718820861	10653	2.1306	10041	21517
B2_BOARD_CPU	B2	board	CPU	0.001	0.5	300	all	30556	573364	5779	0.050596105444429725	0.8409522498967937	0.09544946935205505	651439	130.2878	47519	446
B2_BOARD_CPU	B2	board	CPU	0.001	0.75	300	all	23455	581562	12880	0.038767505706451225	0.6455208476675381	0.07314236176078034	651439	130.2878	46422	446
B2_BOARD_CPU	B2	board	CPU	0.01	0.5	300	all	26839	101568	9496	0.20901508484739928	0.7386541901747626	0.325830692840927	145660	29.132	17253	446
B2_BOARD_CPU	B2	board	CPU	0.01	0.75	300	all	20392	107672	15943	0.15923288355822088	0.5612219622953075	0.24807936787936669	145660	29.132	17596	446
B2_BOARD_CPU	B2	board	CPU	0.05	0.5	300	all	21512	19804	14823	0.5206699583696389	0.5920462364111738	0.5540688465055185	44225	8.845	2909	446
B2_BOARD_CPU	B2	board	CPU	0.05	0.75	300	all	17032	23822	19303	0.4168992020365203	0.46874913994770884	0.4413064037621941	44225	8.845	3371	446
B2_BOARD_CPU	B2	board	CPU	0.25	0.5	300	all	14438	2707	21897	0.842111402741324	0.39735791936149717	0.5399401645474944	17430	3.486	285	446
B2_BOARD_CPU	B2	board	CPU	0.25	0.75	300	all	12448	4569	23887	0.7315037903273197	0.3425897894591991	0.4666366771629929	17430	3.486	413	446
B2_BOARD_CPU	B2	board	CPU	0.5	0.5	300	all	9789	810	26546	0.9235776960090575	0.2694096601073345	0.41713896109430265	10653	2.1306	54	446
B2_BOARD_CPU	B2	board	CPU	0.5	0.75	300	all	8922	1652	27413	0.8437677321732552	0.24554836934085592	0.38039608603892644	10653	2.1306	79	446
B2_BOARD_CPU	B2	board	CPU	0.001	0.5	300	large	8452	137682	227	0.057837327384455364	0.9738449130084111	0.10918979672249747	651439	130.2878	505305	28102
B2_BOARD_CPU	B2	board	CPU	0.001	0.75	300	large	7892	139043	787	0.053710824514240994	0.9093213503859892	0.10143046255478298	651439	130.2878	504504	28102
B2_BOARD_CPU	B2	board	CPU	0.01	0.5	300	large	8090	27672	589	0.22621777305519825	0.9321350385989169	0.3640782160617448	145660	29.132	109898	28102
B2_BOARD_CPU	B2	board	CPU	0.01	0.75	300	large	7399	28954	1280	0.2035320331196875	0.8525175711487498	0.3286107656777403	145660	29.132	109307	28102
B2_BOARD_CPU	B2	board	CPU	0.05	0.5	300	large	7643	8735	1036	0.466662596165588	0.8806314091485195	0.6100490880791795	44225	8.845	27847	28102
B2_BOARD_CPU	B2	board	CPU	0.05	0.75	300	large	6932	9901	1747	0.4118101348541555	0.7987095287475515	0.5434305424898087	44225	8.845	27392	28102
B2_BOARD_CPU	B2	board	CPU	0.25	0.5	300	large	6684	1698	1995	0.7974230493915533	0.7701348081576218	0.7835414102338667	17430	3.486	9048	28102
B2_BOARD_CPU	B2	board	CPU	0.25	0.75	300	large	6069	2593	2610	0.7006465019625953	0.6992741099204978	0.6999596332391443	17430	3.486	8768	28102
B2_BOARD_CPU	B2	board	CPU	0.5	0.5	300	large	5957	679	2722	0.8976793248945147	0.6863693973960133	0.7779301338556971	10653	2.1306	4017	28102
B2_BOARD_CPU	B2	board	CPU	0.5	0.75	300	large	5485	1312	3194	0.8069736648521406	0.6319852517571148	0.7088394934091495	10653	2.1306	3856	28102
B2_BOARD_CPU	B2	board	CPU	0.001	0.5	300	medium	11296	177533	1096	0.05982131981846009	0.9115558424790188	0.11227456378807382	651439	130.2878	462610	24389
B2_BOARD_CPU	B2	board	CPU	0.001	0.75	300	medium	9395	180354	2997	0.04951277740594153	0.7581504196255648	0.09295491760701688	651439	130.2878	461690	24389
B2_BOARD_CPU	B2	board	CPU	0.01	0.5	300	medium	10144	29453	2248	0.25618102381493546	0.8185926404131698	0.39023639616072625	145660	29.132	106063	24389
B2_BOARD_CPU	B2	board	CPU	0.01	0.75	300	medium	8186	31556	4206	0.20597856172311407	0.6605874757908328	0.31403690489891434	145660	29.132	105918	24389
B2_BOARD_CPU	B2	board	CPU	0.05	0.5	300	medium	8422	5757	3970	0.5939770082516398	0.6796320206584894	0.6339242030785442	44225	8.845	30046	24389
B2_BOARD_CPU	B2	board	CPU	0.05	0.75	300	medium	6812	7206	5580	0.4859466400342417	0.5497094899935442	0.5158652025747823	44225	8.845	30207	24389
B2_BOARD_CPU	B2	board	CPU	0.25	0.5	300	medium	5622	694	6770	0.890120329322356	0.4536797934151065	0.6010262989095574	17430	3.486	11114	24389
B2_BOARD_CPU	B2	board	CPU	0.25	0.75	300	medium	4792	1289	7600	0.7880282848215754	0.3867010974822466	0.5188112380230607	17430	3.486	11349	24389
B2_BOARD_CPU	B2	board	CPU	0.5	0.5	300	medium	3229	103	9163	0.9690876350540216	0.2605713363460297	0.4107097430679217	10653	2.1306	7321	24389
B2_BOARD_CPU	B2	board	CPU	0.5	0.75	300	medium	2916	250	9476	0.9210360075805433	0.23531310522918011	0.37485537986887774	10653	2.1306	7487	24389
B2_BOARD_CPU	B2	board	CPU	0.001	0.5	300	small	10813	258152	4451	0.04020225679921179	0.7083988469601677	0.0760865358566508	651439	130.2878	382474	21517
B2_BOARD_CPU	B2	board	CPU	0.001	0.75	300	small	6169	262164	9095	0.022990090670920088	0.4041535639412998	0.043505396742560744	651439	130.2878	383106	21517
B2_BOARD_CPU	B2	board	CPU	0.01	0.5	300	small	8620	44445	6644	0.16244228776029399	0.564727463312369	0.252308682989653	145660	29.132	92595	21517
B2_BOARD_CPU	B2	board	CPU	0.01	0.75	300	small	4810	47162	10454	0.09254983452628339	0.3151205450733753	0.14307811291569994	145660	29.132	93688	21517
B2_BOARD_CPU	B2	board	CPU	0.05	0.5	300	small	5479	5313	9785	0.5076908821349148	0.35894916142557654	0.42055572612833897	44225	8.845	33433	21517
B2_BOARD_CPU	B2	board	CPU	0.05	0.75	300	small	3291	6715	11973	0.328902658404957	0.2156053459119497	0.2604669568658488	44225	8.845	34219	21517
B2_BOARD_CPU	B2	board	CPU	0.25	0.5	300	small	2165	315	13099	0.8729838709677419	0.14183700209643607	0.2440261496844004	17430	3.486	14950	21517
B2_BOARD_CPU	B2	board	CPU	0.25	0.75	300	small	1589	687	13675	0.6981546572934973	0.10410115303983228	0.18118586088939564	17430	3.486	15154	21517
B2_BOARD_CPU	B2	board	CPU	0.5	0.5	300	small	624	28	14640	0.9570552147239264	0.040880503144654086	0.07841166122141241	10653	2.1306	10001	21517
B2_BOARD_CPU	B2	board	CPU	0.5	0.75	300	small	522	90	14742	0.8529411764705882	0.03419811320754717	0.06575963718820861	10653	2.1306	10041	21517
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.001	0.5	100	all	30214	535506	6121	0.053408046383369864	0.8315398376221275	0.10036956756442518	591784	118.3568	26064	446
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.001	0.75	100	all	23142	542799	13193	0.040891188304081165	0.6369065639190863	0.07684848806859314	591784	118.3568	25843	446
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.01	0.5	100	all	26820	101815	9515	0.20849690986123529	0.7381312783817257	0.3251500272776868	144600	28.92	15965	446
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.01	0.75	100	all	20383	107929	15952	0.1588549784899308	0.560974267235448	0.24759637284614966	144600	28.92	16288	446
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.05	0.5	100	all	21565	19925	14770	0.519763798505664	0.5935048850970139	0.5541920976549952	44434	8.8868	2944	446
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.05	0.75	100	all	17038	23991	19297	0.41526724999390674	0.46891426998761526	0.4404632645674991	44434	8.8868	3405	446
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.25	0.5	100	all	14427	2731	21908	0.8408322648327311	0.3970551809550021	0.5393976782008861	17449	3.4898	291	446
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.25	0.75	100	all	12445	4576	23890	0.7311556312790083	0.3425072244392459	0.4664892420721194	17449	3.4898	428	446
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.5	0.5	100	all	9818	835	26517	0.9216183234769548	0.27020778863354894	0.4178939303651996	10711	2.1422	58	446
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.5	0.75	100	all	8924	1705	27411	0.8395898014864992	0.2456034126874914	0.3800357720807427	10711	2.1422	82	446
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.001	0.5	100	large	8448	133935	231	0.05933292598133204	0.973384030418251	0.11184811534336893	591784	118.3568	449401	28102
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.001	0.75	100	large	7860	135176	819	0.054951201096227524	0.9056342896647079	0.10361533137791254	591784	118.3568	448748	28102
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.01	0.5	100	large	8093	27584	586	0.22684082181797796	0.9324807005415371	0.36491117323473715	144600	28.92	108923	28102
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.01	0.75	100	large	7386	28878	1293	0.20367306419589676	0.8510197027307294	0.32868299846472193	144600	28.92	108336	28102
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.05	0.5	100	large	7648	8723	1031	0.46716755237920715	0.8812075123862196	0.61061876247505	44434	8.8868	28063	28102
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.05	0.75	100	large	6928	9894	1751	0.4118416359529188	0.7982486461573914	0.5433512411277989	44434	8.8868	27612	28102
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.25	0.5	100	large	6686	1709	1993	0.7964264443120905	0.7703652494527019	0.783179102729296	17449	3.4898	9054	28102
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.25	0.75	100	large	6059	2607	2620	0.6991691668589891	0.6981219034450974	0.6986451426924185	17449	3.4898	8783	28102
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.5	0.5	100	large	5962	693	2717	0.8958677685950414	0.6869455006337135	0.7776183644189384	10711	2.1422	4056	28102
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.5	0.75	100	large	5472	1346	3207	0.8025814021707246	0.6304873833390944	0.706201200232303	10711	2.1422	3893	28102
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.001	0.5	100	medium	11229	164358	1163	0.06395120367680979	0.9061491284699806	0.11947079195016463	591784	118.3568	416197	24389
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.001	0.75	100	medium	9293	166812	3099	0.05276965446750518	0.7499193027759845	0.09860103874332217	591784	118.3568	415679	24389
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.01	0.5	100	medium	10134	29596	2258	0.25507173420588974	0.8177856681730149	0.38885691262806493	144600	28.92	104870	24389
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.01	0.75	100	medium	8186	31684	4206	0.20531728116378228	0.6605874757908328	0.3132677662546401	144600	28.92	104730	24389
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.05	0.5	100	medium	8451	5831	3941	0.5917238482005321	0.6819722401549386	0.6336507460448377	44434	8.8868	30152	24389
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.05	0.75	100	medium	6819	7304	5573	0.4828294271755293	0.5502743705616526	0.5143503677163869	44434	8.8868	30311	24389
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.25	0.5	100	medium	5646	702	6746	0.889413988657845	0.45561652679147835	0.6025613660618997	17449	3.4898	11101	24389
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.25	0.75	100	medium	4840	1277	7552	0.7912375347392513	0.3905745642349903	0.5229888162515534	17449	3.4898	11332	24389
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.5	0.5	100	medium	3250	114	9142	0.9661117717003567	0.26226597805035506	0.4125412541254125	10711	2.1422	7347	24389
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.5	0.75	100	medium	2928	264	9464	0.9172932330827067	0.23628147191736604	0.37577002053388087	10711	2.1422	7519	24389
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.001	0.5	100	small	10543	237215	4721	0.04255362087197992	0.6907101677148847	0.08016819885789023	591784	118.3568	344026	21517
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.001	0.75	100	small	5991	240810	9273	0.02427461801208261	0.39249213836477986	0.04572148131188827	591784	118.3568	344983	21517
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.01	0.5	100	small	8612	44635	6652	0.16173681146355665	0.564203354297694	0.251404883887259	144600	28.92	91353	21517
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.01	0.75	100	small	4814	47367	10450	0.09225580192023916	0.3153825995807128	0.14275335458521757	144600	28.92	92419	21517
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.05	0.5	100	small	5494	5373	9770	0.5055673138860771	0.3599318658280922	0.4204967280241858	44434	8.8868	33567	21517
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.05	0.75	100	small	3294	6793	11970	0.32655893724596013	0.21580188679245282	0.2598714054672399	44434	8.8868	34347	21517
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.25	0.5	100	small	2127	320	13137	0.8692276256640785	0.13934748427672955	0.24018971260798375	17449	3.4898	15002	21517
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.25	0.75	100	small	1550	692	13714	0.6913470115967886	0.1015461215932914	0.17708214326516625	17449	3.4898	15207	21517
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.5	0.5	100	small	628	28	14636	0.9573170731707317	0.04114255765199162	0.07889447236180905	10711	2.1422	10055	21517
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.5	0.75	100	small	527	95	14737	0.8472668810289389	0.03452568134171908	0.06634772755885686	10711	2.1422	10089	21517
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.001	0.5	300	all	30507	574091	5828	0.050458321066229134	0.8396036879042246	0.09519559766777495	652039	130.4078	47441	446
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.001	0.75	300	all	23449	582238	12886	0.038714715686484935	0.6453557176276318	0.07304734105684851	652039	130.4078	46352	446
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.01	0.5	300	all	26854	102306	9481	0.2079126664602044	0.7390670152745287	0.324529441977099	146611	29.3222	17451	446
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.01	0.75	300	all	20404	108452	15931	0.15834730241509903	0.5615522223751204	0.24703525010442462	146611	29.3222	17755	446
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.05	0.5	300	all	21565	19925	14770	0.519763798505664	0.5935048850970139	0.5541920976549952	44434	8.8868	2944	446
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.05	0.75	300	all	17038	23991	19297	0.41526724999390674	0.46891426998761526	0.4404632645674991	44434	8.8868	3405	446
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.25	0.5	300	all	14427	2731	21908	0.8408322648327311	0.3970551809550021	0.5393976782008861	17449	3.4898	291	446
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.25	0.75	300	all	12445	4576	23890	0.7311556312790083	0.3425072244392459	0.4664892420721194	17449	3.4898	428	446
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.5	0.5	300	all	9818	835	26517	0.9216183234769548	0.27020778863354894	0.4178939303651996	10711	2.1422	58	446
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.5	0.75	300	all	8924	1705	27411	0.8395898014864992	0.2456034126874914	0.3800357720807427	10711	2.1422	82	446
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.001	0.5	300	large	8452	137335	227	0.057974990911398135	0.9738449130084111	0.10943508603835148	652039	130.4078	506252	28102
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.001	0.75	300	large	7877	138682	802	0.053746272832101746	0.9075930406728886	0.1014828843453278	652039	130.4078	505480	28102
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.01	0.5	300	large	8094	27590	585	0.22682434704629525	0.9325959211890771	0.3648986768252823	146611	29.3222	110927	28102
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.01	0.75	300	large	7387	28884	1292	0.2036613272311213	0.8511349233782693	0.32867630700778644	146611	29.3222	110340	28102
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.05	0.5	300	large	7648	8723	1031	0.46716755237920715	0.8812075123862196	0.61061876247505	44434	8.8868	28063	28102
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.05	0.75	300	large	6928	9894	1751	0.4118416359529188	0.7982486461573914	0.5433512411277989	44434	8.8868	27612	28102
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.25	0.5	300	large	6686	1709	1993	0.7964264443120905	0.7703652494527019	0.783179102729296	17449	3.4898	9054	28102
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.25	0.75	300	large	6059	2607	2620	0.6991691668589891	0.6981219034450974	0.6986451426924185	17449	3.4898	8783	28102
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.5	0.5	300	large	5962	693	2717	0.8958677685950414	0.6869455006337135	0.7776183644189384	10711	2.1422	4056	28102
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.5	0.75	300	large	5472	1346	3207	0.8025814021707246	0.6304873833390944	0.706201200232303	10711	2.1422	3893	28102
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.001	0.5	300	medium	11288	177364	1104	0.059835040179801964	0.9109102646868947	0.11229382622709456	652039	130.4078	463387	24389
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.001	0.75	300	medium	9384	180143	3008	0.04951273433336675	0.7572627501613944	0.09294816238194523	652039	130.4078	462512	24389
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.01	0.5	300	medium	10137	29680	2255	0.25458974809754625	0.8180277598450614	0.38832385220938914	146611	29.3222	106794	24389
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.01	0.75	300	medium	8191	31780	4201	0.20492356958795127	0.6609909619109102	0.31285449649561714	146611	29.3222	106640	24389
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.05	0.5	300	medium	8451	5831	3941	0.5917238482005321	0.6819722401549386	0.6336507460448377	44434	8.8868	30152	24389
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.05	0.75	300	medium	6819	7304	5573	0.4828294271755293	0.5502743705616526	0.5143503677163869	44434	8.8868	30311	24389
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.25	0.5	300	medium	5646	702	6746	0.889413988657845	0.45561652679147835	0.6025613660618997	17449	3.4898	11101	24389
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.25	0.75	300	medium	4840	1277	7552	0.7912375347392513	0.3905745642349903	0.5229888162515534	17449	3.4898	11332	24389
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.5	0.5	300	medium	3250	114	9142	0.9661117717003567	0.26226597805035506	0.4125412541254125	10711	2.1422	7347	24389
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.5	0.75	300	medium	2928	264	9464	0.9172932330827067	0.23628147191736604	0.37577002053388087	10711	2.1422	7519	24389
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.001	0.5	300	small	10772	259395	4492	0.03987163495171505	0.7057127882599581	0.07547883726715038	652039	130.4078	381872	21517
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.001	0.75	300	small	6189	263412	9075	0.022956146305095307	0.4054638364779874	0.04345216155020799	652039	130.4078	382438	21517
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.01	0.5	300	small	8642	45036	6622	0.16099705652222512	0.5661687631027253	0.25070348989005253	146611	29.3222	92933	21517
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.01	0.75	300	small	4829	47788	10435	0.0917764220689131	0.3163653039832285	0.14227839896289093	146611	29.3222	93994	21517
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.05	0.5	300	small	5494	5373	9770	0.5055673138860771	0.3599318658280922	0.4204967280241858	44434	8.8868	33567	21517
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.05	0.75	300	small	3294	6793	11970	0.32655893724596013	0.21580188679245282	0.2598714054672399	44434	8.8868	34347	21517
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.25	0.5	300	small	2127	320	13137	0.8692276256640785	0.13934748427672955	0.24018971260798375	17449	3.4898	15002	21517
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.25	0.75	300	small	1550	692	13714	0.6913470115967886	0.1015461215932914	0.17708214326516625	17449	3.4898	15207	21517
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.5	0.5	300	small	628	28	14636	0.9573170731707317	0.04114255765199162	0.07889447236180905	10711	2.1422	10055	21517
B2_BOARD_EP	B2	board	SpaceMIT_EP	0.5	0.75	300	small	527	95	14737	0.8472668810289389	0.03452568134171908	0.06634772755885686	10711	2.1422	10089	21517
A1_BOARD_CPU	A1	board	CPU	0.001	0.5	100	all	30199	510500	6136	0.05585177705155733	0.8311270125223613	0.10466974216423988	566808	113.3616	26109	446
A1_BOARD_CPU	A1	board	CPU	0.001	0.75	100	all	23107	517819	13228	0.04271748815919368	0.6359433053529655	0.080057374393905	566808	113.3616	25882	446
A1_BOARD_CPU	A1	board	CPU	0.01	0.5	100	all	26710	96444	9625	0.21688292706692433	0.7351038943167745	0.33494472973057704	138945	27.789	15791	446
A1_BOARD_CPU	A1	board	CPU	0.01	0.75	100	all	20248	102544	16087	0.16489673594370968	0.5572588413375533	0.2544885531682241	138945	27.789	16153	446
A1_BOARD_CPU	A1	board	CPU	0.05	0.5	100	all	21426	19193	14909	0.5274871365617075	0.5896793725058483	0.5568521454375341	43610	8.722	2991	446
A1_BOARD_CPU	A1	board	CPU	0.05	0.75	100	all	16913	23225	19422	0.4213712691215307	0.46547406082289805	0.44232604971689354	43610	8.722	3472	446
A1_BOARD_CPU	A1	board	CPU	0.25	0.5	100	all	13747	2639	22588	0.8389478823385818	0.37834044309894044	0.5214999715483394	16620	3.324	234	446
A1_BOARD_CPU	A1	board	CPU	0.25	0.75	100	all	11941	4348	24394	0.7330713978758672	0.3286363010871061	0.4538233505624811	16620	3.324	331	446
A1_BOARD_CPU	A1	board	CPU	0.5	0.5	100	all	9509	742	26826	0.9276168178714271	0.261703591578368	0.40823423346069637	10304	2.0608	53	446
A1_BOARD_CPU	A1	board	CPU	0.5	0.75	100	all	8669	1561	27666	0.8474095796676442	0.23858538599146828	0.37233974014817994	10304	2.0608	74	446
A1_BOARD_CPU	A1	board	CPU	0.001	0.5	100	large	8431	118056	248	0.06665507127214655	0.9714252794100703	0.12475030702987437	566808	113.3616	440321	28102
A1_BOARD_CPU	A1	board	CPU	0.001	0.75	100	large	7843	119324	836	0.0616748055706276	0.9036755386565273	0.11546898694109504	566808	113.3616	439641	28102
A1_BOARD_CPU	A1	board	CPU	0.01	0.5	100	large	8020	23055	659	0.2580852775543041	0.9240695932711142	0.40348141067565535	138945	27.789	107870	28102
A1_BOARD_CPU	A1	board	CPU	0.01	0.75	100	large	7328	24331	1351	0.2314665655895638	0.8443369051734071	0.3633298626605186	138945	27.789	107286	28102
A1_BOARD_CPU	A1	board	CPU	0.05	0.5	100	large	7601	8007	1078	0.4869938493080472	0.8757921419518377	0.6259315683287355	43610	8.722	28002	28102
A1_BOARD_CPU	A1	board	CPU	0.05	0.75	100	large	6887	9165	1792	0.4290431098928482	0.7935245996082498	0.5569528122599167	43610	8.722	27558	28102
A1_BOARD_CPU	A1	board	CPU	0.25	0.5	100	large	6756	1885	1923	0.7818539520888786	0.7784306947805046	0.7801385681293304	16620	3.324	7979	28102
A1_BOARD_CPU	A1	board	CPU	0.25	0.75	100	large	6116	2794	2563	0.6864197530864198	0.7046894803548795	0.6954346466541588	16620	3.324	7710	28102
A1_BOARD_CPU	A1	board	CPU	0.5	0.5	100	large	5857	628	2822	0.9031611410948343	0.6748473326420095	0.7724874703244528	10304	2.0608	3819	28102
A1_BOARD_CPU	A1	board	CPU	0.5	0.75	100	large	5396	1238	3283	0.8133855893880012	0.6217306141260514	0.7047606608763796	10304	2.0608	3670	28102
A1_BOARD_CPU	A1	board	CPU	0.001	0.5	100	medium	11216	159356	1176	0.06575522360059095	0.9051000645577792	0.12260335366520189	566808	113.3616	396236	24389
A1_BOARD_CPU	A1	board	CPU	0.001	0.75	100	medium	9284	161793	3108	0.0542679612104491	0.7491930277598451	0.10120510821991727	566808	113.3616	395731	24389
A1_BOARD_CPU	A1	board	CPU	0.01	0.5	100	medium	10098	28864	2294	0.25917560700169395	0.8148805681084571	0.3932702418506835	138945	27.789	99983	24389
A1_BOARD_CPU	A1	board	CPU	0.01	0.75	100	medium	8130	30966	4262	0.20794966236955187	0.6560684312459651	0.31580174021131135	138945	27.789	99849	24389
A1_BOARD_CPU	A1	board	CPU	0.05	0.5	100	medium	8265	5331	4127	0.6078993821712269	0.6669625564880568	0.6360627982145606	43610	8.722	30014	24389
A1_BOARD_CPU	A1	board	CPU	0.05	0.75	100	medium	6709	6734	5683	0.4990701480324332	0.5413976759199484	0.5193729436810528	43610	8.722	30167	24389
A1_BOARD_CPU	A1	board	CPU	0.25	0.5	100	medium	5127	512	7265	0.9092037595318319	0.41373466752743704	0.5686872608285729	16620	3.324	10981	24389
A1_BOARD_CPU	A1	board	CPU	0.25	0.75	100	medium	4421	977	7971	0.8190070396443128	0.35676242737249836	0.4970207982012367	16620	3.324	11222	24389
A1_BOARD_CPU	A1	board	CPU	0.5	0.5	100	medium	3101	88	9291	0.9724051426779555	0.2502420916720465	0.3980489057185033	10304	2.0608	7115	24389
A1_BOARD_CPU	A1	board	CPU	0.5	0.75	100	medium	2800	234	9592	0.922874093605801	0.22595222724338282	0.36302346687410864	10304	2.0608	7270	24389
A1_BOARD_CPU	A1	board	CPU	0.001	0.5	100	small	10558	233090	4706	0.04333300499080641	0.6916928721174004	0.08155666790260784	566808	113.3616	323160	21517
A1_BOARD_CPU	A1	board	CPU	0.001	0.75	100	small	5981	236701	9283	0.02464542075638078	0.39183700209643607	0.0463740472812139	566808	113.3616	324126	21517
A1_BOARD_CPU	A1	board	CPU	0.01	0.5	100	small	8610	44526	6654	0.16203703703703703	0.5640723270440252	0.25175438596491223	138945	27.789	85809	21517
A1_BOARD_CPU	A1	board	CPU	0.01	0.75	100	small	4792	47247	10472	0.09208478256692096	0.3139412997903564	0.14240078451183455	138945	27.789	86906	21517
