model	metric	statistic	blocks	block_ratio_mean	block_ratio_min	block_ratio_max	bootstrap_ci_lower	bootstrap_ci_upper	empirical_abs_noise_floor
B2	inference	median	8	1.0003363222081487	0.9896628676544285	1.0047678322577303	0.996804357589859	1.0030244779451187	0.010337132345571542
B2	inference	p95	8	1.0014068956780005	0.9681305250664048	1.0379534998156998	0.9854668592750272	1.0177726437664143	0.03795349981569984
B2	tail	median	8	0.9999803091298685	0.9963531290717826	1.0030413732753498	0.9985818902465593	1.0012860226028206	0.0036468709282173606
B2	tail	p95	8	0.9989925215546969	0.9916036902706514	1.0047847506885816	0.9958825448956001	1.002030868436063	0.008396309729348572
B2	two_stage	median	8	1.00022749451456	0.9911729706421576	1.0047947620101991	0.9971546508324378	1.0027566397267118	0.008827029357842409
B2	two_stage	p95	8	1.0009888629456145	0.9689112369874641	1.0364457278926253	0.9853642903201373	1.0167044886449073	0.036445727892625346
