model	provider	metric	samples	mean_us	stddev_us	cv_pct	median_us	p90_us	p95_us	p99_us	p999_us	min_us	max_us
B2	spacemit	tail	2400	14900.969673333333	558.5635844714262	3.7485049410645237	14700.666000000001	15385.687699999999	15524.62425	16432.316529999996	21203.543132000115	14405.058	28041.145
B2	spacemit	two_stage	2400	115795.05542208334	2874.1040070389186	2.4820610833187584	115118.5485	118441.7018	121427.21454999999	126991.81531999997	133033.31128100015	112276.611	141037.467
C2	spacemit	tail	2400	14905.23409	407.63102969455844	2.7348180325999727	14721.511	15401.3692	15529.2189	16365.125339999997	18320.414614000092	14444.166	19403.317
C2	spacemit	two_stage	2400	115615.07523041665	2601.9173910419995	2.250500106371485	114991.3355	118012.729	120205.1385	125914.35534999997	132779.02509800004	112474.949	136096.543
