phase	block	slot	model	provider	metric	samples	mean_us	stddev_us	cv_pct	median_us	p90_us	p95_us	p99_us	p999_us	min_us	max_us	resource_samples	steady_resource_samples	terminal_samples_excluded	rss_startup_first_kib	rss_min_kib	rss_max_kib	hwm_max_kib	fds_min	fds_max	threads_min	threads_max
abba	11	1	B2	spacemit	tail	100	14843.6576	310.2646812354597	2.0902171795950055	14685.581999999999	15329.213	15412.050449999999	15535.52367	15716.812767	14515.869	15736.956	47	16	1	1408	88412	88412	88412	4	4	11	11
abba	11	1	B2	spacemit	two_stage	100	115484.69123	2177.4953086645583	1.8855272378291643	115096.3925	117736.48680000001	119551.56185	122999.18098	124672.388098	112870.911	124858.3	47	16	1	1408	88412	88412	88412	4	4	11	11
abba	11	2	B2	spacemit	inference	100	100435.95679	1643.274004485369	1.636141136108521	100066.643	102649.9565	102811.2758	105170.77083000001	105648.777183	98348.135	105701.889	47	16	1	896	88412	88412	88412	4	4	11	11
abba	11	2	B2	spacemit	tail	100	14895.09515	319.92652663512547	2.1478649408636072	14724.573	15385.997400000002	15513.1748	15637.588020000001	15717.601602	14577.111	15726.492	47	16	1	896	88412	88412	88412	4	4	11	11
abba	11	2	B2	spacemit	two_stage	100	115331.05194	1743.3817365606046	1.5116325631605132	115279.8185	117326.3813	117960.79389999999	120785.80314	121171.44041400001	112987.919	121214.289	47	16	1	896	88412	88412	88412	4	4	11	11
abba	11	3	C2	spacemit	inference	100	100929.44308	2906.2987467943553	2.879535107006116	99990.8195	103815.98250000001	107092.40104999999	110395.06808000003	114653.69880799999	97920.223	115126.88	46	15	1	1408	88540	88540	88540	4	4	11	11
abba	11	3	C2	spacemit	tail	100	14964.9931	571.2560326380842	3.8172822989011883	14721.0625	15491.2377	15749.63565	17193.49390000001	18504.056889999993	14480.347	18649.675	46	15	1	1408	88540	88540	88540	4	4	11	11
abba	11	3	C2	spacemit	two_stage	100	115894.43618	3156.1558959377994	2.7233023430355665	114947.014	119109.3453	123051.36395	127204.01725	130304.63042499998	112584.203	130649.143	46	15	1	1408	88540	88540	88540	4	4	11	11
abba	2	0	B2	spacemit	inference	100	100239.26305	1812.3398469266597	1.8080139376350493	99661.4565	102431.7497	103423.96605	105528.02117000002	108206.73871699999	98033.767	108504.374	47	16	1	640	88540	88540	88540	4	4	11	11
abba	2	0	B2	spacemit	tail	100	14865.54446	314.8581235269266	2.118039634364839	14704.855	15384.9306	15470.7003	15530.466090000002	15600.595809	14526.498	15608.388	47	16	1	640	88540	88540	88540	4	4	11	11
abba	2	0	B2	spacemit	two_stage	100	115104.80751	1867.0741700676992	1.6220644562613014	114668.046	117218.5239	118167.46874999999	120254.98377000002	123037.91267699997	112683.059	123347.127	47	16	1	640	88540	88540	88540	4	4	11	11
abba	2	1	C2	spacemit	inference	100	100797.76447000001	2965.318451446642	2.9418494219970492	99574.72399999999	104405.21720000001	108066.97535	110513.22234000001	111592.610034	98086.432	111712.542	47	16	1	1408	88284	88284	88284	4	4	11	11
abba	2	1	C2	spacemit	tail	100	15013.16988	675.6172379656613	4.500163811945498	14731.042	15465.9318	15857.7941	17840.249560000007	19247.010255999994	14515.289	19403.317	47	16	1	1408	88284	88284	88284	4	4	11	11
abba	2	1	C2	spacemit	two_stage	100	115810.93435000001	3217.373502903874	2.7781258487911282	114641.70850000001	119523.62710000001	123665.3484	126942.80543000001	127021.251743	112737.805	127029.968	47	16	1	1408	88284	88284	88284	4	4	11	11
abba	2	2	C2	spacemit	inference	100	100356.20717000001	1858.1743273819477	1.8515788706863576	99883.747	102603.50259999999	103338.4088	107379.69248000001	107859.09324799999	98104.471	107912.36	46	15	1	768	88412	88412	88412	4	4	11	11
abba	2	2	C2	spacemit	tail	100	14894.95463	366.38940886333677	2.4598222550164075	14727.688	15391.426300000001	15486.30235	15762.299740000004	16723.220073999997	14554.04	16829.989	46	15	1	768	88412	88412	88412	4	4	11	11
abba	2	2	C2	spacemit	two_stage	100	115251.1618	1953.7864021394741	1.695242261878417	114751.1455	117278.0809	118659.3413	122212.26197	122619.71359700001	112749.928	122664.986	46	15	1	768	88412	88412	88412	4	4	11	11
abba	2	3	B2	spacemit	inference	100	100643.07434	2264.2919918437015	2.2498239513176035	100057.1225	102909.71239999999	103736.27179999999	108354.49260000003	111558.76025999998	98124.512	111914.79	46	15	1	1408	88284	88284	88284	4	4	11	11
abba	2	3	B2	spacemit	tail	100	14964.680279999999	770.7109767208206	5.150200086472016	14698.9365	15390.5219	15663.592550000001	16414.25824000003	21109.225923999977	14538.872	21630.889	46	15	1	1408	88284	88284	88284	4	4	11	11
abba	2	3	B2	spacemit	two_stage	100	115607.75461999999	2601.0934935987975	2.2499299481669994	115052.29250000001	118137.678	120122.77315	124580.98289000001	127570.812689	112739.01	127903.016	46	15	1	1408	88284	88284	88284	4	4	11	11
abba	3	0	C2	spacemit	inference	100	100212.62157999999	1646.6732364990778	1.64317948232153	99674.011	102445.5287	102696.13905	103350.65702000003	107689.73970199998	98024.133	108171.86	46	15	1	1024	88412	88412	88412	4	4	11	11
abba	3	0	C2	spacemit	tail	100	14902.258600000001	337.5523927202287	2.2651089461045095	14741.187	15378.904199999999	15470.1844	15652.064130000004	16477.141712999997	14557.747	16568.817	46	15	1	1024	88412	88412	88412	4	4	11	11
abba	3	0	C2	spacemit	two_stage	100	115114.88018	1744.7788168325524	1.5156848655050672	114753.0775	117251.31229999999	117608.5067	119163.61820000003	122510.41021999999	112793.55	122882.276	46	15	1	1024	88412	88412	88412	4	4	11	11
abba	3	1	B2	spacemit	inference	100	100863.80369999999	3113.0339125597943	3.086373702323299	99981.9295	102893.629	107149.85685	112388.42888	114806.41398799999	98021.964	115075.079	47	16	1	896	88540	88540	88540	4	4	11	11
abba	3	1	B2	spacemit	tail	100	14889.38901	354.1851256870471	2.378775418179816	14708.8115	15396.775099999999	15574.994349999999	15886.18359	15915.995559	14558.621	15919.308	47	16	1	896	88540	88540	88540	4	4	11	11
abba	3	1	B2	spacemit	two_stage	100	115753.19271	3205.4297028339815	2.769193339543249	115144.7475	117967.58220000002	121856.57859999998	127959.44509000001	129627.939709	112723.713	129813.328	47	16	1	896	88540	88540	88540	4	4	11	11
abba	3	2	B2	spacemit	inference	100	100853.10277000001	2554.6667372554425	2.5330571564877618	100109.679	104172.8449	105550.51705000001	111040.76712	111794.11831199999	98206.632	111877.824	47	16	1	1408	88540	88540	88540	4	4	11	11
abba	3	2	B2	spacemit	tail	100	15121.486089999999	1420.876387211816	9.396407064458147	14719.499	15631.795300000002	15864.133049999999	18403.565290000053	27077.38702899996	14565.205	28041.145	47	16	1	1408	88540	88540	88540	4	4	11	11
abba	3	2	B2	spacemit	two_stage	100	115974.58886	3299.2916625519674	2.84484014557253	115237.62150000001	119391.16690000001	121925.98039999999	127346.27231000003	132935.63203099996	112800.629	133556.672	47	16	1	1408	88540	88540	88540	4	4	11	11
abba	3	3	C2	spacemit	inference	100	100178.44097	1808.2795156987002	1.805058551709961	99690.401	102052.263	102840.7043	103775.93798000003	111050.68389799997	98256.547	111858.989	46	15	1	1536	88284	88284	88284	4	4	11	11
abba	3	3	C2	spacemit	tail	100	14903.06651	341.7439041730877	2.2931113133245193	14731.0615	15436.284	15506.837900000002	15704.723730000002	16102.263872999996	14482.495	16146.435	46	15	1	1536	88284	88284	88284	4	4	11	11
abba	3	3	C2	spacemit	two_stage	100	115081.50748	1943.9925904492345	1.6892310789264562	114801.6135	116991.0276	117660.90120000001	118424.44061000005	127047.32566099995	112913.962	128005.424	46	15	1	1536	88284	88284	88284	4	4	11	11
abba	4	0	B2	spacemit	inference	100	100235.24152000001	1544.8602259998383	1.5412346022946344	99719.128	102192.871	102872.6514	103830.68433000002	106988.06133299999	97978.667	107338.881	47	16	1	768	88412	88412	88412	4	4	11	11
abba	4	0	B2	spacemit	tail	100	14847.027080000002	308.9562363111793	2.080929971006554	14692.101999999999	15335.2945	15436.97055	15594.16526	15689.614526	14479.328	15700.22	47	16	1	768	88412	88412	88412	4	4	11	11
abba	4	0	B2	spacemit	two_stage	100	115082.2686	1664.2584626427408	1.446146728674013	114633.7965	117332.49639999999	117585.3224	118504.87922000002	122585.67882199999	112506.038	123039.101	47	16	1	768	88412	88412	88412	4	4	11	11
abba	4	1	C2	spacemit	inference	100	100501.71884	1696.158328778121	1.6876908657437255	99900.588	102558.47090000001	103070.53085	104483.93444000003	108810.13504399998	98152.001	109290.824	47	16	1	1408	88412	88412	88412	4	4	11	11
abba	4	1	C2	spacemit	tail	100	14859.404059999999	318.9025369356227	2.1461327496576788	14702.664499999999	15367.998	15461.6917	15584.938090000005	16139.148108999998	14540.204	16200.727	47	16	1	1408	88412	88412	88412	4	4	11	11
abba	4	1	C2	spacemit	two_stage	100	115361.12290000002	1841.332245973845	1.5961462576694845	114884.152	117408.1376	117944.80845000001	119581.86876000004	124900.58277599998	112710.455	125491.551	47	16	1	1408	88412	88412	88412	4	4	11	11
abba	4	2	C2	spacemit	inference	100	100210.76710999999	1935.061058413162	1.9309911641421444	99600.91500000001	102142.1927	103246.2638	106347.34218000002	109063.037118	97932.953	109364.781	47	16	1	1408	88284	88284	88284	4	4	11	11
abba	4	2	C2	spacemit	tail	100	14890.29594	390.3910199493933	2.6217814711169085	14707.997	15378.036199999999	15484.57985	16206.309080000003	16744.480207999997	14472.286	16804.277	47	16	1	1408	88284	88284	88284	4	4	11	11
abba	4	2	C2	spacemit	two_stage	100	115101.06305	1997.7169905342744	1.7356199305183346	114812.503	116984.42100000002	117936.14379999999	121009.53614000001	124552.16461399998	112634.077	124945.79	47	16	1	1408	88284	88284	88284	4	4	11	11
abba	4	3	B2	spacemit	inference	100	100340.28893	1759.1486652575045	1.7531827783401468	99966.14749999999	102636.65539999999	102926.2119	106618.75954000001	106817.233354	97752.658	106839.286	46	15	1	1408	88540	88540	88540	4	4	11	11
abba	4	3	B2	spacemit	tail	100	14889.08648	385.85414988014173	2.5915233308534167	14688.8305	15388.331300000002	15579.693350000001	16168.05777	16257.048177	14523.953	16266.936	46	15	1	1408	88540	88540	88540	4	4	11	11
abba	4	3	B2	spacemit	two_stage	100	115229.37541	1880.1042818927458	1.6316189124544922	115073.52549999999	117517.5141	117942.99635	121512.42381000001	122393.784081	112276.611	122491.713	46	15	1	1408	88540	88540	88540	4	4	11	11
abba	5	0	C2	spacemit	inference	100	100382.59575	1745.5932272608575	1.7389401162809217	100045.52249999999	102338.1832	102973.33829999999	106735.03384	108424.355584	98269.956	108612.058	47	16	1	1152	88412	88412	88412	4	4	11	11
abba	5	0	C2	spacemit	tail	100	14878.25064	306.6420069336776	2.061008477093901	14721.5595	15381.614399999999	15425.41535	15671.84168	15690.256867999999	14547.161	15692.303	47	16	1	1152	88412	88412	88412	4	4	11	11
abba	5	0	C2	spacemit	two_stage	100	115260.84639	1842.1210959832808	1.5982193031536707	114996.0845	117327.88810000001	117726.3514	121439.59107000001	124017.88400699999	113003.87	124304.361	47	16	1	1152	88412	88412	88412	4	4	11	11
abba	5	1	B2	spacemit	inference	100	103534.02135	4898.335344571528	4.731135988635613	101568.75	109856.68190000001	111670.8027	120131.53122000002	124157.97982199998	98059.45	124605.363	47	16	1	1408	88540	88540	88540	4	4	11	11
abba	5	1	B2	spacemit	tail	100	14942.16797	444.39162887672194	2.9740773211018987	14709.705	15393.305999999999	15484.47795	16442.073720000004	17330.375771999996	14493.369	17429.076	47	16	1	1408	88540	88540	88540	4	4	11	11
abba	5	1	B2	spacemit	two_stage	100	118476.18932	5071.687296072974	4.280765042479993	116609.3345	125063.0159	126539.33709999999	135268.61523000002	140460.581823	113060.868	141037.467	47	16	1	1408	88540	88540	88540	4	4	11	11
abba	5	2	B2	spacemit	inference	100	100671.15612	1679.5177848834596	1.668320748081481	100132.52	102998.56469999999	103480.50845	104650.5289	106624.53048999999	98682.958	106843.864	47	16	1	1408	88540	88540	88540	4	4	11	11
abba	5	2	B2	spacemit	tail	100	14834.31286	321.41233547629076	2.166681655629385	14667.121	15363.993199999999	15426.9695	15620.750920000002	15712.784092	14431.326	15723.01	47	16	1	1408	88540	88540	88540	4	4	11	11
abba	5	2	B2	spacemit	two_stage	100	115505.46898	1818.5855570608105	1.5744583984812892	115143.0	117887.151	118425.98779999999	120269.50855000001	122177.72315499999	113344.12	122389.747	47	16	1	1408	88540	88540	88540	4	4	11	11
abba	5	3	C2	spacemit	inference	100	100926.47526	1964.2137747289325	1.9461828719063625	100386.647	103200.8159	104098.6297	107675.30479000002	110004.44917899999	98604.206	110263.243	47	16	1	1536	88412	88412	88412	4	4	11	11
abba	5	3	C2	spacemit	tail	100	14930.929839999999	404.5647139815134	2.7095748109249267	14725.996	15387.5765	15592.83585	16488.94875	16552.989375	14533.744	16560.105	47	16	1	1536	88412	88412	88412	4	4	11	11
abba	5	3	C2	spacemit	two_stage	100	115857.4051	2113.5193686874077	1.8242419350434835	115442.794	118232.80790000001	118996.35125	124152.28463000001	125479.039763	113280.202	125626.457	47	16	1	1536	88412	88412	88412	4	4	11	11
abba	6	0	B2	spacemit	inference	100	100440.19499	1870.905893162759	1.8627063531179222	99838.471	102657.14360000001	103849.8705	106165.88114000001	108997.491614	98381.061	109312.115	47	16	1	512	88412	88412	88412	4	4	11	11
abba	6	0	B2	spacemit	tail	100	14881.41104	311.91855793232986	2.096028105761736	14717.015	15331.3615	15409.90285	15748.62027	15792.214227	14554.528	15797.058	47	16	1	512	88412	88412	88412	4	4	11	11
abba	6	0	B2	spacemit	two_stage	100	115321.60603	1928.6752206156684	1.672431807890309	115031.0175	117552.84709999998	118854.23555	120733.64843000002	123786.34184299999	113083.299	124125.53	47	16	1	512	88412	88412	88412	4	4	11	11
abba	6	1	C2	spacemit	inference	100	100430.95682	1984.065267747507	1.9755514938521392	99826.7765	102703.6103	103059.81354999999	108100.03624	110008.936024	98077.998	110221.036	47	16	1	1408	88540	88540	88540	4	4	11	11
abba	6	1	C2	spacemit	tail	100	14862.69862	318.8803366354897	2.145507655025637	14710.556	15409.9652	15504.6509	15636.37753	15659.947153000001	14555.668	15662.566	47	16	1	1408	88540	88540	88540	4	4	11	11
abba	6	1	C2	spacemit	two_stage	100	115293.65544	2064.0958608759565	1.7902944034506156	114822.7755	117521.5724	117814.34815	122768.30815	125490.50471499999	112633.666	125792.971	47	16	1	1408	88540	88540	88540	4	4	11	11
abba	6	2	C2	spacemit	inference	100	100366.79020999999	2123.6380163678923	2.1158771859940426	99741.5105	102378.13789999999	103523.6738	109232.33711	109660.73971099999	98047.518	109708.34	46	15	1	1408	88540	88540	88540	4	4	11	11
abba	6	2	C2	spacemit	tail	100	14849.349699999999	337.9191237310812	2.275649308272949	14678.912	15332.4662	15393.2479	15554.453670000004	16266.778766999996	14446.815	16345.926	46	15	1	1408	88540	88540	88540	4	4	11	11
abba	6	2	C2	spacemit	two_stage	100	115216.13991	2220.137124527982	1.926932395289602	114808.175	117260.79609999999	118100.29204999999	124001.14658000002	125848.95405799999	112677.842	126054.266	46	15	1	1408	88540	88540	88540	4	4	11	11
abba	6	3	B2	spacemit	inference	100	100148.61669	1820.5882301342742	1.8178865473196926	99379.5685	102476.9733	103104.24415	105051.05832000003	108755.24113199998	98059.676	109166.817	46	15	1	1408	88668	88668	88668	4	4	11	11
abba	6	3	B2	spacemit	tail	100	14760.6147	345.5296258516508	2.340889135542917	14593.7675	15248.970099999999	15409.8205	15616.833550000001	16104.348654999998	14409.334	16158.517	46	15	1	1408	88668	88668	88668	4	4	11	11
abba	6	3	B2	spacemit	two_stage	100	114909.23139	1916.1980552328196	1.6675753828073878	114439.37849999999	117475.6891	117738.4962	119574.60040000002	124257.82113999999	112557.77	124778.179	46	15	1	1408	88668	88668	88668	4	4	11	11
abba	7	0	C2	spacemit	inference	100	100491.5034	1719.5960055838864	1.7111854708145269	99881.987	102683.639	103382.88155	104141.62056000001	108435.57765599998	98432.647	108912.684	47	16	1	1408	88668	88668	88668	4	4	11	11
abba	7	0	C2	spacemit	tail	100	14855.16179	300.2154667934449	2.0209505021718437	14699.486	15318.3719	15365.023599999999	15718.70493	15820.807293	14498.532	15832.152	47	16	1	1408	88668	88668	88668	4	4	11	11
abba	7	0	C2	spacemit	two_stage	100	115346.66519	1803.9539132813131	1.5639411077119785	115104.789	117638.29879999999	118010.27625	118885.37566000002	123364.22416599997	112969.98	123861.874	47	16	1	1408	88668	88668	88668	4	4	11	11
abba	7	1	B2	spacemit	inference	100	102775.20698999999	3612.1014962450213	3.514565041543996	101817.47649999999	107950.897	109660.46775000001	110432.29427	112538.28592699999	98333.985	112772.285	48	17	1	384	88412	88412	88412	4	4	11	11
abba	7	1	B2	spacemit	tail	100	14914.253400000001	388.53952224717193	2.605155697885433	14717.613000000001	15510.4349	15610.576149999999	16189.85584	16356.636784	14541.313	16375.168	48	17	1	384	88412	88412	88412	4	4	11	11
abba	7	1	B2	spacemit	two_stage	100	117689.46039000001	3715.244766388491	3.156820291364147	116720.275	123291.224	124420.7922	125866.49895000001	128819.357595	112979.678	129147.453	48	17	1	384	88412	88412	88412	4	4	11	11
abba	7	2	B2	spacemit	inference	100	100052.68303	1721.7176291177705	1.7208110537140988	99433.75649999999	102303.562	102667.45719999999	103368.84711000003	107955.54671099997	97876.859	108465.18	46	15	1	1536	88284	88284	88284	4	4	11	11
abba	7	2	B2	spacemit	tail	100	14845.24123	340.36644789913083	2.2927646821346452	14692.828	15335.892	15382.8067	15722.715330000005	16403.736032999994	14465.55	16479.405	46	15	1	1536	88284	88284	88284	4	4	11	11
abba	7	2	B2	spacemit	two_stage	100	114897.92425999999	1833.3000225137075	1.5955902026264401	114363.446	117061.5615	117846.94215	119624.7265	122892.15715	112492.241	123255.205	46	15	1	1536	88284	88284	88284	4	4	11	11
abba	7	3	C2	spacemit	inference	100	100483.73959000001	2101.729313391338	2.0916113611684284	99933.303	102945.3483	104556.90149999999	106031.48090000002	108714.18388999999	97851.522	109012.262	46	15	1	896	88412	88412	88412	4	4	11	11
abba	7	3	C2	spacemit	tail	100	14929.57741	378.65395694819716	2.5362670794323385	14710.269	15399.3451	15611.485450000002	15719.519830000003	16544.927082999995	14549.197	16636.639	46	15	1	896	88412	88412	88412	4	4	11	11
abba	7	3	C2	spacemit	two_stage	100	115413.317	2290.1625403762737	1.9843139421911544	114902.093	117863.4234	119219.9383	122438.24975000002	124470.24207499999	112556.527	124696.019	46	15	1	896	88412	88412	88412	4	4	11	11
